"Status","Year","Age","Disability","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scotland","AA","5","5","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scotland","AO","[c]","[c]","[c]","[c]"
