"Status","Year","Parent_department","Profession_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Commercial","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Inner London - West","Westminster","10","10","38800","34500"
"In post","2022","Attorney General's Departments","Commercial","North Yorkshire","York","15","15","37910","34390"
"In post","2022","Attorney General's Departments","Commercial","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Inner London - West","Westminster","65","65","42220","39750"
"In post","2022","Attorney General's Departments","Communications","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","Inner London - West","Westminster","10","10","46840","39290"
"In post","2022","Attorney General's Departments","Counter Fraud","Inner London - West","Westminster","245","240","46670","40270"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East Wales","Flintshire and Wrexham","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Inner London - West","Westminster","85","85","44230","40170"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North Yorkshire","York","20","20","34430","32050"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Northumberland, and Tyne and Wear","Tyneside","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Yorkshire","Wakefield","20","20","38230","34730"
"In post","2022","Attorney General's Departments","Finance","Bedfordshire and Hertfordshire","Hertfordshire CC","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Derbyshire and Nottinghamshire","Nottingham","30","30","24560","22200"
"In post","2022","Attorney General's Departments","Finance","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East Anglia","Norwich and East Norfolk","5","5","[c]","[c]"
