"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Office of Gas and Electricity Markets","Outside London","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Outside London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Outside London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Outside London","AA/AO","Female","275","[c]","23190","23230"
"Leaver CS","2022","Scottish Government","Outside London","AA/AO","Male","280","[c]","24360","23280"
"Leaver CS","2022","Scottish Government","Outside London","EO","Female","120","[c]","30220","30040"
"Leaver CS","2022","Scottish Government","Outside London","EO","Male","200","[c]","32170","32170"
"Leaver CS","2022","Scottish Government","Outside London","G6/G7","Female","55","[c]","65960","65150"
"Leaver CS","2022","Scottish Government","Outside London","G6/G7","Male","95","[c]","65330","62170"
"Leaver CS","2022","Scottish Government","Outside London","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Outside London","SEO/HEO","Female","170","[c]","40570","39660"
"Leaver CS","2022","Scottish Government","Outside London","SEO/HEO","Male","200","[c]","41360","40290"
"Leaver CS","2022","Scottish Government","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","AA/AO","Female","120","[c]","19620","19610"
"Leaver CS","2022","UK Statistics Authority","Outside London","AA/AO","Male","135","[c]","19960","19610"
"Leaver CS","2022","UK Statistics Authority","Outside London","EO","Female","35","[c]","23780","23630"
"Leaver CS","2022","UK Statistics Authority","Outside London","EO","Male","35","[c]","24040","23630"
"Leaver CS","2022","UK Statistics Authority","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","SEO/HEO","Female","65","[c]","32890","30710"
"Leaver CS","2022","UK Statistics Authority","Outside London","SEO/HEO","Male","95","[c]","33800","33870"
"Leaver CS","2022","UK Statistics Authority","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Outside London","AA/AO","Female","40","[c]","23210","23830"
"Leaver CS","2022","Welsh Government","Outside London","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Outside London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Outside London","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Outside London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Outside London","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Outside London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Outside London","SEO/HEO","Female","50","[c]","39330","38160"
"Leaver CS","2022","Welsh Government","Outside London","SEO/HEO","Male","45","[c]","39900","38670"
"Leaver Dept.","2022","Attorney General's Departments","London","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","London","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","London","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","London","G6/G7","Female","60","[c]","59130","56880"
"Leaver Dept.","2022","Attorney General's Departments","London","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","London","SEO/HEO","Female","30","[c]","35240","33310"
"Leaver Dept.","2022","Attorney General's Departments","London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Outside London","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Outside London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","London","EO","Female","80","[c]","27790","27500"
"Leaver Dept.","2022","Cabinet Office","London","EO","Male","55","[c]","27530","27500"
"Leaver Dept.","2022","Cabinet Office","London","G6/G7","Female","220","[c]","58760","54710"
"Leaver Dept.","2022","Cabinet Office","London","G6/G7","Male","165","[c]","58150","54700"
"Leaver Dept.","2022","Cabinet Office","London","SCS level","Female","45","[c]","87100","76780"
"Leaver Dept.","2022","Cabinet Office","London","SCS level","Male","40","[c]","87650","77820"
"Leaver Dept.","2022","Cabinet Office","London","SEO/HEO","Female","400","[c]","34070","33250"
"Leaver Dept.","2022","Cabinet Office","London","SEO/HEO","Male","300","[c]","33630","32300"
"Leaver Dept.","2022","Cabinet Office","Outside London","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Outside London","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Outside London","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Outside London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Outside London","G6/G7","Male","30","[c]","54330","52580"
"Leaver Dept.","2022","Cabinet Office","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Outside London","SEO/HEO","Female","75","[c]","33380","32000"
"Leaver Dept.","2022","Cabinet Office","Outside London","SEO/HEO","Male","70","[c]","33400","32000"
"Leaver Dept.","2022","Cabinet Office","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Unknown","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Unknown","G6/G7","Female","35","[c]","59120","56340"
"Leaver Dept.","2022","Cabinet Office","Unknown","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Unknown","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Unknown","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Unknown","SEO/HEO","Female","110","[c]","32680","32000"
"Leaver Dept.","2022","Cabinet Office","Unknown","SEO/HEO","Male","90","[c]","32590","32000"
"Leaver Dept.","2022","Chancellor's other departments","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Outside London","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Outside London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","London","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","London","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","London","G6/G7","Female","95","[c]","55760","53600"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","London","G6/G7","Male","95","[c]","56820","53600"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","London","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","London","SCS level","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","Female","115","[c]","36120","33820"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","Male","110","[c]","36860","36530"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Outside London","EO","Female","40","[c]","24920","24250"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Outside London","EO","Male","30","[c]","25260","24250"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","Female","40","[c]","34340","34240"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","Male","50","[c]","35840","35060"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","G6/G7","Female","30","[c]","55550","54220"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","G6/G7","Male","45","[c]","57020","55730"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","SEO/HEO","Female","55","[c]","34570","34020"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","SEO/HEO","Male","40","[c]","35680","34020"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","London","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","London","G6/G7","Female","50","[c]","57550","54400"
"Leaver Dept.","2022","Department for Education","London","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","London","SEO/HEO","Female","60","[c]","38090","39780"
"Leaver Dept.","2022","Department for Education","London","SEO/HEO","Male","45","[c]","37970","37280"
