"Status","Year","Ethnicity","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Black","Met Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Met Office","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Met Office","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Overseas","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Overseas","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Infrastructure Commission","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Infrastructure Commission","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Infrastructure Commission","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Infrastructure Commission","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Infrastructure Commission","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Records of Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Records of Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Records of Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Records of Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Records of Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Records of Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Records of Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Savings and Investments","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Savings and Investments","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Savings and Investments","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Savings and Investments","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Savings and Investments","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Savings and Investments","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Savings and Investments","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Savings and Investments","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Savings and Investments","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Budget Responsibility","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Budget Responsibility","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Budget Responsibility","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Budget Responsibility","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Public Guardian","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Public Guardian","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Public Guardian","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Public Guardian","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Public Guardian","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Public Guardian","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Public Guardian","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Public Guardian","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Scottish Charity Regulator","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Scottish Charity Regulator","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Scottish Charity Regulator","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Scottish Charity Regulator","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Scottish Charity Regulator","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Wales","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Wales","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Wales","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Wales","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning Inspectorate","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning Inspectorate","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning Inspectorate","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning Inspectorate","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning Inspectorate","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning Inspectorate","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Queen Elizabeth II Centre","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Queen Elizabeth II Centre","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Queen Elizabeth II Centre","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Registers of Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Registers of Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Registers of Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Registers of Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Registers of Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Revenue Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Revenue Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Revenue Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Revenue Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Revenue Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Revenue Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Royal Fleet Auxiliary","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Rural Payments Agency","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Rural Payments Agency","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Rural Payments Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Rural Payments Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Rural Payments Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Rural Payments Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Courts and Tribunals Service","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Courts and Tribunals Service","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Courts and Tribunals Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Courts and Tribunals Service","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Courts and Tribunals Service","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Courts and Tribunals Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Courts and Tribunals Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Fiscal Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Fiscal Commission","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Fiscal Commission","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Fiscal Commission","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Housing Regulator","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Housing Regulator","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Housing Regulator","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Housing Regulator","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Housing Regulator","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Prison Service","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Prison Service","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Prison Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Prison Service","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Prison Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Prison Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Prison Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Public Pensions Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Public Pensions Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Public Pensions Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Serious Fraud Office","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Serious Fraud Office","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Serious Fraud Office","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Serious Fraud Office","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Serious Fraud Office","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Serious Fraud Office","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Serious Fraud Office","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Security Scotland","Outside London","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Security Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Security Scotland","Outside London","EO","5","[c]","[c]","[c]"
