"Status","Year","Organisation","Region_ITL2","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Animal and Plant Health Agency","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","20","15","28720","25260"
"In post","2022","Animal and Plant Health Agency","Inner London - West","Westminster","London","20","20","44370","52290"
"In post","2022","Animal and Plant Health Agency","Kent","East Kent","Outside London","35","35","28430","28340"
"In post","2022","Animal and Plant Health Agency","Kent","Mid Kent","Outside London","10","10","28070","26580"
"In post","2022","Animal and Plant Health Agency","Lancashire","Mid Lancashire","Outside London","95","90","28660","24920"
"In post","2022","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","20","20","33650","35900"
"In post","2022","Animal and Plant Health Agency","Lincolnshire","Lincolnshire CC","Outside London","25","25","33510","29800"
"In post","2022","Animal and Plant Health Agency","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","10","10","34850","36750"
"In post","2022","Animal and Plant Health Agency","North Yorkshire","North Yorkshire CC","Outside London","130","125","31610","29180"
"In post","2022","Animal and Plant Health Agency","North Yorkshire","York","Outside London","70","70","23910","21300"
"In post","2022","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Tyneside","Outside London","50","50","30990","26440"
"In post","2022","Animal and Plant Health Agency","Outer London - East and North East","Redbridge and Waltham Forest","London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Outer London - West and North West","Harrow and Hillingdon","London","15","15","35720","32720"
"In post","2022","Animal and Plant Health Agency","Outer London - West and North West","Hounslow and Richmond upon Thames","London","65","65","33010","31750"
"In post","2022","Animal and Plant Health Agency","Shropshire and Staffordshire","Shropshire","Outside London","40","40","34630","33300"
"In post","2022","Animal and Plant Health Agency","Shropshire and Staffordshire","Staffordshire CC","Outside London","70","70","25860","21300"
"In post","2022","Animal and Plant Health Agency","Shropshire and Staffordshire","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","Dumfries and Galloway","Outside London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","Scottish Borders","Outside London","15","15","29830","24920"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","South Ayrshire","Outside London","25","25","28170","24920"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","South Lanarkshire","Outside London","10","10","31120","25720"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","West Surrey","Outside London","645","615","33380","28630"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","West Sussex (North East)","Outside London","20","20","32950","30040"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Unknown","Unknown","25","25","29460","25520"
"In post","2022","Animal and Plant Health Agency","West Wales and The Valleys","Gwynedd","Outside London","70","60","26960","24920"
"In post","2022","Animal and Plant Health Agency","West Wales and The Valleys","South West Wales","Outside London","150","140","28350","25160"
"In post","2022","Animal and Plant Health Agency","West Yorkshire","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Inner London - West","Westminster","London","45","45","51580","51250"
"In post","2022","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","35","35","36480","29250"
"In post","2022","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Outside London","10","10","52830","60920"
"In post","2022","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","90","85","34410","33300"
"In post","2022","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cheshire","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cumbria","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cumbria","West Cumbria","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Nottingham","Outside London","35","35","50910","35910"
"In post","2022","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Devon","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Devon","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Dorset and Somerset","Dorset","Outside London","10","10","35240","33470"
"In post","2022","Cabinet Office (excl. agencies)","East Anglia","Cambridgeshire CC","Outside London","15","15","47460","33300"
"In post","2022","Cabinet Office (excl. agencies)","East Anglia","Norwich and East Norfolk","Outside London","65","60","51020","49700"
"In post","2022","Cabinet Office (excl. agencies)","East Anglia","Peterborough","Outside London","10","10","63300","68150"
"In post","2022","Cabinet Office (excl. agencies)","East Anglia","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Wales","Cardiff and Vale of Glamorgan","Outside London","50","45","43110","37300"
"In post","2022","Cabinet Office (excl. agencies)","East Wales","Monmouthshire and Newport","Outside London","30","30","39700","29250"
"In post","2022","Cabinet Office (excl. agencies)","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Eastern Scotland","City of Edinburgh","Outside London","30","30","35390","32000"
"In post","2022","Cabinet Office (excl. agencies)","Eastern Scotland","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Essex","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","50","50","55290","45140"
"In post","2022","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","110","105","49480","49700"
"In post","2022","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","60","60","66690","63750"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester","Greater Manchester South East","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester","Greater Manchester South West","Outside London","245","240","43730","37300"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester","Manchester","Outside London","135","135","47610","49700"
"In post","2022","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Central Hampshire","Outside London","45","40","64070","64750"
"In post","2022","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","North Hampshire","Outside London","25","25","45390","40600"
"In post","2022","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Portsmouth","Outside London","15","15","44500","33300"
"In post","2022","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","South Hampshire","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Inner London - East","Hackney and Newham","London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Inner London - East","Lewisham and Southwark","London","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Inner London - East","Tower Hamlets","London","1015","995","51990","54700"
"In post","2022","Cabinet Office (excl. agencies)","Inner London - West","Camden and City of London","London","70","70","56280","54700"
"In post","2022","Cabinet Office (excl. agencies)","Inner London - West","Westminster","London","5300","5240","49530","40600"
"In post","2022","Cabinet Office (excl. agencies)","Kent","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Kent","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Kent","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Lancashire","Blackpool","Outside London","40","35","56170","58210"
"In post","2022","Cabinet Office (excl. agencies)","Lancashire","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Merseyside","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Merseyside","Liverpool","Outside London","85","85","50630","49700"
"In post","2022","Cabinet Office (excl. agencies)","Merseyside","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Merseyside","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North Yorkshire","North Yorkshire CC","Outside London","15","15","45630","45150"
"In post","2022","Cabinet Office (excl. agencies)","North Yorkshire","York","Outside London","545","520","32540","32000"
"In post","2022","Cabinet Office (excl. agencies)","Northern Ireland","Ards and North Down","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Northern Ireland","Belfast","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Northumberland, and Tyne and Wear","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","Outside London","460","435","29460","25550"
"In post","2022","Cabinet Office (excl. agencies)","Outer London - South","Croydon","London","20","20","62640","65320"
"In post","2022","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Staffordshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Telford and Wrekin","Outside London","20","20","69660","64500"
"In post","2022","Cabinet Office (excl. agencies)","South Yorkshire","Sheffield","Outside London","85","80","50450","49700"
"In post","2022","Cabinet Office (excl. agencies)","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Southern Scotland","South Lanarkshire","Outside London","10","10","70310","64860"
"In post","2022","Cabinet Office (excl. agencies)","Surrey, East and West Sussex","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Surrey, East and West Sussex","West Surrey","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Tees Valley and Durham","Darlington","Outside London","15","15","62900","62010"
"In post","2022","Cabinet Office (excl. agencies)","Tees Valley and Durham","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","Unknown","475","475","37420","32000"
"In post","2022","Cabinet Office (excl. agencies)","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Central Scotland","Glasgow City","Outside London","250","245","42310","33130"
"In post","2022","Cabinet Office (excl. agencies)","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands","Birmingham","Outside London","105","105","53030","38740"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands","Coventry","Outside London","10","10","66610","63110"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands","Wolverhampton","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Wales and The Valleys","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Yorkshire","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Yorkshire","Leeds","Outside London","220","215","47420","40460"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Devon","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Devon","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","Dorset","Outside London","150","145","33820","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Suffolk CC","Outside London","480","455","34470","30220"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Charity Commission","Dorset and Somerset","Somerset CC","Outside London","35","35","31780","29540"
"In post","2022","Charity Commission","East Wales","Monmouthshire and Newport","Outside London","5","5","[c]","[c]"
"In post","2022","Charity Commission","Inner London - West","Westminster","London","80","80","44120","37910"
"In post","2022","Charity Commission","Merseyside","Sefton","Outside London","345","325","31850","29160"
"In post","2022","Companies House","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Cheshire","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Devon","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Devon","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","East Wales","Cardiff and Vale of Glamorgan","Outside London","1080","995","31180","25460"
"In post","2022","Companies House","Eastern Scotland","City of Edinburgh","Outside London","40","40","24820","22740"
"In post","2022","Companies House","Eastern Scotland","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Eastern Scotland","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Greater Manchester","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Inner London - East","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Inner London - West","Westminster","London","5","5","[c]","[c]"
"In post","2022","Companies House","Lincolnshire","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","Belfast","Outside London","25","20","24750","22740"
"In post","2022","Companies House","Northern Ireland","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northumberland, and Tyne and Wear","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Outer London - South","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Central Scotland","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Midlands","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Midlands","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Wales and The Valleys","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Yorkshire","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","East Wales","Cardiff and Vale of Glamorgan","Outside London","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Eastern Scotland","City of Edinburgh","Outside London","55","55","58200","55860"
"In post","2022","Competition and Markets Authority","Inner London - East","Tower Hamlets","London","795","770","61480","57060"
"In post","2022","Competition and Markets Authority","Northern Ireland","Belfast","Outside London","10","10","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","West Central Scotland","Glasgow City","Outside London","320","295","27620","25120"
"In post","2022","Crown Commercial Service","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cheshire","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cheshire","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Dorset and Somerset","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Anglia","Norwich and East Norfolk","Outside London","155","150","37960","38330"
"In post","2022","Crown Commercial Service","East Anglia","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
