"Status","Year","Age","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Unknown","Scottish Government","225","165","32730","29970"
"In post","2022","65+","Unknown","The National Archives","15","15","[c]","[c]"
"In post","2022","65+","Unknown","UK Statistics Authority","65","40","24750","20350"
"In post","2022","65+","Unknown","Welsh Government","10","5","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Department for Work and Pensions","15","10","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Department for Work and Pensions","35","[c]","22360","21260"
"Leaver CS","2022","16-19","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Ministry of Justice","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Work and Pensions","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Ministry of Defence","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Ministry of Justice","25","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Cabinet Office","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Education","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Department for Work and Pensions","225","[c]","24880","21260"
"Leaver CS","2022","20-29","Declared disabled","Department of Health and Social Care","50","[c]","26070","25500"
"Leaver CS","2022","20-29","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","HM Revenue and Customs","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","HM Treasury","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Home Office","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Ministry of Defence","50","[c]","26100","25180"
"Leaver CS","2022","20-29","Declared disabled","Ministry of Justice","190","[c]","22970","20970"
"Leaver CS","2022","20-29","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Scottish Government","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","UK Statistics Authority","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Attorney General's Departments","70","[c]","30660","26950"
"Leaver CS","2022","20-29","Declared non-disabled","Cabinet Office","85","[c]","33330","32000"
"Leaver CS","2022","20-29","Declared non-disabled","Chancellor's other departments","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Charity Commission","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Competition and Markets Authority","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","140","[c]","31850","30360"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","50","[c]","34440","34020"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Education","40","[c]","34500","29960"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","210","[c]","23120","21300"
"Leaver CS","2022","20-29","Declared non-disabled","Department for International Trade","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities","45","[c]","30470","27850"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Transport","115","[c]","27510","21840"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Work and Pensions","1305","[c]","25250","25110"
"Leaver CS","2022","20-29","Declared non-disabled","Department of Health and Social Care","380","[c]","27360","26880"
"Leaver CS","2022","20-29","Declared non-disabled","Food Standards Agency","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office","60","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","HM Land Registry","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","HM Revenue and Customs","485","[c]","26120","25370"
"Leaver CS","2022","20-29","Declared non-disabled","HM Treasury","70","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Home Office","220","[c]","28100","24890"
"Leaver CS","2022","20-29","Declared non-disabled","Ministry of Defence","535","[c]","26620","25680"
"Leaver CS","2022","20-29","Declared non-disabled","Ministry of Justice","1555","[c]","23350","21170"
"Leaver CS","2022","20-29","Declared non-disabled","National Crime Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office of Gas and Electricity Markets","60","[c]","29990","29040"
"Leaver CS","2022","20-29","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Scottish Government","80","[c]","27510","25940"
"Leaver CS","2022","20-29","Declared non-disabled","The National Archives","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","UK Export Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","UK Statistics Authority","55","[c]","24580","23050"
"Leaver CS","2022","20-29","Declared non-disabled","UK Supreme Court","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Welsh Government","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Education","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Work and Pensions","65","[c]","25940","27570"
"Leaver CS","2022","20-29","Undeclared","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","HM Revenue and Customs","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","HM Treasury","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Ministry of Justice","80","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","UK Statistics Authority","50","[c]","26410","23050"
"Leaver CS","2022","20-29","Unknown","Attorney General's Departments","60","[c]","28680","23770"
"Leaver CS","2022","20-29","Unknown","Cabinet Office","130","[c]","29900","29250"
"Leaver CS","2022","20-29","Unknown","Chancellor's other departments","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Charity Commission","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Business, Energy and Industrial Strategy","75","[c]","28420","24370"
"Leaver CS","2022","20-29","Unknown","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Education","90","[c]","29500","26750"
"Leaver CS","2022","20-29","Unknown","Department for Environment, Food and Rural Affairs","80","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for International Trade","70","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Levelling Up, Housing and Communities","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Transport","110","[c]","25520","21840"
"Leaver CS","2022","20-29","Unknown","Department for Work and Pensions","375","[c]","25100","21260"
"Leaver CS","2022","20-29","Unknown","Department of Health and Social Care","340","[c]","33180","32640"
"Leaver CS","2022","20-29","Unknown","Foreign, Commonwealth and Development Office","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","HM Land Registry","60","[c]","27060","22600"
"Leaver CS","2022","20-29","Unknown","HM Revenue and Customs","455","[c]","25730","24500"
"Leaver CS","2022","20-29","Unknown","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Home Office","180","[c]","27980","25630"
"Leaver CS","2022","20-29","Unknown","Ministry of Defence","260","[c]","25110","23700"
"Leaver CS","2022","20-29","Unknown","Ministry of Justice","1160","[c]","22680","20970"
"Leaver CS","2022","20-29","Unknown","National Crime Agency","30","[c]","29080","28840"
"Leaver CS","2022","20-29","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Scottish Government","165","[c]","26030","25120"
"Leaver CS","2022","20-29","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","UK Statistics Authority","70","[c]","23970","22130"
"Leaver CS","2022","20-29","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Welsh Government","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Department for Work and Pensions","165","[c]","26960","27570"
"Leaver CS","2022","30-39","Declared disabled","Department of Health and Social Care","35","[c]","35580","36330"
"Leaver CS","2022","30-39","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","HM Revenue and Customs","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Home Office","35","[c]","30920","25040"
"Leaver CS","2022","30-39","Declared disabled","Ministry of Defence","50","[c]","33260","31950"
"Leaver CS","2022","30-39","Declared disabled","Ministry of Justice","165","[c]","25540","20970"
"Leaver CS","2022","30-39","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Scottish Government","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","UK Statistics Authority","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Attorney General's Departments","90","[c]","47550","51250"
"Leaver CS","2022","30-39","Declared non-disabled","Cabinet Office","100","[c]","49430","54700"
"Leaver CS","2022","30-39","Declared non-disabled","Chancellor's other departments","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Competition and Markets Authority","30","[c]","54730","56490"
"Leaver CS","2022","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy","105","[c]","44810","40220"
"Leaver CS","2022","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","30","[c]","42950","38020"
"Leaver CS","2022","30-39","Declared non-disabled","Department for Education","45","[c]","42360","36960"
"Leaver CS","2022","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","115","[c]","27620","24920"
"Leaver CS","2022","30-39","Declared non-disabled","Department for International Trade","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","30","[c]","44440","47660"
"Leaver CS","2022","30-39","Declared non-disabled","Department for Transport","135","[c]","33520","27930"
"Leaver CS","2022","30-39","Declared non-disabled","Department for Work and Pensions","870","[c]","27810","27570"
"Leaver CS","2022","30-39","Declared non-disabled","Department of Health and Social Care","440","[c]","38440","36330"
"Leaver CS","2022","30-39","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","45","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","HM Land Registry","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","HM Revenue and Customs","335","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","HM Treasury","45","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Home Office","230","[c]","31400","25310"
"Leaver CS","2022","30-39","Declared non-disabled","Ministry of Defence","470","[c]","32600","32720"
"Leaver CS","2022","30-39","Declared non-disabled","Ministry of Justice","1275","[c]","29410","23500"
"Leaver CS","2022","30-39","Declared non-disabled","National Crime Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Office of Gas and Electricity Markets","60","[c]","43050","38280"
"Leaver CS","2022","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Office of Rail and Road","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Scottish Government","80","[c]","33400","31060"
"Leaver CS","2022","30-39","Declared non-disabled","The National Archives","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","UK Export Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","UK Statistics Authority","30","[c]","34440","30210"
"Leaver CS","2022","30-39","Declared non-disabled","UK Supreme Court","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Water Services Regulation Authority","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Welsh Government","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Department for Education","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Department for Transport","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Department for Work and Pensions","55","[c]","26370","27570"
"Leaver CS","2022","30-39","Undeclared","Department of Health and Social Care","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","HM Revenue and Customs","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","HM Treasury","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Home Office","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Ministry of Justice","110","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","UK Statistics Authority","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Attorney General's Departments","40","[c]","40240","40000"
