"Status","Year","Ethnicity","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","East of England","Hertfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Luton","Female","65","55","25810","25740"
"In post","2022","Asian","East of England","Luton","Male","45","45","27350","27140"
"In post","2022","Asian","East of England","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Norwich and East Norfolk","Female","10","10","[c]","[c]"
"In post","2022","Asian","East of England","Norwich and East Norfolk","Male","5","5","[c]","[c]"
"In post","2022","Asian","East of England","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Peterborough","Female","130","105","23270","21680"
"In post","2022","Asian","East of England","Peterborough","Male","85","75","25900","21680"
"In post","2022","Asian","East of England","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Southend-on-Sea","Female","15","15","[c]","[c]"
"In post","2022","Asian","East of England","Southend-on-Sea","Male","15","15","[c]","[c]"
"In post","2022","Asian","East of England","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Suffolk CC","Female","25","25","[c]","[c]"
"In post","2022","Asian","East of England","Suffolk CC","Male","30","30","30800","27850"
"In post","2022","Asian","East of England","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Thurrock","Female","5","5","[c]","[c]"
"In post","2022","Asian","East of England","Thurrock","Male","10","10","[c]","[c]"
"In post","2022","Asian","East of England","Thurrock","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","West Essex","Female","30","25","39280","29290"
"In post","2022","Asian","East of England","West Essex","Male","30","25","[c]","[c]"
"In post","2022","Asian","East of England","West Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Barking & Dagenham and Havering","Female","100","90","30750","31060"
"In post","2022","Asian","London","Barking & Dagenham and Havering","Male","70","70","31410","31060"
"In post","2022","Asian","London","Barking & Dagenham and Havering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Barnet","Female","300","275","37040","31880"
"In post","2022","Asian","London","Barnet","Male","155","150","40350","37840"
"In post","2022","Asian","London","Barnet","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Bexley and Greenwich","Female","65","55","29930","30170"
"In post","2022","Asian","London","Bexley and Greenwich","Male","50","50","32550","31060"
"In post","2022","Asian","London","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Brent","Female","105","90","30400","31060"
"In post","2022","Asian","London","Brent","Male","40","40","32440","31060"
"In post","2022","Asian","London","Brent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Bromley","Female","25","20","[c]","[c]"
"In post","2022","Asian","London","Bromley","Male","5","5","[c]","[c]"
"In post","2022","Asian","London","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Camden and City of London","Female","210","195","33280","28990"
"In post","2022","Asian","London","Camden and City of London","Male","140","135","34950","28810"
"In post","2022","Asian","London","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Croydon","Female","1075","980","34650","30750"
"In post","2022","Asian","London","Croydon","Male","700","685","37630","35050"
"In post","2022","Asian","London","Croydon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Ealing","Female","120","110","32140","31060"
"In post","2022","Asian","London","Ealing","Male","45","45","31320","31060"
"In post","2022","Asian","London","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Enfield","Female","40","30","30840","31060"
"In post","2022","Asian","London","Enfield","Male","30","25","[c]","[c]"
"In post","2022","Asian","London","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Hackney and Newham","Female","750","675","35150","31060"
"In post","2022","Asian","London","Hackney and Newham","Male","625","605","37760","35770"
"In post","2022","Asian","London","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Haringey and Islington","Female","90","80","29540","30270"
"In post","2022","Asian","London","Haringey and Islington","Male","90","90","30860","31060"
"In post","2022","Asian","London","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Harrow and Hillingdon","Female","660","585","30430","29080"
"In post","2022","Asian","London","Harrow and Hillingdon","Male","530","510","30560","29070"
"In post","2022","Asian","London","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Hounslow and Richmond upon Thames","Female","420","375","30710","29080"
"In post","2022","Asian","London","Hounslow and Richmond upon Thames","Male","230","225","30740","29080"
"In post","2022","Asian","London","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Kensington & Chelsea and Hammersmith & Fulham","Female","60","55","33630","31060"
"In post","2022","Asian","London","Kensington & Chelsea and Hammersmith & Fulham","Male","60","60","33750","31850"
"In post","2022","Asian","London","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Lambeth","Female","235","220","39730","33700"
"In post","2022","Asian","London","Lambeth","Male","140","135","41700","35900"
"In post","2022","Asian","London","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Lewisham and Southwark","Female","60","55","32490","31060"
"In post","2022","Asian","London","Lewisham and Southwark","Male","70","70","30890","29080"
"In post","2022","Asian","London","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Merton, Kingston upon Thames and Sutton","Female","60","55","31540","31060"
"In post","2022","Asian","London","Merton, Kingston upon Thames and Sutton","Male","30","30","[c]","[c]"
"In post","2022","Asian","London","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Redbridge and Waltham Forest","Female","310","270","28970","29580"
"In post","2022","Asian","London","Redbridge and Waltham Forest","Male","165","160","29680","31060"
"In post","2022","Asian","London","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Tower Hamlets","Female","595","565","40730","35200"
"In post","2022","Asian","London","Tower Hamlets","Male","455","450","44880","40600"
"In post","2022","Asian","London","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Wandsworth","Female","45","40","29020","25130"
"In post","2022","Asian","London","Wandsworth","Male","45","45","30550","31060"
"In post","2022","Asian","London","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Westminster","Female","3490","3350","43140","40000"
"In post","2022","Asian","London","Westminster","Male","2305","2285","43980","40050"
"In post","2022","Asian","London","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Darlington","Female","10","10","[c]","[c]"
"In post","2022","Asian","North East (England)","Darlington","Male","15","15","[c]","[c]"
"In post","2022","Asian","North East (England)","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Durham","Female","20","15","[c]","[c]"
"In post","2022","Asian","North East (England)","Durham","Male","35","25","28120","24010"
"In post","2022","Asian","North East (England)","Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Hartlepool and Stockton-on-Tees","Female","10","10","[c]","[c]"
"In post","2022","Asian","North East (England)","Hartlepool and Stockton-on-Tees","Male","15","15","[c]","[c]"
"In post","2022","Asian","North East (England)","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","South Teesside","Female","20","20","[c]","[c]"
"In post","2022","Asian","North East (England)","South Teesside","Male","10","10","[c]","[c]"
"In post","2022","Asian","North East (England)","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Sunderland","Female","30","25","[c]","[c]"
"In post","2022","Asian","North East (England)","Sunderland","Male","15","15","[c]","[c]"
"In post","2022","Asian","North East (England)","Sunderland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Tyneside","Female","210","190","28950","26590"
"In post","2022","Asian","North East (England)","Tyneside","Male","200","195","31930","27370"
"In post","2022","Asian","North East (England)","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Blackburn with Darwen","Female","65","50","25160","24800"
"In post","2022","Asian","North West (England)","Blackburn with Darwen","Male","70","65","27350","27570"
"In post","2022","Asian","North West (England)","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Blackpool","Female","40","35","29480","27570"
"In post","2022","Asian","North West (England)","Blackpool","Male","90","90","29840","27570"
"In post","2022","Asian","North West (England)","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Cheshire East","Female","20","15","[c]","[c]"
"In post","2022","Asian","North West (England)","Cheshire East","Male","25","25","[c]","[c]"
"In post","2022","Asian","North West (England)","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Chorley and West Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Chorley and West Lancashire","Male","15","15","[c]","[c]"
"In post","2022","Asian","North West (England)","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","East Cumbria","Male","5","5","[c]","[c]"
"In post","2022","Asian","North West (England)","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","East Lancashire","Female","35","30","24980","24090"
"In post","2022","Asian","North West (England)","East Lancashire","Male","40","35","26280","27570"
"In post","2022","Asian","North West (England)","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","East Merseyside","Female","5","5","[c]","[c]"
"In post","2022","Asian","North West (England)","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Greater Manchester North East","Female","60","50","26990","27570"
"In post","2022","Asian","North West (England)","Greater Manchester North East","Male","50","50","28430","27570"
"In post","2022","Asian","North West (England)","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Greater Manchester North West","Female","50","40","23960","21260"
"In post","2022","Asian","North West (England)","Greater Manchester North West","Male","60","60","25130","27570"
"In post","2022","Asian","North West (England)","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Greater Manchester South East","Female","40","35","25150","21260"
"In post","2022","Asian","North West (England)","Greater Manchester South East","Male","25","25","[c]","[c]"
"In post","2022","Asian","North West (England)","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Greater Manchester South West","Female","320","290","28350","26590"
"In post","2022","Asian","North West (England)","Greater Manchester South West","Male","420","410","31050","27570"
"In post","2022","Asian","North West (England)","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Lancaster and Wyre","Male","10","10","[c]","[c]"
"In post","2022","Asian","North West (England)","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Liverpool","Female","75","70","31480","25040"
"In post","2022","Asian","North West (England)","Liverpool","Male","75","70","30700","26590"
"In post","2022","Asian","North West (England)","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Manchester","Female","400","370","30900","27570"
"In post","2022","Asian","North West (England)","Manchester","Male","430","425","32780","29200"
"In post","2022","Asian","North West (England)","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Mid Lancashire","Female","265","210","24330","21260"
"In post","2022","Asian","North West (England)","Mid Lancashire","Male","395","380","25570","21260"
"In post","2022","Asian","North West (England)","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Sefton","Female","20","20","[c]","[c]"
"In post","2022","Asian","North West (England)","Sefton","Male","50","50","35750","29160"
"In post","2022","Asian","North West (England)","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Warrington","Female","25","25","[c]","[c]"
"In post","2022","Asian","North West (England)","Warrington","Male","20","20","[c]","[c]"
"In post","2022","Asian","North West (England)","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Wirral","Female","10","10","[c]","[c]"
"In post","2022","Asian","North West (England)","Wirral","Male","10","10","[c]","[c]"
"In post","2022","Asian","North West (England)","Wirral","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Antrim and Newtownabbey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Ards and North Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Armagh City, Banbridge and Craigavon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Armagh City, Banbridge and Craigavon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Armagh City, Banbridge and Craigavon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Belfast","Female","10","5","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Belfast","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Causeway Coast and Glens","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Causeway Coast and Glens","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Causeway Coast and Glens","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Derry City and Strabane","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Derry City and Strabane","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Fermanagh and Omagh","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Fermanagh and Omagh","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Fermanagh and Omagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Mid and East Antrim","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Mid and East Antrim","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Mid and East Antrim","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Mid Ulster","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Mid Ulster","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Mid Ulster","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Newry, Mourne and Down","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Newry, Mourne and Down","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Newry, Mourne and Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Overseas","Female","70","70","43670","34770"
"In post","2022","Asian","Overseas","Overseas","Male","95","95","46280","40490"
"In post","2022","Asian","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Aberdeen City and Aberdeenshire","Female","15","15","[c]","[c]"
"In post","2022","Asian","Scotland","Aberdeen City and Aberdeenshire","Male","20","20","[c]","[c]"
"In post","2022","Asian","Scotland","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Angus and Dundee City","Female","30","25","[c]","[c]"
"In post","2022","Asian","Scotland","Angus and Dundee City","Male","20","20","[c]","[c]"
"In post","2022","Asian","Scotland","Angus and Dundee City","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Caithness and Sutherland, and Ross and Cromarty","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Caithness and Sutherland, and Ross and Cromarty","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","City of Edinburgh","Female","115","110","33360","27940"
"In post","2022","Asian","Scotland","City of Edinburgh","Male","80","80","35320","31390"
"In post","2022","Asian","Scotland","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","5","5","[c]","[c]"
"In post","2022","Asian","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","10","10","[c]","[c]"
"In post","2022","Asian","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Falkirk","Female","10","10","[c]","[c]"
"In post","2022","Asian","Scotland","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Glasgow City","Female","160","150","29280","27230"
"In post","2022","Asian","Scotland","Glasgow City","Male","145","140","31990","27570"
"In post","2022","Asian","Scotland","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Male","10","10","[c]","[c]"
"In post","2022","Asian","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Na h-Eileanan Siar","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Na h-Eileanan Siar","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","North Lanarkshire","Female","15","10","[c]","[c]"
"In post","2022","Asian","Scotland","North Lanarkshire","Male","10","10","[c]","[c]"
"In post","2022","Asian","Scotland","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Orkney Islands","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Orkney Islands","Male","[c]","[c]","[c]","[c]"
