"Status","Year","Parent_department","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Environment, Food and Rural Affairs","South West (England)","Outside London","2070","1960","35560","32160"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","30","30","32770","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","Wales","Outside London","370","345","29070","25190"
"In post","2022","Department for Environment, Food and Rural Affairs","West Midlands (England)","Outside London","745","705","33070","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Outside London","1265","1215","34820","30730"
"In post","2022","Department for International Trade","East Midlands (England)","Outside London","10","10","40560","35180"
"In post","2022","Department for International Trade","East of England","Outside London","5","5","[c]","[c]"
"In post","2022","Department for International Trade","London","London","2500","2475","46310","41250"
"In post","2022","Department for International Trade","North East (England)","Outside London","50","45","38370","34430"
"In post","2022","Department for International Trade","North West (England)","Outside London","20","20","44850","39410"
"In post","2022","Department for International Trade","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Overseas","Overseas","175","175","55360","53470"
"In post","2022","Department for International Trade","Scotland","Outside London","30","30","45300","47980"
"In post","2022","Department for International Trade","South East (England)","Outside London","10","10","42610","38350"
"In post","2022","Department for International Trade","South West (England)","Outside London","10","10","47900","48220"
"In post","2022","Department for International Trade","Wales","Outside London","20","20","46840","47980"
"In post","2022","Department for International Trade","West Midlands (England)","Outside London","25","25","41000","44050"
"In post","2022","Department for International Trade","Yorkshire and The Humber","Outside London","20","20","41920","40300"
"In post","2022","Department for Levelling Up, Housing and Communities","East Midlands (England)","Outside London","100","95","48350","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","East of England","Outside London","130","125","44650","41360"
"In post","2022","Department for Levelling Up, Housing and Communities","London","London","2275","2225","48590","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","North East (England)","Outside London","130","125","45010","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","North West (England)","Outside London","220","210","41500","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Scotland","Outside London","35","35","42800","37300"
"In post","2022","Department for Levelling Up, Housing and Communities","South East (England)","Outside London","60","50","51140","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","South West (England)","Outside London","635","595","36150","32780"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Wales","Outside London","45","40","50420","48200"
"In post","2022","Department for Levelling Up, Housing and Communities","West Midlands (England)","Outside London","350","340","38750","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Outside London","155","150","46380","40300"
"In post","2022","Department for Transport","East Midlands (England)","Outside London","655","630","33640","29080"
"In post","2022","Department for Transport","East of England","Outside London","400","375","29970","26830"
"In post","2022","Department for Transport","London","London","3390","3305","47700","42890"
"In post","2022","Department for Transport","North East (England)","Outside London","385","355","27620","26580"
"In post","2022","Department for Transport","North West (England)","Outside London","490","465","29120","26780"
"In post","2022","Department for Transport","Northern Ireland","Outside London","40","40","37890","34040"
"In post","2022","Department for Transport","Overseas","Overseas","10","10","61510","57170"
"In post","2022","Department for Transport","Scotland","Outside London","450","425","32310","27930"
"In post","2022","Department for Transport","South East (England)","Outside London","1505","1440","36170","30970"
"In post","2022","Department for Transport","South West (England)","Outside London","770","730","32750","27930"
"In post","2022","Department for Transport","Wales","Outside London","6930","6185","26860","21840"
"In post","2022","Department for Transport","West Midlands (England)","Outside London","680","650","29560","26780"
"In post","2022","Department for Transport","Yorkshire and The Humber","Outside London","675","640","30960","26830"
"In post","2022","Department for Work and Pensions","East Midlands (England)","Outside London","4915","4370","27250","27570"
"In post","2022","Department for Work and Pensions","East of England","Outside London","4620","4150","28650","27570"
"In post","2022","Department for Work and Pensions","London","London","10115","9460","34190","31060"
"In post","2022","Department for Work and Pensions","North East (England)","Outside London","10250","9175","28360","27570"
"In post","2022","Department for Work and Pensions","North West (England)","Outside London","19340","17540","28180","27570"
"In post","2022","Department for Work and Pensions","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Scotland","Outside London","8860","7855","26330","27570"
"In post","2022","Department for Work and Pensions","South East (England)","Outside London","6440","5785","27740","27570"
"In post","2022","Department for Work and Pensions","South West (England)","Outside London","5590","4865","26610","27570"
"In post","2022","Department for Work and Pensions","Unknown","Unknown","600","555","31150","27570"
"In post","2022","Department for Work and Pensions","Wales","Outside London","5810","5230","26290","27570"
"In post","2022","Department for Work and Pensions","West Midlands (England)","Outside London","7725","6815","26410","27570"
"In post","2022","Department for Work and Pensions","Yorkshire and The Humber","Outside London","9890","8855","30340","27570"
"In post","2022","Department of Health and Social Care","East Midlands (England)","Outside London","230","210","42340","36330"
"In post","2022","Department of Health and Social Care","East of England","Outside London","690","645","44150","40060"
"In post","2022","Department of Health and Social Care","London","London","6305","6050","47770","40810"
"In post","2022","Department of Health and Social Care","North East (England)","Outside London","115","110","45770","40060"
"In post","2022","Department of Health and Social Care","North West (England)","Outside London","535","500","38560","32310"
"In post","2022","Department of Health and Social Care","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Scotland","Outside London","35","35","37220","35400"
"In post","2022","Department of Health and Social Care","South East (England)","Outside London","550","495","45600","40060"
"In post","2022","Department of Health and Social Care","South West (England)","Outside London","1190","1110","39520","36330"
"In post","2022","Department of Health and Social Care","Unknown","Unknown","40","40","44780","40650"
"In post","2022","Department of Health and Social Care","Wales","Outside London","30","25","48260","47350"
"In post","2022","Department of Health and Social Care","West Midlands (England)","Outside London","415","375","42360","36330"
"In post","2022","Department of Health and Social Care","Yorkshire and The Humber","Outside London","1665","1595","43130","37700"
"In post","2022","Estyn","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Wales","Outside London","110","105","58630","75480"
"In post","2022","Estyn","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","East Midlands (England)","Outside London","85","85","35140","30350"
"In post","2022","Food Standards Agency","East of England","Outside London","130","125","34680","31520"
"In post","2022","Food Standards Agency","London","London","245","240","44260","40350"
"In post","2022","Food Standards Agency","North East (England)","Outside London","30","30","34740","30810"
"In post","2022","Food Standards Agency","North West (England)","Outside London","100","95","34160","30350"
"In post","2022","Food Standards Agency","Northern Ireland","Outside London","100","100","37610","37350"
"In post","2022","Food Standards Agency","Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","South East (England)","Outside London","100","100","43240","40720"
"In post","2022","Food Standards Agency","South West (England)","Outside London","115","110","35500","30350"
"In post","2022","Food Standards Agency","Wales","Outside London","150","145","36510","31050"
"In post","2022","Food Standards Agency","West Midlands (England)","Outside London","120","115","32730","30350"
"In post","2022","Food Standards Agency","Yorkshire and The Humber","Outside London","270","265","36650","31450"
"In post","2022","Foreign, Commonwealth and Development Office","London","London","4055","3960","50150","47730"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","Overseas","2210","2205","51740","53000"
"In post","2022","Foreign, Commonwealth and Development Office","Scotland","Outside London","830","795","41790","38500"
"In post","2022","Foreign, Commonwealth and Development Office","South East (England)","Outside London","1145","1095","36880","31910"
"In post","2022","HM Land Registry","East Midlands (England)","Outside London","920","845","31020","27130"
"In post","2022","HM Land Registry","East of England","Outside London","295","270","30840","27130"
"In post","2022","HM Land Registry","London","London","405","385","41440","37290"
"In post","2022","HM Land Registry","North East (England)","Outside London","730","670","28860","27130"
"In post","2022","HM Land Registry","North West (England)","Outside London","965","865","29870","27130"
"In post","2022","HM Land Registry","South West (England)","Outside London","1580","1425","32790","31740"
"In post","2022","HM Land Registry","Wales","Outside London","770","690","29440","27130"
"In post","2022","HM Land Registry","West Midlands (England)","Outside London","610","560","30190","27130"
"In post","2022","HM Land Registry","Yorkshire and The Humber","Outside London","355","325","29250","27130"
"In post","2022","HM Revenue and Customs","East Midlands (England)","Outside London","4330","4095","33890","33080"
"In post","2022","HM Revenue and Customs","East of England","Outside London","1460","1335","33980","33080"
"In post","2022","HM Revenue and Customs","London","London","9740","9300","44850","37930"
"In post","2022","HM Revenue and Customs","North East (England)","Outside London","11675","10505","29820","26820"
"In post","2022","HM Revenue and Customs","North West (England)","Outside London","14550","13605","32010","26950"
"In post","2022","HM Revenue and Customs","Northern Ireland","Outside London","2360","2225","30580","26820"
"In post","2022","HM Revenue and Customs","Scotland","Outside London","7785","7090","29470","26820"
"In post","2022","HM Revenue and Customs","South East (England)","Outside London","2415","2180","32430","28920"
"In post","2022","HM Revenue and Customs","South West (England)","Outside London","2050","1935","35440","33080"
"In post","2022","HM Revenue and Customs","Wales","Outside London","4660","4360","30610","26820"
"In post","2022","HM Revenue and Customs","West Midlands (England)","Outside London","4765","4500","34330","33080"
"In post","2022","HM Revenue and Customs","Yorkshire and The Humber","Outside London","5580","5200","31920","26820"
"In post","2022","HM Treasury","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","HM Treasury","East of England","Outside London","70","70","29800","24030"
"In post","2022","HM Treasury","London","London","2315","2260","49320","52500"
"In post","2022","HM Treasury","North East (England)","Outside London","135","130","43000","40280"
"In post","2022","HM Treasury","North West (England)","Outside London","50","45","45080","40700"
"In post","2022","HM Treasury","Scotland","Outside London","10","10","47900","46320"
"In post","2022","HM Treasury","South East (England)","Outside London","15","15","43250","42770"
"In post","2022","HM Treasury","South West (England)","Outside London","40","40","48320","45390"
"In post","2022","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Wales","Outside London","25","25","48120","48780"
"In post","2022","HM Treasury","West Midlands (England)","Outside London","30","30","50460","44820"
"In post","2022","HM Treasury","Yorkshire and The Humber","Outside London","65","60","45470","42020"
"In post","2022","Home Office","East Midlands (England)","Outside London","270","250","29160","26160"
"In post","2022","Home Office","East of England","Outside London","1925","1750","27400","25310"
"In post","2022","Home Office","London","London","13515","12870","40310","35070"
"In post","2022","Home Office","North East (England)","Outside London","1375","1230","26190","24880"
"In post","2022","Home Office","North West (England)","Outside London","7255","6800","28210","24890"
"In post","2022","Home Office","Northern Ireland","Outside London","560","525","26350","24880"
"In post","2022","Home Office","Overseas","Overseas","305","295","30510","27370"
"In post","2022","Home Office","Scotland","Outside London","1170","1085","27760","25040"
"In post","2022","Home Office","South East (England)","Outside London","4025","3705","28160","26160"
"In post","2022","Home Office","South West (England)","Outside London","455","410","29900","26790"
"In post","2022","Home Office","Wales","Outside London","710","660","28920","25310"
"In post","2022","Home Office","West Midlands (England)","Outside London","1150","1070","28830","25310"
"In post","2022","Home Office","Yorkshire and The Humber","Outside London","3830","3575","28790","25040"
"In post","2022","Ministry of Defence","East Midlands (England)","Outside London","1770","1705","28900","26160"
"In post","2022","Ministry of Defence","East of England","Outside London","3760","3655","32320","30710"
"In post","2022","Ministry of Defence","London","London","4060","3970","42210","39000"
"In post","2022","Ministry of Defence","North East (England)","Outside London","225","215","25200","21380"
"In post","2022","Ministry of Defence","North West (England)","Outside London","1875","1770","29780","26670"
"In post","2022","Ministry of Defence","Northern Ireland","Outside London","895","870","24580","20560"
"In post","2022","Ministry of Defence","Overseas","Overseas","785","780","42260","40580"
"In post","2022","Ministry of Defence","Scotland","Outside London","4105","3955","29980","26350"
"In post","2022","Ministry of Defence","South East (England)","Outside London","10100","9765","34670","33300"
"In post","2022","Ministry of Defence","South West (England)","Outside London","22500","21680","36910","33630"
"In post","2022","Ministry of Defence","Unknown","Unknown","1990","1980","37090","33570"
"In post","2022","Ministry of Defence","Wales","Outside London","1160","1120","27360","26350"
"In post","2022","Ministry of Defence","West Midlands (England)","Outside London","2595","2510","30860","26670"
"In post","2022","Ministry of Defence","Yorkshire and The Humber","Outside London","2000","1930","28560","26670"
"In post","2022","Ministry of Justice","East Midlands (England)","Outside London","7835","7290","28190","25210"
"In post","2022","Ministry of Justice","East of England","Outside London","7190","6735","29190","27700"
"In post","2022","Ministry of Justice","London","London","15555","14965","37110","34100"
"In post","2022","Ministry of Justice","North East (England)","Outside London","4990","4620","29130","27120"
"In post","2022","Ministry of Justice","North West (England)","Outside London","10965","10195","28870","25830"
"In post","2022","Ministry of Justice","Scotland","Outside London","620","580","27820","25120"
"In post","2022","Ministry of Justice","South East (England)","Outside London","10375","9750","30250","29100"
"In post","2022","Ministry of Justice","South West (England)","Outside London","5750","5320","28740","26140"
"In post","2022","Ministry of Justice","Unknown","Unknown","120","105","28000","24620"
"In post","2022","Ministry of Justice","Wales","Outside London","4415","4155","28890","25700"
"In post","2022","Ministry of Justice","West Midlands (England)","Outside London","9810","9160","28080","25120"
"In post","2022","Ministry of Justice","Yorkshire and The Humber","Outside London","9280","8610","29540","27120"
"In post","2022","National Crime Agency","East Midlands (England)","Outside London","185","175","38490","36740"
"In post","2022","National Crime Agency","East of England","Outside London","170","165","38420","36740"
"In post","2022","National Crime Agency","London","London","1620","1585","44700","40170"
"In post","2022","National Crime Agency","North East (England)","Outside London","105","105","38080","36410"
"In post","2022","National Crime Agency","North West (England)","Outside London","1315","1285","37190","36410"
"In post","2022","National Crime Agency","Northern Ireland","Outside London","120","120","40080","36740"
"In post","2022","National Crime Agency","Overseas","Overseas","130","130","62920","61710"
"In post","2022","National Crime Agency","Scotland","Outside London","60","60","38560","36410"
"In post","2022","National Crime Agency","South East (England)","Outside London","470","455","40410","39840"
"In post","2022","National Crime Agency","South West (England)","Outside London","470","455","37120","36410"
"In post","2022","National Crime Agency","Unknown","Unknown","45","45","46520","47130"
"In post","2022","National Crime Agency","Wales","Outside London","70","70","39660","36410"
"In post","2022","National Crime Agency","West Midlands (England)","Outside London","510","495","38240","36740"
"In post","2022","National Crime Agency","Yorkshire and The Humber","Outside London","275","265","38280","36410"
"In post","2022","Northern Ireland Office","London","London","85","85","51790","47580"
"In post","2022","Northern Ireland Office","Northern Ireland","Outside London","90","90","41380","36720"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Outside London","205","190","47260","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East of England","Outside London","105","100","60200","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","London","275","265","51800","46360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North East (England)","Outside London","50","45","64370","64500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","North West (England)","Outside London","480","465","41120","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South East (England)","Outside London","130","125","63580","64500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","South West (England)","Outside London","315","295","46650","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Wales","Outside London","20","20","63110","59810"
"In post","2022","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Outside London","145","145","55270","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Outside London","110","105","63150","70500"
"In post","2022","Office of Gas and Electricity Markets","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","London","London","740","730","48610","43170"
"In post","2022","Office of Gas and Electricity Markets","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Scotland","Outside London","580","570","36270","31720"
"In post","2022","Office of Gas and Electricity Markets","Wales","Outside London","15","15","49550","43910"
"In post","2022","Office of Gas and Electricity Markets","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","West Midlands (England)","Outside London","285","275","44330","40190"
"In post","2022","Office of Rail and Road","London","London","205","200","55810","55430"
"In post","2022","Office of Rail and Road","North West (England)","Outside London","35","30","50190","51310"
"In post","2022","Office of Rail and Road","Scotland","Outside London","30","25","53640","51900"
"In post","2022","Office of Rail and Road","South West (England)","Outside London","25","25","51410","51310"
"In post","2022","Office of Rail and Road","West Midlands (England)","Outside London","30","30","52240","51310"
"In post","2022","Office of Rail and Road","Yorkshire and The Humber","Outside London","25","25","50040","51310"
"In post","2022","Office of the Secretary of State for Scotland","London","London","40","40","48400","41750"
"In post","2022","Office of the Secretary of State for Scotland","Scotland","Outside London","80","75","48520","49860"
"In post","2022","Office of the Secretary of State for Wales","London","London","25","25","50500","45360"
"In post","2022","Office of the Secretary of State for Wales","Wales","Outside London","20","20","38400","30450"
"In post","2022","Scottish Government","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","London","London","15","15","50690","47100"
"In post","2022","Scottish Government","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Overseas","Overseas","15","15","70800","68670"
"In post","2022","Scottish Government","Scotland","Outside London","25290","24055","37310","33070"
"In post","2022","Scottish Government","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","London","London","575","550","35690","33260"
"In post","2022","The National Archives","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","London","London","470","465","53170","49000"
"In post","2022","UK Export Finance","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","London","London","340","330","45480","39840"
"In post","2022","UK Statistics Authority","North East (England)","Outside London","15","15","31410","30710"
"In post","2022","UK Statistics Authority","Scotland","Outside London","25","25","40250","36840"
"In post","2022","UK Statistics Authority","South East (England)","Outside London","2490","2040","29780","24250"
"In post","2022","UK Statistics Authority","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Wales","Outside London","3015","2860","35760","31700"
"In post","2022","UK Supreme Court","London","London","50","50","38660","31960"
"In post","2022","Water Services Regulation Authority","London","London","80","80","65430","63240"
"In post","2022","Water Services Regulation Authority","West Midlands (England)","Outside London","180","170","49710","43270"
"In post","2022","Welsh Government","London","London","10","10","54450","46910"
"In post","2022","Welsh Government","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Welsh Government","Overseas","Overseas","15","15","54180","61440"
"In post","2022","Welsh Government","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Wales","Outside London","5925","5600","41900","38160"
"In post","2022","Welsh Government","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","East Midlands (England)","Outside London","40","[c]","33610","25480"
"Leaver CS","2022","Attorney General's Departments","East of England","Outside London","25","[c]","37670","32080"
"Leaver CS","2022","Attorney General's Departments","London","London","355","[c]","47870","51250"
"Leaver CS","2022","Attorney General's Departments","North East (England)","Outside London","25","[c]","37670","30130"
"Leaver CS","2022","Attorney General's Departments","North West (England)","Outside London","45","[c]","43640","43390"
