"Status","Year","Age","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Declared disabled","UK Health Security Agency","100","95","27280","26880"
"In post","2022","20-29","Declared disabled","UK Hydrographic Office","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Space Agency","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Statistics Authority","95","90","29940","30710"
"In post","2022","20-29","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Valuation Office Agency","30","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Welsh Government (excl. agencies)","35","35","29310","25860"
"In post","2022","20-29","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Advisory, Conciliation and Arbitration Service","40","40","27570","24250"
"In post","2022","20-29","Declared non-disabled","Animal and Plant Health Agency","395","390","25840","24920"
"In post","2022","20-29","Declared non-disabled","Attorney General's Office","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Cabinet Office (excl. agencies)","1100","1095","37260","34550"
"In post","2022","20-29","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","95","95","26140","25460"
"In post","2022","20-29","Declared non-disabled","Charity Commission","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Companies House","105","105","26260","24500"
"In post","2022","20-29","Declared non-disabled","Competition and Markets Authority","135","135","39380","33610"
"In post","2022","20-29","Declared non-disabled","Criminal Injuries Compensation Authority","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Crown Commercial Service","45","45","32240","30420"
"In post","2022","20-29","Declared non-disabled","Crown Office and Procurator Fiscal Service","490","480","28270","27230"
"In post","2022","20-29","Declared non-disabled","Crown Prosecution Service","530","525","27550","25480"
"In post","2022","20-29","Declared non-disabled","Defence Electronics and Components Agency","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Defence Equipment and Support","1410","1405","27190","27540"
"In post","2022","20-29","Declared non-disabled","Defence Science and Technology Laboratory","1015","1010","29660","29230"
"In post","2022","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","1455","1455","41440","40050"
"In post","2022","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","605","605","39190","34020"
"In post","2022","20-29","Declared non-disabled","Department for Education (excl. agencies)","520","520","37930","36500"
"In post","2022","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","985","980","34660","32560"
"In post","2022","20-29","Declared non-disabled","Department for International Trade","475","475","37970","34430"
"In post","2022","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","620","615","38610","34000"
"In post","2022","20-29","Declared non-disabled","Department for Transport (excl. agencies)","590","590","39550","34710"
"In post","2022","20-29","Declared non-disabled","Department for Work and Pensions (excl. agencies)","8030","7890","26890","27570"
"In post","2022","20-29","Declared non-disabled","Department of Health and Social Care (excl. agencies)","180","180","39410","36820"
"In post","2022","20-29","Declared non-disabled","Disclosure Scotland","40","40","23830","21590"
"In post","2022","20-29","Declared non-disabled","Driver and Vehicle Licensing Agency","520","495","23250","21840"
"In post","2022","20-29","Declared non-disabled","Driver and Vehicle Standards Agency","145","145","26520","26130"
"In post","2022","20-29","Declared non-disabled","Education and Skills Funding Agency","170","170","34080","30200"
"In post","2022","20-29","Declared non-disabled","Education Scotland","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Estyn","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","FCDO Services","120","120","27820","26560"
"In post","2022","20-29","Declared non-disabled","Food Standards Agency","55","55","31570","30350"
"In post","2022","20-29","Declared non-disabled","Food Standards Scotland","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","710","710","35200","34020"
"In post","2022","20-29","Declared non-disabled","Forestry and Land Scotland","85","80","26890","25940"
"In post","2022","20-29","Declared non-disabled","Government Actuary's Department","40","40","39320","36480"
"In post","2022","20-29","Declared non-disabled","Government Internal Audit Agency","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Government Legal Department","295","290","36500","30720"
"In post","2022","20-29","Declared non-disabled","Government Property Agency","35","35","36780","35530"
"In post","2022","20-29","Declared non-disabled","Health and Safety Executive","240","240","29150","26370"
"In post","2022","20-29","Declared non-disabled","HM Courts and Tribunals Service","1180","1155","24680","23720"
"In post","2022","20-29","Declared non-disabled","HM Land Registry","470","465","26810","27130"
"In post","2022","20-29","Declared non-disabled","HM Prison and Probation Service","7980","7885","26240","25490"
"In post","2022","20-29","Declared non-disabled","HM Revenue and Customs (excl. agencies)","6210","6115","29770","26820"
"In post","2022","20-29","Declared non-disabled","HM Treasury (excl. agencies)","665","660","38400","32320"
"In post","2022","20-29","Declared non-disabled","Home Office","2980","2910","29110","25040"
"In post","2022","20-29","Declared non-disabled","Institute for Apprenticeships and Technical Education","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Intellectual Property Office","190","190","29890","27390"
"In post","2022","20-29","Declared non-disabled","Legal Aid Agency","70","65","23550","20970"
"In post","2022","20-29","Declared non-disabled","Maritime and Coastguard Agency","100","100","30730","30730"
"In post","2022","20-29","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","40","40","33350","32640"
"In post","2022","20-29","Declared non-disabled","Met Office","300","295","28370","30930"
"In post","2022","20-29","Declared non-disabled","Ministry of Defence (excl. agencies)","2410","2395","30520","28350"
"In post","2022","20-29","Declared non-disabled","Ministry of Justice (excl. agencies)","620","620","37220","34260"
"In post","2022","20-29","Declared non-disabled","National Crime Agency","75","75","34520","32770"
"In post","2022","20-29","Declared non-disabled","National Infrastructure Commission","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","National Records of Scotland","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","National Savings and Investments","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Northern Ireland Office","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Office for Budget Responsibility","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","115","110","29340","25880"
"In post","2022","20-29","Declared non-disabled","Office of Gas and Electricity Markets","330","330","30680","29160"
"In post","2022","20-29","Declared non-disabled","Office of Qualifications and Examinations Regulation","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Office of Rail and Road","30","30","36830","34580"
"In post","2022","20-29","Declared non-disabled","Office of the Public Guardian","150","145","22370","20970"
"In post","2022","20-29","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Office of the Secretary of State for Wales","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Planning Inspectorate","45","45","25320","21520"
"In post","2022","20-29","Declared non-disabled","Queen Elizabeth II Centre","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Registers of Scotland","90","90","28640","28710"
"In post","2022","20-29","Declared non-disabled","Revenue Scotland","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Rural Payments Agency","380","375","22770","21300"
"In post","2022","20-29","Declared non-disabled","Scottish Courts and Tribunals Service","150","145","23940","22000"
"In post","2022","20-29","Declared non-disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Scottish Forestry","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Scottish Government (excl. agencies)","860","860","31940","31540"
"In post","2022","20-29","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Scottish Public Pensions Agency","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Serious Fraud Office","40","40","32570","33010"
"In post","2022","20-29","Declared non-disabled","Social Security Scotland","285","285","26750","27230"
"In post","2022","20-29","Declared non-disabled","Standards and Testing Agency","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Student Awards Agency for Scotland","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Submarine Delivery Agency","330","330","28490","27540"
"In post","2022","20-29","Declared non-disabled","Teaching Regulation Agency","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","The Insolvency Service","35","35","25580","23810"
"In post","2022","20-29","Declared non-disabled","The National Archives","65","60","27940","25690"
"In post","2022","20-29","Declared non-disabled","Transport Scotland","40","40","31570","31540"
"In post","2022","20-29","Declared non-disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","UK Export Finance","100","100","37080","33350"
"In post","2022","20-29","Declared non-disabled","UK Health Security Agency","995","945","29270","27090"
"In post","2022","20-29","Declared non-disabled","UK Hydrographic Office","80","80","27780","26740"
"In post","2022","20-29","Declared non-disabled","UK Space Agency","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","UK Statistics Authority","505","495","31050","30710"
"In post","2022","20-29","Declared non-disabled","UK Supreme Court","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Valuation Office Agency","305","300","29330","26880"
"In post","2022","20-29","Declared non-disabled","Vehicle Certification Agency","30","30","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Veterinary Medicines Directorate","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Water Services Regulation Authority","30","30","36400","32000"
"In post","2022","20-29","Declared non-disabled","Welsh Government (excl. agencies)","425","420","28680","25860"
"In post","2022","20-29","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Wilton Park","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Animal and Plant Health Agency","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Cabinet Office (excl. agencies)","65","65","39760","36610"
"In post","2022","20-29","Undeclared","Companies House","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Crown Prosecution Service","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Defence Electronics and Components Agency","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Defence Equipment and Support","75","75","27660","27540"
"In post","2022","20-29","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","75","75","42580","40050"
"In post","2022","20-29","Undeclared","Department for Digital, Culture, Media and Sport","30","30","34380","34020"
"In post","2022","20-29","Undeclared","Department for Education (excl. agencies)","35","35","37350","36500"
"In post","2022","20-29","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","55","55","35830","33120"
