"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Psychology","Northumberland, and Tyne and Wear","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Northumberland, and Tyne and Wear","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Northumberland, and Tyne and Wear","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - East and North East","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - East and North East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - East and North East","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Psychology","Outer London - East and North East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - East and North East","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - East and North East","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Psychology","Outer London - East and North East","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - East and North East","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - East and North East","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - South","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - South","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - South","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - South","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - South","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - South","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - South","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - West and North West","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - West and North West","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - West and North West","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - West and North West","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Psychology","Outer London - West and North West","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - West and North West","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outer London - West and North West","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Psychology","Outer London - West and North West","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Shropshire and Staffordshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Shropshire and Staffordshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Shropshire and Staffordshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Shropshire and Staffordshire","EO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Psychology","Shropshire and Staffordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Shropshire and Staffordshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Shropshire and Staffordshire","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Psychology","Shropshire and Staffordshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Shropshire and Staffordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Shropshire and Staffordshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Shropshire and Staffordshire","SEO/HEO","Heterosexual / straight","50","50","33690","30450"
"In post","2022","Psychology","Shropshire and Staffordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Shropshire and Staffordshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Shropshire and Staffordshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","South Yorkshire","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Psychology","South Yorkshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","South Yorkshire","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Psychology","South Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","South Yorkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","South Yorkshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","South Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","South Yorkshire","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Psychology","South Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","South Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","South Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Surrey, East and West Sussex","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Surrey, East and West Sussex","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Surrey, East and West Sussex","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Surrey, East and West Sussex","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Surrey, East and West Sussex","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Surrey, East and West Sussex","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Surrey, East and West Sussex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Surrey, East and West Sussex","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Surrey, East and West Sussex","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Surrey, East and West Sussex","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Psychology","Surrey, East and West Sussex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Surrey, East and West Sussex","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Surrey, East and West Sussex","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Psychology","Tees Valley and Durham","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Tees Valley and Durham","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Tees Valley and Durham","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Tees Valley and Durham","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Psychology","Tees Valley and Durham","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Tees Valley and Durham","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Tees Valley and Durham","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Tees Valley and Durham","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Psychology","Tees Valley and Durham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Tees Valley and Durham","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Tees Valley and Durham","SEO/HEO","Heterosexual / straight","50","45","39730","41660"
"In post","2022","Psychology","Tees Valley and Durham","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Tees Valley and Durham","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Psychology","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Central Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Central Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Central Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Central Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Central Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Central Scotland","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Psychology","West Central Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Central Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Central Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Central Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Central Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Central Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Midlands","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Midlands","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Midlands","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Midlands","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Midlands","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Midlands","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Psychology","West Midlands","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Midlands","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Wales and The Valleys","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Wales and The Valleys","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Wales and The Valleys","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Wales and The Valleys","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Wales and The Valleys","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Wales and The Valleys","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Wales and The Valleys","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Yorkshire","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Psychology","West Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Yorkshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Yorkshire","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Psychology","West Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Yorkshire","SEO/HEO","Heterosexual / straight","40","40","38700","38300"
"In post","2022","Psychology","West Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Yorkshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Yorkshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Bedfordshire and Hertfordshire","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Bedfordshire and Hertfordshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Bedfordshire and Hertfordshire","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Bedfordshire and Hertfordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Bedfordshire and Hertfordshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Bedfordshire and Hertfordshire","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Bedfordshire and Hertfordshire","G6/G7","Heterosexual / straight","35","35","63200","58550"
"In post","2022","Science and Engineering","Bedfordshire and Hertfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Bedfordshire and Hertfordshire","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Bedfordshire and Hertfordshire","G6/G7","Unknown","30","30","63950","60520"
"In post","2022","Science and Engineering","Bedfordshire and Hertfordshire","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Bedfordshire and Hertfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Bedfordshire and Hertfordshire","SEO/HEO","Heterosexual / straight","90","90","38060","39650"
"In post","2022","Science and Engineering","Bedfordshire and Hertfordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Bedfordshire and Hertfordshire","SEO/HEO","Undeclared","25","20","[c]","[c]"
"In post","2022","Science and Engineering","Bedfordshire and Hertfordshire","SEO/HEO","Unknown","25","20","[c]","[c]"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Heterosexual / straight","60","55","55420","52330"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","35","35","57820","54090"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Heterosexual / straight","125","115","37690","38200"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cheshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cheshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cheshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cheshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cheshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cheshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cheshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cheshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cheshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cornwall and Isles of Scilly","AA/AO","Heterosexual / straight","35","35","21290","22180"
"In post","2022","Science and Engineering","Cornwall and Isles of Scilly","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cornwall and Isles of Scilly","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Cornwall and Isles of Scilly","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Cornwall and Isles of Scilly","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Science and Engineering","Cornwall and Isles of Scilly","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cornwall and Isles of Scilly","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cornwall and Isles of Scilly","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cornwall and Isles of Scilly","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cornwall and Isles of Scilly","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Cornwall and Isles of Scilly","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cornwall and Isles of Scilly","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cornwall and Isles of Scilly","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cumbria","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Cumbria","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cumbria","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Cumbria","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cumbria","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cumbria","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cumbria","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cumbria","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cumbria","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cumbria","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cumbria","Unknown","Heterosexual / straight","65","65","41480","39480"
"In post","2022","Science and Engineering","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Cumbria","Unknown","Undeclared","15","10","[c]","[c]"
"In post","2022","Science and Engineering","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","G6/G7","Heterosexual / straight","55","50","58060","55360"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","150","135","36980","36330"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","SEO/HEO","Undeclared","35","30","37890","39330"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Devon","AA/AO","Heterosexual / straight","55","55","21310","21330"
"In post","2022","Science and Engineering","Devon","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Devon","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Devon","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Devon","EO","Heterosexual / straight","50","50","26050","25190"
"In post","2022","Science and Engineering","Devon","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Devon","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Devon","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Devon","G6/G7","Heterosexual / straight","165","150","52790","48540"
"In post","2022","Science and Engineering","Devon","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Devon","G6/G7","Undeclared","40","40","54470","49760"
"In post","2022","Science and Engineering","Devon","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Devon","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Devon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Devon","SEO/HEO","Heterosexual / straight","340","320","38070","39650"
"In post","2022","Science and Engineering","Devon","SEO/HEO","LGBO","30","25","[c]","[c]"
"In post","2022","Science and Engineering","Devon","SEO/HEO","Undeclared","100","90","38910","39650"
"In post","2022","Science and Engineering","Devon","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Devon","Unknown","Heterosexual / straight","55","55","30000","28050"
"In post","2022","Science and Engineering","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Devon","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Devon","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Dorset and Somerset","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Science and Engineering","Dorset and Somerset","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Dorset and Somerset","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Dorset and Somerset","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Dorset and Somerset","EO","Heterosexual / straight","40","35","26700","25460"
"In post","2022","Science and Engineering","Dorset and Somerset","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Dorset and Somerset","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Dorset and Somerset","EO","Unknown","20","20","[c]","[c]"
"In post","2022","Science and Engineering","Dorset and Somerset","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Science and Engineering","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Dorset and Somerset","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Dorset and Somerset","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Dorset and Somerset","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Dorset and Somerset","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Dorset and Somerset","SEO/HEO","Heterosexual / straight","135","130","38110","38310"
"In post","2022","Science and Engineering","Dorset and Somerset","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Dorset and Somerset","SEO/HEO","Undeclared","30","25","[c]","[c]"
"In post","2022","Science and Engineering","Dorset and Somerset","SEO/HEO","Unknown","40","35","34240","30640"
"In post","2022","Science and Engineering","East Anglia","AA/AO","Heterosexual / straight","50","45","21800","21510"
"In post","2022","Science and Engineering","East Anglia","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East Anglia","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Science and Engineering","East Anglia","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2022","Science and Engineering","East Anglia","EO","Heterosexual / straight","65","60","25940","25460"
"In post","2022","Science and Engineering","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East Anglia","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Science and Engineering","East Anglia","EO","Unknown","40","40","25820","25190"
"In post","2022","Science and Engineering","East Anglia","G6/G7","Heterosexual / straight","30","30","52070","48950"
"In post","2022","Science and Engineering","East Anglia","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East Anglia","G6/G7","Undeclared","5","5","[c]","[c]"
