"Status","Year","Ethnicity","Parent_department","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Wales","HEO","20","15","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Wales","SEO","30","25","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","West Midlands (England)","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","EO","10","5","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","G6","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","London","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education","London","G6","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Education","London","G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Education","London","HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Education","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","London","SEO","25","20","[c]","[c]"
"In post","2022","Undeclared","Department for Education","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","North East (England)","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education","North East (England)","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education","North East (England)","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Education","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","North West (England)","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education","North West (England)","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Education","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","North West (England)","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Education","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","South West (England)","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","West Midlands (England)","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Education","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","West Midlands (England)","G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Education","West Midlands (England)","HEO","15","10","[c]","[c]"
"In post","2022","Undeclared","Department for Education","West Midlands (England)","SEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Yorkshire and The Humber","G6","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Yorkshire and The Humber","G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Yorkshire and The Humber","HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Yorkshire and The Humber","SEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","East Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","East of England","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","East of England","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","East of England","SEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","G7","15","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","SEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","North East (England)","AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","North East (England)","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","North East (England)","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","North West (England)","AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","North West (England)","EO","15","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","North West (England)","G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","North West (England)","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","North West (England)","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","South East (England)","AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","South East (England)","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","South East (England)","G6","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","South East (England)","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","South East (England)","HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","South East (England)","SEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","South West (England)","AO","15","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","South West (England)","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","South West (England)","G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","South West (England)","HEO","25","20","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","South West (England)","SEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Wales","AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","West Midlands (England)","AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","West Midlands (England)","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","West Midlands (England)","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","London","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Overseas","G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Overseas","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Overseas","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Overseas","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","South West (England)","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","South West (England)","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","East Midlands (England)","AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","East Midlands (England)","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","East Midlands (England)","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","East Midlands (England)","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","East Midlands (England)","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","East of England","AO","20","15","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","East of England","EO","25","20","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","East of England","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","London","EO","50","50","31520","30780"
"In post","2022","Undeclared","Department for Transport","London","G6","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","London","G7","45","45","56160","54760"
"In post","2022","Undeclared","Department for Transport","London","HEO","30","30","36650","36670"
"In post","2022","Undeclared","Department for Transport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","London","SEO","40","35","43850","43530"
"In post","2022","Undeclared","Department for Transport","North East (England)","AO","15","10","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","North East (England)","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","North East (England)","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","North West (England)","AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","North West (England)","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Scotland","AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Scotland","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Scotland","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","South East (England)","AO","30","25","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","South East (England)","EO","50","45","30180","29420"
"In post","2022","Undeclared","Department for Transport","South East (England)","G6","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","South East (England)","G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","South East (England)","HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","South East (England)","SEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","South West (England)","AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","South West (England)","EO","20","15","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","South West (England)","HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","South West (England)","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Wales","AA","30","25","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Wales","AO","110","105","22510","21840"
"In post","2022","Undeclared","Department for Transport","Wales","EO","60","55","27540","26780"
"In post","2022","Undeclared","Department for Transport","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Wales","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Wales","HEO","30","30","33830","33280"
"In post","2022","Undeclared","Department for Transport","Wales","SEO","45","45","43900","42130"
"In post","2022","Undeclared","Department for Transport","West Midlands (England)","AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","West Midlands (England)","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Yorkshire and The Humber","AO","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Yorkshire and The Humber","EO","35","30","27960","26780"
"In post","2022","Undeclared","Department for Transport","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Yorkshire and The Humber","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Yorkshire and The Humber","SEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","East Midlands (England)","AO","80","70","21060","21260"
"In post","2022","Undeclared","Department for Work and Pensions","East Midlands (England)","EO","105","95","27370","27570"
"In post","2022","Undeclared","Department for Work and Pensions","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","East Midlands (England)","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","East Midlands (England)","HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","East Midlands (England)","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","East of England","AO","70","55","23100","23230"
"In post","2022","Undeclared","Department for Work and Pensions","East of England","EO","140","125","29010","29050"
"In post","2022","Undeclared","Department for Work and Pensions","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","East of England","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","East of England","SEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","London","AO","140","120","24240","25110"
"In post","2022","Undeclared","Department for Work and Pensions","London","EO","425","385","31070","31060"
"In post","2022","Undeclared","Department for Work and Pensions","London","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","London","G7","30","25","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","London","HEO","70","65","37290","36760"
"In post","2022","Undeclared","Department for Work and Pensions","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","London","SEO","30","25","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","North East (England)","AO","150","130","21060","21260"
"In post","2022","Undeclared","Department for Work and Pensions","North East (England)","EO","110","100","27480","27570"
"In post","2022","Undeclared","Department for Work and Pensions","North East (England)","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","North East (England)","G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","North East (England)","HEO","30","30","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","North East (England)","SEO","35","35","41030","40090"
"In post","2022","Undeclared","Department for Work and Pensions","North West (England)","AA","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","North West (England)","AO","310","265","20960","21260"
"In post","2022","Undeclared","Department for Work and Pensions","North West (England)","EO","335","300","27410","27570"
"In post","2022","Undeclared","Department for Work and Pensions","North West (England)","G6","20","15","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","North West (England)","G7","45","45","54830","53430"
"In post","2022","Undeclared","Department for Work and Pensions","North West (England)","HEO","55","55","32830","32130"
"In post","2022","Undeclared","Department for Work and Pensions","North West (England)","SCS level","[c]","[c]","[c]","[c]"
