"Status","Year","Disability","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","White","Kingston upon Hull, City of","1365","1230","28650","27130"
"In post","2022","Declared non-disabled","White","Lambeth","960","915","47890","41950"
"In post","2022","Declared non-disabled","White","Lancaster and Wyre","670","620","29580","26930"
"In post","2022","Declared non-disabled","White","Leeds","6535","6135","35910","31990"
"In post","2022","Declared non-disabled","White","Leicester","925","850","29730","27570"
"In post","2022","Declared non-disabled","White","Leicestershire CC and Rutland","1130","1055","30210","27370"
"In post","2022","Declared non-disabled","White","Lewisham and Southwark","370","355","36660","31060"
"In post","2022","Declared non-disabled","White","Lincolnshire CC","1930","1820","28760","26780"
"In post","2022","Declared non-disabled","White","Lisburn and Castlereagh","295","280","28580","24970"
"In post","2022","Declared non-disabled","White","Liverpool","7715","7200","29660","26160"
"In post","2022","Declared non-disabled","White","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","255","240","29940","27570"
"In post","2022","Declared non-disabled","White","Luton","215","185","28280","27370"
"In post","2022","Declared non-disabled","White","Manchester","5090","4845","35850","31990"
"In post","2022","Declared non-disabled","White","Medway","795","755","31020","29290"
"In post","2022","Declared non-disabled","White","Merton, Kingston upon Thames and Sutton","245","230","33560","31060"
"In post","2022","Declared non-disabled","White","Mid and East Antrim","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","White","Mid Kent","555","520","30710","29290"
"In post","2022","Declared non-disabled","White","Mid Lancashire","2875","2600","30160","27380"
"In post","2022","Declared non-disabled","White","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","White","Milton Keynes","1360","1300","34140","29770"
"In post","2022","Declared non-disabled","White","Monmouthshire and Newport","3345","3110","35840","30810"
"In post","2022","Declared non-disabled","White","Na h-Eileanan Siar","120","115","27670","27570"
"In post","2022","Declared non-disabled","White","Newry, Mourne and Down","45","45","23340","20560"
"In post","2022","Declared non-disabled","White","North and North East Lincolnshire","580","515","26970","27370"
"In post","2022","Declared non-disabled","White","North and West Norfolk","655","605","28420","27470"
"In post","2022","Declared non-disabled","White","North Hampshire","600","565","34470","27770"
"In post","2022","Declared non-disabled","White","North Lanarkshire","1605","1415","27550","26590"
"In post","2022","Declared non-disabled","White","North Northamptonshire","300","260","26240","26780"
"In post","2022","Declared non-disabled","White","North Nottinghamshire","655","620","30860","27570"
"In post","2022","Declared non-disabled","White","North Yorkshire CC","1270","1205","31250","27570"
"In post","2022","Declared non-disabled","White","Northumberland","320","290","30000","27570"
"In post","2022","Declared non-disabled","White","Norwich and East Norfolk","1265","1150","28910","27570"
"In post","2022","Declared non-disabled","White","Nottingham","4295","4020","34180","31000"
"In post","2022","Declared non-disabled","White","Orkney Islands","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","White","Overseas","1950","1940","49660","49370"
"In post","2022","Declared non-disabled","White","Oxfordshire CC","1480","1390","32520","29530"
"In post","2022","Declared non-disabled","White","Perth and Kinross, and Stirling","460","430","32110","27940"
"In post","2022","Declared non-disabled","White","Peterborough","875","800","29950","27130"
"In post","2022","Declared non-disabled","White","Plymouth","1945","1800","32620","27570"
"In post","2022","Declared non-disabled","White","Portsmouth","2270","2130","32480","28790"
"In post","2022","Declared non-disabled","White","Powys","430","400","31470","27570"
"In post","2022","Declared non-disabled","White","Redbridge and Waltham Forest","195","175","31680","31060"
"In post","2022","Declared non-disabled","White","Sandwell","175","160","28780","27570"
"In post","2022","Declared non-disabled","White","Scottish Borders","275","255","32140","28980"
"In post","2022","Declared non-disabled","White","Sefton","3280","3030","31290","27570"
"In post","2022","Declared non-disabled","White","Sheffield","4250","3895","34850","30820"
"In post","2022","Declared non-disabled","White","Shetland Islands","45","40","29740","27570"
"In post","2022","Declared non-disabled","White","Shropshire","815","780","29950","27570"
"In post","2022","Declared non-disabled","White","Solihull","425","395","29820","27570"
"In post","2022","Declared non-disabled","White","Somerset CC","1540","1435","31940","27710"
"In post","2022","Declared non-disabled","White","South and West Derbyshire","750","685","34530","28010"
"In post","2022","Declared non-disabled","White","South Ayrshire","200","185","28520","27570"
"In post","2022","Declared non-disabled","White","South Hampshire","2075","1825","31720","27570"
"In post","2022","Declared non-disabled","White","South Lanarkshire","1960","1770","32650","27570"
"In post","2022","Declared non-disabled","White","South Nottinghamshire","645","605","32350","27700"
"In post","2022","Declared non-disabled","White","South Teesside","725","655","27460","26120"
"In post","2022","Declared non-disabled","White","South West Wales","1145","1060","31890","27570"
"In post","2022","Declared non-disabled","White","Southampton","795","740","34480","28200"
"In post","2022","Declared non-disabled","White","Southend-on-Sea","540","485","34170","31880"
"In post","2022","Declared non-disabled","White","Staffordshire CC","2595","2435","30900","27570"
"In post","2022","Declared non-disabled","White","Stoke-on-Trent","770","690","27250","25120"
"In post","2022","Declared non-disabled","White","Suffolk CC","2600","2440","29840","27570"
"In post","2022","Declared non-disabled","White","Sunderland","2650","2260","26330","22080"
"In post","2022","Declared non-disabled","White","Swansea","5955","5355","28320","24720"
"In post","2022","Declared non-disabled","White","Swindon","280","260","32550","27570"
"In post","2022","Declared non-disabled","White","Telford and Wrekin","1115","1035","35420","33080"
"In post","2022","Declared non-disabled","White","Thurrock","190","180","27030","25310"
"In post","2022","Declared non-disabled","White","Torbay","230","195","27430","26940"
"In post","2022","Declared non-disabled","White","Tower Hamlets","2560","2480","54530","54700"
"In post","2022","Declared non-disabled","White","Tyneside","10925","10055","31860","27570"
"In post","2022","Declared non-disabled","White","Unknown","605","580","34320","30490"
"In post","2022","Declared non-disabled","White","Wakefield","1060","975","30710","27570"
"In post","2022","Declared non-disabled","White","Walsall","325","280","26020","25580"
"In post","2022","Declared non-disabled","White","Wandsworth","275","265","34980","32100"
"In post","2022","Declared non-disabled","White","Warrington","1170","1090","33090","30640"
"In post","2022","Declared non-disabled","White","Warwickshire CC","785","720","28650","26680"
"In post","2022","Declared non-disabled","White","West Cumbria","760","690","29790","26610"
"In post","2022","Declared non-disabled","White","West Essex","390","350","31000","29290"
"In post","2022","Declared non-disabled","White","West Kent","205","190","38250","38070"
"In post","2022","Declared non-disabled","White","West Lothian","280","260","33720","27570"
"In post","2022","Declared non-disabled","White","West Northamptonshire","610","570","28610","26220"
"In post","2022","Declared non-disabled","White","West Surrey","1320","1240","33900","30700"
"In post","2022","Declared non-disabled","White","West Sussex (North East)","685","615","31300","28060"
"In post","2022","Declared non-disabled","White","West Sussex (South West)","810","735","32180","27570"
"In post","2022","Declared non-disabled","White","Westminster","25140","24395","51850","52500"
"In post","2022","Declared non-disabled","White","Wiltshire","5200","4995","37160","33630"
"In post","2022","Declared non-disabled","White","Wirral","1350","1180","27630","27130"
"In post","2022","Declared non-disabled","White","Wolverhampton","510","455","28370","27570"
"In post","2022","Declared non-disabled","White","Worcestershire CC","1375","1295","29730","26850"
"In post","2022","Declared non-disabled","White","York","1620","1535","34880","31710"
"In post","2022","Undeclared","Asian","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Barking & Dagenham and Havering","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","20","20","[c]","[c]"
"In post","2022","Undeclared","Asian","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Berkshire","15","15","[c]","[c]"
"In post","2022","Undeclared","Asian","Bexley and Greenwich","10","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Birmingham","130","125","27730","27570"
"In post","2022","Undeclared","Asian","Blackburn with Darwen","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Blackpool","10","10","[c]","[c]"
"In post","2022","Undeclared","Asian","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Bradford","40","35","24170","22080"
"In post","2022","Undeclared","Asian","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Brent","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Bristol, City of","10","10","[c]","[c]"
"In post","2022","Undeclared","Asian","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Buckinghamshire","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Calderdale and Kirklees","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Camden and City of London","10","10","[c]","[c]"
"In post","2022","Undeclared","Asian","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","City of Edinburgh","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Coventry","15","10","[c]","[c]"
"In post","2022","Undeclared","Asian","Croydon","75","70","33370","30110"
"In post","2022","Undeclared","Asian","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Durham","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","East Lancashire","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","East Surrey","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Enfield","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Glasgow City","10","10","[c]","[c]"
"In post","2022","Undeclared","Asian","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Greater Manchester North East","10","10","[c]","[c]"
"In post","2022","Undeclared","Asian","Greater Manchester North West","10","10","[c]","[c]"
"In post","2022","Undeclared","Asian","Greater Manchester South East","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Greater Manchester South West","25","20","[c]","[c]"
"In post","2022","Undeclared","Asian","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Hackney and Newham","55","50","37940","33440"
"In post","2022","Undeclared","Asian","Haringey and Islington","15","10","[c]","[c]"
"In post","2022","Undeclared","Asian","Harrow and Hillingdon","40","40","32660","30330"
"In post","2022","Undeclared","Asian","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Hertfordshire CC","10","10","[c]","[c]"
"In post","2022","Undeclared","Asian","Hounslow and Richmond upon Thames","30","30","31360","31060"
"In post","2022","Undeclared","Asian","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Kensington & Chelsea and Hammersmith & Fulham","10","10","[c]","[c]"
"In post","2022","Undeclared","Asian","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Leeds","50","45","31310","29210"
"In post","2022","Undeclared","Asian","Leicester","35","30","24510","21370"
"In post","2022","Undeclared","Asian","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Lewisham and Southwark","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Liverpool","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Manchester","40","35","32570","28460"
"In post","2022","Undeclared","Asian","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Mid Lancashire","35","30","23130","21260"
"In post","2022","Undeclared","Asian","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Milton Keynes","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Nottingham","20","20","[c]","[c]"
"In post","2022","Undeclared","Asian","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Oxfordshire CC","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Peterborough","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Redbridge and Waltham Forest","15","15","[c]","[c]"
"In post","2022","Undeclared","Asian","Sandwell","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Sheffield","15","10","[c]","[c]"
"In post","2022","Undeclared","Asian","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Solihull","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","South Hampshire","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Staffordshire CC","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Stoke-on-Trent","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Tower Hamlets","35","35","37020","31670"
"In post","2022","Undeclared","Asian","Tyneside","15","10","[c]","[c]"
"In post","2022","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Walsall","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Wandsworth","10","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Warwickshire CC","10","5","[c]","[c]"
"In post","2022","Undeclared","Asian","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","West Northamptonshire","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","West Sussex (North East)","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Westminster","265","260","43850","40230"
"In post","2022","Undeclared","Asian","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Wolverhampton","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","York","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Bath and North East Somerset, North Somerset and South Gloucestershire","10","10","[c]","[c]"
"In post","2022","Undeclared","Black","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Berkshire","5","5","[c]","[c]"
"In post","2022","Undeclared","Black","Bexley and Greenwich","15","15","[c]","[c]"
"In post","2022","Undeclared","Black","Birmingham","35","35","31330","27570"
"In post","2022","Undeclared","Black","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Brent","5","5","[c]","[c]"
"In post","2022","Undeclared","Black","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Bromley","5","5","[c]","[c]"
"In post","2022","Undeclared","Black","Buckinghamshire","5","5","[c]","[c]"
"In post","2022","Undeclared","Black","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Camden and City of London","20","20","[c]","[c]"
"In post","2022","Undeclared","Black","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Croydon","60","55","34670","31060"
"In post","2022","Undeclared","Black","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","East Surrey","10","10","[c]","[c]"
"In post","2022","Undeclared","Black","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
