"Status","Year","Disability","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Black","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Crown Commercial Service","Cabinet Office","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Crown Prosecution Service","Attorney General's Departments","35","35","34110","27050"
"In post","2022","Unknown","Mixed","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Department for Education (excl. agencies)","Department for Education","50","50","40750","36500"
"In post","2022","Unknown","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Department for International Trade","Department for International Trade","30","25","[c]","[c]"
"In post","2022","Unknown","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","65","60","44850","40650"
"In post","2022","Unknown","Mixed","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Education and Skills Funding Agency","Department for Education","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","15","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","HM Courts and Tribunals Service","Ministry of Justice","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","HM Land Registry","HM Land Registry","20","15","[c]","[c]"
"In post","2022","Unknown","Mixed","HM Prison and Probation Service","Ministry of Justice","25","25","[c]","[c]"
"In post","2022","Unknown","Mixed","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","90","85","36230","33080"
"In post","2022","Unknown","Mixed","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Home Office","Home Office","45","45","33380","29740"
"In post","2022","Unknown","Mixed","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2022","Unknown","Mixed","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Ministry of Defence (excl. agencies)","Ministry of Defence","40","40","39540","33750"
"In post","2022","Unknown","Mixed","Ministry of Justice (excl. agencies)","Ministry of Justice","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","National Crime Agency","National Crime Agency","75","70","38520","36410"
"In post","2022","Unknown","Mixed","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Scottish Government (excl. agencies)","Scottish Government","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Scottish Prison Service","Scottish Government","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Social Security Scotland","Scottish Government","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","UK Health Security Agency","Department of Health and Social Care","30","25","[c]","[c]"
"In post","2022","Unknown","Mixed","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","UK Statistics Authority","UK Statistics Authority","35","35","32800","30710"
"In post","2022","Unknown","Mixed","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
