"Status","Year","Disability","Ethnicity","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Asian","Attorney General's Departments","Heterosexual / straight","85","75","43120","40280"
"In post","2022","Declared disabled","Asian","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Attorney General's Departments","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Cabinet Office","Heterosexual / straight","60","60","45820","39010"
"In post","2022","Declared disabled","Asian","Cabinet Office","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Competition and Markets Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","70","70","42600","38670"
"In post","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","LGBO","5","5","[c]","[c]"
