"Status","Year","Ethnicity","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Black","Welsh Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Revenue Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Revenue Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Revenue Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Revenue Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Wilton Park","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Wilton Park","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Wilton Park","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Wilton Park","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Wilton Park","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Accountant in Bankruptcy","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Advisory, Conciliation and Arbitration Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Animal and Plant Health Agency","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Animal and Plant Health Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Animal and Plant Health Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Animal and Plant Health Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Animal and Plant Health Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Animal and Plant Health Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Attorney General's Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Cabinet Office (excl. agencies)","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Cabinet Office (excl. agencies)","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Cabinet Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Cabinet Office (excl. agencies)","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Cabinet Office (excl. agencies)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Centre for Environment, Fisheries and Aquaculture Science","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Centre for Environment, Fisheries and Aquaculture Science","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Centre for Environment, Fisheries and Aquaculture Science","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Centre for Environment, Fisheries and Aquaculture Science","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Charity Commission","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Charity Commission","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Charity Commission","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Companies House","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Companies House","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Companies House","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Companies House","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Companies House","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Companies House","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Criminal Injuries Compensation Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Criminal Injuries Compensation Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Criminal Injuries Compensation Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Commercial Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Commercial Service","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Commercial Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Commercial Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Commercial Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Office and Procurator Fiscal Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Office and Procurator Fiscal Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Office and Procurator Fiscal Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Office and Procurator Fiscal Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Prosecution Service","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Prosecution Service","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Prosecution Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Prosecution Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Prosecution Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Defence Equipment and Support","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Defence Equipment and Support","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Defence Equipment and Support","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Defence Equipment and Support","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Defence Equipment and Support","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Defence Science and Technology Laboratory","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Defence Science and Technology Laboratory","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Defence Science and Technology Laboratory","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Defence Science and Technology Laboratory","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Defence Science and Technology Laboratory","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Defence Science and Technology Laboratory","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Defence Science and Technology Laboratory","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education (excl. agencies)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport (excl. agencies)","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport (excl. agencies)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport (excl. agencies)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","AO","115","[c]","21850","21260"
"New entrant CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","EO","155","[c]","28390","27570"
"New entrant CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Disclosure Scotland","AA","[c]","[c]","[c]","[c]"
