"Status","Year","Ethnicity","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Other ethnicity","National Records of Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Records of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Records of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Records of Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Records of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Savings and Investments","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Savings and Investments","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Savings and Investments","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Savings and Investments","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Savings and Investments","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Budget Responsibility","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Budget Responsibility","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Budget Responsibility","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Budget Responsibility","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Budget Responsibility","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Rail and Road","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Rail and Road","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Rail and Road","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of Rail and Road","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Public Guardian","Ministry of Justice","AA/AO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Public Guardian","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Public Guardian","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Public Guardian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Public Guardian","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Scottish Charity Regulator","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Scottish Charity Regulator","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Scottish Charity Regulator","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Scottish Charity Regulator","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Scottish Charity Regulator","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectorate","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectorate","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Registers of Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Registers of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Registers of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Registers of Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Registers of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Revenue Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Revenue Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Revenue Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Revenue Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Revenue Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Courts and Tribunals Service","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Courts and Tribunals Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Courts and Tribunals Service","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Courts and Tribunals Service","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Fiscal Commission","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Fiscal Commission","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Fiscal Commission","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Fiscal Commission","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Forestry","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Forestry","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Forestry","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Forestry","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Forestry","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Housing Regulator","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Housing Regulator","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Housing Regulator","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Housing Regulator","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Housing Regulator","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Prison Service","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Prison Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Prison Service","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Prison Service","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Prison Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Public Pensions Agency","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Public Pensions Agency","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Public Pensions Agency","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Public Pensions Agency","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scottish Public Pensions Agency","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Serious Fraud Office","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Serious Fraud Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Serious Fraud Office","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Serious Fraud Office","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Serious Fraud Office","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Security Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Security Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Security Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Security Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Security Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Standards and Testing Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Standards and Testing Agency","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Standards and Testing Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Standards and Testing Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Student Awards Agency for Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Student Awards Agency for Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Student Awards Agency for Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Student Awards Agency for Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Teaching Regulation Agency","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Teaching Regulation Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Teaching Regulation Agency","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Teaching Regulation Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Teaching Regulation Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","The National Archives","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","The National Archives","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","The National Archives","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","The National Archives","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","The National Archives","The National Archives","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Transport Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Transport Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Transport Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Transport Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Transport Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Debt Management Office","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Debt Management Office","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Debt Management Office","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Debt Management Office","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Export Finance","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Export Finance","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Export Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Export Finance","UK Export Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","UK Health Security Agency","Department of Health and Social Care","AA/AO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","UK Health Security Agency","Department of Health and Social Care","EO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","UK Health Security Agency","Department of Health and Social Care","G6/G7","10","10","[c]","[c]"
"In post","2022","Other ethnicity","UK Health Security Agency","Department of Health and Social Care","SCS level","5","5","[c]","[c]"
"In post","2022","Other ethnicity","UK Health Security Agency","Department of Health and Social Care","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Other ethnicity","UK Hydrographic Office","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Hydrographic Office","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Hydrographic Office","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Hydrographic Office","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Hydrographic Office","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Statistics Authority","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","UK Supreme Court","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Vehicle Certification Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Vehicle Certification Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Vehicle Certification Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Vehicle Certification Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Vehicle Certification Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","EO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Revenue Authority","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Revenue Authority","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Revenue Authority","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Revenue Authority","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Welsh Revenue Authority","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wilton Park","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wilton Park","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wilton Park","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wilton Park","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wilton Park","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Accountant in Bankruptcy","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","10","10","[c]","[c]"
