"Status","Year","Organisation","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Transport (excl. agencies)","Science and Engineering","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Science and Engineering","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Science and Engineering","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Security","London","London","125","125","45400","43360"
"In post","2022","Department for Transport (excl. agencies)","Security","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Security","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Security","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Social Research","London","London","45","45","48980","46710"
"In post","2022","Department for Transport (excl. agencies)","Social Research","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Social Research","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Statistics","London","London","75","70","44550","42470"
"In post","2022","Department for Transport (excl. agencies)","Statistics","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Statistics","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Statistics","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Unknown","East Midlands (England)","Outside London","25","25","58580","74490"
"In post","2022","Department for Transport (excl. agencies)","Unknown","London","London","450","435","48330","37660"
"In post","2022","Department for Transport (excl. agencies)","Unknown","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Unknown","South East (England)","Outside London","130","125","58980","74490"
"In post","2022","Department for Transport (excl. agencies)","Unknown","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Unknown","Wales","Outside London","20","20","46020","40080"
"In post","2022","Department for Transport (excl. agencies)","Unknown","West Midlands (England)","Outside London","45","45","35030","30730"
"In post","2022","Department for Transport (excl. agencies)","Unknown","Yorkshire and The Humber","Outside London","20","20","35340","38650"
"In post","2022","Department for Work and Pensions (excl. agencies)","Commercial","East Midlands (England)","Outside London","10","10","31300","32150"
"In post","2022","Department for Work and Pensions (excl. agencies)","Commercial","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Commercial","London","London","65","65","41750","38780"
"In post","2022","Department for Work and Pensions (excl. agencies)","Commercial","North East (England)","Outside London","40","35","33460","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Commercial","North West (England)","Outside London","115","105","31600","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Commercial","Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Commercial","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Commercial","South West (England)","Outside London","15","15","32800","32060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Commercial","Wales","Outside London","30","25","39470","33730"
"In post","2022","Department for Work and Pensions (excl. agencies)","Commercial","West Midlands (England)","Outside London","25","20","35330","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Commercial","Yorkshire and The Humber","Outside London","170","155","33240","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Communications","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Communications","London","London","45","45","46860","42710"
"In post","2022","Department for Work and Pensions (excl. agencies)","Communications","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Communications","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Communications","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Communications","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Communications","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Communications","Yorkshire and The Humber","Outside London","15","10","40400","40840"
"In post","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","East Midlands (England)","Outside London","295","255","27450","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","East of England","Outside London","285","260","29250","29290"
"In post","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","London","London","900","810","29940","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","North East (England)","Outside London","500","445","26920","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","North West (England)","Outside London","595","540","28030","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","Scotland","Outside London","655","585","25730","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","South East (England)","Outside London","635","570","28210","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","South West (England)","Outside London","345","300","27590","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","Unknown","Unknown","10","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","Wales","Outside London","380","345","26900","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","West Midlands (England)","Outside London","500","440","27850","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","Yorkshire and The Humber","Outside London","460","410","28460","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","East Midlands (England)","Outside London","30","30","29370","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","East of England","Outside London","30","30","29770","29410"
"In post","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","London","London","235","230","47900","42310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","North East (England)","Outside London","1405","1350","41740","37100"
"In post","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","North West (England)","Outside London","1450","1400","43500","37930"
"In post","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Scotland","Outside London","70","65","29160","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","South East (England)","Outside London","40","35","31050","29390"
"In post","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","South West (England)","Outside London","25","25","30220","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Unknown","Unknown","15","15","48760","52000"
"In post","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Wales","Outside London","40","35","28560","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","West Midlands (England)","Outside London","50","45","29560","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","Outside London","530","510","44860","40470"
"In post","2022","Department for Work and Pensions (excl. agencies)","Economics","London","London","25","25","42040","37380"
"In post","2022","Department for Work and Pensions (excl. agencies)","Economics","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Economics","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Economics","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Economics","Yorkshire and The Humber","Outside London","10","10","35970","31000"
"In post","2022","Department for Work and Pensions (excl. agencies)","Finance","East Midlands (England)","Outside London","15","15","33860","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Finance","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Finance","London","London","135","130","45830","39960"
"In post","2022","Department for Work and Pensions (excl. agencies)","Finance","North East (England)","Outside London","180","170","39150","34290"
"In post","2022","Department for Work and Pensions (excl. agencies)","Finance","North West (England)","Outside London","450","415","33870","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Finance","Scotland","Outside London","10","10","36040","32440"
"In post","2022","Department for Work and Pensions (excl. agencies)","Finance","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Finance","South West (England)","Outside London","25","20","34350","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Finance","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Finance","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Finance","West Midlands (England)","Outside London","25","25","33020","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Finance","Yorkshire and The Humber","Outside London","335","310","40460","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Human Resources","East Midlands (England)","Outside London","20","20","33090","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Human Resources","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Human Resources","London","London","160","150","43870","39000"
"In post","2022","Department for Work and Pensions (excl. agencies)","Human Resources","North East (England)","Outside London","125","115","37360","33030"
"In post","2022","Department for Work and Pensions (excl. agencies)","Human Resources","North West (England)","Outside London","150","140","36570","32900"
"In post","2022","Department for Work and Pensions (excl. agencies)","Human Resources","Scotland","Outside London","30","25","35970","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Human Resources","South East (England)","Outside London","15","15","34790","30580"
"In post","2022","Department for Work and Pensions (excl. agencies)","Human Resources","South West (England)","Outside London","10","10","39580","33650"
"In post","2022","Department for Work and Pensions (excl. agencies)","Human Resources","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Human Resources","Wales","Outside London","20","20","31280","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Human Resources","West Midlands (England)","Outside London","30","30","31780","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Human Resources","Yorkshire and The Humber","Outside London","215","195","38020","33300"
"In post","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","East Midlands (England)","Outside London","10","10","31710","32160"
"In post","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","London","London","155","150","44190","41410"
"In post","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","North East (England)","Outside London","10","10","34600","32230"
"In post","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","North West (England)","Outside London","115","110","30390","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Scotland","Outside London","15","15","28190","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Yorkshire and The Humber","Outside London","120","110","34450","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","East Midlands (England)","Outside London","3645","3235","25750","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","East of England","Outside London","3710","3320","28060","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","London","London","6375","5925","30950","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","North East (England)","Outside London","6605","5785","24850","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","North West (England)","Outside London","13460","12035","25190","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Scotland","Outside London","6990","6150","25210","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","South East (England)","Outside London","5030","4515","27410","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","South West (England)","Outside London","4565","3950","26150","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Unknown","Unknown","390","360","28770","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Wales","Outside London","4645","4160","25720","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","West Midlands (England)","Outside London","6040","5315","26100","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Yorkshire and The Humber","Outside London","5810","5125","26600","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Research","London","London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Research","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Research","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Research","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","East Midlands (England)","Outside London","450","395","24370","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","East of England","Outside London","385","355","27380","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","London","London","710","695","35390","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","North East (England)","Outside London","860","765","24280","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","North West (England)","Outside London","1305","1205","26070","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Scotland","Outside London","775","715","25560","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","South East (England)","Outside London","425","395","27800","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","South West (England)","Outside London","455","405","25280","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Unknown","Unknown","100","90","28090","25110"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Wales","Outside London","510","470","26180","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","West Midlands (England)","Outside London","840","740","24460","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Yorkshire and The Humber","Outside London","905","790","25700","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","London","London","575","545","48490","41600"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","North East (England)","Outside London","30","25","38670","35590"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","North West (England)","Outside London","30","30","37970","32770"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Yorkshire and The Humber","Outside London","375","350","41830","36440"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","East Midlands (England)","Outside London","25","25","38510","34290"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","East of England","Outside London","30","25","39160","35530"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","London","London","255","225","37250","31880"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","North East (England)","Outside London","155","140","37850","34290"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","North West (England)","Outside London","415","380","34230","32470"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Scotland","Outside London","45","40","34790","32470"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","South East (England)","Outside London","160","125","24340","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","South West (England)","Outside London","25","20","34330","32070"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Unknown","Unknown","15","10","41880","35720"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Wales","Outside London","35","35","34610","34190"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","West Midlands (England)","Outside London","60","55","30030","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Yorkshire and The Humber","Outside London","230","205","40360","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","London","London","35","30","49880","42170"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","North East (England)","Outside London","35","35","37110","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","North West (England)","Outside London","30","30","45410","39000"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Unknown","Unknown","30","30","45620","41770"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","West Midlands (England)","Outside London","10","10","37910","34190"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Yorkshire and The Humber","Outside London","35","30","45220","38000"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","London","London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","North West (England)","Outside London","10","10","33080","34340"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","East Midlands (England)","Outside London","15","15","26230","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","East of England","Outside London","10","10","30680","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","London","London","95","90","44870","39960"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","North East (England)","Outside London","85","80","37330","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","North West (England)","Outside London","100","100","40240","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Scotland","Outside London","10","10","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Wales","Outside London","15","15","32040","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Yorkshire and The Humber","Outside London","115","105","39980","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Social Research","London","London","25","25","36150","35000"
"In post","2022","Department for Work and Pensions (excl. agencies)","Social Research","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Social Research","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Social Research","Yorkshire and The Humber","Outside London","10","10","33370","31000"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","London","London","45","45","51520","45050"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","North East (England)","Outside London","75","70","43070","36780"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","Yorkshire and The Humber","Outside London","60","60","44310","36860"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East Midlands (England)","Outside London","15","10","24170","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East of England","Outside London","15","10","29440","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","London","London","115","110","42270","36650"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","North East (England)","Outside London","70","70","32450","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","Outside London","95","90","33600","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Scotland","Outside London","10","10","28930","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","South East (England)","Outside London","25","25","31510","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","Unknown","15","15","43350","40330"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Wales","Outside London","20","20","24730","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","West Midlands (England)","Outside London","35","30","26850","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Yorkshire and The Humber","Outside London","100","95","35920","31990"
"In post","2022","Department of Health and Social Care (excl. agencies)","Commercial","London","London","230","225","49230","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Commercial","North West (England)","Outside London","20","20","42140","36820"
"In post","2022","Department of Health and Social Care (excl. agencies)","Commercial","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Commercial","Yorkshire and The Humber","Outside London","115","110","45470","40570"
"In post","2022","Department of Health and Social Care (excl. agencies)","Communications","London","London","290","280","45550","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Communications","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Communications","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Communications","Yorkshire and The Humber","Outside London","40","40","55100","53740"
"In post","2022","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","London","London","130","130","43900","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","Outside London","30","30","41920","36820"
"In post","2022","Department of Health and Social Care (excl. agencies)","Economics","London","London","70","70","48360","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Economics","Yorkshire and The Humber","Outside London","15","15","45260","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Finance","London","London","255","250","45550","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Finance","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Finance","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Finance","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Finance","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Finance","Yorkshire and The Humber","Outside London","220","210","40930","36820"
"In post","2022","Department of Health and Social Care (excl. agencies)","Human Resources","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Human Resources","London","London","170","165","40500","32790"
"In post","2022","Department of Health and Social Care (excl. agencies)","Human Resources","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Human Resources","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Human Resources","Yorkshire and The Humber","Outside London","75","70","34200","30320"
"In post","2022","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","East of England","Outside London","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","London","London","50","50","78570","73390"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
