"Status","Year","Parent_department","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Liverpool","380","360","37230","30130"
"In post","2022","Attorney General's Departments","North West (England)","Manchester","375","345","40470","38000"
"In post","2022","Attorney General's Departments","North West (England)","Mid Lancashire","180","170","39820","38000"
"In post","2022","Attorney General's Departments","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Warrington","25","25","48780","43750"
"In post","2022","Attorney General's Departments","North West (England)","West Cumbria","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Berkshire","130","120","42610","39750"
"In post","2022","Attorney General's Departments","South East (England)","Brighton and Hove","125","115","41250","31560"
"In post","2022","Attorney General's Departments","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","East Kent","125","120","39440","30110"
"In post","2022","Attorney General's Departments","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Mid Kent","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","Portsmouth","110","105","42130","33290"
"In post","2022","Attorney General's Departments","South East (England)","South Hampshire","155","145","43390","39750"
"In post","2022","Attorney General's Departments","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","West Surrey","65","65","45130","40800"
"In post","2022","Attorney General's Departments","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","35","30","53840","53850"
"In post","2022","Attorney General's Departments","South West (England)","Bristol, City of","175","165","42390","48080"
"In post","2022","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","30","30","38220","33270"
"In post","2022","Attorney General's Departments","South West (England)","Devon CC","105","100","39890","38000"
"In post","2022","Attorney General's Departments","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Swindon","10","10","36050","34480"
"In post","2022","Attorney General's Departments","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","225","210","40350","38180"
"In post","2022","Attorney General's Departments","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Flintshire and Wrexham","80","75","40300","38180"
"In post","2022","Attorney General's Departments","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Swansea","80","75","41380","38180"
"In post","2022","Attorney General's Departments","West Midlands (England)","Birmingham","505","475","40340","38000"
"In post","2022","Attorney General's Departments","West Midlands (England)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Staffordshire CC","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","60","55","42740","48080"
"In post","2022","Attorney General's Departments","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Worcestershire CC","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Calderdale and Kirklees","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","80","70","39670","38270"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Leeds","460","430","42870","48080"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Sheffield","140","125","35150","28430"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Wakefield","70","70","35890","30130"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","York","170","165","41790","38180"
"In post","2022","Cabinet Office","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","Nottingham","55","50","52060","49700"
"In post","2022","Cabinet Office","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","Cambridgeshire CC","15","15","47460","33300"
"In post","2022","Cabinet Office","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","Hertfordshire CC","5","5","[c]","[c]"
"In post","2022","Cabinet Office","East of England","Norwich and East Norfolk","225","215","41950","38980"
"In post","2022","Cabinet Office","East of England","Peterborough","10","10","63300","68150"
"In post","2022","Cabinet Office","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","London","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","London","Camden and City of London","70","70","56280","54700"
"In post","2022","Cabinet Office","London","Croydon","20","20","62640","65320"
"In post","2022","Cabinet Office","London","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","Cabinet Office","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","London","Lewisham and Southwark","10","10","[c]","[c]"
"In post","2022","Cabinet Office","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","London","Tower Hamlets","1085","1065","52140","54700"
"In post","2022","Cabinet Office","London","Westminster","5405","5340","49590","40600"
"In post","2022","Cabinet Office","North East (England)","Darlington","15","15","62900","62010"
"In post","2022","Cabinet Office","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","Tyneside","460","435","29460","25550"
"In post","2022","Cabinet Office","North West (England)","Blackpool","40","35","56170","58210"
"In post","2022","Cabinet Office","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","Greater Manchester South East","5","5","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","Greater Manchester South West","245","240","43730","37300"
"In post","2022","Cabinet Office","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","Liverpool","470","465","40210","38330"
"In post","2022","Cabinet Office","North West (England)","Manchester","165","160","48080","49700"
"In post","2022","Cabinet Office","North West (England)","Sefton","5","5","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","West Cumbria","5","5","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","Ards and North Down","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","Belfast","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","City of Edinburgh","30","30","35390","32000"
"In post","2022","Cabinet Office","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","Glasgow City","250","245","42310","33130"
"In post","2022","Cabinet Office","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","South Lanarkshire","10","10","70310","64860"
"In post","2022","Cabinet Office","South East (England)","Berkshire","35","35","39550","30630"
"In post","2022","Cabinet Office","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","South East (England)","Buckinghamshire","10","10","52830","60920"
"In post","2022","Cabinet Office","South East (England)","Central Hampshire","45","40","64070","64750"
"In post","2022","Cabinet Office","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","South East (England)","Milton Keynes","90","85","34410","33300"
"In post","2022","Cabinet Office","South East (England)","North Hampshire","25","25","45390","40600"
"In post","2022","Cabinet Office","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","South East (England)","Portsmouth","15","15","44500","33300"
"In post","2022","Cabinet Office","South East (England)","South Hampshire","10","10","[c]","[c]"
"In post","2022","Cabinet Office","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","South East (England)","West Surrey","5","5","[c]","[c]"
"In post","2022","Cabinet Office","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","55","55","55340","49700"
"In post","2022","Cabinet Office","South West (England)","Bristol, City of","135","130","50770","49700"
"In post","2022","Cabinet Office","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","South West (England)","Dorset","10","10","37040","33630"
"In post","2022","Cabinet Office","South West (England)","Gloucestershire CC","5","5","[c]","[c]"
"In post","2022","Cabinet Office","South West (England)","Plymouth","5","5","[c]","[c]"
"In post","2022","Cabinet Office","South West (England)","Swindon","15","15","44730","37300"
"In post","2022","Cabinet Office","South West (England)","Wiltshire","60","60","66690","63750"
"In post","2022","Cabinet Office","Unknown","Unknown","475","475","37420","32000"
"In post","2022","Cabinet Office","Wales","Cardiff and Vale of Glamorgan","50","45","43110","37300"
"In post","2022","Cabinet Office","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Wales","Monmouthshire and Newport","150","150","36680","31250"
"In post","2022","Cabinet Office","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands (England)","Birmingham","205","205","48400","38310"
"In post","2022","Cabinet Office","West Midlands (England)","Coventry","10","10","66610","63110"
"In post","2022","Cabinet Office","West Midlands (England)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands (England)","Solihull","5","5","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands (England)","Staffordshire CC","5","5","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands (England)","Telford and Wrekin","20","20","69660","64500"
"In post","2022","Cabinet Office","West Midlands (England)","Wolverhampton","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Yorkshire and The Humber","Leeds","270","260","47800","49700"
"In post","2022","Cabinet Office","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Yorkshire and The Humber","North Yorkshire CC","20","20","46000","45420"
"In post","2022","Cabinet Office","Yorkshire and The Humber","Sheffield","85","80","50370","49700"
"In post","2022","Cabinet Office","Yorkshire and The Humber","Wakefield","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Yorkshire and The Humber","York","545","520","32540","32000"
"In post","2022","Chancellor's other departments","London","Camden and City of London","210","195","65470","57250"
"In post","2022","Chancellor's other departments","London","Westminster","145","145","53320","47940"
"In post","2022","Chancellor's other departments","North East (England)","Durham","20","20","47120","47870"
"In post","2022","Chancellor's other departments","North West (England)","Mid Lancashire","20","20","43160","40290"
"In post","2022","Chancellor's other departments","Scotland","City of Edinburgh","10","10","73790","69690"
"In post","2022","Chancellor's other departments","Scotland","Glasgow City","15","15","42130","41310"
"In post","2022","Charity Commission","London","Westminster","80","80","44120","37910"
"In post","2022","Charity Commission","North West (England)","Sefton","345","325","31850","29160"
"In post","2022","Charity Commission","South West (England)","Somerset CC","35","35","31780","29540"
"In post","2022","Charity Commission","Wales","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","London","Tower Hamlets","795","770","61480","57060"
"In post","2022","Competition and Markets Authority","Northern Ireland","Belfast","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Scotland","City of Edinburgh","55","55","58200","55860"
"In post","2022","Competition and Markets Authority","Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Lincolnshire CC","35","35","33920","33050"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Nottingham","180","170","30530","29260"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Midlands (England)","South Nottinghamshire","10","10","35020","35010"
"In post","2022","Department for Business, Energy and Industrial Strategy","East of England","Bedford","10","10","36430","36190"
"In post","2022","Department for Business, Energy and Industrial Strategy","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","East of England","Cambridgeshire CC","25","25","37240","36770"
"In post","2022","Department for Business, Energy and Industrial Strategy","East of England","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","East of England","Hertfordshire CC","35","35","40870","38510"
"In post","2022","Department for Business, Energy and Industrial Strategy","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","East of England","Southend-on-Sea","25","25","31790","31000"
"In post","2022","Department for Business, Energy and Industrial Strategy","East of England","Suffolk CC","110","105","30390","29940"
"In post","2022","Department for Business, Energy and Industrial Strategy","East of England","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","London","Croydon","65","60","34210","28010"
"In post","2022","Department for Business, Energy and Industrial Strategy","London","Hackney and Newham","230","220","42460","38510"
"In post","2022","Department for Business, Energy and Industrial Strategy","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","London","Harrow and Hillingdon","25","25","35890","34260"
"In post","2022","Department for Business, Energy and Industrial Strategy","London","Hounslow and Richmond upon Thames","90","90","43030","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","London","Wandsworth","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","London","Westminster","5540","5420","49460","52300"
"In post","2022","Department for Business, Energy and Industrial Strategy","North East (England)","Darlington","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","North East (England)","Tyneside","215","200","32230","30950"
"In post","2022","Department for Business, Energy and Industrial Strategy","North West (England)","Blackpool","40","35","34880","32170"
"In post","2022","Department for Business, Energy and Industrial Strategy","North West (England)","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","North West (England)","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","North West (England)","Greater Manchester South West","245","240","41020","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","North West (England)","Manchester","315","300","32370","30950"
"In post","2022","Department for Business, Energy and Industrial Strategy","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","North West (England)","Wirral","45","45","33270","33720"
"In post","2022","Department for Business, Energy and Industrial Strategy","Northern Ireland","Antrim and Newtownabbey","20","20","35040","33130"
"In post","2022","Department for Business, Energy and Industrial Strategy","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Northern Ireland","Belfast","25","25","26720","24500"
"In post","2022","Department for Business, Energy and Industrial Strategy","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","30","30","36040","37420"
"In post","2022","Department for Business, Energy and Industrial Strategy","Scotland","Aberdeen City and Aberdeenshire","140","135","46810","37990"
"In post","2022","Department for Business, Energy and Industrial Strategy","Scotland","City of Edinburgh","160","150","30270","24500"
"In post","2022","Department for Business, Energy and Industrial Strategy","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Scotland","Glasgow City","95","85","31950","30950"
"In post","2022","Department for Business, Energy and Industrial Strategy","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","15","15","33600","32730"
"In post","2022","Department for Business, Energy and Industrial Strategy","Scotland","Shetland Islands","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","Berkshire","50","45","41240","39650"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","Brighton and Hove","15","15","33030","28280"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","Central Hampshire","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","Medway","50","50","27460","25010"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","North Hampshire","40","35","34880","34500"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","Oxfordshire CC","45","40","37170","33130"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","South Hampshire","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","Southampton","35","30","33580","34390"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West (England)","Bristol, City of","100","95","38090","34390"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West (England)","Devon CC","1810","1720","40230","39650"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West (England)","Plymouth","55","55","29570","27720"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West (England)","Swindon","110","105","44590","49080"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West (England)","Wiltshire","15","15","32880","32770"
