"Status","Year","Age","Disability","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Undeclared","South East (England)","Male","80","65","30220","26780"
"In post","2022","65+","Undeclared","South West (England)","Female","25","20","[c]","[c]"
"In post","2022","65+","Undeclared","South West (England)","Male","80","65","33480","33110"
"In post","2022","65+","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Wales","Female","20","15","[c]","[c]"
"In post","2022","65+","Undeclared","Wales","Male","45","35","34100","28670"
"In post","2022","65+","Undeclared","West Midlands (England)","Female","25","15","[c]","[c]"
"In post","2022","65+","Undeclared","West Midlands (England)","Male","30","25","25870","25440"
"In post","2022","65+","Undeclared","Yorkshire and The Humber","Female","20","10","[c]","[c]"
"In post","2022","65+","Undeclared","Yorkshire and The Humber","Male","30","25","[c]","[c]"
"In post","2022","65+","Unknown","East Midlands (England)","Female","20","15","[c]","[c]"
"In post","2022","65+","Unknown","East Midlands (England)","Male","20","15","[c]","[c]"
"In post","2022","65+","Unknown","East of England","Female","35","30","32880","27840"
"In post","2022","65+","Unknown","East of England","Male","45","35","35400","33480"
"In post","2022","65+","Unknown","London","Female","140","115","46930","33630"
"In post","2022","65+","Unknown","London","Male","165","135","46090","37930"
"In post","2022","65+","Unknown","North East (England)","Female","50","35","24970","22080"
"In post","2022","65+","Unknown","North East (England)","Male","35","30","25530","22080"
"In post","2022","65+","Unknown","North West (England)","Female","60","45","26790","22080"
"In post","2022","65+","Unknown","North West (England)","Male","65","50","34670","28930"
"In post","2022","65+","Unknown","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Northern Ireland","Male","15","15","[c]","[c]"
"In post","2022","65+","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Scotland","Female","105","75","29650","25050"
"In post","2022","65+","Unknown","Scotland","Male","195","145","33200","30450"
"In post","2022","65+","Unknown","South East (England)","Female","85","65","28760","25000"
"In post","2022","65+","Unknown","South East (England)","Male","120","90","29160","23170"
"In post","2022","65+","Unknown","South West (England)","Female","35","25","29980","25570"
"In post","2022","65+","Unknown","South West (England)","Male","65","55","32910","26630"
"In post","2022","65+","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2022","65+","Unknown","Wales","Female","40","30","27010","22740"
"In post","2022","65+","Unknown","Wales","Male","50","40","33540","28860"
"In post","2022","65+","Unknown","West Midlands (England)","Female","25","15","[c]","[c]"
"In post","2022","65+","Unknown","West Midlands (England)","Male","40","25","36930","28920"
"In post","2022","65+","Unknown","Yorkshire and The Humber","Female","25","20","[c]","[c]"
"In post","2022","65+","Unknown","Yorkshire and The Humber","Male","35","30","31500","28200"
"In post","2022","Unknown","Declared disabled","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","North East (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","North West (England)","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Scotland","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","South East (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","South West (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","West Midlands (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Scotland","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","South East (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","South West (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Yorkshire and The Humber","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Yorkshire and The Humber","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","East Midlands (England)","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","East Midlands (England)","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","East of England","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","East of England","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","London","Female","155","[c]","30170","28520"
"Leaver CS","2022","20-29","Declared disabled","London","Male","65","[c]","33380","31060"
"Leaver CS","2022","20-29","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","North East (England)","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","North East (England)","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","North West (England)","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","North West (England)","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Scotland","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Scotland","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","South East (England)","Female","45","[c]","25600","26660"
"Leaver CS","2022","20-29","Declared disabled","South East (England)","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","South West (England)","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","South West (England)","Male","45","[c]","24090","21280"
"Leaver CS","2022","20-29","Declared disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Wales","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Wales","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","West Midlands (England)","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","West Midlands (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Yorkshire and The Humber","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Yorkshire and The Humber","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","East Midlands (England)","Female","145","[c]","23810","21260"
"Leaver CS","2022","20-29","Declared non-disabled","East Midlands (England)","Male","140","[c]","23960","21260"
"Leaver CS","2022","20-29","Declared non-disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
