"Status","Year","Ethnicity","Region_ITL2","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Bedfordshire and Hertfordshire","AA/AO","Female","90","75","23760","23720"
"In post","2022","Asian","Bedfordshire and Hertfordshire","AA/AO","Male","40","40","25350","24250"
"In post","2022","Asian","Bedfordshire and Hertfordshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","EO","Female","155","145","28550","29290"
"In post","2022","Asian","Bedfordshire and Hertfordshire","EO","Male","100","100","28570","27570"
"In post","2022","Asian","Bedfordshire and Hertfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","G6/G7","Female","30","30","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","SEO/HEO","Female","70","65","38860","37640"
"In post","2022","Asian","Bedfordshire and Hertfordshire","SEO/HEO","Male","45","45","38490","37230"
"In post","2022","Asian","Bedfordshire and Hertfordshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Unknown","Female","30","25","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Female","100","80","22800","22080"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Male","95","90","25190","23520"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","160","145","28790","29290"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","85","85","28780","28670"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
