"Status","Year","Ethnicity","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Analysis","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Leeds","15","15","[c]","[c]"
"In post","2022","Asian","Analysis","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Manchester","35","35","36030","33370"
"In post","2022","Asian","Analysis","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Monmouthshire and Newport","45","45","34690","31700"
"In post","2022","Asian","Analysis","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South Hampshire","20","20","[c]","[c]"
"In post","2022","Asian","Analysis","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Staffordshire CC","5","5","[c]","[c]"
"In post","2022","Asian","Analysis","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Tower Hamlets","95","95","45890","42290"
"In post","2022","Asian","Analysis","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Westminster","285","280","45140","41250"
"In post","2022","Asian","Analysis","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","York","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","20","20","[c]","[c]"
"In post","2022","Asian","Commercial","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Birmingham","10","10","[c]","[c]"
"In post","2022","Asian","Commercial","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Coventry","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Greater Manchester South West","15","15","[c]","[c]"
"In post","2022","Asian","Commercial","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Lambeth","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","Leeds","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Manchester","10","10","[c]","[c]"
"In post","2022","Asian","Commercial","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Milton Keynes","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Sheffield","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Telford and Wrekin","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","Tower Hamlets","20","20","[c]","[c]"
"In post","2022","Asian","Commercial","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Westminster","120","120","48370","40650"
"In post","2022","Asian","Commercial","Wiltshire","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","York","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Birmingham","150","145","28240","26590"
"In post","2022","Asian","Communications","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cardiff and Vale of Glamorgan","35","35","27700","26820"
"In post","2022","Asian","Communications","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Greater Manchester South West","65","60","29360","26820"
"In post","2022","Asian","Communications","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Leeds","125","120","29990","26820"
"In post","2022","Asian","Communications","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Manchester","40","40","30050","26820"
"In post","2022","Asian","Communications","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Nottingham","90","90","28850","26820"
"In post","2022","Asian","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Tower Hamlets","20","20","[c]","[c]"
