"Status","Year","Age","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Scottish Government (excl. agencies)","Outside London","Unknown","150","130","45050","37120"
"In post","2022","60-64","Scottish Housing Regulator","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Scottish Housing Regulator","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Scottish Housing Regulator","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Scottish Housing Regulator","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Scottish Prison Service","Outside London","Heterosexual / straight","155","100","37000","35000"
"In post","2022","60-64","Scottish Prison Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Scottish Prison Service","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2022","60-64","Scottish Prison Service","Outside London","Unknown","215","145","34180","35000"
"In post","2022","60-64","Scottish Public Pensions Agency","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","60-64","Scottish Public Pensions Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Scottish Public Pensions Agency","Outside London","Unknown","15","10","[c]","[c]"
"In post","2022","60-64","Serious Fraud Office","London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","60-64","Serious Fraud Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Serious Fraud Office","London","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Social Security Scotland","Outside London","Heterosexual / straight","30","30","28480","23230"
"In post","2022","60-64","Social Security Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Social Security Scotland","Outside London","Unknown","35","35","28020","25230"
"In post","2022","60-64","Standards and Testing Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Standards and Testing Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Standards and Testing Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Standards and Testing Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Standards and Testing Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Student Awards Agency for Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Student Awards Agency for Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Student Awards Agency for Scotland","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Submarine Delivery Agency","Outside London","Heterosexual / straight","90","85","49620","43820"
"In post","2022","60-64","Submarine Delivery Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Submarine Delivery Agency","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","60-64","Submarine Delivery Agency","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Submarine Delivery Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Submarine Delivery Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Submarine Delivery Agency","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Teaching Regulation Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Teaching Regulation Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","The Insolvency Service","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","The Insolvency Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","The Insolvency Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","The Insolvency Service","London","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","The Insolvency Service","Outside London","Heterosexual / straight","50","45","31750","26410"
"In post","2022","60-64","The Insolvency Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","The Insolvency Service","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","60-64","The Insolvency Service","Outside London","Unknown","50","40","28720","24340"
"In post","2022","60-64","The National Archives","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","The National Archives","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","The National Archives","London","Unknown","30","30","35860","33950"
"In post","2022","60-64","Transport Scotland","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","Transport Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Transport Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Transport Scotland","Outside London","Unknown","20","15","[c]","[c]"
"In post","2022","60-64","UK Debt Management Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Debt Management Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Debt Management Office","London","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","UK Export Finance","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Export Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Export Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Export Finance","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","UK Export Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Export Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Health Security Agency","London","Heterosexual / straight","75","65","53160","40060"
"In post","2022","60-64","UK Health Security Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Health Security Agency","London","Undeclared","15","10","[c]","[c]"
"In post","2022","60-64","UK Health Security Agency","London","Unknown","50","45","64080","53360"
"In post","2022","60-64","UK Health Security Agency","Outside London","Heterosexual / straight","135","115","46610","37380"
"In post","2022","60-64","UK Health Security Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Health Security Agency","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2022","60-64","UK Health Security Agency","Outside London","Unknown","75","70","58250","49530"
"In post","2022","60-64","UK Health Security Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Health Security Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Hydrographic Office","Outside London","Heterosexual / straight","40","35","36590","34000"
"In post","2022","60-64","UK Hydrographic Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Hydrographic Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Hydrographic Office","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","60-64","UK Space Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Space Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Space Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Space Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","Outside London","Heterosexual / straight","335","250","26890","20350"
"In post","2022","60-64","UK Statistics Authority","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","Outside London","Unknown","100","75","26020","20350"
"In post","2022","60-64","UK Supreme Court","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Supreme Court","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Valuation Office Agency","London","Heterosexual / straight","40","35","38990","33300"
"In post","2022","60-64","Valuation Office Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Valuation Office Agency","London","Undeclared","5","5","[c]","[c]"
"In post","2022","60-64","Valuation Office Agency","London","Unknown","20","20","[c]","[c]"
"In post","2022","60-64","Valuation Office Agency","Outside London","Heterosexual / straight","185","150","34790","32890"
"In post","2022","60-64","Valuation Office Agency","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","60-64","Valuation Office Agency","Outside London","Undeclared","35","30","37310","34000"
"In post","2022","60-64","Valuation Office Agency","Outside London","Unknown","55","45","33790","27000"
"In post","2022","60-64","Vehicle Certification Agency","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","Vehicle Certification Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Vehicle Certification Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Vehicle Certification Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Vehicle Certification Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Veterinary Medicines Directorate","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Veterinary Medicines Directorate","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Veterinary Medicines Directorate","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Welsh Government (excl. agencies)","Outside London","Heterosexual / straight","350","300","43680","38160"
"In post","2022","60-64","Welsh Government (excl. agencies)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","60-64","Welsh Government (excl. agencies)","Outside London","Undeclared","60","55","44580","38160"
"In post","2022","60-64","Welsh Government (excl. agencies)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Welsh Revenue Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Welsh Revenue Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Welsh Revenue Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Wilton Park","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Wilton Park","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Wilton Park","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Accountant in Bankruptcy","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Accountant in Bankruptcy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Advisory, Conciliation and Arbitration Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Advisory, Conciliation and Arbitration Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Advisory, Conciliation and Arbitration Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Advisory, Conciliation and Arbitration Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Advisory, Conciliation and Arbitration Service","Outside London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","65+","Advisory, Conciliation and Arbitration Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Advisory, Conciliation and Arbitration Service","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Animal and Plant Health Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Animal and Plant Health Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Animal and Plant Health Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Animal and Plant Health Agency","Outside London","Heterosexual / straight","60","55","32550","28200"
"In post","2022","65+","Animal and Plant Health Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Animal and Plant Health Agency","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","65+","Animal and Plant Health Agency","Outside London","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Cabinet Office (excl. agencies)","London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","65+","Cabinet Office (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Cabinet Office (excl. agencies)","London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Cabinet Office (excl. agencies)","London","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Cabinet Office (excl. agencies)","Outside London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","65+","Cabinet Office (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Cabinet Office (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Cabinet Office (excl. agencies)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Companies House","Outside London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","65+","Companies House","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Companies House","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Companies House","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Criminal Injuries Compensation Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Criminal Injuries Compensation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Criminal Injuries Compensation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Commercial Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Commercial Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Commercial Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Commercial Service","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Crown Commercial Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Office and Procurator Fiscal Service","Outside London","Heterosexual / straight","35","25","31090","23230"
"In post","2022","65+","Crown Office and Procurator Fiscal Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Office and Procurator Fiscal Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Office and Procurator Fiscal Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Prosecution Service","London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","65+","Crown Prosecution Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Prosecution Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Prosecution Service","London","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Crown Prosecution Service","Outside London","Heterosexual / straight","45","35","40770","31460"
"In post","2022","65+","Crown Prosecution Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Prosecution Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Prosecution Service","Outside London","Unknown","20","15","[c]","[c]"
"In post","2022","65+","Defence Electronics and Components Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Electronics and Components Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Electronics and Components Agency","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","65+","Defence Equipment and Support","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","65+","Defence Equipment and Support","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Equipment and Support","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Equipment and Support","Outside London","Heterosexual / straight","200","170","37090","35580"
"In post","2022","65+","Defence Equipment and Support","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Equipment and Support","Outside London","Undeclared","40","35","41450","39690"
"In post","2022","65+","Defence Equipment and Support","Outside London","Unknown","10","5","[c]","[c]"
"In post","2022","65+","Defence Equipment and Support","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Equipment and Support","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Equipment and Support","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Equipment and Support","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Science and Technology Laboratory","Outside London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","65+","Defence Science and Technology Laboratory","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Science and Technology Laboratory","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Science and Technology Laboratory","Outside London","Unknown","80","60","46520","47010"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Heterosexual / straight","40","40","44210","41630"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Digital, Culture, Media and Sport","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Digital, Culture, Media and Sport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Education (excl. agencies)","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","65+","Department for Education (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Education (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Education (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Education (excl. agencies)","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","65+","Department for Education (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Education (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Education (excl. agencies)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Heterosexual / straight","35","30","38000","37050"
"In post","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","10","5","[c]","[c]"
"In post","2022","65+","Department for International Trade","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","65+","Department for International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","London","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Department for International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Transport (excl. agencies)","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","65+","Department for Transport (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Transport (excl. agencies)","London","Undeclared","15","10","[c]","[c]"
"In post","2022","65+","Department for Transport (excl. agencies)","London","Unknown","20","15","[c]","[c]"
"In post","2022","65+","Department for Transport (excl. agencies)","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Department for Transport (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Transport (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","London","Heterosexual / straight","190","145","30990","31060"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","London","LGBO","10","10","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","London","Undeclared","45","35","29110","31060"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","London","Unknown","100","75","30880","31060"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Outside London","Heterosexual / straight","1600","1155","25890","27570"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Outside London","LGBO","50","40","25280","27570"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Outside London","Undeclared","235","170","25240","26120"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Outside London","Unknown","480","335","25120","26120"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Disclosure Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Disclosure Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Disclosure Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Outside London","Heterosexual / straight","80","55","25350","21840"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Outside London","Undeclared","70","40","22450","20600"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Outside London","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Standards Agency","London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Standards Agency","London","Undeclared","10","10","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
