"Status","Year","Organisation","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Glasgow City","85","75","30940","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Leeds","65","60","31760","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Manchester","125","115","29860","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North Hampshire","20","20","33710","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Nottingham","100","90","28160","24410"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Suffolk CC","35","35","34240","34260"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Tyneside","130","120","29210","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wandsworth","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Westminster","90","85","40960","38670"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","West Surrey","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Worcestershire CC","15","15","31770","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Aberdeen City and Aberdeenshire","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Bristol, City of","60","55","23960","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Cambridgeshire CC","25","25","29750","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Cardiff and Vale of Glamorgan","80","75","25970","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Central Hampshire","35","35","28010","25190"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Cheshire East","25","25","31120","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Cornwall and Isles of Scilly","40","40","26760","25320"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Devon CC","165","155","25160","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Cumbria","130","120","23560","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Kent","35","35","28430","28340"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Riding of Yorkshire","20","20","27360","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Gloucestershire CC","35","30","28930","25600"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Gwynedd","60","50","25260","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Harrow and Hillingdon","15","15","34150","31690"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Heart of Essex","40","40","29120","28030"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Hertfordshire CC","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Hounslow and Richmond upon Thames","65","65","32440","31570"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Inverness and Nairn, Moray, and Badenoch and Strathspey","15","10","25050","23110"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Leicestershire CC and Rutland","15","15","28420","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Lincolnshire CC","20","20","31850","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Manchester","15","15","27730","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Mid Kent","10","10","28070","26580"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Mid Lancashire","90","80","26880","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North and West Norfolk","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North Yorkshire CC","100","95","30280","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Nottingham","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Oxfordshire CC","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Perth and Kinross, and Stirling","30","30","29780","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Powys","20","15","32520","32540"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Redbridge and Waltham Forest","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Scottish Borders","10","10","27120","23110"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Shropshire","25","25","29820","27850"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Somerset CC","20","20","29180","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South and West Derbyshire","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South Ayrshire","20","15","24390","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South Lanarkshire","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South West Wales","110","105","26090","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Staffordshire CC","65","60","24410","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Suffolk CC","30","30","27550","25100"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Tyneside","30","30","30630","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","20","20","25480","25130"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Surrey","150","145","32370","28270"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Sussex (North East)","20","20","31470","29610"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Westminster","15","10","37860","29680"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Wiltshire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Worcestershire CC","110","100","27250","25360"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","York","70","65","23650","21300"
"In post","2022","Animal and Plant Health Agency","Other","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","West Surrey","15","15","38600","38750"
"In post","2022","Animal and Plant Health Agency","Other","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Worcestershire CC","25","25","34020","30730"
"In post","2022","Animal and Plant Health Agency","Project Delivery","York","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Devon CC","15","15","31480","26450"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East Cumbria","15","15","24690","24920"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North Yorkshire CC","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South Nottinghamshire","15","15","29020","24920"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South West Wales","10","10","24320","21300"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Suffolk CC","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Tyneside","20","15","28170","25060"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","West Surrey","450","430","32700","28550"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Worcestershire CC","10","10","31960","29180"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Cardiff and Vale of Glamorgan","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Cheshire East","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Cornwall and Isles of Scilly","15","15","43560","38330"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Devon CC","25","25","43780","41480"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Cumbria","15","10","43440","48740"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Gloucestershire CC","30","30","34300","35900"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Gwynedd","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Inverness and Nairn, Moray, and Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Leicestershire CC and Rutland","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Mid Lancashire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North Yorkshire CC","25","25","36440","36970"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Oxfordshire CC","10","10","47340","49120"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Perth and Kinross, and Stirling","10","10","47030","47550"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Shropshire","10","10","47280","48320"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Somerset CC","15","15","41250","36970"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South Ayrshire","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South West Wales","25","20","41270","37910"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Staffordshire CC","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Suffolk CC","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","West Surrey","20","20","48280","50780"
"In post","2022","Animal and Plant Health Agency","Veterinarian","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Westminster","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Worcestershire CC","10","10","44040","46480"
"In post","2022","Animal and Plant Health Agency","Veterinarian","York","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","Westminster","10","10","45010","38590"
"In post","2022","Attorney General's Office","Legal","Westminster","15","15","69960","65180"
"In post","2022","Attorney General's Office","Other","Westminster","10","10","35120","30950"
"In post","2022","Attorney General's Office","Policy","Westminster","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","Greater Manchester South West","10","10","37300","37300"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","Westminster","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","Westminster","15","15","47280","47650"
"In post","2022","Cabinet Office (excl. agencies)","Other","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","Tower Hamlets","10","10","59920","57880"
"In post","2022","Cabinet Office (excl. agencies)","Policy","Westminster","15","15","50490","40620"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Ards and North Down","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","50","50","55290","45140"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Belfast","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Berkshire","35","35","36480","29250"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Birmingham","105","105","53030","38740"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Blackpool","40","35","56170","58210"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Bristol, City of","110","105","49480","49700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Buckinghamshire","10","10","52830","60920"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Cambridgeshire CC","15","15","47460","33300"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Camden and City of London","70","70","56280","54700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Cardiff and Vale of Glamorgan","50","45","43110","37300"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Central Bedfordshire","[c]","[c]","[c]","[c]"
