"Status","Year","Disability","Organisation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","10","5","[c]","[c]"
"In post","2022","Declared disabled","Accountant in Bankruptcy","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Birmingham","15","15","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Bristol, City of","10","10","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","15","10","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Glasgow City","20","20","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
