"Status","Year","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","UK Hydrographic Office","Ministry of Defence","Unknown","225","215","34180","33290"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","160","160","46810","40220"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","LGBO","20","20","[c]","[c]"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Undeclared","15","15","[c]","[c]"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","70","70","44370","40410"
"In post","2022","UK Statistics Authority","UK Statistics Authority","Heterosexual / straight","3960","3535","34020","30710"
"In post","2022","UK Statistics Authority","UK Statistics Authority","LGBO","285","270","34390","30710"
"In post","2022","UK Statistics Authority","UK Statistics Authority","Undeclared","250","225","33690","30810"
"In post","2022","UK Statistics Authority","UK Statistics Authority","Unknown","1390","1240","33000","30210"
"In post","2022","UK Supreme Court","UK Supreme Court","Heterosexual / straight","40","35","40730","32230"
"In post","2022","UK Supreme Court","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","UK Supreme Court","Unknown","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","Heterosexual / straight","2345","2190","36350","32890"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","LGBO","140","135","33660","31660"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","Undeclared","350","320","37360","33370"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","Unknown","1025","970","31250","26950"
"In post","2022","Vehicle Certification Agency","Department for Transport","Heterosexual / straight","175","165","36090","34290"
"In post","2022","Vehicle Certification Agency","Department for Transport","LGBO","5","5","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Department for Transport","Undeclared","25","25","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Heterosexual / straight","120","120","39180","35580"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","LGBO","5","5","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Undeclared","25","25","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","20","20","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","Heterosexual / straight","160","155","55160","49970"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","LGBO","10","10","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","Undeclared","20","20","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","65","60","53260","48270"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","Heterosexual / straight","4800","4530","41770","38160"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","LGBO","240","230","42590","38160"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","Undeclared","695","655","43120","38160"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","Unknown","150","145","40460","31210"
"In post","2022","Welsh Revenue Authority","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Welsh Government","Unknown","80","80","43900","40100"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","Heterosexual / straight","65","60","35020","30700"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","Undeclared","10","10","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","Unknown","5","5","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","40","[c]","34050","34420"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","180","[c]","29900","24920"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Undeclared","30","[c]","31370","28140"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","50","[c]","28900","25150"
"Leaver CS","2022","Attorney General's Office","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","315","[c]","48940","41820"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","40","[c]","49070","43890"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","35","[c]","47710","47050"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","335","[c]","52990","47370"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","30","[c]","36850","35900"
"Leaver CS","2022","Charity Commission","Charity Commission","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Charity Commission","Unknown","35","[c]","36740","29380"
"Leaver CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","45","[c]","30360","24500"
"Leaver CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","30","[c]","29020","22740"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","80","[c]","53800","54320"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","Heterosexual / straight","55","[c]","39250","36340"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Heterosexual / straight","90","[c]","33120","23230"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","290","[c]","40050","37120"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","Unknown","85","[c]","43560","40000"
"Leaver CS","2022","Defence Electronics and Components Agency","Ministry of Defence","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Ministry of Defence","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","635","[c]","34540","30680"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","Undeclared","90","[c]","35710","34940"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","Unknown","140","[c]","27440","24000"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","150","[c]","36140","32390"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","130","[c]","37050","38070"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","210","[c]","47110","40220"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","35","[c]","45210","40050"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","40","[c]","42780","40050"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Heterosexual / straight","105","[c]","42550","36000"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","215","[c]","42610","36870"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","Unknown","95","[c]","36330","29360"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","260","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","Heterosexual / straight","100","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Heterosexual / straight","115","[c]","45860","39600"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","130","[c]","50070","45140"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","Unknown","75","[c]","38080","34710"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","5650","[c]","27080","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","485","[c]","26660","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","600","[c]","27090","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","1925","[c]","26790","27570"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","180","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","435","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Scottish Government","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","215","[c]","25790","21840"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","90","[c]","23660","21840"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","95","[c]","22560","21590"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","205","[c]","29690","26780"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","85","[c]","28480","26780"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","Unknown","160","[c]","26990","26130"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","55","[c]","45810","37100"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Scottish Government","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Scottish Government","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Estyn","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","65","[c]","43850","35630"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","Heterosexual / straight","55","[c]","35080","30810"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Scottish Government","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Scottish Government","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","70","[c]","49950","51500"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","255","[c]","48120","40680"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","Unknown","90","[c]","29650","27360"
"Leaver CS","2022","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Chancellor's other departments","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Attorney General's Departments","Heterosexual / straight","140","[c]","49080","50500"
"Leaver CS","2022","Government Legal Department","Attorney General's Departments","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Attorney General's Departments","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Attorney General's Departments","Unknown","35","[c]","62530","65650"
"Leaver CS","2022","Government Property Agency","Cabinet Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","130","[c]","40110","35910"
"Leaver CS","2022","Health and Safety Executive","Department for Work and Pensions","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Department for Work and Pensions","Undeclared","35","[c]","45900","45870"
"Leaver CS","2022","Health and Safety Executive","Department for Work and Pensions","Unknown","35","[c]","37470","31660"
"Leaver CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","1170","[c]","24490","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","Ministry of Justice","LGBO","85","[c]","22410","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","175","[c]","25740","21110"
"Leaver CS","2022","HM Courts and Tribunals Service","Ministry of Justice","Unknown","615","[c]","22670","20970"
"Leaver CS","2022","HM Land Registry","HM Land Registry","Heterosexual / straight","225","[c]","33790","30600"
"Leaver CS","2022","HM Land Registry","HM Land Registry","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","HM Land Registry","Undeclared","30","[c]","34450","32220"
"Leaver CS","2022","HM Land Registry","HM Land Registry","Unknown","135","[c]","31200","27130"
"Leaver CS","2022","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","4335","[c]","32370","28200"
"Leaver CS","2022","HM Prison and Probation Service","Ministry of Justice","LGBO","395","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Ministry of Justice","Undeclared","370","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Ministry of Justice","Unknown","2085","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","105","[c]","33310","28920"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","4575","[c]","29520","22080"
"Leaver CS","2022","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","130","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","HM Treasury","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","HM Treasury","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Home Office","Heterosexual / straight","1445","[c]","31970","26900"
"Leaver CS","2022","Home Office","Home Office","LGBO","75","[c]","31170","25630"
"Leaver CS","2022","Home Office","Home Office","Undeclared","255","[c]","33000","28670"
"Leaver CS","2022","Home Office","Home Office","Unknown","320","[c]","30960","27370"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","30","[c]","37110","27530"
"Leaver CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Ministry of Justice","Heterosexual / straight","35","[c]","24840","20970"
"Leaver CS","2022","Legal Aid Agency","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Ministry of Justice","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Department for Transport","Heterosexual / straight","100","[c]","37500","31780"
"Leaver CS","2022","Maritime and Coastguard Agency","Department for Transport","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Department for Transport","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Department for Transport","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Heterosexual / straight","165","[c]","43320","33100"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","70","[c]","55540","50080"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","80","[c]","36460","36330"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","Undeclared","45","[c]","34310","33680"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","2420","[c]","31320","26930"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","80","[c]","30490","26350"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","430","[c]","33550","33000"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","450","[c]","30420","26610"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","245","[c]","44700","41750"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","125","[c]","35690","31420"
"Leaver CS","2022","National Crime Agency","National Crime Agency","Heterosexual / straight","245","[c]","41910","39730"
"Leaver CS","2022","National Crime Agency","National Crime Agency","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","Unknown","45","[c]","45580","39550"
