"Status","Year","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Veterinary Medicines Directorate","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","G6/G7","Male","30","30","57090","54970"
"In post","2022","Veterinary Medicines Directorate","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","SEO/HEO","Female","40","40","37000","38750"
"In post","2022","Veterinary Medicines Directorate","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Water Services Regulation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","EO","Female","30","30","29090","28000"
"In post","2022","Water Services Regulation Authority","EO","Male","15","15","[c]","[c]"
"In post","2022","Water Services Regulation Authority","G6/G7","Female","30","25","[c]","[c]"
"In post","2022","Water Services Regulation Authority","G6/G7","Male","40","40","80720","75010"
"In post","2022","Water Services Regulation Authority","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","SEO/HEO","Female","70","65","46340","44420"
"In post","2022","Water Services Regulation Authority","SEO/HEO","Male","60","60","47950","46420"
"In post","2022","Welsh Government (excl. agencies)","AA/AO","Female","545","490","24210","24630"
"In post","2022","Welsh Government (excl. agencies)","AA/AO","Male","310","300","24330","24630"
"In post","2022","Welsh Government (excl. agencies)","EO","Female","630","575","28830","29430"
"In post","2022","Welsh Government (excl. agencies)","EO","Male","460","450","28850","29430"
"In post","2022","Welsh Government (excl. agencies)","G6/G7","Female","580","545","61820","61440"
"In post","2022","Welsh Government (excl. agencies)","G6/G7","Male","505","495","63150","61440"
"In post","2022","Welsh Government (excl. agencies)","SCS level","Female","85","80","83870","78460"
"In post","2022","Welsh Government (excl. agencies)","SCS level","Male","105","100","89600","81760"
"In post","2022","Welsh Government (excl. agencies)","SEO/HEO","Female","1665","1550","41260","38160"
"In post","2022","Welsh Government (excl. agencies)","SEO/HEO","Male","995","970","41670","38160"
"In post","2022","Welsh Revenue Authority","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Welsh Revenue Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","EO","Female","10","10","[c]","[c]"
"In post","2022","Welsh Revenue Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Welsh Revenue Authority","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Welsh Revenue Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Welsh Revenue Authority","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Wilton Park","AA/AO","Female","20","15","[c]","[c]"
"In post","2022","Wilton Park","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","EO","Female","25","20","[c]","[c]"
"In post","2022","Wilton Park","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Wilton Park","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2022","Wilton Park","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","AA/AO","Female","70","[c]","22190","21300"
"Leaver CS","2022","Animal and Plant Health Agency","AA/AO","Male","35","[c]","22040","21300"
"Leaver CS","2022","Animal and Plant Health Agency","EO","Female","45","[c]","25540","25100"
"Leaver CS","2022","Animal and Plant Health Agency","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","SEO/HEO","Female","40","[c]","36860","36560"
"Leaver CS","2022","Animal and Plant Health Agency","SEO/HEO","Male","45","[c]","36900","36030"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","AA/AO","Female","40","[c]","20390","20800"
"Leaver CS","2022","Cabinet Office (excl. agencies)","AA/AO","Male","40","[c]","20730","20860"
"Leaver CS","2022","Cabinet Office (excl. agencies)","EO","Female","35","[c]","27470","27500"
"Leaver CS","2022","Cabinet Office (excl. agencies)","EO","Male","40","[c]","26770","27500"
"Leaver CS","2022","Cabinet Office (excl. agencies)","G6/G7","Female","115","[c]","61980","60640"
"Leaver CS","2022","Cabinet Office (excl. agencies)","G6/G7","Male","155","[c]","64520","60640"
"Leaver CS","2022","Cabinet Office (excl. agencies)","SCS level","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","SCS level","Male","50","[c]","101450","95040"
"Leaver CS","2022","Cabinet Office (excl. agencies)","SEO/HEO","Female","125","[c]","35180","34550"
"Leaver CS","2022","Cabinet Office (excl. agencies)","SEO/HEO","Male","95","[c]","35440","34550"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","AA/AO","Female","40","[c]","22460","23230"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","AA/AO","Female","105","[c]","22160","22200"
"Leaver CS","2022","Crown Prosecution Service","AA/AO","Male","35","[c]","22150","22200"
"Leaver CS","2022","Crown Prosecution Service","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","G6/G7","Female","90","[c]","57270","55610"
"Leaver CS","2022","Crown Prosecution Service","G6/G7","Male","80","[c]","58250","55610"
"Leaver CS","2022","Crown Prosecution Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","SEO/HEO","Female","35","[c]","36920","38000"
"Leaver CS","2022","Crown Prosecution Service","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","EO","Female","115","[c]","21900","21120"
"Leaver CS","2022","Defence Equipment and Support","EO","Male","205","[c]","21600","20480"
"Leaver CS","2022","Defence Equipment and Support","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","G6/G7","Male","60","[c]","57240","55060"
"Leaver CS","2022","Defence Equipment and Support","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","SEO/HEO","Female","120","[c]","33130","32490"
"Leaver CS","2022","Defence Equipment and Support","SEO/HEO","Male","355","[c]","36000","35620"
"Leaver CS","2022","Defence Science and Technology Laboratory","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","AA/AO","Male","35","[c]","17700","17540"
"Leaver CS","2022","Defence Science and Technology Laboratory","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","G6/G7","Male","70","[c]","53050","49090"
"Leaver CS","2022","Defence Science and Technology Laboratory","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","SEO/HEO","Female","35","[c]","33550","30600"
"Leaver CS","2022","Defence Science and Technology Laboratory","SEO/HEO","Male","105","[c]","33250","30160"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Female","55","[c]","56130","53600"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Male","75","[c]","56750","53600"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Female","55","[c]","36010","34190"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Male","65","[c]","37020","36360"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","40","[c]","35280","34020"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","EO","Female","70","[c]","26660","25000"
"Leaver CS","2022","Department for Education (excl. agencies)","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","G6/G7","Female","40","[c]","58520","57320"
"Leaver CS","2022","Department for Education (excl. agencies)","G6/G7","Male","55","[c]","56540","54400"
"Leaver CS","2022","Department for Education (excl. agencies)","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","SEO/HEO","Female","70","[c]","36390","36500"
"Leaver CS","2022","Department for Education (excl. agencies)","SEO/HEO","Male","75","[c]","35880","36500"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Female","45","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Female","135","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Male","115","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Female","30","[c]","36490","35580"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","G6/G7","Male","45","[c]","61650","58820"
"Leaver CS","2022","Department for Transport (excl. agencies)","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","SEO/HEO","Female","45","[c]","37770","35060"
"Leaver CS","2022","Department for Transport (excl. agencies)","SEO/HEO","Male","55","[c]","39710","42470"
"Leaver CS","2022","Department for Transport (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","AA/AO","Female","2010","[c]","21360","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","AA/AO","Male","1355","[c]","21490","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","EO","Female","2910","[c]","28210","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","EO","Male","1575","[c]","28280","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","G6/G7","Female","85","[c]","56630","53360"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","G6/G7","Male","125","[c]","60010","59590"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","Female","340","[c]","35300","34290"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","Male","245","[c]","37210","36650"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","EO","Female","75","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","EO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","G6/G7","Female","105","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","G6/G7","Male","70","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","Female","130","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","Male","105","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Female","45","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","AA/AO","Female","210","[c]","20650","21590"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","AA/AO","Male","120","[c]","20760","21840"
