"Status","Year","Disability","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Charity Commission","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Charity Commission","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Female","55","45","30860","24500"
"In post","2022","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Male","35","35","33190","26650"
"In post","2022","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","Female","20","15","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Cabinet Office","Female","35","35","37640","38330"
"In post","2022","Declared disabled","Crown Commercial Service","Cabinet Office","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Female","90","80","34470","28460"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Male","45","40","37870","33070"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Attorney General's Departments","Female","565","510","40600","34160"
"In post","2022","Declared disabled","Crown Prosecution Service","Attorney General's Departments","Male","260","250","44020","42940"
"In post","2022","Declared disabled","Crown Prosecution Service","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Ministry of Defence","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Ministry of Defence","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Ministry of Defence","Female","430","400","33760","31450"
"In post","2022","Declared disabled","Defence Equipment and Support","Ministry of Defence","Male","630","615","36470","34790"
"In post","2022","Declared disabled","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","Female","110","105","38880","38070"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","Male","140","135","40480","38070"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","310","305","46440","40220"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","250","250","47740","44450"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","105","100","46000","38020"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","65","65","46550","39410"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Department for Education","Female","360","335","42020","37100"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Department for Education","Male","205","200","41280","36780"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","450","430","40790","36680"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","320","315","41250","36970"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Department for International Trade","Female","130","125","45570","42220"
"In post","2022","Declared disabled","Department for International Trade","Department for International Trade","Male","110","110","46710","41300"
"In post","2022","Declared disabled","Department for International Trade","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Female","215","210","41480","36340"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Male","165","165","42920","38230"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Female","110","105","45430","42470"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Male","100","100","49090","46710"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","10560","8975","27180","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","5235","4910","27620","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","160","150","43890","40650"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","70","65","48910","40650"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Disclosure Scotland","Scottish Government","Female","20","15","[c]","[c]"
"In post","2022","Declared disabled","Disclosure Scotland","Scottish Government","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Disclosure Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Female","460","360","23180","21840"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Male","190","175","26880","21840"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Female","165","145","29070","26780"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Male","285","265","29800","26830"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Department for Education","Female","115","105","39460","36500"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Department for Education","Male","70","70","40980","37100"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education Scotland","Scottish Government","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Education Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Estyn","Male","10","5","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","Female","30","30","38280","33720"
"In post","2022","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","Male","50","50","36260","29880"
"In post","2022","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Food Standards Agency","Female","50","45","40010","37350"
"In post","2022","Declared disabled","Food Standards Agency","Food Standards Agency","Male","60","60","36220","32350"
"In post","2022","Declared disabled","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Scotland","Scottish Government","Female","10","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Scotland","Scottish Government","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","375","360","44660","39260"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","325","320","46130","39460"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Forestry and Land Scotland","Scottish Government","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Forestry and Land Scotland","Scottish Government","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Forestry and Land Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Actuary's Department","Chancellor's other departments","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Government Actuary's Department","Chancellor's other departments","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Government Actuary's Department","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","HM Treasury","Female","35","35","42260","39980"
"In post","2022","Declared disabled","Government Internal Audit Agency","HM Treasury","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Legal Department","Attorney General's Departments","Female","115","105","54880","57120"
"In post","2022","Declared disabled","Government Legal Department","Attorney General's Departments","Male","95","95","49620","51250"
"In post","2022","Declared disabled","Government Legal Department","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Property Agency","Cabinet Office","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Government Property Agency","Cabinet Office","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Government Property Agency","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Health and Safety Executive","Department for Work and Pensions","Female","200","180","36980","32270"
"In post","2022","Declared disabled","Health and Safety Executive","Department for Work and Pensions","Male","135","130","42290","41480"
"In post","2022","Declared disabled","Health and Safety Executive","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Female","1495","1320","25550","21490"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Male","585","555","25830","21490"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","HM Land Registry","Female","430","375","29290","27130"
"In post","2022","Declared disabled","HM Land Registry","HM Land Registry","Male","235","215","31210","27130"
"In post","2022","Declared disabled","HM Land Registry","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Female","4355","4060","30140","28200"
"In post","2022","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Male","2875","2715","31890","31550"
"In post","2022","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","3495","3065","32320","28920"
"In post","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","2615","2460","33760","33080"
"In post","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","Female","130","125","44140","37900"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","Male","85","85","48310","52500"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Home Office","Female","1650","1495","31820","28650"
"In post","2022","Declared disabled","Home Office","Home Office","Male","1380","1315","32600","28650"
"In post","2022","Declared disabled","Home Office","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","40","40","35000","29580"
"In post","2022","Declared disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","50","50","38640","40080"
"In post","2022","Declared disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal Aid Agency","Ministry of Justice","Female","95","85","26970","25120"
"In post","2022","Declared disabled","Legal Aid Agency","Ministry of Justice","Male","60","55","29320","23170"
"In post","2022","Declared disabled","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","Department for Transport","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","Department for Transport","Male","40","40","35650","30730"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","30","25","[c]","[c]"
"In post","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","Female","65","60","34890","34360"
"In post","2022","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","Male","55","55","36210","34360"
"In post","2022","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","1625","1540","31770","26930"
"In post","2022","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","1695","1655","32920","30220"
"In post","2022","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","390","380","40000","36030"
"In post","2022","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","260","255","43320","41750"
"In post","2022","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Female","120","115","37170","36310"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Male","130","130","39900","37360"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Infrastructure Commission","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Infrastructure Commission","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Infrastructure Commission","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Records of Scotland","Scottish Government","Female","25","20","[c]","[c]"
"In post","2022","Declared disabled","National Records of Scotland","Scottish Government","Male","20","15","[c]","[c]"
"In post","2022","Declared disabled","National Records of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Savings and Investments","Chancellor's other departments","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","National Savings and Investments","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Northern Ireland Office","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Budget Responsibility","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Budget Responsibility","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Budget Responsibility","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","105","100","46280","51360"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","45","45","47450","39660"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","40","40","37780","30950"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","40","40","35830","33400"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Office of Rail and Road","Female","20","15","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Office of Rail and Road","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Public Guardian","Ministry of Justice","Female","120","110","24800","25120"
"In post","2022","Declared disabled","Office of the Public Guardian","Ministry of Justice","Male","80","75","24970","20970"
"In post","2022","Declared disabled","Office of the Public Guardian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Registers of Scotland","Scottish Government","Female","75","70","33020","30840"
"In post","2022","Declared disabled","Registers of Scotland","Scottish Government","Male","65","60","33260","30840"
"In post","2022","Declared disabled","Registers of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Revenue Scotland","Scottish Government","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Revenue Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Revenue Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","130","110","26140","24920"
"In post","2022","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","75","70","26110","23110"
"In post","2022","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","Female","35","35","27800","23780"
"In post","2022","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Fiscal Commission","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Fiscal Commission","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Fiscal Commission","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Forestry","Scottish Government","Female","10","5","[c]","[c]"
"In post","2022","Declared disabled","Scottish Forestry","Scottish Government","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Scottish Forestry","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","Female","450","430","42180","39660"
"In post","2022","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","Male","315","305","42280","38600"
"In post","2022","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Housing Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Housing Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Housing Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Prison Service","Scottish Government","Female","120","115","33740","35000"
"In post","2022","Declared disabled","Scottish Prison Service","Scottish Government","Male","245","225","35690","35000"
"In post","2022","Declared disabled","Scottish Prison Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Public Pensions Agency","Scottish Government","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Scottish Public Pensions Agency","Scottish Government","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Scottish Public Pensions Agency","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
