"Status","Year","Organisation","Region_ITL1","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Defence (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","Unknown","35","35","30460","21750"
"In post","2022","Ministry of Defence (excl. agencies)","South West (England)","Devon","Heterosexual / straight","855","815","30190","26350"
"In post","2022","Ministry of Defence (excl. agencies)","South West (England)","Devon","LGBO","40","40","31100","27780"
"In post","2022","Ministry of Defence (excl. agencies)","South West (England)","Devon","Undeclared","135","125","31980","29200"
"In post","2022","Ministry of Defence (excl. agencies)","South West (England)","Devon","Unknown","165","160","26300","23860"
"In post","2022","Ministry of Defence (excl. agencies)","South West (England)","Dorset and Somerset","Heterosexual / straight","765","740","27510","25000"
"In post","2022","Ministry of Defence (excl. agencies)","South West (England)","Dorset and Somerset","LGBO","15","15","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","South West (England)","Dorset and Somerset","Undeclared","120","115","29740","26670"
"In post","2022","Ministry of Defence (excl. agencies)","South West (England)","Dorset and Somerset","Unknown","65","60","29410","21830"
"In post","2022","Ministry of Defence (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","4445","4275","36010","33300"
"In post","2022","Ministry of Defence (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","145","140","36380","33630"
"In post","2022","Ministry of Defence (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","665","635","37780","36460"
"In post","2022","Ministry of Defence (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","440","420","35270","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Unknown","Heterosexual / straight","165","160","32620","27370"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Unknown","Unknown","35","30","42910","41600"
"In post","2022","Ministry of Defence (excl. agencies)","Wales","East Wales","Heterosexual / straight","455","440","26490","22330"
"In post","2022","Ministry of Defence (excl. agencies)","Wales","East Wales","LGBO","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Wales","East Wales","Undeclared","70","65","24810","22080"
"In post","2022","Ministry of Defence (excl. agencies)","Wales","East Wales","Unknown","45","45","27800","21380"
"In post","2022","Ministry of Defence (excl. agencies)","Wales","West Wales and The Valleys","Heterosexual / straight","150","145","25020","21380"
"In post","2022","Ministry of Defence (excl. agencies)","Wales","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Wales","West Wales and The Valleys","Undeclared","20","20","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Wales","West Wales and The Valleys","Unknown","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","360","345","26520","22330"
"In post","2022","Ministry of Defence (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Undeclared","40","40","29100","23010"
"In post","2022","Ministry of Defence (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","65","65","26210","21380"
"In post","2022","Ministry of Defence (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","1415","1370","32940","29670"
"In post","2022","Ministry of Defence (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","LGBO","50","45","31510","26670"
"In post","2022","Ministry of Defence (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","Undeclared","165","160","34180","33000"
"In post","2022","Ministry of Defence (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","Unknown","125","120","33150","29350"
"In post","2022","Ministry of Defence (excl. agencies)","West Midlands (England)","West Midlands","Heterosexual / straight","95","90","24480","21170"
"In post","2022","Ministry of Defence (excl. agencies)","West Midlands (England)","West Midlands","LGBO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","West Midlands (England)","West Midlands","Undeclared","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","West Midlands (England)","West Midlands","Unknown","15","15","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","385","370","26860","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Undeclared","65","65","28050","26930"
"In post","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","35","35","26540","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","1070","1030","29260","26350"
"In post","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","North Yorkshire","LGBO","35","35","32520","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","North Yorkshire","Undeclared","165","160","30900","26960"
"In post","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","North Yorkshire","Unknown","150","145","27590","26350"
"In post","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","South Yorkshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","40","40","22450","21380"
"In post","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","85","80","40780","40760"
"In post","2022","Ministry of Justice (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","15","15","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","75","70","34180","30450"
"In post","2022","Ministry of Justice (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East Midlands (England)","Lincolnshire","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East Midlands (England)","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East of England","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East of England","East Anglia","Heterosexual / straight","65","60","40480","41100"
"In post","2022","Ministry of Justice (excl. agencies)","East of England","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East of England","East Anglia","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East of England","East Anglia","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East of England","Essex","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East of England","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","East of England","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","London","Inner London - East","Heterosexual / straight","830","810","47290","42010"
"In post","2022","Ministry of Justice (excl. agencies)","London","Inner London - East","LGBO","65","65","45820","41750"
"In post","2022","Ministry of Justice (excl. agencies)","London","Inner London - East","Undeclared","105","100","47020","41750"
"In post","2022","Ministry of Justice (excl. agencies)","London","Inner London - East","Unknown","220","215","41550","37280"
"In post","2022","Ministry of Justice (excl. agencies)","London","Inner London - West","Heterosexual / straight","1560","1520","46700","41750"
"In post","2022","Ministry of Justice (excl. agencies)","London","Inner London - West","LGBO","175","175","47370","41750"
"In post","2022","Ministry of Justice (excl. agencies)","London","Inner London - West","Undeclared","180","175","48400","42850"
"In post","2022","Ministry of Justice (excl. agencies)","London","Inner London - West","Unknown","530","520","44210","41750"
"In post","2022","Ministry of Justice (excl. agencies)","London","Outer London - East and North East","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","London","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","London","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","London","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","London","Outer London - South","Heterosexual / straight","45","45","50170","47590"
"In post","2022","Ministry of Justice (excl. agencies)","London","Outer London - South","LGBO","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","London","Outer London - South","Undeclared","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","London","Outer London - South","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","London","Outer London - West and North West","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","London","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","London","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","Heterosexual / straight","45","45","40070","36050"
"In post","2022","Ministry of Justice (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North East (England)","Tees Valley and Durham","Heterosexual / straight","55","55","37410","34110"
"In post","2022","Ministry of Justice (excl. agencies)","North East (England)","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North East (England)","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North East (England)","Tees Valley and Durham","Unknown","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Cheshire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Cumbria","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Greater Manchester","Heterosexual / straight","90","90","39540","36050"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Greater Manchester","LGBO","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Greater Manchester","Undeclared","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Greater Manchester","Unknown","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Lancashire","Heterosexual / straight","55","55","38690","39530"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Lancashire","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Lancashire","Unknown","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Merseyside","Heterosexual / straight","45","45","39820","36050"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Merseyside","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","North West (England)","Merseyside","Unknown","15","15","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Scotland","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Scotland","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Scotland","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Scotland","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Scotland","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Scotland","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Scotland","West Central Scotland","Heterosexual / straight","40","35","39070","36200"
"In post","2022","Ministry of Justice (excl. agencies)","Scotland","West Central Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Scotland","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Scotland","West Central Scotland","Unknown","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South East (England)","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Unknown","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South East (England)","Kent","Heterosexual / straight","50","50","34980","31740"
"In post","2022","Ministry of Justice (excl. agencies)","South East (England)","Kent","LGBO","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South East (England)","Kent","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South East (England)","Kent","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","35","30","42060","36010"
"In post","2022","Ministry of Justice (excl. agencies)","South East (England)","Surrey, East and West Sussex","LGBO","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South East (England)","Surrey, East and West Sussex","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South East (England)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South West (England)","Devon","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South West (England)","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South West (England)","Devon","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South West (England)","Devon","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South West (England)","Dorset and Somerset","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South West (England)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South West (England)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","50","45","39450","36940"
"In post","2022","Ministry of Justice (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Wales","East Wales","Heterosexual / straight","105","100","38380","33160"
"In post","2022","Ministry of Justice (excl. agencies)","Wales","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Wales","East Wales","Undeclared","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Wales","East Wales","Unknown","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Wales","West Wales and The Valleys","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Wales","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Wales","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Wales","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","90","85","34950","31740"
"In post","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Undeclared","20","20","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","20","20","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","140","135","30170","25770"
"In post","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","Undeclared","20","20","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","Unknown","35","35","25260","20970"
"In post","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","West Midlands","Heterosexual / straight","125","125","41950","37080"
"In post","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","West Midlands","LGBO","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","West Midlands","Undeclared","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","West Midlands (England)","West Midlands","Unknown","30","30","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","90","90","49520","50430"
"In post","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","South Yorkshire","LGBO","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","South Yorkshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","South Yorkshire","Unknown","30","30","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","290","285","37590","36050"
"In post","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","West Yorkshire","LGBO","35","35","36140","36050"
"In post","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Undeclared","35","35","39870","36050"
"In post","2022","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Unknown","40","40","34650","35330"
"In post","2022","National Crime Agency","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","65","60","39450","36410"
"In post","2022","National Crime Agency","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","5","5","[c]","[c]"
"In post","2022","National Crime Agency","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","5","5","[c]","[c]"
"In post","2022","National Crime Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","70","70","38480","38540"
"In post","2022","National Crime Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","5","5","[c]","[c]"
"In post","2022","National Crime Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","5","5","[c]","[c]"
"In post","2022","National Crime Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","10","10","[c]","[c]"
"In post","2022","National Crime Agency","East Midlands (England)","Lincolnshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","National Crime Agency","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East Midlands (England)","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","85","85","38410","36740"
"In post","2022","National Crime Agency","East of England","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East of England","Bedfordshire and Hertfordshire","Undeclared","5","5","[c]","[c]"
"In post","2022","National Crime Agency","East of England","Bedfordshire and Hertfordshire","Unknown","20","15","[c]","[c]"
"In post","2022","National Crime Agency","East of England","East Anglia","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","National Crime Agency","East of England","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East of England","East Anglia","Unknown","5","5","[c]","[c]"
"In post","2022","National Crime Agency","East of England","Essex","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","National Crime Agency","East of England","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East of England","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East of England","Essex","Unknown","5","5","[c]","[c]"
"In post","2022","National Crime Agency","London","Inner London - East","Heterosexual / straight","1160","1135","45060","40170"
"In post","2022","National Crime Agency","London","Inner London - East","LGBO","70","70","42700","39840"
"In post","2022","National Crime Agency","London","Inner London - East","Undeclared","100","100","43450","39840"
"In post","2022","National Crime Agency","London","Inner London - East","Unknown","195","185","45240","41970"
"In post","2022","National Crime Agency","London","Outer London - East and North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","London","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","London","Outer London - South","Heterosexual / straight","75","75","42130","39840"
"In post","2022","National Crime Agency","London","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","London","Outer London - South","Undeclared","10","10","[c]","[c]"
"In post","2022","National Crime Agency","London","Outer London - South","Unknown","10","10","[c]","[c]"
"In post","2022","National Crime Agency","London","Outer London - West and North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
