"Status","Year","Ethnicity","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","Female","495","445","30580","27570"
"In post","2022","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","Male","385","370","31460","27570"
"In post","2022","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","580","495","25670","22600"
"In post","2022","Asian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","460","440","26710","25190"
"In post","2022","Asian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","Lincolnshire","Female","10","10","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","Lincolnshire","Male","10","10","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Bedfordshire and Hertfordshire","Female","375","340","32330","29290"
"In post","2022","Asian","East of England","Bedfordshire and Hertfordshire","Male","210","205","33190","29290"
"In post","2022","Asian","East of England","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","East Anglia","Female","205","170","25910","22010"
"In post","2022","Asian","East of England","East Anglia","Male","180","165","29870","26840"
"In post","2022","Asian","East of England","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Essex","Female","120","110","32660","29290"
"In post","2022","Asian","East of England","Essex","Male","95","90","37100","29190"
"In post","2022","Asian","East of England","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Inner London - East","Female","1735","1595","37300","32640"
"In post","2022","Asian","London","Inner London - East","Male","1380","1350","39700","34500"
"In post","2022","Asian","London","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Inner London - West","Female","3805","3640","42280","38650"
"In post","2022","Asian","London","Inner London - West","Male","2550","2525","43000","38910"
"In post","2022","Asian","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Outer London - East and North East","Female","515","445","29580","31060"
"In post","2022","Asian","London","Outer London - East and North East","Male","310","305","30650","31060"
"In post","2022","Asian","London","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Outer London - South","Female","1160","1055","34440","31020"
"In post","2022","Asian","London","Outer London - South","Male","730","720","37520","35050"
"In post","2022","Asian","London","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","Outer London - West and North West","Female","1610","1440","31870","30330"
"In post","2022","Asian","London","Outer London - West and North West","Male","1005","965","32230","29720"
"In post","2022","Asian","London","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Northumberland, and Tyne and Wear","Female","240","220","28530","26590"
"In post","2022","Asian","North East (England)","Northumberland, and Tyne and Wear","Male","215","210","31720","27570"
"In post","2022","Asian","North East (England)","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Tees Valley and Durham","Female","60","55","27410","25530"
"In post","2022","Asian","North East (England)","Tees Valley and Durham","Male","70","65","29760","26940"
"In post","2022","Asian","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Cheshire","Female","45","40","27510","26670"
"In post","2022","Asian","North West (England)","Cheshire","Male","45","45","30050","27570"
"In post","2022","Asian","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Cumbria","Male","10","10","[c]","[c]"
"In post","2022","Asian","North West (England)","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Greater Manchester","Female","865","790","29040","26820"
"In post","2022","Asian","North West (England)","Greater Manchester","Male","985","965","31160","27570"
"In post","2022","Asian","North West (England)","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Lancashire","Female","410","335","25250","21260"
"In post","2022","Asian","North West (England)","Lancashire","Male","620","590","26650","24090"
"In post","2022","Asian","North West (England)","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Merseyside","Female","110","100","31570","25260"
"In post","2022","Asian","North West (England)","Merseyside","Male","140","130","31990","27570"
"In post","2022","Asian","North West (England)","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Overseas","Female","70","70","43670","34770"
"In post","2022","Asian","Overseas","Overseas","Male","95","95","46280","40490"
"In post","2022","Asian","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Eastern Scotland","Female","160","150","31720","27230"
"In post","2022","Asian","Scotland","Eastern Scotland","Male","115","110","33780","28920"
"In post","2022","Asian","Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","North Eastern Scotland","Female","15","15","[c]","[c]"
"In post","2022","Asian","Scotland","North Eastern Scotland","Male","20","20","[c]","[c]"
"In post","2022","Asian","Scotland","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Southern Scotland","Female","35","30","30260","27230"
"In post","2022","Asian","Scotland","Southern Scotland","Male","25","25","[c]","[c]"
"In post","2022","Asian","Scotland","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","West Central Scotland","Female","185","165","29320","27230"
"In post","2022","Asian","Scotland","West Central Scotland","Male","170","165","31900","27570"
"In post","2022","Asian","Scotland","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","370","330","30350","28920"
"In post","2022","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","265","255","32000","28700"
"In post","2022","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Hampshire and Isle of Wight","Female","190","170","28470","26570"
"In post","2022","Asian","South East (England)","Hampshire and Isle of Wight","Male","160","150","32710","27570"
"In post","2022","Asian","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Kent","Female","105","95","29430","29290"
"In post","2022","Asian","South East (England)","Kent","Male","85","85","30010","29290"
"In post","2022","Asian","South East (England)","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Surrey, East and West Sussex","Female","215","195","30680","28350"
"In post","2022","Asian","South East (England)","Surrey, East and West Sussex","Male","150","145","31160","28350"
"In post","2022","Asian","South East (England)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Devon","Female","30","30","33970","28830"
"In post","2022","Asian","South West (England)","Devon","Male","35","35","32290","27200"
"In post","2022","Asian","South West (England)","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Dorset and Somerset","Female","15","15","[c]","[c]"
"In post","2022","Asian","South West (England)","Dorset and Somerset","Male","15","15","[c]","[c]"
"In post","2022","Asian","South West (England)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","385","355","33840","29550"
"In post","2022","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","405","400","36600","33370"
"In post","2022","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Female","120","100","29000","27780"
"In post","2022","Asian","Unknown","Unknown","Male","50","50","31200","31060"
"In post","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","East Wales","Female","215","200","31690","28870"
"In post","2022","Asian","Wales","East Wales","Male","230","225","32170","26820"
"In post","2022","Asian","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","West Wales and The Valleys","Female","75","70","29420","26130"
"In post","2022","Asian","Wales","West Wales and The Valleys","Male","70","70","28930","26130"
"In post","2022","Asian","Wales","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","120","105","26960","26670"
"In post","2022","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","90","85","29020","26610"
"In post","2022","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Shropshire and Staffordshire","Female","165","155","31900","27570"
"In post","2022","Asian","West Midlands (England)","Shropshire and Staffordshire","Male","170","165","33990","27930"
"In post","2022","Asian","West Midlands (England)","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","West Midlands","Female","2435","2200","28130","26820"
"In post","2022","Asian","West Midlands (England)","West Midlands","Male","1885","1840","29170","27570"
"In post","2022","Asian","West Midlands (England)","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","15","15","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","25","25","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","North Yorkshire","Female","35","30","32970","29230"
"In post","2022","Asian","Yorkshire and The Humber","North Yorkshire","Male","40","40","32580","28110"
"In post","2022","Asian","Yorkshire and The Humber","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","South Yorkshire","Female","255","225","28360","25040"
"In post","2022","Asian","Yorkshire and The Humber","South Yorkshire","Male","225","220","31160","26750"
"In post","2022","Asian","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","West Yorkshire","Female","1130","995","28090","26820"
"In post","2022","Asian","Yorkshire and The Humber","West Yorkshire","Male","1200","1160","29310","27570"
"In post","2022","Asian","Yorkshire and The Humber","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Derbyshire and Nottinghamshire","Female","250","235","28240","26820"
"In post","2022","Black","East Midlands (England)","Derbyshire and Nottinghamshire","Male","145","145","29200","26880"
"In post","2022","Black","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","120","105","26530","24090"
"In post","2022","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","70","65","29130","27570"
"In post","2022","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Lincolnshire","Female","10","10","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Lincolnshire","Male","15","15","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Bedfordshire and Hertfordshire","Female","175","170","30500","29290"
"In post","2022","Black","East of England","Bedfordshire and Hertfordshire","Male","85","85","32100","29290"
"In post","2022","Black","East of England","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","East Anglia","Female","70","70","31350","27570"
"In post","2022","Black","East of England","East Anglia","Male","65","65","30520","28200"
"In post","2022","Black","East of England","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Essex","Female","160","145","30120","29290"
"In post","2022","Black","East of England","Essex","Male","80","80","32700","29290"
"In post","2022","Black","East of England","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Inner London - East","Female","1855","1775","33810","31060"
"In post","2022","Black","London","Inner London - East","Male","935","915","35330","31880"
"In post","2022","Black","London","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Inner London - West","Female","2955","2855","37500","34020"
"In post","2022","Black","London","Inner London - West","Male","1400","1385","38590","35010"
"In post","2022","Black","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Outer London - East and North East","Female","510","480","31300","31060"
"In post","2022","Black","London","Outer London - East and North East","Male","235","230","31690","31060"
"In post","2022","Black","London","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Outer London - South","Female","1195","1130","33540","31060"
"In post","2022","Black","London","Outer London - South","Male","525","520","34850","31060"
"In post","2022","Black","London","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","London","Outer London - West and North West","Female","560","525","31340","31060"
"In post","2022","Black","London","Outer London - West and North West","Male","330","320","32960","31060"
"In post","2022","Black","London","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Northumberland, and Tyne and Wear","Female","70","60","25990","21300"
"In post","2022","Black","North East (England)","Northumberland, and Tyne and Wear","Male","65","65","31130","27570"
"In post","2022","Black","North East (England)","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Tees Valley and Durham","Female","15","15","[c]","[c]"
"In post","2022","Black","North East (England)","Tees Valley and Durham","Male","20","15","[c]","[c]"
"In post","2022","Black","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Cheshire","Female","15","15","[c]","[c]"
"In post","2022","Black","North West (England)","Cheshire","Male","20","20","[c]","[c]"
"In post","2022","Black","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Greater Manchester","Female","390","370","28970","27570"
"In post","2022","Black","North West (England)","Greater Manchester","Male","285","280","30900","27570"
"In post","2022","Black","North West (England)","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Lancashire","Female","25","25","[c]","[c]"
"In post","2022","Black","North West (England)","Lancashire","Male","40","40","29310","27570"
"In post","2022","Black","North West (England)","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Merseyside","Female","75","70","27810","25520"
"In post","2022","Black","North West (England)","Merseyside","Male","85","80","30420","27570"
"In post","2022","Black","North West (England)","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Overseas","Female","35","35","45300","40210"
"In post","2022","Black","Overseas","Overseas","Male","40","40","43060","38570"
"In post","2022","Black","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Eastern Scotland","Female","75","75","30880","27230"
"In post","2022","Black","Scotland","Eastern Scotland","Male","45","45","32270","28710"
"In post","2022","Black","Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","North Eastern Scotland","Female","10","5","[c]","[c]"
"In post","2022","Black","Scotland","North Eastern Scotland","Male","10","10","[c]","[c]"
"In post","2022","Black","Scotland","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Southern Scotland","Female","20","20","[c]","[c]"
"In post","2022","Black","Scotland","Southern Scotland","Male","15","15","[c]","[c]"
"In post","2022","Black","Scotland","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","West Central Scotland","Female","65","60","26530","25010"
"In post","2022","Black","Scotland","West Central Scotland","Male","65","65","31760","27230"
"In post","2022","Black","Scotland","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","190","180","29290","27570"
"In post","2022","Black","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","120","120","31490","29290"
"In post","2022","Black","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Hampshire and Isle of Wight","Female","95","85","30210","27570"
"In post","2022","Black","South East (England)","Hampshire and Isle of Wight","Male","75","70","30100","27570"
"In post","2022","Black","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Kent","Female","110","105","31270","29290"
"In post","2022","Black","South East (England)","Kent","Male","85","85","31310","29290"
"In post","2022","Black","South East (England)","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Surrey, East and West Sussex","Female","120","110","31010","28090"
"In post","2022","Black","South East (England)","Surrey, East and West Sussex","Male","120","115","32660","32280"
"In post","2022","Black","South East (England)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Devon","Female","10","5","[c]","[c]"
"In post","2022","Black","South West (England)","Devon","Male","20","20","[c]","[c]"
"In post","2022","Black","South West (England)","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Dorset and Somerset","Female","10","10","[c]","[c]"
"In post","2022","Black","South West (England)","Dorset and Somerset","Male","10","10","[c]","[c]"
"In post","2022","Black","South West (England)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","260","245","32070","28940"
"In post","2022","Black","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","265","260","34000","33300"
"In post","2022","Black","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Female","40","35","32840","31060"
"In post","2022","Black","Unknown","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","East Wales","Female","95","85","30330","27570"
"In post","2022","Black","Wales","East Wales","Male","80","80","33110","30710"
"In post","2022","Black","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","West Wales and The Valleys","Female","30","30","27300","27570"
"In post","2022","Black","Wales","West Wales and The Valleys","Male","30","30","[c]","[c]"
"In post","2022","Black","Wales","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","30","30","30400","27570"
"In post","2022","Black","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","40","35","28770","27570"
"In post","2022","Black","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","West Midlands (England)","Shropshire and Staffordshire","Female","65","60","28520","27570"
"In post","2022","Black","West Midlands (England)","Shropshire and Staffordshire","Male","65","65","30630","27570"
"In post","2022","Black","West Midlands (England)","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","West Midlands (England)","West Midlands","Female","855","785","28450","27570"
"In post","2022","Black","West Midlands (England)","West Midlands","Male","370","365","30350","27570"
"In post","2022","Black","West Midlands (England)","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","10","10","[c]","[c]"
"In post","2022","Black","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","15","15","[c]","[c]"
"In post","2022","Black","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Yorkshire and The Humber","North Yorkshire","Female","10","10","[c]","[c]"
"In post","2022","Black","Yorkshire and The Humber","North Yorkshire","Male","15","15","[c]","[c]"
"In post","2022","Black","Yorkshire and The Humber","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Yorkshire and The Humber","South Yorkshire","Female","95","90","29210","27570"
"In post","2022","Black","Yorkshire and The Humber","South Yorkshire","Male","75","70","28550","26120"
"In post","2022","Black","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Yorkshire and The Humber","West Yorkshire","Female","230","220","29800","27570"
"In post","2022","Black","Yorkshire and The Humber","West Yorkshire","Male","170","165","29800","27120"
"In post","2022","Black","Yorkshire and The Humber","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Midlands (England)","Derbyshire and Nottinghamshire","Female","160","145","28980","26820"
"In post","2022","Mixed","East Midlands (England)","Derbyshire and Nottinghamshire","Male","100","100","32530","27570"
"In post","2022","Mixed","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","75","70","29160","25120"
