"Status","Year","Ethnicity","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","45","40","27890","25700"
"In post","2022","Mixed","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Midlands (England)","Lincolnshire","Female","15","15","[c]","[c]"
"In post","2022","Mixed","East Midlands (England)","Lincolnshire","Male","20","20","[c]","[c]"
"In post","2022","Mixed","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East of England","Bedfordshire and Hertfordshire","Female","80","75","31230","29290"
"In post","2022","Mixed","East of England","Bedfordshire and Hertfordshire","Male","55","55","33690","29290"
"In post","2022","Mixed","East of England","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East of England","East Anglia","Female","120","110","28580","27570"
"In post","2022","Mixed","East of England","East Anglia","Male","90","85","32530","27780"
"In post","2022","Mixed","East of England","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East of England","Essex","Female","50","45","33130","29290"
"In post","2022","Mixed","East of England","Essex","Male","45","45","33320","29290"
"In post","2022","Mixed","East of England","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","London","Inner London - East","Female","410","395","38890","33550"
"In post","2022","Mixed","London","Inner London - East","Male","245","240","40470","35100"
"In post","2022","Mixed","London","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","London","Inner London - West","Female","1225","1180","44310","40600"
"In post","2022","Mixed","London","Inner London - West","Male","900","890","46080","41750"
"In post","2022","Mixed","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","London","Outer London - East and North East","Female","70","65","30600","30170"
"In post","2022","Mixed","London","Outer London - East and North East","Male","40","40","30900","31060"
"In post","2022","Mixed","London","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","London","Outer London - South","Female","265","245","36790","32090"
"In post","2022","Mixed","London","Outer London - South","Male","145","140","38930","35680"
"In post","2022","Mixed","London","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","London","Outer London - West and North West","Female","190","180","31750","31060"
"In post","2022","Mixed","London","Outer London - West and North West","Male","105","100","33460","31060"
"In post","2022","Mixed","London","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North East (England)","Northumberland, and Tyne and Wear","Female","95","85","30360","27570"
"In post","2022","Mixed","North East (England)","Northumberland, and Tyne and Wear","Male","80","80","29350","26820"
"In post","2022","Mixed","North East (England)","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North East (England)","Tees Valley and Durham","Female","50","45","28100","27570"
"In post","2022","Mixed","North East (England)","Tees Valley and Durham","Male","35","35","31160","27570"
"In post","2022","Mixed","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North West (England)","Cheshire","Female","35","35","32730","31820"
"In post","2022","Mixed","North West (England)","Cheshire","Male","20","20","[c]","[c]"
"In post","2022","Mixed","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North West (England)","Cumbria","Female","10","10","[c]","[c]"
"In post","2022","Mixed","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North West (England)","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North West (England)","Greater Manchester","Female","235","220","30470","27570"
"In post","2022","Mixed","North West (England)","Greater Manchester","Male","160","155","32610","27570"
"In post","2022","Mixed","North West (England)","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North West (England)","Lancashire","Female","85","80","27770","26950"
"In post","2022","Mixed","North West (England)","Lancashire","Male","55","50","28590","27120"
"In post","2022","Mixed","North West (England)","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North West (England)","Merseyside","Female","170","155","28040","25520"
"In post","2022","Mixed","North West (England)","Merseyside","Male","120","115","32080","26470"
"In post","2022","Mixed","North West (England)","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Northern Ireland","Male","10","10","[c]","[c]"
