"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Intelligence Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Intelligence Analysis","South East (England)","Hampshire and Isle of Wight","AA/AO","10","5","[c]","[c]"
"In post","2022","Intelligence Analysis","South East (England)","Hampshire and Isle of Wight","EO","35","35","26430","26410"
"In post","2022","Intelligence Analysis","South East (England)","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","South East (England)","Hampshire and Isle of Wight","SEO/HEO","25","25","29550","29230"
"In post","2022","Intelligence Analysis","South East (England)","Kent","AA/AO","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","South East (England)","Kent","EO","220","205","26300","26410"
"In post","2022","Intelligence Analysis","South East (England)","Kent","G6/G7","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","South East (England)","Kent","SEO/HEO","65","60","33250","31690"
"In post","2022","Intelligence Analysis","South East (England)","Surrey, East and West Sussex","EO","30","25","28070","28350"
"In post","2022","Intelligence Analysis","South East (England)","Surrey, East and West Sussex","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","South West (England)","Devon","EO","10","10","[c]","[c]"
"In post","2022","Intelligence Analysis","South West (England)","Dorset and Somerset","EO","10","10","26760","26850"
"In post","2022","Intelligence Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","15","15","26670","26850"
"In post","2022","Intelligence Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","20","20","37480","36960"
"In post","2022","Intelligence Analysis","Wales","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Wales","East Wales","EO","25","25","25610","25310"
"In post","2022","Intelligence Analysis","Wales","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Wales","East Wales","SEO/HEO","25","25","33160","31060"
"In post","2022","Intelligence Analysis","Wales","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Wales","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Wales","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","15","15","28990","28010"
"In post","2022","Intelligence Analysis","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","West Midlands (England)","Shropshire and Staffordshire","EO","20","20","28770","28640"
"In post","2022","Intelligence Analysis","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","West Midlands (England)","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","West Midlands (England)","West Midlands","EO","20","20","25660","24890"
"In post","2022","Intelligence Analysis","West Midlands (England)","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","West Midlands (England)","West Midlands","SEO/HEO","20","20","37310","37460"
"In post","2022","Intelligence Analysis","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","55","50","27280","26770"
"In post","2022","Intelligence Analysis","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Intelligence Analysis","Yorkshire and The Humber","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Yorkshire and The Humber","South Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","Yorkshire and The Humber","South Yorkshire","EO","60","55","26500","25310"
"In post","2022","Intelligence Analysis","Yorkshire and The Humber","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Yorkshire and The Humber","South Yorkshire","SEO/HEO","30","30","32750","30980"
"In post","2022","Intelligence Analysis","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Yorkshire and The Humber","West Yorkshire","AA/AO","10","10","[c]","[c]"
"In post","2022","Intelligence Analysis","Yorkshire and The Humber","West Yorkshire","EO","25","25","26650","26460"
"In post","2022","Intelligence Analysis","Yorkshire and The Humber","West Yorkshire","SEO/HEO","35","35","34550","33220"
"In post","2022","Internal Audit","East Midlands (England)","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Internal Audit","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","10","10","41470","41170"
"In post","2022","Internal Audit","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","East of England","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East of England","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East of England","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East of England","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East of England","East Anglia","SEO/HEO","15","15","40660","40290"
"In post","2022","Internal Audit","East of England","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East of England","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East of England","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","London","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","London","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","London","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","London","Inner London - East","SEO/HEO","15","15","40450","43430"
"In post","2022","Internal Audit","London","Inner London - West","AA/AO","10","10","34030","35900"
"In post","2022","Internal Audit","London","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","London","Inner London - West","G6/G7","65","65","61840","59870"
"In post","2022","Internal Audit","London","Inner London - West","SCS level","15","15","95090","89390"
"In post","2022","Internal Audit","London","Inner London - West","SEO/HEO","85","80","43240","43660"
"In post","2022","Internal Audit","London","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","London","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","London","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","London","Outer London - South","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","London","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North East (England)","Northumberland, and Tyne and Wear","G6/G7","10","10","53610","52030"
"In post","2022","Internal Audit","North East (England)","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","25","20","41600","42230"
"In post","2022","Internal Audit","North East (England)","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North East (England)","Tees Valley and Durham","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","North West (England)","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North West (England)","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North West (England)","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North West (England)","Greater Manchester","EO","5","5","[c]","[c]"
"In post","2022","Internal Audit","North West (England)","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North West (England)","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North West (England)","Greater Manchester","SEO/HEO","20","20","38490","39200"
"In post","2022","Internal Audit","North West (England)","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North West (England)","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North West (England)","Lancashire","SEO/HEO","15","10","42630","42010"
"In post","2022","Internal Audit","North West (England)","Merseyside","G6/G7","5","5","[c]","[c]"
"In post","2022","Internal Audit","North West (England)","Merseyside","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Internal Audit","Northern Ireland","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scotland","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scotland","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scotland","Eastern Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Scotland","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scotland","Southern Scotland","G6/G7","10","10","50740","48500"
"In post","2022","Internal Audit","Scotland","Southern Scotland","SEO/HEO","15","15","36700","38500"
"In post","2022","Internal Audit","Scotland","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scotland","West Central Scotland","EO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Scotland","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scotland","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scotland","West Central Scotland","SEO/HEO","10","10","35310","33300"
"In post","2022","Internal Audit","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","15","15","38020","36460"
"In post","2022","Internal Audit","South East (England)","Hampshire and Isle of Wight","AA/AO","5","5","[c]","[c]"
"In post","2022","Internal Audit","South East (England)","Hampshire and Isle of Wight","EO","5","5","[c]","[c]"
"In post","2022","Internal Audit","South East (England)","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South East (England)","Hampshire and Isle of Wight","SEO/HEO","25","25","37200","38650"
"In post","2022","Internal Audit","South East (England)","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South East (England)","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South West (England)","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South West (England)","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South West (England)","Devon","SEO/HEO","10","10","37650","39750"
"In post","2022","Internal Audit","South West (England)","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South West (England)","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South West (England)","Dorset and Somerset","SEO/HEO","10","10","43030","42510"
"In post","2022","Internal Audit","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","5","5","[c]","[c]"
"In post","2022","Internal Audit","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","15","15","57180","56500"
"In post","2022","Internal Audit","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","55","50","39860","40000"
"In post","2022","Internal Audit","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Wales","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Wales","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Wales","East Wales","G6/G7","5","5","[c]","[c]"
"In post","2022","Internal Audit","Wales","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Wales","East Wales","SEO/HEO","15","15","40500","39300"
"In post","2022","Internal Audit","Wales","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Wales","West Wales and The Valleys","G6/G7","10","10","[c]","[c]"
"In post","2022","Internal Audit","Wales","West Wales and The Valleys","SEO/HEO","15","15","40260","38160"
"In post","2022","Internal Audit","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","West Midlands (England)","Shropshire and Staffordshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Internal Audit","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","10","10","40330","41390"
"In post","2022","Internal Audit","West Midlands (England)","West Midlands","G6/G7","15","15","58960","56120"
"In post","2022","Internal Audit","West Midlands (England)","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","West Midlands (England)","West Midlands","SEO/HEO","15","15","42560","43340"
"In post","2022","Internal Audit","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Yorkshire and The Humber","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Yorkshire and The Humber","North Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Yorkshire and The Humber","South Yorkshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Internal Audit","Yorkshire and The Humber","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Yorkshire and The Humber","West Yorkshire","G6/G7","10","10","55290","49850"
"In post","2022","Internal Audit","Yorkshire and The Humber","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Yorkshire and The Humber","West Yorkshire","SEO/HEO","15","15","38960","39980"
"In post","2022","International Trade","East Midlands (England)","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","10","10","33670","33370"
"In post","2022","International Trade","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","East of England","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","East of England","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","East of England","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","London","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","London","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","London","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","London","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","London","Inner London - West","EO","80","80","27710","26510"
"In post","2022","International Trade","London","Inner London - West","G6/G7","505","495","56480","53460"
"In post","2022","International Trade","London","Inner London - West","SCS level","85","85","82340","75040"
"In post","2022","International Trade","London","Inner London - West","SEO/HEO","535","535","36590","38160"
"In post","2022","International Trade","London","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","London","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","London","Outer London - South","SEO/HEO","15","15","37600","37930"
"In post","2022","International Trade","London","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","North East (England)","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","North East (England)","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","North East (England)","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","North East (England)","Tees Valley and Durham","G6/G7","5","5","[c]","[c]"
"In post","2022","International Trade","North East (England)","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","North East (England)","Tees Valley and Durham","SEO/HEO","15","15","30660","29180"
"In post","2022","International Trade","North West (England)","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","North West (England)","Greater Manchester","G6/G7","5","5","[c]","[c]"
"In post","2022","International Trade","North West (England)","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","North West (England)","Greater Manchester","SEO/HEO","30","30","35250","33370"
"In post","2022","International Trade","North West (England)","Merseyside","SEO/HEO","10","10","33890","33370"
"In post","2022","International Trade","Northern Ireland","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Northern Ireland","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Northern Ireland","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","International Trade","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Overseas","Overseas","G6/G7","95","95","57020","54700"
"In post","2022","International Trade","Overseas","Overseas","SCS level","25","25","84030","75570"
"In post","2022","International Trade","Overseas","Overseas","SEO/HEO","45","45","37250","38300"
"In post","2022","International Trade","Scotland","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Scotland","Eastern Scotland","G6/G7","10","10","51160","47980"
"In post","2022","International Trade","Scotland","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Scotland","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Scotland","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Scotland","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","International Trade","South East (England)","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","South East (England)","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","South East (England)","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","10","10","[c]","[c]"
"In post","2022","International Trade","Wales","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Wales","East Wales","G6/G7","10","10","[c]","[c]"
"In post","2022","International Trade","Wales","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Wales","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","West Midlands (England)","West Midlands","EO","5","5","[c]","[c]"
"In post","2022","International Trade","West Midlands (England)","West Midlands","G6/G7","10","10","51410","48650"
"In post","2022","International Trade","West Midlands (England)","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","West Midlands (England)","West Midlands","SEO/HEO","10","10","34120","33370"
"In post","2022","International Trade","Yorkshire and The Humber","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Yorkshire and The Humber","West Yorkshire","G6/G7","5","5","[c]","[c]"
"In post","2022","International Trade","Yorkshire and The Humber","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Yorkshire and The Humber","West Yorkshire","SEO/HEO","20","20","36750","40180"
"In post","2022","Knowledge and Information Management","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","East Midlands (England)","Derbyshire and Nottinghamshire","EO","10","10","26740","26580"
"In post","2022","Knowledge and Information Management","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","25","25","36010","33350"
"In post","2022","Knowledge and Information Management","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Knowledge and Information Management","East Midlands (England)","Lincolnshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","East Midlands (England)","Lincolnshire","EO","10","10","[c]","[c]"
"In post","2022","Knowledge and Information Management","East Midlands (England)","Lincolnshire","SEO/HEO","10","10","34560","33150"
"In post","2022","Knowledge and Information Management","East of England","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","East of England","Bedfordshire and Hertfordshire","EO","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","East of England","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","East of England","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","East of England","Bedfordshire and Hertfordshire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Knowledge and Information Management","East of England","East Anglia","AA/AO","15","15","21420","21380"
"In post","2022","Knowledge and Information Management","East of England","East Anglia","EO","15","15","26710","26670"
"In post","2022","Knowledge and Information Management","East of England","East Anglia","SEO/HEO","15","15","35770","33300"
"In post","2022","Knowledge and Information Management","East of England","Essex","AA/AO","10","10","22690","22770"
"In post","2022","Knowledge and Information Management","East of England","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","East of England","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","East of England","Essex","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","London","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","London","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","London","Inner London - East","G6/G7","10","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","London","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","London","Inner London - East","SEO/HEO","15","15","40610","41310"
"In post","2022","Knowledge and Information Management","London","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","London","Inner London - West","AA/AO","50","50","24990","25110"
"In post","2022","Knowledge and Information Management","London","Inner London - West","EO","110","105","30340","30750"
"In post","2022","Knowledge and Information Management","London","Inner London - West","G6/G7","140","135","60110","57340"
"In post","2022","Knowledge and Information Management","London","Inner London - West","SCS level","15","15","88250","82000"
"In post","2022","Knowledge and Information Management","London","Inner London - West","SEO/HEO","260","255","39450","38430"
"In post","2022","Knowledge and Information Management","London","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","London","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","London","Outer London - South","EO","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","London","Outer London - South","G6/G7","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","London","Outer London - South","SEO/HEO","20","20","40280","41430"
"In post","2022","Knowledge and Information Management","London","Outer London - West and North West","AA/AO","15","10","24300","24360"
"In post","2022","Knowledge and Information Management","London","Outer London - West and North West","EO","20","20","27120","26410"
"In post","2022","Knowledge and Information Management","London","Outer London - West and North West","G6/G7","20","20","54740","53630"
"In post","2022","Knowledge and Information Management","London","Outer London - West and North West","SEO/HEO","65","60","33570","33000"
"In post","2022","Knowledge and Information Management","North East (England)","Northumberland, and Tyne and Wear","AA/AO","10","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","North East (England)","Northumberland, and Tyne and Wear","EO","10","10","26060","26100"
"In post","2022","Knowledge and Information Management","North East (England)","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","North East (England)","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","10","10","33530","33250"
"In post","2022","Knowledge and Information Management","North East (England)","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","North East (England)","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","North East (England)","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","North West (England)","Cheshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","North West (England)","Cheshire","EO","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","North West (England)","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","North West (England)","Cheshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","North West (England)","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","North West (England)","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","North West (England)","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","North West (England)","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","North West (England)","Greater Manchester","EO","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","North West (England)","Greater Manchester","G6/G7","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","North West (England)","Greater Manchester","SEO/HEO","5","5","[c]","[c]"
