"Status","Year","Age","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Digital, Data & Technology","Policy","G6/G7","30","30","56960","54160"
"In post","2022","30-39","Digital, Data & Technology","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Policy","SEO/HEO","40","40","35570","36500"
"In post","2022","30-39","Digital, Data & Technology","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Project Delivery","SEO/HEO","25","25","34410","32080"
"In post","2022","30-39","Digital, Data & Technology","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Science and Engineering","AA/AO","10","10","21260","21430"
"In post","2022","30-39","Digital, Data & Technology","Science and Engineering","EO","10","10","26550","26620"
"In post","2022","30-39","Digital, Data & Technology","Science and Engineering","G6/G7","30","30","47970","47960"
"In post","2022","30-39","Digital, Data & Technology","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Science and Engineering","SEO/HEO","235","225","37100","38200"
"In post","2022","30-39","Digital, Data & Technology","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Tax","SEO/HEO","15","15","38360","40520"
"In post","2022","30-39","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Unknown","EO","30","25","26800","26820"
"In post","2022","30-39","Digital, Data & Technology","Unknown","G6/G7","315","315","56460","54700"
"In post","2022","30-39","Digital, Data & Technology","Unknown","SCS level","15","15","88300","84160"
"In post","2022","30-39","Digital, Data & Technology","Unknown","SEO/HEO","155","150","37240","37300"
"In post","2022","30-39","Finance","Commercial","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Commercial","EO","15","15","27360","27570"
"In post","2022","30-39","Finance","Commercial","G6/G7","25","25","55260","52150"
"In post","2022","30-39","Finance","Commercial","SEO/HEO","55","50","33980","31990"
"In post","2022","30-39","Finance","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Corporate Finance","EO","10","5","[c]","[c]"
"In post","2022","30-39","Finance","Corporate Finance","G6/G7","15","10","60470","59160"
"In post","2022","30-39","Finance","Corporate Finance","SEO/HEO","10","10","36550","36780"
"In post","2022","30-39","Finance","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Digital, Data and Technology","G6/G7","10","10","50850","49860"
"In post","2022","30-39","Finance","Digital, Data and Technology","SEO/HEO","40","35","34220","34460"
"In post","2022","30-39","Finance","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Finance","AA/AO","115","105","21680","21250"
"In post","2022","30-39","Finance","Finance","EO","275","260","26770","26670"
"In post","2022","30-39","Finance","Finance","G6/G7","505","490","58120","56500"
"In post","2022","30-39","Finance","Finance","SCS level","40","40","79910","75760"
"In post","2022","30-39","Finance","Finance","SEO/HEO","885","860","37380","36720"
"In post","2022","30-39","Finance","Finance","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Finance","Human Resources","EO","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Operational Delivery","AA/AO","105","95","21390","21250"
"In post","2022","30-39","Finance","Operational Delivery","EO","50","50","26760","26820"
"In post","2022","30-39","Finance","Operational Delivery","G6/G7","20","20","58530","55210"
"In post","2022","30-39","Finance","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Operational Delivery","SEO/HEO","65","60","35360","33370"
"In post","2022","30-39","Finance","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Policy","G6/G7","10","10","55950","53610"
"In post","2022","30-39","Finance","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Project Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Property","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Security","G6/G7","20","20","58230","54530"
"In post","2022","30-39","Finance","Security","SEO/HEO","30","30","36340","35310"
"In post","2022","30-39","Finance","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Tax","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Tax","SEO/HEO","15","15","39250","40520"
"In post","2022","30-39","Finance","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Unknown","EO","10","10","[c]","[c]"
"In post","2022","30-39","Finance","Unknown","G6/G7","45","40","58380","57910"
"In post","2022","30-39","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Unknown","SEO/HEO","40","40","37910","37610"
"In post","2022","30-39","Grants Management","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","Operational Delivery","AA/AO","250","230","21260","21300"
"In post","2022","30-39","Grants Management","Operational Delivery","EO","125","115","25020","24920"
"In post","2022","30-39","Grants Management","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2022","30-39","Grants Management","Operational Delivery","SEO/HEO","55","50","30970","29690"
"In post","2022","30-39","Human Resources","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Human Resources","AA/AO","220","195","21860","21170"
"In post","2022","30-39","Human Resources","Human Resources","EO","340","320","26880","26670"
"In post","2022","30-39","Human Resources","Human Resources","G6/G7","385","370","57260","55210"
"In post","2022","30-39","Human Resources","Human Resources","SCS level","30","25","80870","76200"
"In post","2022","30-39","Human Resources","Human Resources","SEO/HEO","885","855","35950","35310"
"In post","2022","30-39","Human Resources","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Human Resources","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Operational Delivery","AA/AO","45","40","21300","21250"
"In post","2022","30-39","Human Resources","Operational Delivery","EO","140","140","27020","27570"
"In post","2022","30-39","Human Resources","Operational Delivery","G6/G7","10","10","53950","53430"
"In post","2022","30-39","Human Resources","Operational Delivery","SEO/HEO","95","90","34950","33370"
"In post","2022","30-39","Human Resources","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Other","SEO/HEO","15","15","35210","37240"
"In post","2022","30-39","Human Resources","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Project Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Tax","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Tax","EO","15","15","26670","26590"
"In post","2022","30-39","Human Resources","Tax","G6/G7","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Tax","SEO/HEO","25","25","33380","33080"
"In post","2022","30-39","Human Resources","Unknown","AA/AO","45","45","21090","21050"
"In post","2022","30-39","Human Resources","Unknown","EO","45","45","25540","24920"
"In post","2022","30-39","Human Resources","Unknown","G6/G7","115","115","57430","55210"
"In post","2022","30-39","Human Resources","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Unknown","SEO/HEO","160","155","35370","34550"
"In post","2022","30-39","Internal Audit","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Internal Audit","G6/G7","35","35","53820","52670"
"In post","2022","30-39","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Internal Audit","SEO/HEO","80","75","38430","39200"
"In post","2022","30-39","Internal Audit","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Finance","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Knowledge and Information Management","EO","10","10","[c]","[c]"
"In post","2022","30-39","Legal","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Knowledge and Information Management","SEO/HEO","10","5","[c]","[c]"
"In post","2022","30-39","Legal","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Legal","EO","95","95","28890","27760"
"In post","2022","30-39","Legal","Legal","G6/G7","1565","1495","56230","53050"
"In post","2022","30-39","Legal","Legal","SCS level","25","20","83430","82420"
"In post","2022","30-39","Legal","Legal","SEO/HEO","390","370","43650","41750"
"In post","2022","30-39","Legal","Operational Delivery","AA/AO","190","170","22680","22200"
"In post","2022","30-39","Legal","Operational Delivery","EO","190","175","26820","26820"
"In post","2022","30-39","Legal","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Operational Delivery","SEO/HEO","75","75","34050","33370"
"In post","2022","30-39","Legal","Other","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Other","EO","55","50","27380","27350"
"In post","2022","30-39","Legal","Other","G6/G7","15","15","57050","53620"
"In post","2022","30-39","Legal","Other","SEO/HEO","30","30","33320","31180"
"In post","2022","30-39","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Policy","G6/G7","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Tax","G6/G7","25","25","57920","55210"
"In post","2022","30-39","Legal","Tax","SEO/HEO","65","65","35420","33370"
"In post","2022","30-39","Legal","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Unknown","EO","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Unknown","G6/G7","35","35","64360","62120"
"In post","2022","30-39","Legal","Unknown","SCS level","20","20","70800","67770"
"In post","2022","30-39","Legal","Unknown","SEO/HEO","20","20","35440","33370"
"In post","2022","30-39","No function","Commercial","AA/AO","10","5","[c]","[c]"
"In post","2022","30-39","No function","Commercial","EO","15","15","29050","29240"
"In post","2022","30-39","No function","Commercial","G6/G7","20","20","62270","62980"
"In post","2022","30-39","No function","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Commercial","SEO/HEO","70","70","42440","44330"
"In post","2022","30-39","No function","Commercial","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","No function","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Communications","EO","10","10","[c]","[c]"
"In post","2022","30-39","No function","Communications","G6/G7","15","15","54800","53670"
"In post","2022","30-39","No function","Communications","SEO/HEO","25","25","35400","36500"
"In post","2022","30-39","No function","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Digital, Data and Technology","G6/G7","15","15","57750","50130"
"In post","2022","30-39","No function","Digital, Data and Technology","SEO/HEO","30","30","39130","39360"
"In post","2022","30-39","No function","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Economics","G6/G7","85","80","60860","58660"
"In post","2022","30-39","No function","Economics","SCS level","10","10","[c]","[c]"
"In post","2022","30-39","No function","Economics","SEO/HEO","25","25","38160","39000"
"In post","2022","30-39","No function","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Finance","G6/G7","25","25","56840","53760"
"In post","2022","30-39","No function","Finance","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","No function","Finance","SEO/HEO","15","15","35200","36500"
"In post","2022","30-39","No function","Geography","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","No function","Geography","EO","20","20","26970","26740"
"In post","2022","30-39","No function","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Geography","SEO/HEO","65","65","34680","33290"
"In post","2022","30-39","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Human Resources","G6/G7","10","10","61860","65440"
"In post","2022","30-39","No function","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Human Resources","SEO/HEO","10","10","[c]","[c]"
"In post","2022","30-39","No function","Inspector of Education and Training","G6/G7","35","35","73620","75500"
"In post","2022","30-39","No function","Inspector of Education and Training","SEO/HEO","65","65","49800","51360"
"In post","2022","30-39","No function","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Intelligence Analysis","EO","100","95","28400","27380"
"In post","2022","30-39","No function","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Intelligence Analysis","SEO/HEO","30","30","36790","39670"
"In post","2022","30-39","No function","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","No function","International Trade","EO","15","15","27600","26660"
"In post","2022","30-39","No function","International Trade","G6/G7","285","285","55860","53420"
"In post","2022","30-39","No function","International Trade","SCS level","35","35","75810","72600"
"In post","2022","30-39","No function","International Trade","SEO/HEO","185","185","36880","38160"
"In post","2022","30-39","No function","Knowledge and Information Management","AA/AO","15","15","21350","20970"
"In post","2022","30-39","No function","Knowledge and Information Management","EO","45","45","27730","27570"
"In post","2022","30-39","No function","Knowledge and Information Management","G6/G7","30","30","58250","54250"
"In post","2022","30-39","No function","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Knowledge and Information Management","SEO/HEO","70","65","35330","33430"
"In post","2022","30-39","No function","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Legal","G6/G7","35","35","57700","57540"
"In post","2022","30-39","No function","Legal","SEO/HEO","185","180","35210","34260"
"In post","2022","30-39","No function","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Medicine","G6/G7","55","45","67550","56080"
"In post","2022","30-39","No function","Medicine","SCS level","30","25","89830","89370"
"In post","2022","30-39","No function","Medicine","SEO/HEO","30","30","39220","40260"
"In post","2022","30-39","No function","Operational Delivery","AA/AO","16815","15375","23590","21840"
"In post","2022","30-39","No function","Operational Delivery","EO","13000","12295","28580","27570"
"In post","2022","30-39","No function","Operational Delivery","G6/G7","1035","1010","55990","54110"
"In post","2022","30-39","No function","Operational Delivery","SCS level","75","70","81970","75500"
"In post","2022","30-39","No function","Operational Delivery","SEO/HEO","5695","5535","36520","35630"
"In post","2022","30-39","No function","Operational Delivery","Unknown","4360","4035","29000","27980"
"In post","2022","30-39","No function","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Operational Research","G6/G7","40","35","49790","47010"
"In post","2022","30-39","No function","Operational Research","SEO/HEO","35","35","39790","38070"
"In post","2022","30-39","No function","Other","AA/AO","275","250","21800","21260"
"In post","2022","30-39","No function","Other","EO","805","765","28140","27570"
"In post","2022","30-39","No function","Other","G6/G7","215","210","56170","53830"
"In post","2022","30-39","No function","Other","SCS level","25","25","82380","82890"
"In post","2022","30-39","No function","Other","SEO/HEO","305","295","35620","34140"
"In post","2022","30-39","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Planning","G6/G7","15","15","54010","53130"
"In post","2022","30-39","No function","Planning","SEO/HEO","35","30","39210","39600"
"In post","2022","30-39","No function","Planning Inspectors","G6/G7","50","45","50660","47660"
"In post","2022","30-39","No function","Planning Inspectors","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","No function","Policy","AA/AO","45","45","22350","21840"
"In post","2022","30-39","No function","Policy","EO","255","245","27520","27510"
"In post","2022","30-39","No function","Policy","G6/G7","3540","3445","56940","54410"
"In post","2022","30-39","No function","Policy","SCS level","325","315","76870","73500"
"In post","2022","30-39","No function","Policy","SEO/HEO","2720","2650","36700","36500"
"In post","2022","30-39","No function","Policy","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","No function","Project Delivery","EO","5","5","[c]","[c]"
"In post","2022","30-39","No function","Project Delivery","G6/G7","60","60","54630","51730"
"In post","2022","30-39","No function","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Project Delivery","SEO/HEO","65","60","35600","34570"
"In post","2022","30-39","No function","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Psychology","AA/AO","15","15","22190","21640"
"In post","2022","30-39","No function","Psychology","EO","145","140","27890","27380"
"In post","2022","30-39","No function","Psychology","G6/G7","20","20","56520","57420"
"In post","2022","30-39","No function","Psychology","SEO/HEO","420","405","36860","33120"
"In post","2022","30-39","No function","Science and Engineering","AA/AO","70","65","22270","22830"
"In post","2022","30-39","No function","Science and Engineering","EO","150","140","27240","27510"
"In post","2022","30-39","No function","Science and Engineering","G6/G7","365","360","51990","49980"
"In post","2022","30-39","No function","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Science and Engineering","SEO/HEO","905","875","37200","38070"
"In post","2022","30-39","No function","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Statistics","G6/G7","15","10","56570","54400"
"In post","2022","30-39","No function","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","No function","Tax","AA/AO","590","540","21270","21250"
"In post","2022","30-39","No function","Tax","EO","555","540","26940","26590"
"In post","2022","30-39","No function","Tax","G6/G7","640","625","58090","55210"
"In post","2022","30-39","No function","Tax","SCS level","15","10","77840","77860"
"In post","2022","30-39","No function","Tax","SEO/HEO","1660","1625","35100","33370"
"In post","2022","30-39","No function","Unknown","AA/AO","265","245","21530","21250"
"In post","2022","30-39","No function","Unknown","EO","275","265","27170","26820"
"In post","2022","30-39","No function","Unknown","G6/G7","605","595","59520","56340"
"In post","2022","30-39","No function","Unknown","SCS level","95","95","77860","74500"
"In post","2022","30-39","No function","Unknown","SEO/HEO","845","835","35090","33370"
"In post","2022","30-39","No function","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Veterinarian","G6/G7","10","10","50070","48370"
"In post","2022","30-39","No function","Veterinarian","SEO/HEO","80","80","37310","37080"
"In post","2022","30-39","Project Delivery","Commercial","EO","25","25","23280","23250"
"In post","2022","30-39","Project Delivery","Commercial","G6/G7","35","35","52550","51280"
"In post","2022","30-39","Project Delivery","Commercial","SEO/HEO","160","155","34660","35000"
"In post","2022","30-39","Project Delivery","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Digital, Data and Technology","G6/G7","25","25","51470","47010"
"In post","2022","30-39","Project Delivery","Digital, Data and Technology","SEO/HEO","15","15","38470","38070"
"In post","2022","30-39","Project Delivery","Economics","G6/G7","40","40","56750","55620"
"In post","2022","30-39","Project Delivery","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Finance","G6/G7","20","20","56520","56600"
"In post","2022","30-39","Project Delivery","Finance","SEO/HEO","30","25","38220","38600"
"In post","2022","30-39","Project Delivery","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Knowledge and Information Management","SEO/HEO","10","10","[c]","[c]"
"In post","2022","30-39","Project Delivery","Legal","G6/G7","5","5","[c]","[c]"
"In post","2022","30-39","Project Delivery","Medicine","G6/G7","5","5","[c]","[c]"
"In post","2022","30-39","Project Delivery","Operational Delivery","AA/AO","20","15","21340","21260"
"In post","2022","30-39","Project Delivery","Operational Delivery","EO","75","70","26700","26820"
"In post","2022","30-39","Project Delivery","Operational Delivery","G6/G7","70","70","52090","49860"
"In post","2022","30-39","Project Delivery","Operational Delivery","SEO/HEO","190","185","35750","35270"
"In post","2022","30-39","Project Delivery","Operational Delivery","Unknown","70","65","30980","30240"
"In post","2022","30-39","Project Delivery","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Other","EO","160","145","21150","20280"
"In post","2022","30-39","Project Delivery","Other","G6/G7","125","125","53800","53610"
"In post","2022","30-39","Project Delivery","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Other","SEO/HEO","400","380","32090","32580"
"In post","2022","30-39","Project Delivery","Policy","EO","15","15","29030","26820"
"In post","2022","30-39","Project Delivery","Policy","G6/G7","445","435","57230","55060"
"In post","2022","30-39","Project Delivery","Policy","SCS level","10","10","79640","78210"
"In post","2022","30-39","Project Delivery","Policy","SEO/HEO","135","130","37960","38600"
"In post","2022","30-39","Project Delivery","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Project Delivery","AA/AO","50","40","21790","21260"
"In post","2022","30-39","Project Delivery","Project Delivery","EO","225","215","26580","26670"
"In post","2022","30-39","Project Delivery","Project Delivery","G6/G7","795","775","55880","54540"
"In post","2022","30-39","Project Delivery","Project Delivery","SCS level","40","40","84120","78410"
"In post","2022","30-39","Project Delivery","Project Delivery","SEO/HEO","1745","1690","37070","37930"
"In post","2022","30-39","Project Delivery","Project Delivery","Unknown","115","110","40180","39860"
"In post","2022","30-39","Project Delivery","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Science and Engineering","EO","35","35","24830","25670"
"In post","2022","30-39","Project Delivery","Science and Engineering","G6/G7","65","65","51930","50880"
"In post","2022","30-39","Project Delivery","Science and Engineering","SEO/HEO","385","380","37830","37670"
"In post","2022","30-39","Project Delivery","Science and Engineering","Unknown","180","180","42000","40580"
"In post","2022","30-39","Project Delivery","Security","G6/G7","10","10","[c]","[c]"
