"Status","Year","Disability","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Human Resources","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Tax","SEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Unknown","AO","115","105","21140","21050"
"In post","2022","Declared non-disabled","Human Resources","Unknown","EO","135","130","26020","25550"
"In post","2022","Declared non-disabled","Human Resources","Unknown","G6","70","70","66190","64580"
"In post","2022","Declared non-disabled","Human Resources","Unknown","G7","165","160","54530","54700"
"In post","2022","Declared non-disabled","Human Resources","Unknown","HEO","200","195","32890","32960"
"In post","2022","Declared non-disabled","Human Resources","Unknown","SCS level","40","40","89190","82130"
"In post","2022","Declared non-disabled","Human Resources","Unknown","SEO","150","145","39510","40180"
"In post","2022","Declared non-disabled","Internal Audit","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Internal Audit","AO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Internal Audit","EO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Internal Audit","G6","50","50","66090","64220"
"In post","2022","Declared non-disabled","Internal Audit","Internal Audit","G7","100","95","53790","54130"
"In post","2022","Declared non-disabled","Internal Audit","Internal Audit","HEO","100","100","33980","33300"
"In post","2022","Declared non-disabled","Internal Audit","Internal Audit","SCS level","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Internal Audit","SEO","230","210","43920","43250"
"In post","2022","Declared non-disabled","Internal Audit","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Other","EO","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Communications","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Communications","SEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Finance","AO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Finance","EO","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Finance","HEO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Human Resources","HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Knowledge and Information Management","EO","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Knowledge and Information Management","HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Knowledge and Information Management","SEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Legal","AO","30","30","23420","22560"
"In post","2022","Declared non-disabled","Legal","Legal","EO","290","285","28750","27350"
"In post","2022","Declared non-disabled","Legal","Legal","G6","1000","930","69670","67820"
"In post","2022","Declared non-disabled","Legal","Legal","G7","2975","2730","56170","54860"
"In post","2022","Declared non-disabled","Legal","Legal","HEO","365","345","37710","37780"
"In post","2022","Declared non-disabled","Legal","Legal","SCS level","285","275","87860","82780"
"In post","2022","Declared non-disabled","Legal","Legal","SEO","490","460","48230","43370"
"In post","2022","Declared non-disabled","Legal","Operational Delivery","AA","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Operational Delivery","AO","875","790","22610","22200"
"In post","2022","Declared non-disabled","Legal","Operational Delivery","EO","885","810","28030","28430"
"In post","2022","Declared non-disabled","Legal","Operational Delivery","G6","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Operational Delivery","G7","35","35","54580","54760"
"In post","2022","Declared non-disabled","Legal","Operational Delivery","HEO","225","220","32710","33100"
"In post","2022","Declared non-disabled","Legal","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Operational Delivery","SEO","80","75","40080","39750"
"In post","2022","Declared non-disabled","Legal","Other","AO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Other","EO","175","170","27300","26950"
"In post","2022","Declared non-disabled","Legal","Other","G6","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Other","G7","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Other","HEO","60","55","32060","31180"
"In post","2022","Declared non-disabled","Legal","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Other","SEO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Policy","EO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Policy","G6","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Policy","G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Policy","HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Policy","SEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Project Delivery","HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Property","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Security","HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Tax","EO","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Tax","G6","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Tax","G7","55","50","54430","55210"
"In post","2022","Declared non-disabled","Legal","Tax","HEO","95","90","33840","33370"
"In post","2022","Declared non-disabled","Legal","Tax","SEO","40","40","40630","40520"
"In post","2022","Declared non-disabled","Legal","Unknown","AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Unknown","EO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Unknown","G6","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Unknown","G7","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Unknown","HEO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Unknown","SCS level","55","50","88290","79950"
"In post","2022","Declared non-disabled","Legal","Unknown","SEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Commercial","AO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Commercial","EO","45","40","28840","28640"
"In post","2022","Declared non-disabled","No function","Commercial","G6","40","40","77010","76280"
"In post","2022","Declared non-disabled","No function","Commercial","G7","55","55","64540","65330"
"In post","2022","Declared non-disabled","No function","Commercial","HEO","55","50","33790","33200"
"In post","2022","Declared non-disabled","No function","Commercial","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Commercial","SEO","115","110","47380","47410"
"In post","2022","Declared non-disabled","No function","Commercial","Unknown","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Communications","EO","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Communications","G6","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Communications","G7","50","45","53610","53460"
"In post","2022","Declared non-disabled","No function","Communications","HEO","40","40","32780","32000"
"In post","2022","Declared non-disabled","No function","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Communications","SEO","50","45","39480","40050"
"In post","2022","Declared non-disabled","No function","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Corporate Finance","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Digital, Data and Technology","EO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Digital, Data and Technology","G6","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Digital, Data and Technology","G7","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Digital, Data and Technology","HEO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
