"Status","Year","Profession_of_post","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","Leicestershire CC and Rutland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Leicestershire CC and Rutland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Leicestershire CC and Rutland","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Finance","Leicestershire CC and Rutland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lewisham and Southwark","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lewisham and Southwark","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lewisham and Southwark","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lincolnshire CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lincolnshire CC","AA/AO","AO","20","20","21340","21170"
"In post","2022","Finance","Lincolnshire CC","EO","EO","45","40","26880","26670"
"In post","2022","Finance","Lincolnshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lincolnshire CC","SEO/HEO","HEO","30","30","34270","33300"
"In post","2022","Finance","Lincolnshire CC","SEO/HEO","SEO","10","10","42530","40580"
"In post","2022","Finance","Lisburn and Castlereagh","EO","EO","5","5","[c]","[c]"
"In post","2022","Finance","Lisburn and Castlereagh","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lisburn and Castlereagh","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Finance","Lisburn and Castlereagh","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Liverpool","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Liverpool","AA/AO","AO","40","40","21900","22080"
"In post","2022","Finance","Liverpool","EO","EO","35","35","26700","26350"
"In post","2022","Finance","Liverpool","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Finance","Liverpool","G6/G7","G7","35","30","54170","54540"
"In post","2022","Finance","Liverpool","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Liverpool","SEO/HEO","HEO","40","35","32280","33000"
"In post","2022","Finance","Liverpool","SEO/HEO","SEO","35","35","38700","38330"
"In post","2022","Finance","Manchester","AA/AO","AO","10","10","21470","21410"
"In post","2022","Finance","Manchester","EO","EO","50","50","26330","26350"
"In post","2022","Finance","Manchester","G6/G7","G6","25","25","65830","64820"
"In post","2022","Finance","Manchester","G6/G7","G7","80","80","52650","50630"
"In post","2022","Finance","Manchester","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Manchester","SEO/HEO","HEO","85","80","31600","31810"
"In post","2022","Finance","Manchester","SEO/HEO","SEO","90","85","39070","36910"
"In post","2022","Finance","Medway","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Medway","EO","EO","5","5","[c]","[c]"
"In post","2022","Finance","Medway","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Medway","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Medway","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Finance","Merton, Kingston upon Thames and Sutton","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Merton, Kingston upon Thames and Sutton","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Mid Kent","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Mid Kent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Mid Kent","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Mid Lancashire","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Finance","Mid Lancashire","EO","EO","10","10","27450","26940"
"In post","2022","Finance","Mid Lancashire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Mid Lancashire","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Finance","Mid Lancashire","SEO/HEO","HEO","15","15","33380","33300"
"In post","2022","Finance","Mid Lancashire","SEO/HEO","SEO","15","15","39230","39650"
"In post","2022","Finance","Mid Ulster","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Milton Keynes","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Finance","Milton Keynes","EO","EO","20","20","27730","27400"
"In post","2022","Finance","Milton Keynes","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Milton Keynes","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Finance","Milton Keynes","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Milton Keynes","SEO/HEO","HEO","10","10","36330","34230"
"In post","2022","Finance","Milton Keynes","SEO/HEO","SEO","15","15","43660","43160"
"In post","2022","Finance","Milton Keynes","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Monmouthshire and Newport","AA/AO","AO","15","10","20460","20350"
"In post","2022","Finance","Monmouthshire and Newport","EO","EO","20","20","25830","24570"
"In post","2022","Finance","Monmouthshire and Newport","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Monmouthshire and Newport","G6/G7","G7","15","15","56790","56150"
"In post","2022","Finance","Monmouthshire and Newport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Monmouthshire and Newport","SEO/HEO","HEO","10","10","30800","30790"
"In post","2022","Finance","Monmouthshire and Newport","SEO/HEO","SEO","15","15","42350","44320"
"In post","2022","Finance","Newry, Mourne and Down","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North and West Norfolk","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North and West Norfolk","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North and West Norfolk","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Hampshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Hampshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Finance","North Hampshire","EO","EO","15","15","26580","26670"
"In post","2022","Finance","North Hampshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Hampshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Hampshire","SEO/HEO","HEO","35","35","33500","33300"
"In post","2022","Finance","North Hampshire","SEO/HEO","SEO","10","10","40870","40580"
"In post","2022","Finance","North Lanarkshire","AA/AO","AO","65","50","21290","21250"
"In post","2022","Finance","North Lanarkshire","EO","EO","10","10","26940","26820"
"In post","2022","Finance","North Lanarkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Lanarkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Lanarkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Lanarkshire","SEO/HEO","HEO","20","15","33660","33370"
"In post","2022","Finance","North Lanarkshire","SEO/HEO","SEO","10","10","41590","40520"
"In post","2022","Finance","North Nottinghamshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Nottinghamshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire CC","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Finance","North Yorkshire CC","EO","EO","30","30","26820","26670"
"In post","2022","Finance","North Yorkshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire CC","SEO/HEO","HEO","30","30","33260","33300"
"In post","2022","Finance","North Yorkshire CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northumberland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northumberland","EO","EO","10","10","27600","26670"
"In post","2022","Finance","Northumberland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northumberland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Norwich and East Norfolk","AA/AO","AO","10","5","[c]","[c]"
"In post","2022","Finance","Norwich and East Norfolk","EO","EO","5","5","[c]","[c]"
"In post","2022","Finance","Norwich and East Norfolk","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Norwich and East Norfolk","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Norwich and East Norfolk","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Norwich and East Norfolk","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Nottingham","AA/AO","AO","15","15","22200","22200"
"In post","2022","Finance","Nottingham","EO","EO","30","30","26060","26130"
"In post","2022","Finance","Nottingham","G6/G7","G6","10","10","65720","66610"
"In post","2022","Finance","Nottingham","G6/G7","G7","30","25","53160","54160"
"In post","2022","Finance","Nottingham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Nottingham","SEO/HEO","HEO","30","25","32090","33040"
"In post","2022","Finance","Nottingham","SEO/HEO","SEO","30","30","39950","39250"
"In post","2022","Finance","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","EO","EO","20","20","27560","26670"
"In post","2022","Finance","Overseas","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Finance","Overseas","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Finance","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","SEO/HEO","HEO","30","30","34770","33300"
"In post","2022","Finance","Overseas","SEO/HEO","SEO","15","15","42170","40580"
"In post","2022","Finance","Oxfordshire CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Oxfordshire CC","AA/AO","AO","10","10","21260","21170"
"In post","2022","Finance","Oxfordshire CC","EO","EO","25","25","26640","26670"
"In post","2022","Finance","Oxfordshire CC","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Finance","Oxfordshire CC","G6/G7","G7","15","15","54840","54540"
"In post","2022","Finance","Oxfordshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Oxfordshire CC","SEO/HEO","HEO","45","45","33570","33300"
"In post","2022","Finance","Oxfordshire CC","SEO/HEO","SEO","30","30","41170","40580"
"In post","2022","Finance","Perth and Kinross, and Stirling","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Perth and Kinross, and Stirling","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Finance","Perth and Kinross, and Stirling","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Perth and Kinross, and Stirling","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Perth and Kinross, and Stirling","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Peterborough","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Peterborough","EO","EO","10","10","[c]","[c]"
"In post","2022","Finance","Peterborough","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Peterborough","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Finance","Peterborough","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Peterborough","SEO/HEO","HEO","15","15","31300","30610"
"In post","2022","Finance","Peterborough","SEO/HEO","SEO","15","15","38060","37060"
"In post","2022","Finance","Plymouth","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Plymouth","EO","EO","20","20","26840","26670"
"In post","2022","Finance","Plymouth","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Plymouth","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Finance","Plymouth","SEO/HEO","HEO","35","35","33140","33300"
"In post","2022","Finance","Plymouth","SEO/HEO","SEO","20","20","39900","39360"
"In post","2022","Finance","Portsmouth","AA/AO","AO","15","15","21690","21380"
"In post","2022","Finance","Portsmouth","EO","EO","40","40","26940","26670"
"In post","2022","Finance","Portsmouth","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Finance","Portsmouth","G6/G7","G7","20","20","55790","54540"
"In post","2022","Finance","Portsmouth","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Portsmouth","SEO/HEO","HEO","60","55","34190","33300"
"In post","2022","Finance","Portsmouth","SEO/HEO","SEO","40","40","43780","40580"
"In post","2022","Finance","Powys","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Powys","EO","EO","5","5","[c]","[c]"
"In post","2022","Finance","Powys","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Powys","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Redbridge and Waltham Forest","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Redbridge and Waltham Forest","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Redbridge and Waltham Forest","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Sefton","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Sefton","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Sefton","EO","EO","5","5","[c]","[c]"
"In post","2022","Finance","Sefton","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Sefton","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Finance","Sefton","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Sefton","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Finance","Sefton","SEO/HEO","SEO","15","15","40490","39500"
"In post","2022","Finance","Sheffield","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Finance","Sheffield","EO","EO","50","45","26620","27570"
"In post","2022","Finance","Sheffield","G6/G7","G6","25","25","65120","63310"
"In post","2022","Finance","Sheffield","G6/G7","G7","65","60","51430","50630"
"In post","2022","Finance","Sheffield","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Sheffield","SEO/HEO","HEO","95","90","31590","31990"
"In post","2022","Finance","Sheffield","SEO/HEO","SEO","110","105","37870","36970"
"In post","2022","Finance","Shropshire","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Finance","Shropshire","EO","EO","20","20","27070","26670"
"In post","2022","Finance","Shropshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Shropshire","SEO/HEO","HEO","20","20","33640","33300"
"In post","2022","Finance","Shropshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Finance","Solihull","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Solihull","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Solihull","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Somerset CC","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Finance","Somerset CC","EO","EO","10","10","26220","26670"
"In post","2022","Finance","Somerset CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Somerset CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Somerset CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Somerset CC","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Finance","Somerset CC","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Finance","South and West Derbyshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South and West Derbyshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Hampshire","EO","EO","10","10","26610","26780"
"In post","2022","Finance","South Hampshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Hampshire","SEO/HEO","HEO","15","15","33730","33300"
"In post","2022","Finance","South Hampshire","SEO/HEO","SEO","10","10","41060","40580"
"In post","2022","Finance","South Lanarkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Lanarkshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Finance","South Lanarkshire","EO","EO","10","10","[c]","[c]"
"In post","2022","Finance","South Lanarkshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Finance","South Lanarkshire","G6/G7","G7","15","15","49240","49370"
"In post","2022","Finance","South Lanarkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Lanarkshire","SEO/HEO","HEO","20","20","32340","33930"
"In post","2022","Finance","South Lanarkshire","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Finance","South Nottinghamshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Nottinghamshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Nottinghamshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Nottinghamshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Finance","South Nottinghamshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Teesside","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Teesside","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Finance","South Teesside","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South West Wales","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South West Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South West Wales","EO","EO","5","5","[c]","[c]"
"In post","2022","Finance","South West Wales","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Finance","South West Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southampton","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Finance","Southampton","EO","EO","10","10","[c]","[c]"
"In post","2022","Finance","Southampton","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southampton","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Finance","Southampton","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southampton","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Finance","Southampton","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Finance","Southend-on-Sea","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Finance","Southend-on-Sea","EO","EO","15","15","27420","26820"
"In post","2022","Finance","Southend-on-Sea","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southend-on-Sea","SEO/HEO","HEO","10","10","33190","33370"
"In post","2022","Finance","Southend-on-Sea","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Finance","Staffordshire CC","AA/AO","AO","15","15","21520","21170"
"In post","2022","Finance","Staffordshire CC","EO","EO","40","40","26610","26670"
"In post","2022","Finance","Staffordshire CC","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Finance","Staffordshire CC","G6/G7","G7","20","20","54880","54540"
"In post","2022","Finance","Staffordshire CC","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Staffordshire CC","SEO/HEO","HEO","45","45","33860","33300"
"In post","2022","Finance","Staffordshire CC","SEO/HEO","SEO","35","35","41820","40580"
"In post","2022","Finance","Suffolk CC","AA/AO","AO","20","15","21610","21510"
"In post","2022","Finance","Suffolk CC","EO","EO","20","20","26610","26430"
"In post","2022","Finance","Suffolk CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Suffolk CC","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Finance","Suffolk CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Suffolk CC","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Finance","Suffolk CC","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Finance","Sunderland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Sunderland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Sunderland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Sunderland","SEO/HEO","HEO","20","20","32610","31990"
"In post","2022","Finance","Sunderland","SEO/HEO","SEO","10","10","37730","38110"
"In post","2022","Finance","Swansea","AA/AO","AA","10","10","18310","18310"
"In post","2022","Finance","Swansea","AA/AO","AO","25","25","21920","21840"
"In post","2022","Finance","Swansea","EO","EO","40","40","26460","26470"
"In post","2022","Finance","Swansea","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Finance","Swansea","G6/G7","G7","30","30","52470","52240"
"In post","2022","Finance","Swansea","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Swansea","SEO/HEO","HEO","50","50","32530","31850"
"In post","2022","Finance","Swansea","SEO/HEO","SEO","55","50","42190","41650"
"In post","2022","Finance","Swindon","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Swindon","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Swindon","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Swindon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Swindon","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Swindon","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Telford and Wrekin","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Telford and Wrekin","EO","EO","10","10","[c]","[c]"
"In post","2022","Finance","Telford and Wrekin","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Finance","Telford and Wrekin","G6/G7","G7","15","15","54850","55210"
"In post","2022","Finance","Telford and Wrekin","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Telford and Wrekin","SEO/HEO","HEO","15","15","33290","33300"
"In post","2022","Finance","Telford and Wrekin","SEO/HEO","SEO","25","25","40780","40520"
"In post","2022","Finance","Tower Hamlets","AA/AO","AO","10","10","24700","24310"
"In post","2022","Finance","Tower Hamlets","EO","EO","45","45","29100","28310"
"In post","2022","Finance","Tower Hamlets","G6/G7","G6","25","25","71560","69100"
"In post","2022","Finance","Tower Hamlets","G6/G7","G7","75","75","59490","59850"
"In post","2022","Finance","Tower Hamlets","SCS level","SCS level","10","10","94780","83610"
"In post","2022","Finance","Tower Hamlets","SEO/HEO","HEO","55","55","35630","34500"
"In post","2022","Finance","Tower Hamlets","SEO/HEO","SEO","80","80","44020","42930"
"In post","2022","Finance","Tyneside","AA/AO","AO","10","10","21280","21260"
"In post","2022","Finance","Tyneside","EO","EO","65","60","26850","27570"
"In post","2022","Finance","Tyneside","G6/G7","G6","30","30","67750","67910"
"In post","2022","Finance","Tyneside","G6/G7","G7","85","80","53800","55210"
"In post","2022","Finance","Tyneside","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Tyneside","SEO/HEO","HEO","100","95","32420","31990"
"In post","2022","Finance","Tyneside","SEO/HEO","SEO","115","110","38970","40180"
"In post","2022","Finance","Unknown","EO","EO","5","5","[c]","[c]"
"In post","2022","Finance","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","SEO/HEO","HEO","10","10","33450","33180"
"In post","2022","Finance","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Wakefield","AA/AO","AO","15","10","21950","22200"
"In post","2022","Finance","Wakefield","EO","EO","10","10","25620","25700"
"In post","2022","Finance","Wakefield","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Wakefield","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Wandsworth","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Warrington","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Warrington","EO","EO","10","10","25550","25890"
"In post","2022","Finance","Warrington","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Warrington","G6/G7","G7","10","10","50010","48370"
"In post","2022","Finance","Warrington","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Warrington","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Finance","Warrington","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Finance","Warwickshire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Warwickshire CC","EO","EO","5","5","[c]","[c]"
"In post","2022","Finance","Warwickshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Warwickshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Warwickshire CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Cumbria","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Cumbria","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Cumbria","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Cumbria","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Cumbria","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Essex","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Essex","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Northamptonshire","EO","EO","5","5","[c]","[c]"
"In post","2022","Finance","West Northamptonshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Northamptonshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Surrey","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Finance","West Surrey","EO","EO","10","10","27650","27600"
"In post","2022","Finance","West Surrey","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Surrey","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Surrey","SEO/HEO","HEO","10","10","33480","33300"
"In post","2022","Finance","West Surrey","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Finance","West Sussex (North East)","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Sussex (North East)","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Sussex (North East)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Sussex (South West)","AA/AO","AO","20","15","21820","22080"
"In post","2022","Finance","West Sussex (South West)","EO","EO","30","25","27260","26820"
"In post","2022","Finance","West Sussex (South West)","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Finance","West Sussex (South West)","G6/G7","G7","15","15","54080","55210"
"In post","2022","Finance","West Sussex (South West)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Sussex (South West)","SEO/HEO","HEO","35","35","33860","33370"
"In post","2022","Finance","West Sussex (South West)","SEO/HEO","SEO","40","35","40360","40520"
"In post","2022","Finance","Westminster","AA/AO","AA","[c]","[c]","[c]","[c]"
