"Status","Year","Age","Region_ITL1","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","AA/AO","Heterosexual / straight","30","30","21360","21260"
"In post","2022","16-19","North East (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","AA/AO","Unknown","30","30","21090","21250"
"In post","2022","16-19","North East (England)","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","AA/AO","Heterosexual / straight","70","70","21110","21250"
"In post","2022","16-19","North West (England)","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","16-19","North West (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","AA/AO","Unknown","40","40","21460","21250"
"In post","2022","16-19","North West (England)","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","16-19","North West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","EO","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","North West (England)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","AA/AO","Heterosexual / straight","60","55","21330","21050"
"In post","2022","16-19","Scotland","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","16-19","Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","AA/AO","Unknown","60","55","21630","21250"
"In post","2022","16-19","Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","EO","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","South East (England)","AA/AO","Heterosexual / straight","50","50","22940","21790"
"In post","2022","16-19","South East (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","AA/AO","Unknown","35","35","22260","21680"
"In post","2022","16-19","South East (England)","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","South East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","EO","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","South East (England)","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","16-19","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","16-19","South West (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","AA/AO","Unknown","30","30","[c]","[c]"
"In post","2022","16-19","South West (England)","EO","Heterosexual / straight","60","60","19740","19460"
"In post","2022","16-19","South West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","EO","Unknown","35","35","17970","17140"
"In post","2022","16-19","South West (England)","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Wales","AA/AO","Heterosexual / straight","55","50","19330","18310"
"In post","2022","16-19","Wales","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","16-19","Wales","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","16-19","Wales","AA/AO","Unknown","60","50","19590","18310"
"In post","2022","16-19","Wales","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","AA/AO","Heterosexual / straight","30","30","21140","21260"
"In post","2022","16-19","West Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","EO","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","AA/AO","Heterosexual / straight","45","45","21240","21250"
"In post","2022","16-19","Yorkshire and The Humber","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","AA/AO","Unknown","40","35","21360","21250"
"In post","2022","16-19","Yorkshire and The Humber","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","AA/AO","Heterosexual / straight","1045","1025","22770","21840"
"In post","2022","20-29","East Midlands (England)","AA/AO","LGBO","115","115","22070","21260"
"In post","2022","20-29","East Midlands (England)","AA/AO","Undeclared","55","55","21990","21260"
"In post","2022","20-29","East Midlands (England)","AA/AO","Unknown","420","405","22080","21250"
"In post","2022","20-29","East Midlands (England)","EO","Heterosexual / straight","630","625","26950","26820"
"In post","2022","20-29","East Midlands (England)","EO","LGBO","60","60","26560","26820"
"In post","2022","20-29","East Midlands (England)","EO","Undeclared","50","50","26600","26820"
"In post","2022","20-29","East Midlands (England)","EO","Unknown","230","230","26540","26800"
"In post","2022","20-29","East Midlands (England)","G6/G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","SEO/HEO","Heterosexual / straight","375","370","33470","33080"
"In post","2022","20-29","East Midlands (England)","SEO/HEO","LGBO","50","50","33200","33080"
"In post","2022","20-29","East Midlands (England)","SEO/HEO","Undeclared","30","30","32330","31990"
"In post","2022","20-29","East Midlands (England)","SEO/HEO","Unknown","130","130","32850","33080"
"In post","2022","20-29","East Midlands (England)","Unknown","Heterosexual / straight","175","175","25660","23170"
"In post","2022","20-29","East Midlands (England)","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","Unknown","Unknown","50","50","24100","23170"
"In post","2022","20-29","East of England","AA/AO","Heterosexual / straight","895","880","24710","23770"
"In post","2022","20-29","East of England","AA/AO","LGBO","110","110","24550","23140"
"In post","2022","20-29","East of England","AA/AO","Undeclared","60","60","23540","21820"
"In post","2022","20-29","East of England","AA/AO","Unknown","345","340","23960","22510"
"In post","2022","20-29","East of England","EO","Heterosexual / straight","610","605","27490","27570"
"In post","2022","20-29","East of England","EO","LGBO","60","60","27990","27570"
"In post","2022","20-29","East of England","EO","Undeclared","50","50","27430","26850"
"In post","2022","20-29","East of England","EO","Unknown","130","130","26410","26350"
"In post","2022","20-29","East of England","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","East of England","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East of England","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East of England","SEO/HEO","Heterosexual / straight","275","270","34170","33000"
"In post","2022","20-29","East of England","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","East of England","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","East of England","SEO/HEO","Unknown","90","90","32970","31660"
"In post","2022","20-29","East of England","Unknown","Heterosexual / straight","220","215","25450","24270"
"In post","2022","20-29","East of England","Unknown","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","East of England","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","East of England","Unknown","Unknown","95","95","24010","24800"
"In post","2022","20-29","London","AA/AO","Heterosexual / straight","1345","1320","25960","25110"
"In post","2022","20-29","London","AA/AO","LGBO","145","145","26870","25330"
"In post","2022","20-29","London","AA/AO","Undeclared","115","115","25610","24470"
"In post","2022","20-29","London","AA/AO","Unknown","750","740","26540","25330"
"In post","2022","20-29","London","EO","Heterosexual / straight","3540","3505","29500","29260"
"In post","2022","20-29","London","EO","LGBO","390","385","28870","28420"
"In post","2022","20-29","London","EO","Undeclared","380","370","28850","27850"
"In post","2022","20-29","London","EO","Unknown","1190","1180","29320","28650"
"In post","2022","20-29","London","G6/G7","Heterosexual / straight","2300","2290","55450","54070"
"In post","2022","20-29","London","G6/G7","LGBO","420","415","55500","54070"
"In post","2022","20-29","London","G6/G7","Undeclared","345","345","55510","53380"
"In post","2022","20-29","London","G6/G7","Unknown","740","740","56660","54700"
"In post","2022","20-29","London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","London","SEO/HEO","Heterosexual / straight","6610","6585","36850","35860"
"In post","2022","20-29","London","SEO/HEO","LGBO","1005","1000","36770","35530"
"In post","2022","20-29","London","SEO/HEO","Undeclared","890","890","36410","34990"
"In post","2022","20-29","London","SEO/HEO","Unknown","3345","3335","34750","34260"
"In post","2022","20-29","London","Unknown","Heterosexual / straight","305","305","29340","27060"
"In post","2022","20-29","London","Unknown","LGBO","30","30","27830","27060"
"In post","2022","20-29","London","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","London","Unknown","Unknown","85","85","26820","27060"
"In post","2022","20-29","North East (England)","AA/AO","Heterosexual / straight","1185","1145","21920","21260"
"In post","2022","20-29","North East (England)","AA/AO","LGBO","180","175","21480","21260"
"In post","2022","20-29","North East (England)","AA/AO","Undeclared","65","60","21680","21260"
"In post","2022","20-29","North East (England)","AA/AO","Unknown","615","595","21770","21250"
"In post","2022","20-29","North East (England)","EO","Heterosexual / straight","810","795","26710","26820"
"In post","2022","20-29","North East (England)","EO","LGBO","95","95","26650","26820"
"In post","2022","20-29","North East (England)","EO","Undeclared","45","45","26990","26860"
"In post","2022","20-29","North East (England)","EO","Unknown","385","380","26420","26820"
"In post","2022","20-29","North East (England)","G6/G7","Heterosexual / straight","60","60","52600","52010"
"In post","2022","20-29","North East (England)","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","North East (England)","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","North East (England)","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","North East (England)","SEO/HEO","Heterosexual / straight","540","540","33570","33080"
"In post","2022","20-29","North East (England)","SEO/HEO","LGBO","90","90","32940","33080"
"In post","2022","20-29","North East (England)","SEO/HEO","Undeclared","35","35","32790","32700"
"In post","2022","20-29","North East (England)","SEO/HEO","Unknown","245","245","33530","33080"
"In post","2022","20-29","North East (England)","Unknown","Heterosexual / straight","160","155","25050","23170"
"In post","2022","20-29","North East (England)","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","North East (England)","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","North East (England)","Unknown","Unknown","35","35","24460","23170"
"In post","2022","20-29","North West (England)","AA/AO","Heterosexual / straight","2275","2220","21830","21260"
"In post","2022","20-29","North West (England)","AA/AO","LGBO","300","290","21870","21260"
"In post","2022","20-29","North West (England)","AA/AO","Undeclared","155","150","21660","21260"
"In post","2022","20-29","North West (England)","AA/AO","Unknown","1125","1095","21810","21250"
"In post","2022","20-29","North West (England)","EO","Heterosexual / straight","2045","2025","26720","26820"
"In post","2022","20-29","North West (England)","EO","LGBO","235","235","26950","26820"
"In post","2022","20-29","North West (England)","EO","Undeclared","115","115","26740","27370"
"In post","2022","20-29","North West (England)","EO","Unknown","795","785","26240","26590"
"In post","2022","20-29","North West (England)","G6/G7","Heterosexual / straight","150","150","53070","52440"
"In post","2022","20-29","North West (England)","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","North West (England)","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","North West (England)","G6/G7","Unknown","40","40","54550","55210"
"In post","2022","20-29","North West (England)","SEO/HEO","Heterosexual / straight","1215","1205","33730","33080"
"In post","2022","20-29","North West (England)","SEO/HEO","LGBO","170","165","33790","33080"
"In post","2022","20-29","North West (England)","SEO/HEO","Undeclared","100","100","33830","33080"
"In post","2022","20-29","North West (England)","SEO/HEO","Unknown","495","495","33320","33080"
"In post","2022","20-29","North West (England)","Unknown","Heterosexual / straight","325","320","25760","24090"
"In post","2022","20-29","North West (England)","Unknown","LGBO","45","45","24430","23170"
"In post","2022","20-29","North West (England)","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","North West (England)","Unknown","Unknown","145","140","24090","23170"
"In post","2022","20-29","Northern Ireland","AA/AO","Heterosexual / straight","105","100","21170","21250"
"In post","2022","20-29","Northern Ireland","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Northern Ireland","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Northern Ireland","AA/AO","Unknown","145","140","21240","21250"
"In post","2022","20-29","Northern Ireland","EO","Heterosexual / straight","95","95","26260","26590"
"In post","2022","20-29","Northern Ireland","EO","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Northern Ireland","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Northern Ireland","EO","Unknown","65","65","25930","26590"
"In post","2022","20-29","Northern Ireland","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Northern Ireland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","SEO/HEO","Heterosexual / straight","60","60","33910","33080"
"In post","2022","20-29","Northern Ireland","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Northern Ireland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","SEO/HEO","Unknown","30","30","33380","33080"
"In post","2022","20-29","Overseas","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","EO","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Overseas","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Overseas","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Overseas","SEO/HEO","Heterosexual / straight","165","165","34240","33230"
"In post","2022","20-29","Overseas","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Overseas","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Overseas","SEO/HEO","Unknown","45","45","36800","37880"
"In post","2022","20-29","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scotland","AA/AO","Heterosexual / straight","1620","1575","22320","21260"
"In post","2022","20-29","Scotland","AA/AO","LGBO","265","260","21800","21260"
"In post","2022","20-29","Scotland","AA/AO","Undeclared","100","100","22840","21260"
"In post","2022","20-29","Scotland","AA/AO","Unknown","1450","1405","22620","21640"
"In post","2022","20-29","Scotland","EO","Heterosexual / straight","1230","1220","27450","27230"
"In post","2022","20-29","Scotland","EO","LGBO","205","205","27210","27230"
"In post","2022","20-29","Scotland","EO","Undeclared","70","70","27100","27230"
"In post","2022","20-29","Scotland","EO","Unknown","685","680","28160","27230"
"In post","2022","20-29","Scotland","G6/G7","Heterosexual / straight","110","110","52740","51250"
"In post","2022","20-29","Scotland","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Scotland","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Scotland","G6/G7","Unknown","40","40","50820","49860"
"In post","2022","20-29","Scotland","SEO/HEO","Heterosexual / straight","1055","1050","35340","33080"
"In post","2022","20-29","Scotland","SEO/HEO","LGBO","165","165","35530","33080"
"In post","2022","20-29","Scotland","SEO/HEO","Undeclared","75","75","35320","33370"
"In post","2022","20-29","Scotland","SEO/HEO","Unknown","450","445","34270","33080"
"In post","2022","20-29","Scotland","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South East (England)","AA/AO","Heterosexual / straight","1565","1535","25270","24370"
"In post","2022","20-29","South East (England)","AA/AO","LGBO","215","215","25090","24370"
"In post","2022","20-29","South East (England)","AA/AO","Undeclared","145","140","25330","24370"
"In post","2022","20-29","South East (England)","AA/AO","Unknown","605","590","24480","22610"
"In post","2022","20-29","South East (England)","EO","Heterosexual / straight","1150","1140","27280","27050"
"In post","2022","20-29","South East (England)","EO","LGBO","135","130","27680","27570"
"In post","2022","20-29","South East (England)","EO","Undeclared","75","75","28010","27570"
"In post","2022","20-29","South East (England)","EO","Unknown","270","265","26370","25770"
"In post","2022","20-29","South East (England)","G6/G7","Heterosexual / straight","45","45","52760","52050"
"In post","2022","20-29","South East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","South East (England)","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","South East (England)","SEO/HEO","Heterosexual / straight","655","655","33690","33000"
"In post","2022","20-29","South East (England)","SEO/HEO","LGBO","85","85","32860","32000"
"In post","2022","20-29","South East (England)","SEO/HEO","Undeclared","65","65","33680","32650"
"In post","2022","20-29","South East (England)","SEO/HEO","Unknown","395","395","32470","30210"
"In post","2022","20-29","South East (England)","Unknown","Heterosexual / straight","270","265","25350","24090"
"In post","2022","20-29","South East (England)","Unknown","LGBO","50","45","25940","24090"
"In post","2022","20-29","South East (England)","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","South East (England)","Unknown","Unknown","120","120","25060","24180"
"In post","2022","20-29","South West (England)","AA/AO","Heterosexual / straight","1065","1035","22290","21260"
"In post","2022","20-29","South West (England)","AA/AO","LGBO","165","160","21980","21260"
"In post","2022","20-29","South West (England)","AA/AO","Undeclared","80","75","21770","21260"
"In post","2022","20-29","South West (England)","AA/AO","Unknown","470","460","21800","21290"
"In post","2022","20-29","South West (England)","EO","Heterosexual / straight","1470","1455","25400","26350"
"In post","2022","20-29","South West (England)","EO","LGBO","170","165","26120","27340"
"In post","2022","20-29","South West (England)","EO","Undeclared","135","135","25650","26350"
"In post","2022","20-29","South West (England)","EO","Unknown","355","350","25490","26590"
"In post","2022","20-29","South West (England)","G6/G7","Heterosexual / straight","80","80","51130","49860"
"In post","2022","20-29","South West (England)","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","South West (England)","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","South West (England)","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2022","20-29","South West (England)","SEO/HEO","Heterosexual / straight","1650","1640","32290","31920"
"In post","2022","20-29","South West (England)","SEO/HEO","LGBO","175","175","32170","31860"
"In post","2022","20-29","South West (England)","SEO/HEO","Undeclared","160","160","33150","32440"
"In post","2022","20-29","South West (England)","SEO/HEO","Unknown","650","645","32410","30320"
"In post","2022","20-29","South West (England)","Unknown","Heterosexual / straight","495","490","27640","27540"
"In post","2022","20-29","South West (England)","Unknown","LGBO","55","55","26130","24090"
"In post","2022","20-29","South West (England)","Unknown","Undeclared","35","35","27500","26280"
"In post","2022","20-29","South West (England)","Unknown","Unknown","100","95","25180","24090"
"In post","2022","20-29","Unknown","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","EO","Heterosexual / straight","65","65","27860","27570"
"In post","2022","20-29","Unknown","EO","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","EO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","SEO/HEO","Heterosexual / straight","55","55","33900","33000"
"In post","2022","20-29","Unknown","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","SEO/HEO","Unknown","205","205","30070","29250"
"In post","2022","20-29","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Unknown","370","370","28300","28980"
"In post","2022","20-29","Wales","AA/AO","Heterosexual / straight","1475","1420","21820","21300"
"In post","2022","20-29","Wales","AA/AO","LGBO","205","200","21460","21260"
"In post","2022","20-29","Wales","AA/AO","Undeclared","85","80","21790","21300"
"In post","2022","20-29","Wales","AA/AO","Unknown","660","640","21390","21250"
"In post","2022","20-29","Wales","EO","Heterosexual / straight","1000","985","26800","26820"
"In post","2022","20-29","Wales","EO","LGBO","105","105","26620","26820"
"In post","2022","20-29","Wales","EO","Undeclared","70","70","27040","26820"
"In post","2022","20-29","Wales","EO","Unknown","355","350","26270","26590"
"In post","2022","20-29","Wales","G6/G7","Heterosexual / straight","60","60","53050","51380"
"In post","2022","20-29","Wales","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Wales","G6/G7","Undeclared","5","5","[c]","[c]"
