"Status","Year","Age","Profession_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Security","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","South East (England)","Berkshire","175","175","35230","35200"
"In post","2022","30-39","Security","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","South East (England)","Central Hampshire","15","15","27480","26670"
"In post","2022","30-39","Security","South East (England)","East Kent","5","5","[c]","[c]"
"In post","2022","30-39","Security","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","South East (England)","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","South East (England)","Milton Keynes","45","45","32310","28990"
"In post","2022","30-39","Security","South East (England)","North Hampshire","5","5","[c]","[c]"
"In post","2022","30-39","Security","South East (England)","Oxfordshire CC","20","20","34000","37450"
"In post","2022","30-39","Security","South East (England)","Portsmouth","80","80","31590","31450"
"In post","2022","30-39","Security","South East (England)","South Hampshire","20","20","28670","25830"
"In post","2022","30-39","Security","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","50","50","29640","29870"
"In post","2022","30-39","Security","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","South West (England)","Devon CC","15","15","24700","25000"
"In post","2022","30-39","Security","South West (England)","Dorset","10","10","22300","21170"
"In post","2022","30-39","Security","South West (England)","Gloucestershire CC","10","10","28000","23540"
"In post","2022","30-39","Security","South West (England)","Plymouth","60","60","28410","24610"
"In post","2022","30-39","Security","South West (England)","Somerset CC","5","5","[c]","[c]"
"In post","2022","30-39","Security","South West (England)","Wiltshire","45","45","31960","29290"
"In post","2022","30-39","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Security","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Wales","Cardiff and Vale of Glamorgan","10","10","[c]","[c]"
"In post","2022","30-39","Security","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Wales","Monmouthshire and Newport","10","10","34190","30450"
"In post","2022","30-39","Security","Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Wales","South West Wales","5","5","[c]","[c]"
"In post","2022","30-39","Security","Wales","Swansea","20","20","25780","24720"
"In post","2022","30-39","Security","West Midlands (England)","Birmingham","10","10","33690","31180"
"In post","2022","30-39","Security","West Midlands (England)","Herefordshire, County of","15","15","31410","28890"
"In post","2022","30-39","Security","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","West Midlands (England)","Staffordshire CC","10","10","29220","26780"
"In post","2022","30-39","Security","West Midlands (England)","Telford and Wrekin","15","15","27280","26780"
"In post","2022","30-39","Security","West Midlands (England)","Warwickshire CC","5","5","[c]","[c]"
"In post","2022","30-39","Security","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","30","30","39920","40190"
"In post","2022","30-39","Security","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Yorkshire and The Humber","East Riding of Yorkshire","20","20","36160","39070"
"In post","2022","30-39","Security","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Yorkshire and The Humber","Leeds","20","20","43980","40590"
"In post","2022","30-39","Security","Yorkshire and The Humber","North Yorkshire CC","45","45","32970","36140"
"In post","2022","30-39","Security","Yorkshire and The Humber","Sheffield","5","5","[c]","[c]"
"In post","2022","30-39","Security","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","London","Croydon","10","10","54630","58600"
"In post","2022","30-39","Social Research","London","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","30-39","Social Research","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","London","Tower Hamlets","20","20","53940","59290"
"In post","2022","30-39","Social Research","London","Westminster","105","100","50310","51970"
"In post","2022","30-39","Social Research","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","North West (England)","Greater Manchester South West","5","5","[c]","[c]"
"In post","2022","30-39","Social Research","North West (England)","Liverpool","10","10","[c]","[c]"
"In post","2022","30-39","Social Research","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2022","30-39","Social Research","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","South East (England)","South Hampshire","60","55","41740","38340"
"In post","2022","30-39","Social Research","South West (England)","Bristol, City of","5","5","[c]","[c]"
"In post","2022","30-39","Social Research","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","Wales","Cardiff and Vale of Glamorgan","20","20","44880","45840"
"In post","2022","30-39","Social Research","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","Wales","Monmouthshire and Newport","125","115","40170","38340"
"In post","2022","30-39","Social Research","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","West Midlands (England)","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","Yorkshire and The Humber","Sheffield","5","5","[c]","[c]"
"In post","2022","30-39","Statistics","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","London","Croydon","15","15","43580","43830"
"In post","2022","30-39","Statistics","London","Hackney and Newham","20","20","50530","43810"
"In post","2022","30-39","Statistics","London","Tower Hamlets","40","40","49380","50840"
"In post","2022","30-39","Statistics","London","Westminster","175","170","49960","51970"
"In post","2022","30-39","Statistics","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","North East (England)","Tyneside","30","30","43500","40610"
"In post","2022","30-39","Statistics","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","North West (England)","Liverpool","10","10","45890","47340"
"In post","2022","30-39","Statistics","North West (England)","Manchester","30","25","43380","40520"
"In post","2022","30-39","Statistics","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Scotland","City of Edinburgh","15","15","40210","37710"
"In post","2022","30-39","Statistics","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Scotland","South Lanarkshire","10","10","47070","49920"
"In post","2022","30-39","Statistics","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","South East (England)","Central Hampshire","10","10","[c]","[c]"
"In post","2022","30-39","Statistics","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","South East (England)","South Hampshire","45","40","41300","38860"
"In post","2022","30-39","Statistics","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","25","20","39800","42250"
"In post","2022","30-39","Statistics","South West (England)","Bristol, City of","30","30","41070","35540"
"In post","2022","30-39","Statistics","South West (England)","Wiltshire","5","5","[c]","[c]"
"In post","2022","30-39","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Wales","Cardiff and Vale of Glamorgan","40","35","40730","38160"
"In post","2022","30-39","Statistics","Wales","Monmouthshire and Newport","125","120","42490","38340"
"In post","2022","30-39","Statistics","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","West Midlands (England)","Coventry","5","5","[c]","[c]"
"In post","2022","30-39","Statistics","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Yorkshire and The Humber","Leeds","20","20","41120","35590"
"In post","2022","30-39","Statistics","Yorkshire and The Humber","Sheffield","15","15","44730","36780"
"In post","2022","30-39","Tax","East Midlands (England)","Leicester","15","15","32750","27310"
"In post","2022","30-39","Tax","East Midlands (England)","Nottingham","390","375","33310","33080"
"In post","2022","30-39","Tax","East of England","Southend-on-Sea","5","5","[c]","[c]"
"In post","2022","30-39","Tax","East of England","Suffolk CC","5","5","[c]","[c]"
"In post","2022","30-39","Tax","London","Croydon","200","200","42350","37930"
"In post","2022","30-39","Tax","London","Hackney and Newham","240","235","44480","37930"
"In post","2022","30-39","Tax","London","Tower Hamlets","5","5","[c]","[c]"
"In post","2022","30-39","Tax","London","Westminster","55","55","60550","62120"
"In post","2022","30-39","Tax","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Tax","North East (England)","Durham","10","10","22920","21250"
"In post","2022","30-39","Tax","North East (England)","Sunderland","90","85","27700","21250"
"In post","2022","30-39","Tax","North East (England)","Tyneside","630","605","32390","33080"
"In post","2022","30-39","Tax","North West (England)","Greater Manchester South West","410","400","33620","33080"
"In post","2022","30-39","Tax","North West (England)","Liverpool","395","380","32590","33080"
"In post","2022","30-39","Tax","North West (England)","Manchester","190","185","36190","33370"
"In post","2022","30-39","Tax","North West (England)","Mid Lancashire","20","15","26370","21250"
"In post","2022","30-39","Tax","North West (England)","Sefton","70","65","37220","33370"
"In post","2022","30-39","Tax","Northern Ireland","Belfast","240","230","33030","33080"
"In post","2022","30-39","Tax","Scotland","City of Edinburgh","305","295","33670","33080"
"In post","2022","30-39","Tax","Scotland","Glasgow City","205","195","35390","33370"
"In post","2022","30-39","Tax","Scotland","North Lanarkshire","15","15","28610","26700"
"In post","2022","30-39","Tax","Scotland","South Lanarkshire","100","95","33490","33370"
"In post","2022","30-39","Tax","South East (England)","Berkshire","5","5","[c]","[c]"
"In post","2022","30-39","Tax","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Tax","South East (England)","Portsmouth","50","45","30830","28570"
"In post","2022","30-39","Tax","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Tax","South West (England)","Bristol, City of","160","155","42590","33370"
"In post","2022","30-39","Tax","Wales","Cardiff and Vale of Glamorgan","600","580","32660","33080"
"In post","2022","30-39","Tax","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Tax","West Midlands (England)","Birmingham","450","435","35620","33370"
"In post","2022","30-39","Tax","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Tax","Yorkshire and The Humber","Bradford","65","60","26830","21250"
"In post","2022","30-39","Tax","Yorkshire and The Humber","Leeds","420","410","33570","33080"
"In post","2022","30-39","Unknown","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","East Midlands (England)","Leicester","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","East Midlands (England)","Nottingham","125","120","35190","33080"
"In post","2022","30-39","Unknown","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","East of England","Essex Thames Gateway","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","East of England","Norwich and East Norfolk","15","10","44220","49700"
"In post","2022","30-39","Unknown","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","East of England","Suffolk CC","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","London","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","London","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","London","Camden and City of London","40","40","55190","54700"
"In post","2022","30-39","Unknown","London","Croydon","100","100","43450","37930"
"In post","2022","30-39","Unknown","London","Hackney and Newham","175","175","49510","43810"
"In post","2022","30-39","Unknown","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","London","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","London","Tower Hamlets","365","360","52300","54700"
"In post","2022","30-39","Unknown","London","Westminster","1630","1600","53460","54700"
"In post","2022","30-39","Unknown","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","North East (England)","Durham","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","North East (England)","Sunderland","20","20","28340","26820"
"In post","2022","30-39","Unknown","North East (England)","Tyneside","310","295","30750","27570"
"In post","2022","30-39","Unknown","North West (England)","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","North West (England)","Blackpool","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","North West (England)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","North West (England)","Greater Manchester South West","185","180","38080","33370"
"In post","2022","30-39","Unknown","North West (England)","Liverpool","135","130","33340","33080"
"In post","2022","30-39","Unknown","North West (England)","Manchester","130","125","40350","35310"
"In post","2022","30-39","Unknown","North West (England)","Mid Lancashire","40","35","24080","21250"
"In post","2022","30-39","Unknown","North West (England)","Sefton","15","15","29460","27570"
"In post","2022","30-39","Unknown","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Northern Ireland","Belfast","60","55","28960","26820"
"In post","2022","30-39","Unknown","Overseas","Overseas","15","15","50680","52550"
"In post","2022","30-39","Unknown","Scotland","Aberdeen City and Aberdeenshire","170","165","34060","31540"
"In post","2022","30-39","Unknown","Scotland","Angus and Dundee City","275","265","28350","27230"
"In post","2022","30-39","Unknown","Scotland","Caithness and Sutherland, and Ross and Cromarty","25","25","31540","27940"
"In post","2022","30-39","Unknown","Scotland","City of Edinburgh","1900","1835","41990","39660"
"In post","2022","30-39","Unknown","Scotland","Clackmannanshire and Fife","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Scotland","Dumfries and Galloway","40","40","29160","27360"
"In post","2022","30-39","Unknown","Scotland","East Ayrshire and North Ayrshire mainland","35","35","30560","30040"
"In post","2022","30-39","Unknown","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","10","10","27330","27230"
"In post","2022","30-39","Unknown","Scotland","East Lothian and Midlothian","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Scotland","Falkirk","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Scotland","Glasgow City","1255","1225","37740","34600"
"In post","2022","30-39","Unknown","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","75","70","31360","30040"
"In post","2022","30-39","Unknown","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","50","45","29050","27360"
"In post","2022","30-39","Unknown","Scotland","Na h-Eileanan Siar","10","10","31260","30040"
"In post","2022","30-39","Unknown","Scotland","North Lanarkshire","20","15","28290","27230"
"In post","2022","30-39","Unknown","Scotland","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Scotland","Perth and Kinross, and Stirling","60","60","32160","30040"
"In post","2022","30-39","Unknown","Scotland","Scottish Borders","90","80","30460","27230"
"In post","2022","30-39","Unknown","Scotland","Shetland Islands","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Scotland","South Ayrshire","15","15","32480","30040"
"In post","2022","30-39","Unknown","Scotland","South Lanarkshire","55","55","30150","27230"
"In post","2022","30-39","Unknown","Scotland","West Lothian","40","35","34130","28980"
"In post","2022","30-39","Unknown","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","South East (England)","Central Hampshire","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","South East (England)","East Kent","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","South East (England)","Milton Keynes","15","15","32430","29410"
"In post","2022","30-39","Unknown","South East (England)","North Hampshire","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","South East (England)","Portsmouth","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","South East (England)","Southampton","10","10","37260","30730"
"In post","2022","30-39","Unknown","South East (England)","West Surrey","15","15","36920","38750"
"In post","2022","30-39","Unknown","South East (England)","West Sussex (South West)","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","10","10","49050","49700"
"In post","2022","30-39","Unknown","South West (England)","Bristol, City of","95","90","39800","33370"
"In post","2022","30-39","Unknown","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","South West (England)","Wiltshire","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Unknown","105","105","42100","35880"
"In post","2022","30-39","Unknown","Wales","Cardiff and Vale of Glamorgan","140","135","31370","28000"
"In post","2022","30-39","Unknown","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Wales","Monmouthshire and Newport","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Wales","Swansea","15","15","34800","31380"
"In post","2022","30-39","Unknown","West Midlands (England)","Birmingham","160","160","34650","33080"
"In post","2022","30-39","Unknown","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","West Midlands (England)","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","West Midlands (England)","Telford and Wrekin","25","25","40440","40520"
"In post","2022","30-39","Unknown","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Yorkshire and The Humber","Bradford","15","15","27500","26590"
"In post","2022","30-39","Unknown","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Yorkshire and The Humber","Leeds","180","175","37650","33170"
"In post","2022","30-39","Unknown","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Yorkshire and The Humber","Sheffield","25","25","45930","42460"
"In post","2022","30-39","Unknown","Yorkshire and The Humber","York","110","105","35590","33000"
"In post","2022","30-39","Veterinarian","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","South East (England)","West Surrey","10","10","[c]","[c]"
"In post","2022","30-39","Veterinarian","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","South West (England)","Devon CC","5","5","[c]","[c]"
"In post","2022","30-39","Veterinarian","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","South West (England)","Gloucestershire CC","10","10","34890","36560"
"In post","2022","30-39","Veterinarian","South West (England)","Somerset CC","5","5","[c]","[c]"
"In post","2022","30-39","Veterinarian","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","Wales","South West Wales","5","5","[c]","[c]"
"In post","2022","30-39","Veterinarian","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Veterinarian","Yorkshire and The Humber","North Yorkshire CC","5","5","[c]","[c]"
"In post","2022","40-49","Commercial","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
