"Status","Year","Organisation","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","Heterosexual / straight","1370","1345","34010","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","LGBO","55","55","32690","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","Undeclared","265","260","34930","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","Unknown","120","115","35070","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Overseas","Heterosexual / straight","30","30","31380","33170"
"In post","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","London","Heterosexual / straight","305","300","47250","44500"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","London","LGBO","15","15","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","London","Undeclared","55","50","45940","42200"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","London","Unknown","35","35","49300","41500"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","Outside London","Heterosexual / straight","2535","2455","35860","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","Outside London","LGBO","65","60","36200","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","Outside London","Undeclared","380","370","35880","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","Outside London","Unknown","210","200","34010","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","Overseas","Heterosexual / straight","55","55","37230","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Geography","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Geography","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Geography","Outside London","Heterosexual / straight","35","35","31580","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Geography","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Geography","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Geography","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Geography","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Geography","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","London","Heterosexual / straight","215","210","47790","44500"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","London","LGBO","25","25","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","London","Unknown","20","20","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","Outside London","Heterosexual / straight","1205","1120","28600","26350"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","Outside London","LGBO","40","40","27730","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","Outside London","Undeclared","160","145","28330","26340"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","Outside London","Unknown","110","100","28030","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","Heterosexual / straight","350","335","40150","37640"
"In post","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","LGBO","20","20","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","Undeclared","65","60","41960","39580"
"In post","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","Unknown","65","65","36740","37000"
"In post","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","Heterosexual / straight","245","240","33310","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","Undeclared","50","45","33030","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Internal Audit","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","Heterosexual / straight","85","80","36690","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","Heterosexual / straight","70","70","34440","31000"
"In post","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","LGBO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","Heterosexual / straight","340","330","29360","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","Undeclared","75","70","30210","27720"
"In post","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","Unknown","40","35","28950","26350"
"In post","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Legal","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Legal","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Legal","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Legal","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Medicine","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Medicine","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Medicine","London","Unknown","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Medicine","Outside London","Heterosexual / straight","1100","965","47140","39030"
"In post","2022","Ministry of Defence (excl. agencies)","Medicine","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Medicine","Outside London","Undeclared","105","90","51940","39630"
"In post","2022","Ministry of Defence (excl. agencies)","Medicine","Outside London","Unknown","310","260","44110","39030"
"In post","2022","Ministry of Defence (excl. agencies)","Medicine","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Medicine","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Medicine","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Medicine","Unknown","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Medicine","Unknown","Unknown","10","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Other","London","Heterosexual / straight","330","320","27230","25640"
"In post","2022","Ministry of Defence (excl. agencies)","Other","London","LGBO","15","15","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Other","London","Undeclared","55","50","27070","25640"
"In post","2022","Ministry of Defence (excl. agencies)","Other","London","Unknown","45","45","25650","25630"
"In post","2022","Ministry of Defence (excl. agencies)","Other","Outside London","Heterosexual / straight","7950","7650","25480","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Other","Outside London","LGBO","205","200","25400","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Other","Outside London","Undeclared","1090","1045","26460","22330"
"In post","2022","Ministry of Defence (excl. agencies)","Other","Outside London","Unknown","740","710","25800","21510"
"In post","2022","Ministry of Defence (excl. agencies)","Other","Overseas","Heterosexual / straight","90","90","37960","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Other","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Other","Overseas","Unknown","175","175","45100","45120"
"In post","2022","Ministry of Defence (excl. agencies)","Other","Unknown","Heterosexual / straight","50","45","27290","26350"
"In post","2022","Ministry of Defence (excl. agencies)","Other","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Other","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Other","Unknown","Unknown","20","15","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Policy","London","Heterosexual / straight","520","510","49900","45200"
"In post","2022","Ministry of Defence (excl. agencies)","Policy","London","LGBO","30","30","43290","44500"
"In post","2022","Ministry of Defence (excl. agencies)","Policy","London","Undeclared","100","100","51430","45700"
"In post","2022","Ministry of Defence (excl. agencies)","Policy","London","Unknown","110","110","47540","44500"
"In post","2022","Ministry of Defence (excl. agencies)","Policy","Outside London","Heterosexual / straight","305","290","35360","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Policy","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Policy","Outside London","Undeclared","60","55","37680","35460"
"In post","2022","Ministry of Defence (excl. agencies)","Policy","Outside London","Unknown","40","40","34700","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Policy","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Policy","Overseas","LGBO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Policy","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","London","Heterosexual / straight","240","235","51000","45200"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","London","LGBO","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","London","Unknown","35","35","52060","45200"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","Heterosexual / straight","1875","1825","42560","40580"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","LGBO","60","60","40730","40000"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","Undeclared","260","250","44100","40580"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","Unknown","145","140","41680","40000"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Property","London","Heterosexual / straight","50","50","35310","36140"
"In post","2022","Ministry of Defence (excl. agencies)","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Property","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Property","London","Unknown","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Property","Outside London","Heterosexual / straight","1530","1490","31910","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Property","Outside London","LGBO","40","40","31780","33150"
"In post","2022","Ministry of Defence (excl. agencies)","Property","Outside London","Undeclared","185","175","33210","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Property","Outside London","Unknown","205","195","25530","19050"
"In post","2022","Ministry of Defence (excl. agencies)","Property","Overseas","Heterosexual / straight","45","45","36770","33630"
"In post","2022","Ministry of Defence (excl. agencies)","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Property","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Property","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Science and Engineering","London","Heterosexual / straight","80","75","52700","45200"
"In post","2022","Ministry of Defence (excl. agencies)","Science and Engineering","London","LGBO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Science and Engineering","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Science and Engineering","London","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","Heterosexual / straight","1210","1185","32840","27990"
"In post","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","LGBO","35","30","33870","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","Undeclared","190","185","35180","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","Unknown","140","140","30710","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Overseas","Heterosexual / straight","45","45","41140","40620"
"In post","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Security","London","Heterosexual / straight","290","290","34240","31510"
"In post","2022","Ministry of Defence (excl. agencies)","Security","London","LGBO","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Security","London","Undeclared","35","35","44780","44900"
"In post","2022","Ministry of Defence (excl. agencies)","Security","London","Unknown","55","55","33270","31510"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Outside London","Heterosexual / straight","4255","4160","28830","25000"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Outside London","LGBO","170","170","29830","26750"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Outside London","Undeclared","610","595","32610","39070"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Outside London","Unknown","845","835","29280","26610"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Unknown","Heterosexual / straight","55","55","29000","27370"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Statistics","London","Heterosexual / straight","80","80","45580","45200"
"In post","2022","Ministry of Defence (excl. agencies)","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Statistics","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Statistics","London","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Statistics","Outside London","Heterosexual / straight","115","105","37030","36000"
"In post","2022","Ministry of Defence (excl. agencies)","Statistics","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Statistics","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Statistics","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","London","Unknown","30","30","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","London","Heterosexual / straight","55","55","42550","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Outside London","Heterosexual / straight","65","65","34380","36050"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","London","Heterosexual / straight","55","55","47650","43320"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","London","LGBO","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","London","Unknown","40","40","41370","34260"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Counter Fraud","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","Heterosexual / straight","325","325","52280","54270"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","LGBO","35","35","54980","55520"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","Undeclared","40","40","57960","59030"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","Unknown","115","110","53100","54270"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","Heterosexual / straight","285","280","43150","40710"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","Undeclared","40","40","42690","38870"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","Unknown","65","65","45920","50430"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Economics","London","Heterosexual / straight","35","35","53290","59290"
"In post","2022","Ministry of Justice (excl. agencies)","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Economics","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Economics","London","Unknown","10","10","[c]","[c]"
