"Status","Year","Parent_department","Region_ITL3","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Work and Pensions","West Sussex (North East)","Outside London","AO","15","15","21190","21260"
"In post","2022","Department for Work and Pensions","West Sussex (North East)","Outside London","EO","145","130","27740","27570"
"In post","2022","Department for Work and Pensions","West Sussex (North East)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","West Sussex (North East)","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions","West Sussex (North East)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","West Sussex (South West)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","West Sussex (South West)","Outside London","AO","90","75","20920","21260"
"In post","2022","Department for Work and Pensions","West Sussex (South West)","Outside London","EO","205","185","27500","27570"
"In post","2022","Department for Work and Pensions","West Sussex (South West)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","West Sussex (South West)","Outside London","HEO","20","20","32910","32190"
"In post","2022","Department for Work and Pensions","West Sussex (South West)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Westminster","London","AO","70","65","24970","25110"
"In post","2022","Department for Work and Pensions","Westminster","London","EO","475","455","31200","31060"
"In post","2022","Department for Work and Pensions","Westminster","London","G6","190","185","69600","66250"
"In post","2022","Department for Work and Pensions","Westminster","London","G7","460","440","56550","54070"
"In post","2022","Department for Work and Pensions","Westminster","London","HEO","635","620","36970","36650"
"In post","2022","Department for Work and Pensions","Westminster","London","SCS level","120","115","91630","82100"
"In post","2022","Department for Work and Pensions","Westminster","London","SEO","420","405","41930","40510"
"In post","2022","Department for Work and Pensions","Wiltshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Wiltshire","Outside London","AO","30","25","21220","21260"
"In post","2022","Department for Work and Pensions","Wiltshire","Outside London","EO","155","140","27540","27570"
"In post","2022","Department for Work and Pensions","Wiltshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Wiltshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Wiltshire","Outside London","HEO","20","15","33140","32900"
"In post","2022","Department for Work and Pensions","Wiltshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Wirral","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions","Wirral","Outside London","AO","790","670","21080","21260"
"In post","2022","Department for Work and Pensions","Wirral","Outside London","EO","520","460","27500","27570"
"In post","2022","Department for Work and Pensions","Wirral","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Wirral","Outside London","G7","10","10","50120","49170"
"In post","2022","Department for Work and Pensions","Wirral","Outside London","HEO","55","50","32690","31990"
"In post","2022","Department for Work and Pensions","Wirral","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Wirral","Outside London","SEO","10","10","36970","36760"
"In post","2022","Department for Work and Pensions","Wolverhampton","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Wolverhampton","Outside London","AO","260","215","20950","21260"
"In post","2022","Department for Work and Pensions","Wolverhampton","Outside London","EO","325","290","27580","27570"
"In post","2022","Department for Work and Pensions","Wolverhampton","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Wolverhampton","Outside London","HEO","30","25","32640","31990"
"In post","2022","Department for Work and Pensions","Wolverhampton","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Wolverhampton","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Worcestershire CC","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions","Worcestershire CC","Outside London","AO","80","65","20830","21260"
"In post","2022","Department for Work and Pensions","Worcestershire CC","Outside London","EO","205","185","27510","27570"
"In post","2022","Department for Work and Pensions","Worcestershire CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Worcestershire CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Worcestershire CC","Outside London","HEO","20","20","32790","31990"
"In post","2022","Department for Work and Pensions","Worcestershire CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","York","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","York","Outside London","AO","50","40","21310","21260"
"In post","2022","Department for Work and Pensions","York","Outside London","EO","165","155","27010","27570"
"In post","2022","Department for Work and Pensions","York","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","York","Outside London","G7","25","25","53480","53430"
"In post","2022","Department for Work and Pensions","York","Outside London","HEO","65","55","33040","31990"
"In post","2022","Department for Work and Pensions","York","Outside London","SEO","55","50","40390","39390"
"In post","2022","Department of Health and Social Care","Armagh City, Banbridge and Craigavon","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Barking & Dagenham and Havering","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Barking & Dagenham and Havering","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Barking & Dagenham and Havering","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Barking & Dagenham and Havering","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Barking & Dagenham and Havering","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Barnet","London","AA","55","35","22360","22350"
"In post","2022","Department of Health and Social Care","Barnet","London","AO","125","105","24560","23940"
"In post","2022","Department of Health and Social Care","Barnet","London","EO","195","175","27970","26880"
"In post","2022","Department of Health and Social Care","Barnet","London","G6","75","70","69660","67810"
"In post","2022","Department of Health and Social Care","Barnet","London","G7","195","190","55280","53860"
"In post","2022","Department of Health and Social Care","Barnet","London","HEO","205","200","33870","32330"
"In post","2022","Department of Health and Social Care","Barnet","London","SCS level","45","40","118440","106760"
"In post","2022","Department of Health and Social Care","Barnet","London","SEO","240","235","42020","40470"
"In post","2022","Department of Health and Social Care","Barnsley, Doncaster and Rotherham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Barnsley, Doncaster and Rotherham","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Barnsley, Doncaster and Rotherham","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Barnsley, Doncaster and Rotherham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Barnsley, Doncaster and Rotherham","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bedford","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bedford","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Belfast","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Belfast","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Berkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Berkshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Berkshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Berkshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Berkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Berkshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bexley and Greenwich","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bexley and Greenwich","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bexley and Greenwich","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bexley and Greenwich","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bexley and Greenwich","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Birmingham","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Birmingham","Outside London","AO","60","55","20680","19880"
"In post","2022","Department of Health and Social Care","Birmingham","Outside London","EO","50","45","24770","23390"
"In post","2022","Department of Health and Social Care","Birmingham","Outside London","G6","20","20","70390","68310"
"In post","2022","Department of Health and Social Care","Birmingham","Outside London","G7","50","50","51110","50350"
"In post","2022","Department of Health and Social Care","Birmingham","Outside London","HEO","70","60","31580","30730"
"In post","2022","Department of Health and Social Care","Birmingham","Outside London","SCS level","25","20","116200","114480"
"In post","2022","Department of Health and Social Care","Birmingham","Outside London","SEO","70","65","39270","40060"
"In post","2022","Department of Health and Social Care","Blackpool","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bournemouth, Christchurch and Poole","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bournemouth, Christchurch and Poole","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bournemouth, Christchurch and Poole","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bradford","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bradford","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bradford","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bradford","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bradford","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Breckland and South Norfolk","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Breckland and South Norfolk","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Brent","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Brent","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Brent","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bridgend and Neath Port Talbot","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bridgend and Neath Port Talbot","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bridgend and Neath Port Talbot","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Brighton and Hove","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Brighton and Hove","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Brighton and Hove","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Brighton and Hove","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Brighton and Hove","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bristol, City of","Outside London","AA","10","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bristol, City of","Outside London","AO","60","55","21360","20440"
"In post","2022","Department of Health and Social Care","Bristol, City of","Outside London","EO","25","25","24620","23390"
"In post","2022","Department of Health and Social Care","Bristol, City of","Outside London","G6","15","15","73680","67810"
"In post","2022","Department of Health and Social Care","Bristol, City of","Outside London","G7","50","50","51930","50420"
"In post","2022","Department of Health and Social Care","Bristol, City of","Outside London","HEO","75","65","30910","29720"
"In post","2022","Department of Health and Social Care","Bristol, City of","Outside London","SCS level","20","15","112160","104490"
"In post","2022","Department of Health and Social Care","Bristol, City of","Outside London","SEO","65","55","39630","40060"
"In post","2022","Department of Health and Social Care","Bromley","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bromley","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bromley","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bromley","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Bromley","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Buckinghamshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Buckinghamshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Buckinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Buckinghamshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Calderdale and Kirklees","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Calderdale and Kirklees","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Calderdale and Kirklees","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Calderdale and Kirklees","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Calderdale and Kirklees","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Calderdale and Kirklees","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cambridgeshire CC","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cambridgeshire CC","Outside London","AO","50","40","21890","21820"
"In post","2022","Department of Health and Social Care","Cambridgeshire CC","Outside London","EO","40","40","25750","25010"
"In post","2022","Department of Health and Social Care","Cambridgeshire CC","Outside London","G6","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cambridgeshire CC","Outside London","G7","35","30","52960","51440"
"In post","2022","Department of Health and Social Care","Cambridgeshire CC","Outside London","HEO","45","40","33090","32310"
"In post","2022","Department of Health and Social Care","Cambridgeshire CC","Outside London","SCS level","20","20","110830","107240"
"In post","2022","Department of Health and Social Care","Cambridgeshire CC","Outside London","SEO","35","35","40230","40060"
"In post","2022","Department of Health and Social Care","Camden and City of London","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Camden and City of London","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Camden and City of London","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Camden and City of London","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cardiff and Vale of Glamorgan","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cardiff and Vale of Glamorgan","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cardiff and Vale of Glamorgan","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cardiff and Vale of Glamorgan","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cardiff and Vale of Glamorgan","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cardiff and Vale of Glamorgan","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cardiff and Vale of Glamorgan","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Central Bedfordshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Central Bedfordshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Central Bedfordshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Central Hampshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Central Hampshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Central Hampshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Central Hampshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cheshire East","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cheshire East","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cheshire West and Chester","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cheshire West and Chester","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cheshire West and Chester","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cheshire West and Chester","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cheshire West and Chester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cheshire West and Chester","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Chorley and West Lancashire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Chorley and West Lancashire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","City of Edinburgh","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","City of Edinburgh","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Clackmannanshire and Fife","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Conwy and Denbighshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cornwall and Isles of Scilly","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cornwall and Isles of Scilly","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cornwall and Isles of Scilly","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cornwall and Isles of Scilly","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Cornwall and Isles of Scilly","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Coventry","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Croydon","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Croydon","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Croydon","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Darlington","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Derby","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Derry City and Strabane","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Devon CC","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Devon CC","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Devon CC","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Devon CC","Outside London","G7","15","15","53060","51440"
"In post","2022","Department of Health and Social Care","Devon CC","Outside London","HEO","10","10","29730","29170"
"In post","2022","Department of Health and Social Care","Devon CC","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Devon CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Dorset","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Dorset","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Durham","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Durham","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Durham","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Ealing","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Ealing","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Ealing","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Cumbria","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Derbyshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Derbyshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Kent","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Kent","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Kent","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Kent","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Kent","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Lancashire","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Lancashire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Lancashire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Lancashire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Lancashire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Lothian and Midlothian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Lothian and Midlothian","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Merseyside","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Merseyside","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Merseyside","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Merseyside","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Merseyside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Merseyside","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Riding of Yorkshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Riding of Yorkshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Riding of Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Riding of Yorkshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Surrey","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Surrey","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Surrey","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Surrey","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Sussex CC","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Sussex CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Sussex CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Sussex CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","East Sussex CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Enfield","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Enfield","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Essex Haven Gateway","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Essex Haven Gateway","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Essex Thames Gateway","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Essex Thames Gateway","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Essex Thames Gateway","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Essex Thames Gateway","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Essex Thames Gateway","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Falkirk","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Flintshire and Wrexham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Flintshire and Wrexham","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Flintshire and Wrexham","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Glasgow City","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Glasgow City","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Glasgow City","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Glasgow City","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Glasgow City","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Glasgow City","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Gloucestershire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Gloucestershire CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Gloucestershire CC","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Gloucestershire CC","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Gloucestershire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Gloucestershire CC","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care","Greater Manchester North East","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Greater Manchester North East","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Greater Manchester North East","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Greater Manchester South East","Outside London","SEO","[c]","[c]","[c]","[c]"
