"Status","Year","Ethnicity","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","AO","Heterosexual / straight","40","35","22080","21250"
"In post","2022","Other ethnicity","HM Revenue and Customs","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","AO","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","EO","Heterosexual / straight","45","40","28450","26820"
"In post","2022","Other ethnicity","HM Revenue and Customs","EO","LGBO","10","5","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","HEO","Heterosexual / straight","60","55","35270","33370"
"In post","2022","Other ethnicity","HM Revenue and Customs","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","AO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","EO","Heterosexual / straight","80","75","27520","28650"
"In post","2022","Other ethnicity","Home Office","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","AA","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","AO","Heterosexual / straight","155","150","25990","24310"
"In post","2022","Other ethnicity","Ministry of Justice","AO","LGBO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","AO","Unknown","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","EO","Heterosexual / straight","45","45","28540","28310"
"In post","2022","Other ethnicity","Ministry of Justice","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","EO","Unknown","10","5","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","HEO","Heterosexual / straight","35","30","35110","34510"
"In post","2022","Other ethnicity","Ministry of Justice","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","SEO","Heterosexual / straight","35","35","45730","44180"
"In post","2022","Other ethnicity","Ministry of Justice","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","Unknown","Heterosexual / straight","85","80","31170","28940"
"In post","2022","Other ethnicity","Ministry of Justice","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","AO","Unknown","[c]","[c]","[c]","[c]"
