"Status","Year","Organisation","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","Unknown","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","35","35","33210","31020"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","Heterosexual / straight","100","90","30940","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","LGBO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","Undeclared","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","Unknown","15","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","Heterosexual / straight","135","130","44300","39240"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","LGBO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","Undeclared","25","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","Unknown","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Heterosexual / straight","100","90","30170","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","LGBO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Undeclared","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Unknown","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","Heterosexual / straight","70","65","32410","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","Unknown","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","Heterosexual / straight","50","45","32190","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","Unknown","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","Heterosexual / straight","45","40","33590","31950"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","LGBO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Unknown","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Heterosexual / straight","45","40","31170","29180"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Unknown","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","Heterosexual / straight","115","110","25200","21300"
"In post","2022","Animal and Plant Health Agency","Cumbria","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","Undeclared","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Heterosexual / straight","35","35","30330","29180"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon","Heterosexual / straight","155","150","28100","21300"
"In post","2022","Animal and Plant Health Agency","Devon","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon","Undeclared","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon","Unknown","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset and Somerset","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Anglia","Heterosexual / straight","70","70","31320","29180"
"In post","2022","Animal and Plant Health Agency","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Anglia","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Anglia","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Wales","Heterosexual / straight","85","80","28590","24920"
"In post","2022","Animal and Plant Health Agency","East Wales","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Wales","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Wales","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","Heterosexual / straight","35","35","33520","29180"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","Undeclared","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Essex","Heterosexual / straight","35","35","30490","29180"
"In post","2022","Animal and Plant Health Agency","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","90","85","28470","24920"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Greater Manchester","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Greater Manchester","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hampshire and Isle of Wight","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","130","120","29870","27110"
"In post","2022","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Undeclared","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Highlands and Islands","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inner London - West","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Kent","Heterosexual / straight","35","35","28040","27380"
"In post","2022","Animal and Plant Health Agency","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lancashire","Heterosexual / straight","70","65","28440","24920"
"In post","2022","Animal and Plant Health Agency","Lancashire","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lancashire","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lancashire","Unknown","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Eastern Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Yorkshire","Heterosexual / straight","135","130","29050","25310"
"In post","2022","Animal and Plant Health Agency","North Yorkshire","LGBO","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Yorkshire","Undeclared","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Yorkshire","Unknown","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Heterosexual / straight","35","35","30070","25190"
"In post","2022","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Outer London - East and North East","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Outer London - West and North West","Heterosexual / straight","60","60","33330","31690"
"In post","2022","Animal and Plant Health Agency","Outer London - West and North West","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Outer London - West and North West","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Outer London - West and North West","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Shropshire and Staffordshire","Heterosexual / straight","70","65","29440","24920"
"In post","2022","Animal and Plant Health Agency","Shropshire and Staffordshire","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Shropshire and Staffordshire","Undeclared","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Shropshire and Staffordshire","Unknown","20","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","Heterosexual / straight","45","45","30710","25190"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","Heterosexual / straight","470","450","33310","28840"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","LGBO","40","40","28000","26440"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","Undeclared","80","75","38720","33560"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","Unknown","75","70","30820","24370"
"In post","2022","Animal and Plant Health Agency","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Wales and The Valleys","Heterosexual / straight","155","145","28130","25100"
"In post","2022","Animal and Plant Health Agency","West Wales and The Valleys","LGBO","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Wales and The Valleys","Undeclared","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Wales and The Valleys","Unknown","35","30","26350","25100"
"In post","2022","Animal and Plant Health Agency","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Inner London - West","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Attorney General's Office","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Inner London - West","Unknown","30","30","55230","51900"
"In post","2022","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","65","65","34100","33300"
"In post","2022","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","10","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","60","60","40400","29250"
"In post","2022","Cabinet Office (excl. agencies)","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cumbria","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Unknown","25","25","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Dorset and Somerset","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Anglia","Heterosexual / straight","45","40","46450","38420"
"In post","2022","Cabinet Office (excl. agencies)","East Anglia","LGBO","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Anglia","Undeclared","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Anglia","Unknown","35","35","61740","61710"
"In post","2022","Cabinet Office (excl. agencies)","East Wales","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Wales","Unknown","45","45","38760","32000"
"In post","2022","Cabinet Office (excl. agencies)","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Eastern Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Eastern Scotland","Unknown","20","20","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","75","70","48980","49700"
"In post","2022","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","5","5","[c]","[c]"
