"Status","Year","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Queen Elizabeth II Centre","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","SEO/HEO","25","25","39240","39330"
"In post","2022","Registers of Scotland","AA/AO","370","350","24750","25050"
"In post","2022","Registers of Scotland","EO","350","335","30700","30840"
"In post","2022","Registers of Scotland","G6/G7","60","60","62950","62000"
"In post","2022","Registers of Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","SEO/HEO","400","385","40480","37710"
"In post","2022","Revenue Scotland","AA/AO","10","10","24810","24400"
"In post","2022","Revenue Scotland","EO","15","15","28560","27940"
"In post","2022","Revenue Scotland","G6/G7","15","15","60480","57190"
"In post","2022","Revenue Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","SEO/HEO","35","35","39040","36130"
"In post","2022","Royal Fleet Auxiliary","Unknown","1760","1760","37450","34160"
"In post","2022","Rural Payments Agency","AA/AO","1285","1170","21280","21300"
"In post","2022","Rural Payments Agency","EO","660","605","25430","25190"
"In post","2022","Rural Payments Agency","G6/G7","110","105","51860","49370"
"In post","2022","Rural Payments Agency","SCS level","10","10","78300","72280"
"In post","2022","Rural Payments Agency","SEO/HEO","500","465","32880","31360"
"In post","2022","Scottish Courts and Tribunals Service","AA/AO","1005","890","22440","22000"
"In post","2022","Scottish Courts and Tribunals Service","EO","490","460","29350","30450"
"In post","2022","Scottish Courts and Tribunals Service","G6/G7","70","70","58020","59930"
"In post","2022","Scottish Courts and Tribunals Service","SCS level","5","5","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","SEO/HEO","345","330","38410","36360"
"In post","2022","Scottish Fiscal Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","G6/G7","5","5","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","SEO/HEO","15","15","37950","37890"
"In post","2022","Scottish Forestry","AA/AO","50","50","24770","24020"
"In post","2022","Scottish Forestry","EO","55","50","31300","31060"
"In post","2022","Scottish Forestry","G6/G7","20","20","59660","59590"
"In post","2022","Scottish Forestry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","SEO/HEO","65","60","41340","39520"
"In post","2022","Scottish Government (excl. agencies)","AA/AO","965","920","24560","24400"
"In post","2022","Scottish Government (excl. agencies)","EO","1225","1175","28980","28990"
"In post","2022","Scottish Government (excl. agencies)","G6/G7","2405","2305","63170","62170"
"In post","2022","Scottish Government (excl. agencies)","SCS level","215","210","88590","83230"
"In post","2022","Scottish Government (excl. agencies)","SEO/HEO","4035","3885","39640","39660"
"In post","2022","Scottish Housing Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","G6/G7","25","25","63650","62170"
"In post","2022","Scottish Housing Regulator","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","SEO/HEO","20","20","43080","47490"
"In post","2022","Scottish Prison Service","AA/AO","1640","1565","24670","25420"
"In post","2022","Scottish Prison Service","EO","2095","1975","34270","35000"
"In post","2022","Scottish Prison Service","G6/G7","130","130","61660","56140"
"In post","2022","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","SEO/HEO","685","600","41740","40290"
"In post","2022","Scottish Public Pensions Agency","AA/AO","165","150","25400","25930"
"In post","2022","Scottish Public Pensions Agency","EO","65","60","29110","30040"
"In post","2022","Scottish Public Pensions Agency","G6/G7","15","15","59720","57190"
"In post","2022","Scottish Public Pensions Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","SEO/HEO","60","55","36750","36130"
"In post","2022","Serious Fraud Office","AA/AO","15","15","23740","24210"
"In post","2022","Serious Fraud Office","EO","65","65","27850","26980"
"In post","2022","Serious Fraud Office","G6/G7","175","170","62180","61370"
"In post","2022","Serious Fraud Office","SCS level","15","15","102780","89220"
"In post","2022","Serious Fraud Office","SEO/HEO","190","185","38100","40000"
"In post","2022","Social Security Scotland","AA/AO","770","740","21950","21050"
"In post","2022","Social Security Scotland","EO","850","825","27640","27230"
"In post","2022","Social Security Scotland","G6/G7","175","170","62030","62170"
"In post","2022","Social Security Scotland","SCS level","5","5","[c]","[c]"
"In post","2022","Social Security Scotland","SEO/HEO","650","635","36340","34600"
"In post","2022","Standards and Testing Agency","EO","15","15","25970","25000"
"In post","2022","Standards and Testing Agency","G6/G7","35","35","54960","52030"
"In post","2022","Standards and Testing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","SEO/HEO","75","70","37510","36500"
"In post","2022","Student Awards Agency for Scotland","AA/AO","95","90","22910","23230"
"In post","2022","Student Awards Agency for Scotland","EO","60","55","29070","27940"
"In post","2022","Student Awards Agency for Scotland","G6/G7","15","15","61730","65280"
"In post","2022","Student Awards Agency for Scotland","SEO/HEO","60","60","39880","39890"
"In post","2022","Submarine Delivery Agency","Unknown","1950","1905","41060","39110"
"In post","2022","Teaching Regulation Agency","AA/AO","15","15","21250","21250"
"In post","2022","Teaching Regulation Agency","EO","25","25","25260","25000"
"In post","2022","Teaching Regulation Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","Teaching Regulation Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","SEO/HEO","30","30","32920","30200"
"In post","2022","The Insolvency Service","AA/AO","580","540","21440","21130"
"In post","2022","The Insolvency Service","EO","205","195","26040","26290"
"In post","2022","The Insolvency Service","G6/G7","140","135","59180","56300"
"In post","2022","The Insolvency Service","SCS level","10","10","89930","90150"
"In post","2022","The Insolvency Service","SEO/HEO","785","755","38110","39170"
"In post","2022","The National Archives","AA/AO","100","90","21560","20900"
"In post","2022","The National Archives","EO","75","70","25130","24630"
"In post","2022","The National Archives","G6/G7","95","95","52640","50840"
"In post","2022","The National Archives","SCS level","10","10","[c]","[c]"
"In post","2022","The National Archives","SEO/HEO","295","290","35930","34770"
"In post","2022","Transport Scotland","AA/AO","55","55","23790","23230"
"In post","2022","Transport Scotland","EO","45","40","28870","28990"
"In post","2022","Transport Scotland","G6/G7","155","150","63890","62170"
"In post","2022","Transport Scotland","SCS level","5","5","[c]","[c]"
"In post","2022","Transport Scotland","SEO/HEO","265","260","40950","39660"
"In post","2022","UK Debt Management Office","EO","10","10","29540","29630"
"In post","2022","UK Debt Management Office","G6/G7","55","55","72010","68040"
"In post","2022","UK Debt Management Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","SEO/HEO","45","45","42280","41090"
"In post","2022","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","EO","65","60","29410","29000"
"In post","2022","UK Export Finance","G6/G7","170","170","66020","64890"
"In post","2022","UK Export Finance","SCS level","30","30","116880","101500"
"In post","2022","UK Export Finance","SEO/HEO","230","225","41670","41000"
"In post","2022","UK Health Security Agency","AA/AO","745","640","21530","21820"
"In post","2022","UK Health Security Agency","EO","930","865","26190","26880"
"In post","2022","UK Health Security Agency","G6/G7","1725","1660","58480","54290"
"In post","2022","UK Health Security Agency","SCS level","405","365","105250","101360"
"In post","2022","UK Health Security Agency","SEO/HEO","2800","2630","36080","36330"
"In post","2022","UK Hydrographic Office","AA/AO","100","100","20580","20420"
"In post","2022","UK Hydrographic Office","EO","230","215","27700","26740"
"In post","2022","UK Hydrographic Office","G6/G7","75","70","57870","53720"
"In post","2022","UK Hydrographic Office","SCS level","5","5","[c]","[c]"
"In post","2022","UK Hydrographic Office","SEO/HEO","500","480","37830","34000"
"In post","2022","UK Space Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","EO","15","15","26550","27570"
"In post","2022","UK Space Agency","G6/G7","115","115","55290","53380"
"In post","2022","UK Space Agency","SCS level","5","5","[c]","[c]"
"In post","2022","UK Space Agency","SEO/HEO","125","120","36810","36740"
"In post","2022","UK Statistics Authority","AA/AO","1520","1085","20340","20350"
"In post","2022","UK Statistics Authority","EO","735","690","24600","23880"
"In post","2022","UK Statistics Authority","G6/G7","1080","1050","53810","51210"
"In post","2022","UK Statistics Authority","SCS level","80","80","84820","76380"
"In post","2022","UK Statistics Authority","SEO/HEO","2465","2370","34350","33710"
"In post","2022","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","EO","20","20","27280","27310"
"In post","2022","UK Supreme Court","G6/G7","10","10","59880","57910"
"In post","2022","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","SEO/HEO","20","20","35100","37230"
"In post","2022","Valuation Office Agency","AA/AO","845","780","22340","22010"
"In post","2022","Valuation Office Agency","EO","1015","940","27420","26950"
"In post","2022","Valuation Office Agency","G6/G7","470","450","59680","57500"
"In post","2022","Valuation Office Agency","SCS level","20","20","84890","79930"
"In post","2022","Valuation Office Agency","SEO/HEO","1510","1425","38780","38250"
"In post","2022","Vehicle Certification Agency","AA/AO","50","45","21610","21840"
"In post","2022","Vehicle Certification Agency","EO","40","40","26890","27250"
"In post","2022","Vehicle Certification Agency","G6/G7","15","15","66550","65900"
"In post","2022","Vehicle Certification Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","SEO/HEO","100","95","40890","39360"
"In post","2022","Veterinary Medicines Directorate","AA/AO","30","30","24270","24370"
"In post","2022","Veterinary Medicines Directorate","EO","25","25","28140","28260"
"In post","2022","Veterinary Medicines Directorate","G6/G7","60","55","56420","53940"
"In post","2022","Veterinary Medicines Directorate","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","SEO/HEO","60","60","36690","38460"
"In post","2022","Water Services Regulation Authority","AA/AO","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","EO","45","45","29340","28000"
"In post","2022","Water Services Regulation Authority","G6/G7","65","65","81520","77110"
"In post","2022","Water Services Regulation Authority","SCS level","10","10","[c]","[c]"
"In post","2022","Water Services Regulation Authority","SEO/HEO","130","125","47090","45370"
"In post","2022","Welsh Government (excl. agencies)","AA/AO","860","790","24250","24630"
"In post","2022","Welsh Government (excl. agencies)","EO","1090","1025","28840","29430"
"In post","2022","Welsh Government (excl. agencies)","G6/G7","1085","1040","62440","61440"
"In post","2022","Welsh Government (excl. agencies)","SCS level","190","180","87050","79500"
"In post","2022","Welsh Government (excl. agencies)","SEO/HEO","2660","2525","41410","38160"
"In post","2022","Welsh Revenue Authority","AA/AO","10","10","24310","24630"
"In post","2022","Welsh Revenue Authority","EO","15","15","27730","26820"
"In post","2022","Welsh Revenue Authority","G6/G7","20","20","63250","61440"
"In post","2022","Welsh Revenue Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","SEO/HEO","30","30","40240","40100"
"In post","2022","Wilton Park","AA/AO","20","20","24960","23250"
"In post","2022","Wilton Park","EO","25","20","27200","25580"
"In post","2022","Wilton Park","G6/G7","15","15","58130","58040"
"In post","2022","Wilton Park","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","SEO/HEO","20","20","34530","33460"
"Leaver CS","2022","Accountant in Bankruptcy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","EO","30","[c]","25120","24250"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","30","[c]","38210","38670"
"Leaver CS","2022","Animal and Plant Health Agency","AA/AO","100","[c]","22140","21300"
"Leaver CS","2022","Animal and Plant Health Agency","EO","70","[c]","25640","25100"
"Leaver CS","2022","Animal and Plant Health Agency","G6/G7","10","[c]","58310","56680"
"Leaver CS","2022","Animal and Plant Health Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","SEO/HEO","85","[c]","36880","36520"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","AA/AO","85","[c]","20560","20800"
"Leaver CS","2022","Cabinet Office (excl. agencies)","EO","70","[c]","27100","27500"
"Leaver CS","2022","Cabinet Office (excl. agencies)","G6/G7","270","[c]","63430","60640"
"Leaver CS","2022","Cabinet Office (excl. agencies)","SCS level","75","[c]","105370","95390"
"Leaver CS","2022","Cabinet Office (excl. agencies)","SEO/HEO","220","[c]","35290","34550"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","10","[c]","20930","21510"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","20","[c]","33950","33850"
"Leaver CS","2022","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","EO","20","[c]","24600","24440"
"Leaver CS","2022","Charity Commission","G6/G7","15","[c]","57170","57640"
"Leaver CS","2022","Charity Commission","SEO/HEO","20","[c]","33190","29540"
"Leaver CS","2022","Companies House","AA/AO","40","[c]","21480","22490"
"Leaver CS","2022","Companies House","EO","15","[c]","29000","27460"
"Leaver CS","2022","Companies House","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","SEO/HEO","25","[c]","39060","36240"
"Leaver CS","2022","Competition and Markets Authority","AA/AO","10","[c]","23000","22770"
"Leaver CS","2022","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","G6/G7","45","[c]","62410","59330"
"Leaver CS","2022","Competition and Markets Authority","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SEO/HEO","30","[c]","37350","34870"
"Leaver CS","2022","Criminal Injuries Compensation Authority","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","AA/AO","10","[c]","18580","19600"
"Leaver CS","2022","Crown Commercial Service","EO","10","[c]","24670","23880"
"Leaver CS","2022","Crown Commercial Service","G6/G7","20","[c]","56200","54600"
"Leaver CS","2022","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","SEO/HEO","35","[c]","35320","35620"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","AA/AO","60","[c]","22470","23230"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","EO","10","[c]","28540","27940"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","30","[c]","45740","41750"
"Leaver CS","2022","Crown Prosecution Service","AA/AO","140","[c]","22160","22200"
"Leaver CS","2022","Crown Prosecution Service","EO","45","[c]","28110","28430"
"Leaver CS","2022","Crown Prosecution Service","G6/G7","170","[c]","57730","55610"
"Leaver CS","2022","Crown Prosecution Service","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","SEO/HEO","55","[c]","36710","38000"
"Leaver CS","2022","Defence Electronics and Components Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","EO","320","[c]","21710","20600"
"Leaver CS","2022","Defence Equipment and Support","G6/G7","85","[c]","57730","55340"
"Leaver CS","2022","Defence Equipment and Support","SCS level","10","[c]","100850","94340"
"Leaver CS","2022","Defence Equipment and Support","SEO/HEO","470","[c]","35270","34390"
"Leaver CS","2022","Defence Science and Technology Laboratory","AA/AO","55","[c]","18160","17540"
"Leaver CS","2022","Defence Science and Technology Laboratory","EO","15","[c]","23560","23490"
"Leaver CS","2022","Defence Science and Technology Laboratory","G6/G7","95","[c]","52670","48990"
"Leaver CS","2022","Defence Science and Technology Laboratory","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","SEO/HEO","140","[c]","33320","30380"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","15","[c]","25000","24900"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","30","[c]","27700","27680"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","125","[c]","56490","53600"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","15","[c]","88900","77120"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","120","[c]","36550","35250"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","EO","30","[c]","26150","26180"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","50","[c]","55030","51910"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","65","[c]","35420","34020"
"Leaver CS","2022","Department for Education (excl. agencies)","AA/AO","15","[c]","22560","21250"
"Leaver CS","2022","Department for Education (excl. agencies)","EO","90","[c]","26540","25000"
"Leaver CS","2022","Department for Education (excl. agencies)","G6/G7","95","[c]","57400","56050"
"Leaver CS","2022","Department for Education (excl. agencies)","SCS level","15","[c]","85190","77820"
"Leaver CS","2022","Department for Education (excl. agencies)","SEO/HEO","145","[c]","36120","36500"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","50","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","80","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","250","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","80","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","60","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","60","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","25","[c]","21500","18200"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","20","[c]","28640","27850"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","50","[c]","57250","54040"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","10","[c]","89020","82990"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","60","[c]","36760","36340"
"Leaver CS","2022","Department for Transport (excl. agencies)","AA/AO","15","[c]","23200","21840"
"Leaver CS","2022","Department for Transport (excl. agencies)","EO","35","[c]","29230","30270"
"Leaver CS","2022","Department for Transport (excl. agencies)","G6/G7","70","[c]","61400","59480"
"Leaver CS","2022","Department for Transport (excl. agencies)","SCS level","10","[c]","81820","76160"
"Leaver CS","2022","Department for Transport (excl. agencies)","SEO/HEO","100","[c]","38810","36370"
"Leaver CS","2022","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","AA/AO","3365","[c]","21410","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","EO","4480","[c]","28230","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","G6/G7","215","[c]","58630","58090"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","SCS level","20","[c]","86860","80720"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","585","[c]","36100","34290"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","EO","105","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","G6/G7","175","[c]","58170","53810"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","SCS level","35","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","240","[c]","35790","34810"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","AA/AO","325","[c]","20690","21590"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","EO","35","[c]","26470","26470"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","G6/G7","15","[c]","62250","53950"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","SEO/HEO","45","[c]","38090","39040"
"Leaver CS","2022","Driver and Vehicle Standards Agency","AA/AO","100","[c]","24280","21840"
"Leaver CS","2022","Driver and Vehicle Standards Agency","EO","280","[c]","27440","26780"
"Leaver CS","2022","Driver and Vehicle Standards Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","SEO/HEO","70","[c]","36350","34800"
"Leaver CS","2022","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","EO","15","[c]","26110","25000"
"Leaver CS","2022","Education and Skills Funding Agency","G6/G7","30","[c]","56360","53420"
"Leaver CS","2022","Education and Skills Funding Agency","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","SEO/HEO","25","[c]","36160","36780"
"Leaver CS","2022","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","G6/G7","20","[c]","70480","75340"
"Leaver CS","2022","Education Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","EO","15","[c]","28320","26590"
"Leaver CS","2022","FCDO Services","G6/G7","20","[c]","61810","60160"
"Leaver CS","2022","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","SEO/HEO","30","[c]","39570","39580"
"Leaver CS","2022","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","EO","30","[c]","26840","26750"
"Leaver CS","2022","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SEO/HEO","40","[c]","35200","33840"
"Leaver CS","2022","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","SEO/HEO","10","[c]","40250","41810"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","70","[c]","23130","21620"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","100","[c]","60380","58030"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","30","[c]","88690","81300"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","105","[c]","36490","38500"
"Leaver CS","2022","Forestry and Land Scotland","AA/AO","70","[c]","25660","25940"
"Leaver CS","2022","Forestry and Land Scotland","EO","30","[c]","32080","31060"
"Leaver CS","2022","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","SEO/HEO","15","[c]","41920","39520"
"Leaver CS","2022","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","SEO/HEO","15","[c]","45010","45490"
"Leaver CS","2022","Government Internal Audit Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","EO","40","[c]","28130","27350"
"Leaver CS","2022","Government Legal Department","G6/G7","120","[c]","59500","57520"
"Leaver CS","2022","Government Legal Department","SCS level","15","[c]","88940","81780"
"Leaver CS","2022","Government Legal Department","SEO/HEO","15","[c]","38200","40050"
"Leaver CS","2022","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","G6/G7","10","[c]","57440","57130"
"Leaver CS","2022","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","AA/AO","35","[c]","21340","21740"
"Leaver CS","2022","Health and Safety Executive","EO","40","[c]","27940","28210"
"Leaver CS","2022","Health and Safety Executive","G6/G7","35","[c]","62570","59630"
"Leaver CS","2022","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","SEO/HEO","100","[c]","43730","41930"
"Leaver CS","2022","HM Courts and Tribunals Service","AA/AO","1555","[c]","20560","20970"
