"Status","Year","Ethnicity","Region_ITL2","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","White","Shropshire and Staffordshire","Staffordshire CC","SEO","335","325","43610","40580"
"In post","2022","White","Shropshire and Staffordshire","Staffordshire CC","Unknown","190","170","29440","28200"
"In post","2022","White","Shropshire and Staffordshire","Stoke-on-Trent","AA","10","10","[c]","[c]"
"In post","2022","White","Shropshire and Staffordshire","Stoke-on-Trent","AO","435","380","21060","20970"
"In post","2022","White","Shropshire and Staffordshire","Stoke-on-Trent","EO","320","295","26870","27570"
"In post","2022","White","Shropshire and Staffordshire","Stoke-on-Trent","G6","5","5","[c]","[c]"
"In post","2022","White","Shropshire and Staffordshire","Stoke-on-Trent","G7","40","40","55330","54240"
"In post","2022","White","Shropshire and Staffordshire","Stoke-on-Trent","HEO","60","55","32480","31990"
"In post","2022","White","Shropshire and Staffordshire","Stoke-on-Trent","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Shropshire and Staffordshire","Stoke-on-Trent","SEO","35","30","40010","38180"
"In post","2022","White","Shropshire and Staffordshire","Stoke-on-Trent","Unknown","125","115","29650","28200"
"In post","2022","White","Shropshire and Staffordshire","Telford and Wrekin","AA","50","45","20200","19810"
"In post","2022","White","Shropshire and Staffordshire","Telford and Wrekin","AO","275","240","22550","21260"
"In post","2022","White","Shropshire and Staffordshire","Telford and Wrekin","EO","410","365","27070","27570"
"In post","2022","White","Shropshire and Staffordshire","Telford and Wrekin","G6","50","50","70110","67910"
"In post","2022","White","Shropshire and Staffordshire","Telford and Wrekin","G7","165","160","54930","55210"
"In post","2022","White","Shropshire and Staffordshire","Telford and Wrekin","HEO","255","240","33310","33370"
"In post","2022","White","Shropshire and Staffordshire","Telford and Wrekin","SCS level","20","20","[c]","[c]"
"In post","2022","White","Shropshire and Staffordshire","Telford and Wrekin","SEO","245","235","40610","40520"
"In post","2022","White","Shropshire and Staffordshire","Telford and Wrekin","Unknown","50","45","30530","28200"
"In post","2022","White","South Yorkshire","Barnsley, Doncaster and Rotherham","AA","160","145","20790","20890"
"In post","2022","White","South Yorkshire","Barnsley, Doncaster and Rotherham","AO","1020","895","23740","21260"
"In post","2022","White","South Yorkshire","Barnsley, Doncaster and Rotherham","EO","835","730","28380","27570"
"In post","2022","White","South Yorkshire","Barnsley, Doncaster and Rotherham","G6","10","10","[c]","[c]"
"In post","2022","White","South Yorkshire","Barnsley, Doncaster and Rotherham","G7","30","30","55340","50040"
"In post","2022","White","South Yorkshire","Barnsley, Doncaster and Rotherham","HEO","240","225","34110","32880"
"In post","2022","White","South Yorkshire","Barnsley, Doncaster and Rotherham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","South Yorkshire","Barnsley, Doncaster and Rotherham","SEO","100","95","46200","46390"
"In post","2022","White","South Yorkshire","Barnsley, Doncaster and Rotherham","Unknown","235","215","29280","28200"
"In post","2022","White","South Yorkshire","Sheffield","AA","65","50","18670","18240"
"In post","2022","White","South Yorkshire","Sheffield","AO","940","815","21480","21680"
"In post","2022","White","South Yorkshire","Sheffield","EO","1400","1265","26470","26000"
"In post","2022","White","South Yorkshire","Sheffield","G6","285","275","64090","62420"
"In post","2022","White","South Yorkshire","Sheffield","G7","725","690","52350","50630"
"In post","2022","White","South Yorkshire","Sheffield","HEO","990","930","31700","30980"
"In post","2022","White","South Yorkshire","Sheffield","SCS level","70","65","80520","74980"
"In post","2022","White","South Yorkshire","Sheffield","SEO","950","900","38260","37100"
"In post","2022","White","South Yorkshire","Sheffield","Unknown","165","150","30560","28200"
"In post","2022","White","Southern Scotland","Dumfries and Galloway","AA","25","25","[c]","[c]"
"In post","2022","White","Southern Scotland","Dumfries and Galloway","AO","145","135","25080","24020"
"In post","2022","White","Southern Scotland","Dumfries and Galloway","EO","170","160","30510","29780"
"In post","2022","White","Southern Scotland","Dumfries and Galloway","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","Southern Scotland","Dumfries and Galloway","G7","5","5","[c]","[c]"
"In post","2022","White","Southern Scotland","Dumfries and Galloway","HEO","55","50","36010","36130"
"In post","2022","White","Southern Scotland","Dumfries and Galloway","SEO","20","20","[c]","[c]"
"In post","2022","White","Southern Scotland","East Ayrshire and North Ayrshire mainland","AA","35","30","21560","22630"
"In post","2022","White","Southern Scotland","East Ayrshire and North Ayrshire mainland","AO","240","215","22230","21260"
"In post","2022","White","Southern Scotland","East Ayrshire and North Ayrshire mainland","EO","420","380","26090","27570"
"In post","2022","White","Southern Scotland","East Ayrshire and North Ayrshire mainland","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","Southern Scotland","East Ayrshire and North Ayrshire mainland","G7","20","20","[c]","[c]"
"In post","2022","White","Southern Scotland","East Ayrshire and North Ayrshire mainland","HEO","105","100","31640","31990"
"In post","2022","White","Southern Scotland","East Ayrshire and North Ayrshire mainland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Southern Scotland","East Ayrshire and North Ayrshire mainland","SEO","60","55","42020","41750"
"In post","2022","White","Southern Scotland","Scottish Borders","AA","[c]","[c]","[c]","[c]"
"In post","2022","White","Southern Scotland","Scottish Borders","AO","135","120","25050","25930"
"In post","2022","White","Southern Scotland","Scottish Borders","EO","135","125","28800","27940"
"In post","2022","White","Southern Scotland","Scottish Borders","G6","5","5","[c]","[c]"
"In post","2022","White","Southern Scotland","Scottish Borders","G7","15","15","[c]","[c]"
"In post","2022","White","Southern Scotland","Scottish Borders","HEO","65","60","34050","33070"
"In post","2022","White","Southern Scotland","Scottish Borders","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Southern Scotland","Scottish Borders","SEO","20","20","[c]","[c]"
"In post","2022","White","Southern Scotland","South Ayrshire","AA","20","20","[c]","[c]"
"In post","2022","White","Southern Scotland","South Ayrshire","AO","40","35","22500","21300"
"In post","2022","White","Southern Scotland","South Ayrshire","EO","140","130","27590","27570"
"In post","2022","White","Southern Scotland","South Ayrshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","Southern Scotland","South Ayrshire","G7","5","5","[c]","[c]"
"In post","2022","White","Southern Scotland","South Ayrshire","HEO","25","25","[c]","[c]"
"In post","2022","White","Southern Scotland","South Ayrshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Southern Scotland","South Ayrshire","SEO","10","10","[c]","[c]"
"In post","2022","White","Southern Scotland","South Lanarkshire","AA","15","15","[c]","[c]"
"In post","2022","White","Southern Scotland","South Lanarkshire","AO","810","685","21660","21250"
"In post","2022","White","Southern Scotland","South Lanarkshire","EO","670","580","27140","26820"
"In post","2022","White","Southern Scotland","South Lanarkshire","G6","90","85","65200","66610"
"In post","2022","White","Southern Scotland","South Lanarkshire","G7","240","225","52940","54160"
"In post","2022","White","Southern Scotland","South Lanarkshire","HEO","450","415","33370","33370"
"In post","2022","White","Southern Scotland","South Lanarkshire","SCS level","20","20","[c]","[c]"
"In post","2022","White","Southern Scotland","South Lanarkshire","SEO","290","280","41690","40520"
"In post","2022","White","Surrey, East and West Sussex","Brighton and Hove","AA","20","15","[c]","[c]"
"In post","2022","White","Surrey, East and West Sussex","Brighton and Hove","AO","85","75","22140","21490"
"In post","2022","White","Surrey, East and West Sussex","Brighton and Hove","EO","225","200","27630","27570"
"In post","2022","White","Surrey, East and West Sussex","Brighton and Hove","G6","15","15","[c]","[c]"
"In post","2022","White","Surrey, East and West Sussex","Brighton and Hove","G7","60","60","59380","59570"
"In post","2022","White","Surrey, East and West Sussex","Brighton and Hove","HEO","35","30","33960","34110"
"In post","2022","White","Surrey, East and West Sussex","Brighton and Hove","SCS level","5","5","[c]","[c]"
"In post","2022","White","Surrey, East and West Sussex","Brighton and Hove","SEO","30","25","[c]","[c]"
"In post","2022","White","Surrey, East and West Sussex","Brighton and Hove","Unknown","95","85","31200","28200"
"In post","2022","White","Surrey, East and West Sussex","East Surrey","AA","65","60","24660","24950"
"In post","2022","White","Surrey, East and West Sussex","East Surrey","AO","300","280","31670","33890"
"In post","2022","White","Surrey, East and West Sussex","East Surrey","EO","130","120","32270","30220"
"In post","2022","White","Surrey, East and West Sussex","East Surrey","G6","5","5","[c]","[c]"
"In post","2022","White","Surrey, East and West Sussex","East Surrey","G7","15","15","[c]","[c]"
"In post","2022","White","Surrey, East and West Sussex","East Surrey","HEO","70","65","37930","39000"
"In post","2022","White","Surrey, East and West Sussex","East Surrey","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Surrey, East and West Sussex","East Surrey","SEO","50","45","49380","48450"
"In post","2022","White","Surrey, East and West Sussex","East Surrey","Unknown","40","35","31740","30810"
"In post","2022","White","Surrey, East and West Sussex","East Sussex CC","AA","65","55","20550","20890"
"In post","2022","White","Surrey, East and West Sussex","East Sussex CC","AO","665","595","22890","21260"
"In post","2022","White","Surrey, East and West Sussex","East Sussex CC","EO","555","500","27430","27570"
"In post","2022","White","Surrey, East and West Sussex","East Sussex CC","G6","20","20","[c]","[c]"
"In post","2022","White","Surrey, East and West Sussex","East Sussex CC","G7","30","30","53460","50270"
"In post","2022","White","Surrey, East and West Sussex","East Sussex CC","HEO","125","120","32790","31990"
"In post","2022","White","Surrey, East and West Sussex","East Sussex CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Surrey, East and West Sussex","East Sussex CC","SEO","80","75","42500","40480"
"In post","2022","White","Surrey, East and West Sussex","East Sussex CC","Unknown","70","65","29690","28380"
"In post","2022","White","Surrey, East and West Sussex","West Surrey","AA","105","95","20850","20770"
"In post","2022","White","Surrey, East and West Sussex","West Surrey","AO","465","440","26450","24370"
"In post","2022","White","Surrey, East and West Sussex","West Surrey","EO","380","355","29300","28740"
"In post","2022","White","Surrey, East and West Sussex","West Surrey","G6","55","55","69020","66470"
"In post","2022","White","Surrey, East and West Sussex","West Surrey","G7","130","125","55000","53870"
"In post","2022","White","Surrey, East and West Sussex","West Surrey","HEO","235","225","34240","33300"
"In post","2022","White","Surrey, East and West Sussex","West Surrey","SCS level","10","10","[c]","[c]"
"In post","2022","White","Surrey, East and West Sussex","West Surrey","SEO","195","180","42280","40200"
"In post","2022","White","Surrey, East and West Sussex","West Surrey","Unknown","120","110","31390","30210"
"In post","2022","White","Surrey, East and West Sussex","West Sussex (North East)","AA","10","10","[c]","[c]"
"In post","2022","White","Surrey, East and West Sussex","West Sussex (North East)","AO","75","65","23100","22610"
"In post","2022","White","Surrey, East and West Sussex","West Sussex (North East)","EO","495","435","28090","27570"
"In post","2022","White","Surrey, East and West Sussex","West Sussex (North East)","G6","10","10","[c]","[c]"
"In post","2022","White","Surrey, East and West Sussex","West Sussex (North East)","G7","40","40","55620","54590"
"In post","2022","White","Surrey, East and West Sussex","West Sussex (North East)","HEO","130","120","35030","32650"
"In post","2022","White","Surrey, East and West Sussex","West Sussex (North East)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Surrey, East and West Sussex","West Sussex (North East)","SEO","55","55","41600","39350"
"In post","2022","White","Surrey, East and West Sussex","West Sussex (North East)","Unknown","35","30","30260","28200"
"In post","2022","White","Surrey, East and West Sussex","West Sussex (South West)","AA","30","25","[c]","[c]"
"In post","2022","White","Surrey, East and West Sussex","West Sussex (South West)","AO","250","220","22630","21680"
"In post","2022","White","Surrey, East and West Sussex","West Sussex (South West)","EO","365","325","27760","27570"
"In post","2022","White","Surrey, East and West Sussex","West Sussex (South West)","G6","20","20","[c]","[c]"
"In post","2022","White","Surrey, East and West Sussex","West Sussex (South West)","G7","70","70","54070","55210"
"In post","2022","White","Surrey, East and West Sussex","West Sussex (South West)","HEO","160","150","33690","33370"
"In post","2022","White","Surrey, East and West Sussex","West Sussex (South West)","SCS level","10","10","[c]","[c]"
"In post","2022","White","Surrey, East and West Sussex","West Sussex (South West)","SEO","120","110","41700","40520"
"In post","2022","White","Surrey, East and West Sussex","West Sussex (South West)","Unknown","60","55","30280","28200"
"In post","2022","White","Tees Valley and Durham","Darlington","AA","[c]","[c]","[c]","[c]"
"In post","2022","White","Tees Valley and Durham","Darlington","AO","80","70","21490","21250"
"In post","2022","White","Tees Valley and Durham","Darlington","EO","180","165","26220","26000"
"In post","2022","White","Tees Valley and Durham","Darlington","G6","55","55","62450","61350"
"In post","2022","White","Tees Valley and Durham","Darlington","G7","190","185","51360","50130"
"In post","2022","White","Tees Valley and Durham","Darlington","HEO","240","235","30470","30090"
"In post","2022","White","Tees Valley and Durham","Darlington","SCS level","20","20","[c]","[c]"
"In post","2022","White","Tees Valley and Durham","Darlington","SEO","255","240","37700","36780"
"In post","2022","White","Tees Valley and Durham","Darlington","Unknown","55","55","26530","24090"
"In post","2022","White","Tees Valley and Durham","Durham","AA","295","260","20530","20890"
"In post","2022","White","Tees Valley and Durham","Durham","AO","2275","1990","24170","22040"
"In post","2022","White","Tees Valley and Durham","Durham","EO","1155","1040","27750","27130"
"In post","2022","White","Tees Valley and Durham","Durham","G6","35","35","70520","67140"
"In post","2022","White","Tees Valley and Durham","Durham","G7","110","110","55890","54760"
"In post","2022","White","Tees Valley and Durham","Durham","HEO","455","430","33570","33840"
"In post","2022","White","Tees Valley and Durham","Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Tees Valley and Durham","Durham","SEO","285","270","43340","40860"
"In post","2022","White","Tees Valley and Durham","Durham","Unknown","190","185","30880","30210"
"In post","2022","White","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","AA","110","100","21100","20890"
"In post","2022","White","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","AO","610","545","24280","23140"
"In post","2022","White","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","EO","435","395","28130","27570"
"In post","2022","White","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","G7","15","15","[c]","[c]"
"In post","2022","White","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","HEO","95","90","34270","33250"
"In post","2022","White","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","SEO","50","50","45750","44630"
"In post","2022","White","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Unknown","130","130","30710","28200"
"In post","2022","White","Tees Valley and Durham","South Teesside","AA","20","15","[c]","[c]"
"In post","2022","White","Tees Valley and Durham","South Teesside","AO","320","290","21200","21260"
"In post","2022","White","Tees Valley and Durham","South Teesside","EO","370","330","27020","27570"
"In post","2022","White","Tees Valley and Durham","South Teesside","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","Tees Valley and Durham","South Teesside","G7","40","35","53130","51830"
"In post","2022","White","Tees Valley and Durham","South Teesside","HEO","70","70","31990","31990"
"In post","2022","White","Tees Valley and Durham","South Teesside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Tees Valley and Durham","South Teesside","SEO","30","25","[c]","[c]"
"In post","2022","White","Tees Valley and Durham","South Teesside","Unknown","130","115","29310","28200"
"In post","2022","White","Unknown","Unknown","AA","15","15","[c]","[c]"
"In post","2022","White","Unknown","Unknown","AO","100","90","21730","21260"
"In post","2022","White","Unknown","Unknown","EO","230","220","27780","27570"
"In post","2022","White","Unknown","Unknown","G6","20","15","[c]","[c]"
"In post","2022","White","Unknown","Unknown","G7","75","75","53070","52000"
"In post","2022","White","Unknown","Unknown","HEO","170","165","35510","33300"
"In post","2022","White","Unknown","Unknown","SCS level","15","10","[c]","[c]"
"In post","2022","White","Unknown","Unknown","SEO","80","75","40760","40250"
"In post","2022","White","Unknown","Unknown","Unknown","80","80","29620","27370"
"In post","2022","White","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA","275","250","20340","19810"
"In post","2022","White","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AO","755","715","29000","25680"
"In post","2022","White","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","390","365","30780","27570"
"In post","2022","White","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6","10","10","[c]","[c]"
"In post","2022","White","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G7","35","35","60180","57140"
"In post","2022","White","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","HEO","195","195","38800","35800"
"In post","2022","White","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO","100","100","45520","42120"
"In post","2022","White","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","60","60","39060","39860"
"In post","2022","White","West Central Scotland","Glasgow City","AA","480","455","21430","21050"
"In post","2022","White","West Central Scotland","Glasgow City","AO","2370","2125","21600","21260"
"In post","2022","White","West Central Scotland","Glasgow City","EO","2700","2500","27410","27570"
"In post","2022","White","West Central Scotland","Glasgow City","G6","380","370","71240","70480"
"In post","2022","White","West Central Scotland","Glasgow City","G7","885","860","56350","55210"
"In post","2022","White","West Central Scotland","Glasgow City","HEO","1865","1785","33280","33080"
"In post","2022","White","West Central Scotland","Glasgow City","SCS level","70","70","85340","82500"
"In post","2022","White","West Central Scotland","Glasgow City","SEO","1355","1315","43120","40810"
"In post","2022","White","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","AA","10","10","[c]","[c]"
"In post","2022","White","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","AO","215","180","21890","21260"
"In post","2022","White","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","EO","385","350","28680","27570"
"In post","2022","White","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","G6","10","10","[c]","[c]"
"In post","2022","White","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","G7","25","20","[c]","[c]"
"In post","2022","White","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","HEO","95","95","35170","34290"
"In post","2022","White","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","SEO","70","65","47730","45480"
"In post","2022","White","West Central Scotland","North Lanarkshire","AA","10","5","[c]","[c]"
"In post","2022","White","West Central Scotland","North Lanarkshire","AO","990","820","21510","21260"
"In post","2022","White","West Central Scotland","North Lanarkshire","EO","620","560","27840","27570"
"In post","2022","White","West Central Scotland","North Lanarkshire","G6","15","15","[c]","[c]"
"In post","2022","White","West Central Scotland","North Lanarkshire","G7","50","50","55460","54690"
"In post","2022","White","West Central Scotland","North Lanarkshire","HEO","270","250","33740","33370"
"In post","2022","White","West Central Scotland","North Lanarkshire","SCS level","5","5","[c]","[c]"
"In post","2022","White","West Central Scotland","North Lanarkshire","SEO","130","125","42700","40520"
"In post","2022","White","West Midlands","Birmingham","AA","120","110","20040","19200"
"In post","2022","White","West Midlands","Birmingham","AO","1190","1075","22340","21260"
"In post","2022","White","West Midlands","Birmingham","EO","1610","1480","27470","27570"
"In post","2022","White","West Midlands","Birmingham","G6","200","190","69020","67910"
"In post","2022","White","West Midlands","Birmingham","G7","650","620","54270","55210"
"In post","2022","White","West Midlands","Birmingham","HEO","1120","1065","33630","33370"
"In post","2022","White","West Midlands","Birmingham","SCS level","65","60","98810","95000"
"In post","2022","White","West Midlands","Birmingham","SEO","770","740","41420","40520"
"In post","2022","White","West Midlands","Birmingham","Unknown","275","260","30840","28200"
"In post","2022","White","West Midlands","Coventry","AA","20","15","[c]","[c]"
"In post","2022","White","West Midlands","Coventry","AO","165","150","21510","21260"
"In post","2022","White","West Midlands","Coventry","EO","295","265","27270","27130"
"In post","2022","White","West Midlands","Coventry","G6","125","120","64200","61960"
"In post","2022","White","West Midlands","Coventry","G7","295","290","50670","50130"
"In post","2022","White","West Midlands","Coventry","HEO","295","280","31400","30350"
"In post","2022","White","West Midlands","Coventry","SCS level","40","40","88730","80800"
"In post","2022","White","West Midlands","Coventry","SEO","310","300","38700","37100"
"In post","2022","White","West Midlands","Coventry","Unknown","55","55","29640","28200"
"In post","2022","White","West Midlands","Dudley","AA","15","10","[c]","[c]"
"In post","2022","White","West Midlands","Dudley","AO","320","265","21180","21260"
"In post","2022","White","West Midlands","Dudley","EO","350","300","27350","27570"
"In post","2022","White","West Midlands","Dudley","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","West Midlands","Dudley","G7","10","10","[c]","[c]"
"In post","2022","White","West Midlands","Dudley","HEO","50","45","32960","32220"
"In post","2022","White","West Midlands","Dudley","SEO","25","20","[c]","[c]"
"In post","2022","White","West Midlands","Dudley","Unknown","40","40","29430","28200"
"In post","2022","White","West Midlands","Sandwell","AA","[c]","[c]","[c]","[c]"
"In post","2022","White","West Midlands","Sandwell","AO","20","20","[c]","[c]"
"In post","2022","White","West Midlands","Sandwell","EO","140","125","27270","27570"
"In post","2022","White","West Midlands","Sandwell","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","West Midlands","Sandwell","G7","5","5","[c]","[c]"
"In post","2022","White","West Midlands","Sandwell","HEO","25","25","[c]","[c]"
"In post","2022","White","West Midlands","Sandwell","SEO","5","5","[c]","[c]"
"In post","2022","White","West Midlands","Sandwell","Unknown","35","35","30930","29200"
"In post","2022","White","West Midlands","Solihull","AA","5","5","[c]","[c]"
"In post","2022","White","West Midlands","Solihull","AO","85","75","21600","21680"
"In post","2022","White","West Midlands","Solihull","EO","245","220","26620","26160"
"In post","2022","White","West Midlands","Solihull","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","West Midlands","Solihull","G7","25","25","[c]","[c]"
"In post","2022","White","West Midlands","Solihull","HEO","105","100","31780","30980"
"In post","2022","White","West Midlands","Solihull","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","West Midlands","Solihull","SEO","55","55","38580","37560"
"In post","2022","White","West Midlands","Solihull","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","West Midlands","Walsall","AA","10","5","[c]","[c]"
"In post","2022","White","West Midlands","Walsall","AO","170","140","21070","21260"
"In post","2022","White","West Midlands","Walsall","EO","165","140","27280","27570"
"In post","2022","White","West Midlands","Walsall","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","West Midlands","Walsall","G7","10","10","[c]","[c]"
"In post","2022","White","West Midlands","Walsall","HEO","20","20","[c]","[c]"
"In post","2022","White","West Midlands","Walsall","SEO","5","5","[c]","[c]"
"In post","2022","White","West Midlands","Walsall","Unknown","45","40","29000","28200"
"In post","2022","White","West Midlands","Wolverhampton","AA","15","15","[c]","[c]"
"In post","2022","White","West Midlands","Wolverhampton","AO","180","145","20980","21260"
"In post","2022","White","West Midlands","Wolverhampton","EO","245","215","27230","27570"
"In post","2022","White","West Midlands","Wolverhampton","G6","5","5","[c]","[c]"
"In post","2022","White","West Midlands","Wolverhampton","G7","35","35","49720","48200"
"In post","2022","White","West Midlands","Wolverhampton","HEO","65","65","31210","30320"
"In post","2022","White","West Midlands","Wolverhampton","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","West Midlands","Wolverhampton","SEO","35","30","38670","36340"
"In post","2022","White","West Midlands","Wolverhampton","Unknown","80","70","28650","28200"
"In post","2022","White","West Wales and The Valleys","Bridgend and Neath Port Talbot","AA","5","5","[c]","[c]"
"In post","2022","White","West Wales and The Valleys","Bridgend and Neath Port Talbot","AO","235","200","21140","21260"
"In post","2022","White","West Wales and The Valleys","Bridgend and Neath Port Talbot","EO","260","235","28170","27570"
"In post","2022","White","West Wales and The Valleys","Bridgend and Neath Port Talbot","G6","5","5","[c]","[c]"
"In post","2022","White","West Wales and The Valleys","Bridgend and Neath Port Talbot","G7","10","10","[c]","[c]"
"In post","2022","White","West Wales and The Valleys","Bridgend and Neath Port Talbot","HEO","60","55","36030","34290"
"In post","2022","White","West Wales and The Valleys","Bridgend and Neath Port Talbot","SEO","35","30","40270","37910"
"In post","2022","White","West Wales and The Valleys","Bridgend and Neath Port Talbot","Unknown","65","60","30920","28200"
"In post","2022","White","West Wales and The Valleys","Central Valleys","AA","5","5","[c]","[c]"
"In post","2022","White","West Wales and The Valleys","Central Valleys","AO","490","430","21670","21260"
"In post","2022","White","West Wales and The Valleys","Central Valleys","EO","980","900","27670","27570"
"In post","2022","White","West Wales and The Valleys","Central Valleys","G6","40","40","72770","75480"
"In post","2022","White","West Wales and The Valleys","Central Valleys","G7","105","100","59230","61440"
"In post","2022","White","West Wales and The Valleys","Central Valleys","HEO","340","325","36030","38160"
"In post","2022","White","West Wales and The Valleys","Central Valleys","SCS level","20","15","[c]","[c]"
"In post","2022","White","West Wales and The Valleys","Central Valleys","SEO","200","195","44890","47470"
"In post","2022","White","West Wales and The Valleys","Central Valleys","Unknown","110","105","29790","28200"
"In post","2022","White","West Wales and The Valleys","Conwy and Denbighshire","AA","10","10","[c]","[c]"
"In post","2022","White","West Wales and The Valleys","Conwy and Denbighshire","AO","100","90","23110","24630"
"In post","2022","White","West Wales and The Valleys","Conwy and Denbighshire","EO","175","165","27840","27570"
"In post","2022","White","West Wales and The Valleys","Conwy and Denbighshire","G6","20","20","[c]","[c]"
"In post","2022","White","West Wales and The Valleys","Conwy and Denbighshire","G7","55","50","58940","61440"
"In post","2022","White","West Wales and The Valleys","Conwy and Denbighshire","HEO","125","120","37040","38160"
"In post","2022","White","West Wales and The Valleys","Conwy and Denbighshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","West Wales and The Valleys","Conwy and Denbighshire","SEO","105","100","45870","47470"
"In post","2022","White","West Wales and The Valleys","Conwy and Denbighshire","Unknown","70","65","28750","26310"
"In post","2022","White","West Wales and The Valleys","Gwent Valleys","AA","[c]","[c]","[c]","[c]"
"In post","2022","White","West Wales and The Valleys","Gwent Valleys","AO","220","185","21800","21260"
"In post","2022","White","West Wales and The Valleys","Gwent Valleys","EO","405","370","27640","27570"
"In post","2022","White","West Wales and The Valleys","Gwent Valleys","G6","15","15","[c]","[c]"
"In post","2022","White","West Wales and The Valleys","Gwent Valleys","G7","25","25","[c]","[c]"
"In post","2022","White","West Wales and The Valleys","Gwent Valleys","HEO","85","80","35570","35180"
"In post","2022","White","West Wales and The Valleys","Gwent Valleys","SCS level","5","5","[c]","[c]"
"In post","2022","White","West Wales and The Valleys","Gwent Valleys","SEO","60","55","44190","47470"
"In post","2022","White","West Wales and The Valleys","Gwent Valleys","Unknown","85","80","29410","28200"
"In post","2022","White","West Wales and The Valleys","Gwynedd","AA","[c]","[c]","[c]","[c]"
"In post","2022","White","West Wales and The Valleys","Gwynedd","AO","335","305","21600","21260"
"In post","2022","White","West Wales and The Valleys","Gwynedd","EO","170","155","27640","27570"
"In post","2022","White","West Wales and The Valleys","Gwynedd","G6","10","10","[c]","[c]"
"In post","2022","White","West Wales and The Valleys","Gwynedd","G7","10","10","[c]","[c]"
"In post","2022","White","West Wales and The Valleys","Gwynedd","HEO","50","50","34380","34290"
"In post","2022","White","West Wales and The Valleys","Gwynedd","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","West Wales and The Valleys","Gwynedd","SEO","25","25","[c]","[c]"
"In post","2022","White","West Wales and The Valleys","Gwynedd","Unknown","60","55","28380","24800"
"In post","2022","White","West Wales and The Valleys","Isle of Anglesey","AA","5","5","[c]","[c]"
"In post","2022","White","West Wales and The Valleys","Isle of Anglesey","AO","50","45","22480","21380"
"In post","2022","White","West Wales and The Valleys","Isle of Anglesey","EO","100","90","26850","27370"
