"Status","Year","Organisation","Profession_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","East Wales","Flintshire and Wrexham","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Inner London - West","Westminster","25","25","45220","39750"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","North Yorkshire","York","20","20","34430","32050"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Northumberland, and Tyne and Wear","Tyneside","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","West Yorkshire","Wakefield","20","20","38230","34730"
"In post","2022","Crown Prosecution Service","Finance","Bedfordshire and Hertfordshire","Hertfordshire CC","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Derbyshire and Nottinghamshire","Nottingham","30","30","24560","22200"
"In post","2022","Crown Prosecution Service","Finance","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","East Anglia","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Greater Manchester","Manchester","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Inner London - West","Westminster","30","30","35800","31560"
"In post","2022","Crown Prosecution Service","Finance","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Merseyside","Liverpool","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","North Yorkshire","York","20","20","36450","31730"
"In post","2022","Crown Prosecution Service","Finance","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","South Yorkshire","Sheffield","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","West Midlands","Birmingham","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","West Yorkshire","Wakefield","25","25","25310","25480"
"In post","2022","Crown Prosecution Service","Human Resources","Derbyshire and Nottinghamshire","Nottingham","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Inner London - West","Westminster","55","55","42200","33930"
"In post","2022","Crown Prosecution Service","Human Resources","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Merseyside","Liverpool","45","45","31990","30130"
"In post","2022","Crown Prosecution Service","Human Resources","North Yorkshire","York","30","30","37800","30930"
"In post","2022","Crown Prosecution Service","Human Resources","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","West Midlands","Birmingham","10","10","34180","30130"
"In post","2022","Crown Prosecution Service","Human Resources","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","West Yorkshire","Wakefield","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","Greater Manchester","Manchester","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","Inner London - West","Westminster","15","15","44250","39750"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Bedfordshire and Hertfordshire","Hertfordshire CC","100","90","56640","60710"
"In post","2022","Crown Prosecution Service","Legal","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","65","60","56340","54150"
"In post","2022","Crown Prosecution Service","Legal","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Cheshire","Warrington","15","10","67600","60930"
"In post","2022","Crown Prosecution Service","Legal","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","15","15","51110","52410"
"In post","2022","Crown Prosecution Service","Legal","Cumbria","East Cumbria","15","15","52480","52830"
"In post","2022","Crown Prosecution Service","Legal","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Derbyshire and Nottinghamshire","Nottingham","130","125","51330","48830"
"In post","2022","Crown Prosecution Service","Legal","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Devon","Devon CC","55","50","50790","54200"
"In post","2022","Crown Prosecution Service","Legal","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","East Anglia","Cambridgeshire CC","10","10","43730","48080"
"In post","2022","Crown Prosecution Service","Legal","East Anglia","Norwich and East Norfolk","20","20","54080","55610"
"In post","2022","Crown Prosecution Service","Legal","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","East Anglia","Suffolk CC","20","15","51670","55610"
"In post","2022","Crown Prosecution Service","Legal","East Wales","Cardiff and Vale of Glamorgan","110","100","53290","54200"
"In post","2022","Crown Prosecution Service","Legal","East Wales","Flintshire and Wrexham","45","40","49840","49580"
"In post","2022","Crown Prosecution Service","Legal","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","35","35","54080","55610"
"In post","2022","Crown Prosecution Service","Legal","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Essex","Heart of Essex","105","95","54050","53050"
"In post","2022","Crown Prosecution Service","Legal","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","90","85","52660","51470"
"In post","2022","Crown Prosecution Service","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Greater Manchester","Manchester","180","170","53200","55610"
"In post","2022","Crown Prosecution Service","Legal","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Hampshire and Isle of Wight","Portsmouth","55","50","56600","60710"
"In post","2022","Crown Prosecution Service","Legal","Hampshire and Isle of Wight","South Hampshire","75","70","56860","53360"
"In post","2022","Crown Prosecution Service","Legal","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Inner London - West","Westminster","745","705","59740","60710"
"In post","2022","Crown Prosecution Service","Legal","Kent","East Kent","55","50","54530","53050"
"In post","2022","Crown Prosecution Service","Legal","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Lancashire","Mid Lancashire","90","85","52010","54200"
"In post","2022","Crown Prosecution Service","Legal","Leicestershire, Rutland and Northamptonshire","Leicester","70","65","50670","49960"
"In post","2022","Crown Prosecution Service","Legal","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","10","10","48820","48080"
"In post","2022","Crown Prosecution Service","Legal","Lincolnshire","Lincolnshire CC","15","15","53290","55610"
"In post","2022","Crown Prosecution Service","Legal","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Merseyside","Liverpool","150","140","51330","51470"
"In post","2022","Crown Prosecution Service","Legal","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","North Yorkshire","York","25","25","66220","66960"
"In post","2022","Crown Prosecution Service","Legal","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Northumberland, and Tyne and Wear","Tyneside","110","105","52560","52650"
"In post","2022","Crown Prosecution Service","Legal","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Outer London - South","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Shropshire and Staffordshire","Stoke-on-Trent","35","30","54840","51470"
"In post","2022","Crown Prosecution Service","Legal","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","South Yorkshire","Sheffield","50","45","50010","48830"
"In post","2022","Crown Prosecution Service","Legal","Surrey, East and West Sussex","Brighton and Hove","60","55","55870","56780"
"In post","2022","Crown Prosecution Service","Legal","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Surrey, East and West Sussex","West Surrey","40","35","55770","53910"
"In post","2022","Crown Prosecution Service","Legal","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Tees Valley and Durham","South Teesside","40","40","52690","55610"
"In post","2022","Crown Prosecution Service","Legal","West Midlands","Birmingham","265","250","52490","51470"
"In post","2022","Crown Prosecution Service","Legal","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","West Wales and The Valleys","Swansea","45","40","51570","53350"
"In post","2022","Crown Prosecution Service","Legal","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","West Yorkshire","Calderdale and Kirklees","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","West Yorkshire","Leeds","210","200","51090","49580"
"In post","2022","Crown Prosecution Service","Legal","West Yorkshire","Wakefield","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Bedfordshire and Hertfordshire","Hertfordshire CC","70","60","26330","24590"
"In post","2022","Crown Prosecution Service","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","55","50","28270","26970"
"In post","2022","Crown Prosecution Service","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Cheshire","Warrington","10","10","29850","28430"
"In post","2022","Crown Prosecution Service","Operational Delivery","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","10","10","24280","22960"
"In post","2022","Crown Prosecution Service","Operational Delivery","Cumbria","East Cumbria","15","10","23340","22200"
"In post","2022","Crown Prosecution Service","Operational Delivery","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Derbyshire and Nottinghamshire","Nottingham","120","110","26020","25480"
"In post","2022","Crown Prosecution Service","Operational Delivery","Devon","Devon CC","35","35","26540","25480"
"In post","2022","Crown Prosecution Service","Operational Delivery","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","East Anglia","Norwich and East Norfolk","45","40","26750","23720"
"In post","2022","Crown Prosecution Service","Operational Delivery","East Anglia","Suffolk CC","15","15","27950","25820"
"In post","2022","Crown Prosecution Service","Operational Delivery","East Wales","Cardiff and Vale of Glamorgan","100","90","26020","25480"
"In post","2022","Crown Prosecution Service","Operational Delivery","East Wales","Flintshire and Wrexham","30","30","26280","25480"
"In post","2022","Crown Prosecution Service","Operational Delivery","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","35","35","24870","23720"
"In post","2022","Crown Prosecution Service","Operational Delivery","Essex","Heart of Essex","85","80","28110","26970"
"In post","2022","Crown Prosecution Service","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","65","60","26870","25480"
"In post","2022","Crown Prosecution Service","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Greater Manchester","Manchester","160","145","26530","25820"
"In post","2022","Crown Prosecution Service","Operational Delivery","Hampshire and Isle of Wight","Portsmouth","50","50","26020","23770"
"In post","2022","Crown Prosecution Service","Operational Delivery","Hampshire and Isle of Wight","South Hampshire","65","60","30360","26970"
"In post","2022","Crown Prosecution Service","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Inner London - East","Haringey and Islington","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Inner London - East","Lewisham and Southwark","15","15","25770","24590"
"In post","2022","Crown Prosecution Service","Operational Delivery","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Inner London - West","Westminster","670","630","28610","27050"
"In post","2022","Crown Prosecution Service","Operational Delivery","Kent","East Kent","70","65","27470","24590"
"In post","2022","Crown Prosecution Service","Operational Delivery","Kent","Mid Kent","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Lancashire","Mid Lancashire","80","75","26840","25950"
"In post","2022","Crown Prosecution Service","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Leicester","55","50","25890","23720"
"In post","2022","Crown Prosecution Service","Operational Delivery","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Merseyside","Liverpool","170","160","26100","25480"
"In post","2022","Crown Prosecution Service","Operational Delivery","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","North Yorkshire","York","30","30","31280","26220"
"In post","2022","Crown Prosecution Service","Operational Delivery","Northumberland, and Tyne and Wear","Tyneside","115","105","26360","23720"
"In post","2022","Crown Prosecution Service","Operational Delivery","Outer London - East and North East","Bexley and Greenwich","10","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Outer London - East and North East","Redbridge and Waltham Forest","10","10","23380","24590"
"In post","2022","Crown Prosecution Service","Operational Delivery","Outer London - South","Croydon","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Outer London - South","Merton, Kingston upon Thames and Sutton","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Outer London - West and North West","Harrow and Hillingdon","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Outer London - West and North West","Hounslow and Richmond upon Thames","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Shropshire and Staffordshire","Stoke-on-Trent","25","20","24440","22200"
"In post","2022","Crown Prosecution Service","Operational Delivery","South Yorkshire","Sheffield","80","70","25610","23720"
"In post","2022","Crown Prosecution Service","Operational Delivery","Surrey, East and West Sussex","Brighton and Hove","60","55","27960","26970"
"In post","2022","Crown Prosecution Service","Operational Delivery","Surrey, East and West Sussex","West Surrey","25","25","27740","27050"
"In post","2022","Crown Prosecution Service","Operational Delivery","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","Tees Valley and Durham","South Teesside","40","35","25750","24600"
"In post","2022","Crown Prosecution Service","Operational Delivery","West Midlands","Birmingham","205","195","26140","25480"
"In post","2022","Crown Prosecution Service","Operational Delivery","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
