"Status","Year","Ethnicity","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Bedford","Female","60","55","27120","27570"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Bedford","Male","30","25","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Bedford","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Central Bedfordshire","Male","10","10","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Hertfordshire CC","Female","245","230","35350","29610"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Hertfordshire CC","Male","125","125","35710","30940"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Hertfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Luton","Female","65","55","25810","25740"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Luton","Male","45","45","27350","27140"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Female","210","185","30050","29290"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Male","105","105","31320","29290"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Female","60","55","30070","27780"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Male","40","40","33270","28410"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Female","60","50","29320","27570"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Male","65","65","33270","28150"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Female","40","35","33930","27630"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Male","50","50","30740","27570"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Cheshire East","Female","20","15","[c]","[c]"
"In post","2022","Asian","Cheshire","Cheshire East","Male","25","25","[c]","[c]"
"In post","2022","Asian","Cheshire","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
