"Status","Year","Age","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Mixed","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Internal Audit","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","Attorney General's Departments","10","10","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Department for Levelling Up, Housing and Communities","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Department for Transport","10","10","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Department for Work and Pensions","80","65","28070","27570"
"In post","2022","60-64","Mixed","No function","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","HM Revenue and Customs","25","20","[c]","[c]"
"In post","2022","60-64","Mixed","No function","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Ministry of Justice","85","75","31160","27980"
"In post","2022","60-64","Mixed","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","No function","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","Ministry of Defence","10","10","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Property","Department for Transport","[c]","[c]","[c]","[c]"
