"Status","Year","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Digital, Data & Technology","EO","EO","Female","90","[c]","27340","26720"
"Leaver CS","2022","Digital, Data & Technology","EO","EO","Male","140","[c]","27360","27130"
"Leaver CS","2022","Digital, Data & Technology","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","G6","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","G6","Male","60","[c]","69320","68790"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","G7","Female","85","[c]","54090","54540"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","G7","Male","215","[c]","55830","54700"
"Leaver CS","2022","Digital, Data & Technology","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS level","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","HEO","Female","100","[c]","33460","33300"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","HEO","Male","210","[c]","34240","33820"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","SEO","Female","80","[c]","40750","40290"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","SEO","Male","240","[c]","41890","40600"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","AO","Female","35","[c]","22130","21740"
"Leaver CS","2022","Finance","AA/AO","AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","EO","Female","50","[c]","26900","26670"
"Leaver CS","2022","Finance","EO","EO","Male","45","[c]","26700","26670"
"Leaver CS","2022","Finance","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","G7","Male","40","[c]","54270","55000"
"Leaver CS","2022","Finance","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","HEO","Female","55","[c]","33970","33300"
"Leaver CS","2022","Finance","SEO/HEO","HEO","Male","55","[c]","35010","34040"
"Leaver CS","2022","Finance","SEO/HEO","SEO","Female","50","[c]","42260","41750"
"Leaver CS","2022","Finance","SEO/HEO","SEO","Male","55","[c]","42580","41720"
"Leaver CS","2022","Finance","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","AA/AO","AO","Female","45","[c]","21210","21300"
"Leaver CS","2022","Grants Management","AA/AO","AO","Male","45","[c]","21160","21300"
"Leaver CS","2022","Grants Management","EO","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","EO","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","AO","Female","90","[c]","21620","21170"
"Leaver CS","2022","Human Resources","AA/AO","AO","Male","35","[c]","22020","21170"
"Leaver CS","2022","Human Resources","EO","EO","Female","120","[c]","26640","27410"
"Leaver CS","2022","Human Resources","EO","EO","Male","55","[c]","26910","27570"
"Leaver CS","2022","Human Resources","G6/G7","G6","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","G7","Female","45","[c]","54920","54700"
"Leaver CS","2022","Human Resources","G6/G7","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","HEO","Female","80","[c]","32980","33300"
"Leaver CS","2022","Human Resources","SEO/HEO","HEO","Male","45","[c]","34090","34290"
"Leaver CS","2022","Human Resources","SEO/HEO","SEO","Female","75","[c]","41500","40250"
"Leaver CS","2022","Human Resources","SEO/HEO","SEO","Male","40","[c]","42040","41330"
"Leaver CS","2022","Human Resources","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","AO","Female","105","[c]","22150","22200"
"Leaver CS","2022","Legal","AA/AO","AO","Male","35","[c]","22280","22200"
"Leaver CS","2022","Legal","EO","EO","Female","65","[c]","28060","27460"
"Leaver CS","2022","Legal","EO","EO","Male","35","[c]","28340","27350"
"Leaver CS","2022","Legal","G6/G7","G6","Female","45","[c]","70090","69780"
"Leaver CS","2022","Legal","G6/G7","G6","Male","30","[c]","70190","68720"
"Leaver CS","2022","Legal","G6/G7","G7","Female","150","[c]","55720","55000"
"Leaver CS","2022","Legal","G6/G7","G7","Male","120","[c]","56080","55000"
"Leaver CS","2022","Legal","SCS level","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","HEO","Female","40","[c]","36960","38000"
"Leaver CS","2022","Legal","SEO/HEO","HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","SEO","Female","30","[c]","45630","41750"
"Leaver CS","2022","Legal","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","AA","Female","930","[c]","18910","18710"
"Leaver CS","2022","No function","AA/AO","AA","Male","845","[c]","18990","18440"
"Leaver CS","2022","No function","AA/AO","AO","Female","4570","[c]","21420","21260"
"Leaver CS","2022","No function","AA/AO","AO","Male","4155","[c]","21750","21260"
"Leaver CS","2022","No function","EO","EO","Female","3705","[c]","27720","27570"
"Leaver CS","2022","No function","EO","EO","Male","2530","[c]","28150","27570"
"Leaver CS","2022","No function","G6/G7","G6","Female","250","[c]","69830","66900"
"Leaver CS","2022","No function","G6/G7","G6","Male","230","[c]","69440","66930"
"Leaver CS","2022","No function","G6/G7","G7","Female","705","[c]","54620","53360"
"Leaver CS","2022","No function","G6/G7","G7","Male","585","[c]","56320","54270"
"Leaver CS","2022","No function","SCS level","SCS level","Female","190","[c]","96710","93740"
"Leaver CS","2022","No function","SCS level","SCS level","Male","180","[c]","96430","92100"
"Leaver CS","2022","No function","SEO/HEO","HEO","Female","1185","[c]","32560","32330"
"Leaver CS","2022","No function","SEO/HEO","HEO","Male","940","[c]","33370","32790"
"Leaver CS","2022","No function","SEO/HEO","SEO","Female","945","[c]","41140","40070"
"Leaver CS","2022","No function","SEO/HEO","SEO","Male","695","[c]","42280","40840"
"Leaver CS","2022","No function","Unknown","Unknown","Female","1365","[c]","34000","30210"
"Leaver CS","2022","No function","Unknown","Unknown","Male","450","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","AA/AO","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","AA/AO","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","AA/AO","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","EO","EO","Female","95","[c]","23900","23500"
"Leaver CS","2022","Project Delivery","EO","EO","Male","135","[c]","22790","22730"
"Leaver CS","2022","Project Delivery","G6/G7","G6","Female","40","[c]","67570","67770"
"Leaver CS","2022","Project Delivery","G6/G7","G6","Male","55","[c]","68590","67650"
"Leaver CS","2022","Project Delivery","G6/G7","G7","Female","65","[c]","53630","54270"
"Leaver CS","2022","Project Delivery","G6/G7","G7","Male","95","[c]","55110","54540"
"Leaver CS","2022","Project Delivery","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SCS level","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SEO/HEO","HEO","Female","110","[c]","31610","32930"
"Leaver CS","2022","Project Delivery","SEO/HEO","HEO","Male","200","[c]","32250","32070"
"Leaver CS","2022","Project Delivery","SEO/HEO","SEO","Female","90","[c]","40180","40000"
"Leaver CS","2022","Project Delivery","SEO/HEO","SEO","Male","200","[c]","41420","40580"
"Leaver CS","2022","Project Delivery","Unknown","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Unknown","Male","95","[c]","38750","39250"
"Leaver CS","2022","Property","AA/AO","AA","Female","50","[c]","19520","19050"
"Leaver CS","2022","Property","AA/AO","AA","Male","60","[c]","19510","19010"
"Leaver CS","2022","Property","AA/AO","AO","Female","85","[c]","21860","22010"
"Leaver CS","2022","Property","AA/AO","AO","Male","55","[c]","22670","22010"
"Leaver CS","2022","Property","EO","EO","Female","40","[c]","26000","26350"
"Leaver CS","2022","Property","EO","EO","Male","55","[c]","25740","26030"
"Leaver CS","2022","Property","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","G7","Male","35","[c]","56020","55680"
"Leaver CS","2022","Property","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SEO/HEO","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","SEO/HEO","HEO","Male","70","[c]","34630","33430"
"Leaver CS","2022","Property","SEO/HEO","SEO","Female","40","[c]","43030","43250"
"Leaver CS","2022","Property","SEO/HEO","SEO","Male","60","[c]","43280","43580"
"Leaver CS","2022","Security","AA/AO","AA","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Security","AA/AO","AA","Male","150","[c]","21280","19810"
"Leaver CS","2022","Security","AA/AO","AO","Female","60","[c]","28530","24610"
"Leaver CS","2022","Security","AA/AO","AO","Male","285","[c]","33040","39070"
"Leaver CS","2022","Security","EO","EO","Female","35","[c]","29660","26670"
"Leaver CS","2022","Security","EO","EO","Male","90","[c]","33780","29250"
"Leaver CS","2022","Security","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","HEO","Female","35","[c]","35770","33300"
"Leaver CS","2022","Security","SEO/HEO","HEO","Male","65","[c]","38540","35060"
"Leaver CS","2022","Security","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","SEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","AA","Female","320","[c]","20410","19810"
"Leaver CS","2022","Unknown","AA/AO","AA","Male","320","[c]","20330","19050"
"Leaver CS","2022","Unknown","AA/AO","AO","Female","2665","[c]","22010","21380"
"Leaver CS","2022","Unknown","AA/AO","AO","Male","1730","[c]","22260","21380"
"Leaver CS","2022","Unknown","EO","EO","Female","1470","[c]","27670","27570"
"Leaver CS","2022","Unknown","EO","EO","Male","1415","[c]","28120","27570"
"Leaver CS","2022","Unknown","G6/G7","G6","Female","115","[c]","72110","73940"
"Leaver CS","2022","Unknown","G6/G7","G6","Male","195","[c]","72420","73410"
"Leaver CS","2022","Unknown","G6/G7","G7","Female","210","[c]","57330","57430"
"Leaver CS","2022","Unknown","G6/G7","G7","Male","315","[c]","58910","58150"
"Leaver CS","2022","Unknown","SCS level","SCS level","Female","60","[c]","94200","84560"
"Leaver CS","2022","Unknown","SCS level","SCS level","Male","80","[c]","100440","95700"
"Leaver CS","2022","Unknown","SEO/HEO","HEO","Female","655","[c]","35470","35070"
"Leaver CS","2022","Unknown","SEO/HEO","HEO","Male","760","[c]","35210","35050"
"Leaver CS","2022","Unknown","SEO/HEO","SEO","Female","350","[c]","42900","42190"
"Leaver CS","2022","Unknown","SEO/HEO","SEO","Male","440","[c]","43600","42710"
"Leaver CS","2022","Unknown","Unknown","Unknown","Female","90","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Male","270","[c]","36440","33570"
"Leaver Dept.","2022","Analysis","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","G6/G7","G6","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","G6/G7","G6","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","G6/G7","G7","Female","55","[c]","55270","54140"
"Leaver Dept.","2022","Analysis","G6/G7","G7","Male","75","[c]","53960","53130"
"Leaver Dept.","2022","Analysis","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SEO/HEO","HEO","Female","85","[c]","32550","32350"
"Leaver Dept.","2022","Analysis","SEO/HEO","HEO","Male","105","[c]","32960","33260"
"Leaver Dept.","2022","Analysis","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SEO/HEO","SEO","Female","60","[c]","41610","42100"
"Leaver Dept.","2022","Analysis","SEO/HEO","SEO","Male","45","[c]","42100","42240"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","EO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","G6","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","G7","Female","40","[c]","51220","52610"
"Leaver Dept.","2022","Commercial","G6/G7","G7","Male","45","[c]","56160","54700"
"Leaver Dept.","2022","Commercial","SCS level","SCS level","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","HEO","Female","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","HEO","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","SEO","Female","95","[c]","40360","40360"
"Leaver Dept.","2022","Commercial","SEO/HEO","SEO","Male","60","[c]","40550","40650"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","EO","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","G6","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","G6","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","G7","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","G7","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","HEO","Female","75","[c]","34170","33960"
"Leaver Dept.","2022","Communications","SEO/HEO","HEO","Male","55","[c]","34250","33780"
"Leaver Dept.","2022","Communications","SEO/HEO","SEO","Female","55","[c]","41010","40600"
"Leaver Dept.","2022","Communications","SEO/HEO","SEO","Male","40","[c]","41380","40910"
"Leaver Dept.","2022","Counter Fraud","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","EO","Female","40","[c]","27740","27570"
"Leaver Dept.","2022","Counter Fraud","EO","EO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","AA/AO","AO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","AA/AO","AO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","EO","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","EO","EO","Female","50","[c]","27310","27430"
"Leaver Dept.","2022","Digital, Data & Technology","EO","EO","Male","45","[c]","27690","26780"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","G6","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","G7","Female","70","[c]","54660","54700"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","G7","Male","90","[c]","55330","54420"
"Leaver Dept.","2022","Digital, Data & Technology","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","HEO","Female","105","[c]","32740","32770"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","HEO","Male","135","[c]","33550","33100"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","SEO","Female","85","[c]","39370","39530"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","SEO","Male","125","[c]","40190","39780"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","EO","Female","65","[c]","26340","26240"
"Leaver Dept.","2022","Finance","EO","EO","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","G6","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","G7","Female","50","[c]","54750","54110"
"Leaver Dept.","2022","Finance","G6/G7","G7","Male","60","[c]","54740","54770"
"Leaver Dept.","2022","Finance","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","HEO","Female","75","[c]","32430","31990"
"Leaver Dept.","2022","Finance","SEO/HEO","HEO","Male","75","[c]","33180","32290"
"Leaver Dept.","2022","Finance","SEO/HEO","SEO","Female","80","[c]","39700","38980"
"Leaver Dept.","2022","Finance","SEO/HEO","SEO","Male","75","[c]","39940","40120"
"Leaver Dept.","2022","Finance","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","AA/AO","AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","EO","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","AO","Female","35","[c]","21680","21170"
"Leaver Dept.","2022","Human Resources","AA/AO","AO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","EO","Female","145","[c]","27000","27500"
"Leaver Dept.","2022","Human Resources","EO","EO","Male","55","[c]","27570","27570"
"Leaver Dept.","2022","Human Resources","G6/G7","G6","Female","40","[c]","65470","64990"
"Leaver Dept.","2022","Human Resources","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","G7","Female","75","[c]","53320","52630"
"Leaver Dept.","2022","Human Resources","G6/G7","G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","HEO","Female","140","[c]","32330","32330"
"Leaver Dept.","2022","Human Resources","SEO/HEO","HEO","Male","50","[c]","32410","32000"
