"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Legal","Tax","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Tax","London","Hackney and Newham","35","35","50560","43810"
"In post","2022","Legal","Tax","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Tax","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Tax","North East (England)","Sunderland","10","10","46380","47340"
"In post","2022","Legal","Tax","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Tax","North West (England)","Greater Manchester South West","25","25","44230","40520"
"In post","2022","Legal","Tax","North West (England)","Manchester","55","55","39090","35980"
"In post","2022","Legal","Tax","North West (England)","Mid Lancashire","10","10","39420","33370"
"In post","2022","Legal","Tax","Northern Ireland","Belfast","10","10","36490","35980"
"In post","2022","Legal","Tax","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Tax","Scotland","Glasgow City","25","25","40470","40520"
"In post","2022","Legal","Tax","South East (England)","Portsmouth","20","20","38780","34420"
"In post","2022","Legal","Tax","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Tax","South West (England)","Bristol, City of","15","15","44920","40520"
"In post","2022","Legal","Tax","Wales","Cardiff and Vale of Glamorgan","25","25","39400","40520"
"In post","2022","Legal","Tax","West Midlands (England)","Birmingham","30","25","37570","33400"
"In post","2022","Legal","Tax","Yorkshire and The Humber","Leeds","55","50","42750","33370"
"In post","2022","Legal","Unknown","East Midlands (England)","Nottingham","5","5","[c]","[c]"
"In post","2022","Legal","Unknown","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","London","Hackney and Newham","85","85","59950","62120"
"In post","2022","Legal","Unknown","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","London","Westminster","60","60","79740","79760"
"In post","2022","Legal","Unknown","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","North West (England)","Greater Manchester South West","10","10","51030","54160"
"In post","2022","Legal","Unknown","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2022","Legal","Unknown","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","South West (England)","Bristol, City of","20","20","47540","52080"
"In post","2022","Legal","Unknown","Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2022","Legal","Unknown","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Yorkshire and The Humber","Leeds","10","10","31470","33370"
"In post","2022","No function","Commercial","East Midlands (England)","Leicester","5","5","[c]","[c]"
"In post","2022","No function","Commercial","East Midlands (England)","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2022","No function","Commercial","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","East Midlands (England)","North Nottinghamshire","5","5","[c]","[c]"
"In post","2022","No function","Commercial","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","East of England","Peterborough","20","20","46470","45790"
"In post","2022","No function","Commercial","East of England","Suffolk CC","5","5","[c]","[c]"
"In post","2022","No function","Commercial","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","London","Croydon","60","60","43710","39440"
"In post","2022","No function","Commercial","London","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","London","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","London","Westminster","105","100","53690","50320"
"In post","2022","No function","Commercial","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","North East (England)","Durham","5","5","[c]","[c]"
"In post","2022","No function","Commercial","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","North West (England)","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2022","No function","Commercial","North West (England)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","North West (England)","East Merseyside","5","5","[c]","[c]"
"In post","2022","No function","Commercial","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","North West (England)","Greater Manchester South West","15","15","48070","51010"
"In post","2022","No function","Commercial","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","North West (England)","Liverpool","10","10","[c]","[c]"
"In post","2022","No function","Commercial","North West (England)","Manchester","10","10","53070","48850"
"In post","2022","No function","Commercial","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South East (England)","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South East (England)","West Surrey","5","5","[c]","[c]"
"In post","2022","No function","Commercial","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","5","5","[c]","[c]"
"In post","2022","No function","Commercial","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South West (England)","Bristol, City of","5","5","[c]","[c]"
"In post","2022","No function","Commercial","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2022","No function","Commercial","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","West Midlands (England)","Birmingham","15","15","39090","32810"
"In post","2022","No function","Commercial","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","West Midlands (England)","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","West Midlands (England)","Staffordshire CC","25","25","48920","48410"
"In post","2022","No function","Commercial","West Midlands (England)","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","10","10","37930","38460"
"In post","2022","No function","Commercial","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","Yorkshire and The Humber","Leeds","35","35","50920","49530"
"In post","2022","No function","Commercial","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","No function","Commercial","Yorkshire and The Humber","York","5","5","[c]","[c]"
"In post","2022","No function","Communications","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","East of England","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","London","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","London","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","London","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","London","Tower Hamlets","10","10","41380","36220"
"In post","2022","No function","Communications","London","Westminster","110","105","43260","40050"
"In post","2022","No function","Communications","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","North East (England)","Tyneside","5","5","[c]","[c]"
"In post","2022","No function","Communications","North West (England)","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","North West (England)","Manchester","20","20","36970","32300"
"In post","2022","No function","Communications","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","South West (England)","Bristol, City of","5","5","[c]","[c]"
"In post","2022","No function","Communications","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","West Midlands (England)","Coventry","30","25","43290","39570"
"In post","2022","No function","Communications","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","Yorkshire and The Humber","Sheffield","5","5","[c]","[c]"
"In post","2022","No function","Communications","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","London","Westminster","15","15","76640","68500"
"In post","2022","No function","Corporate Finance","South West (England)","Somerset CC","5","5","[c]","[c]"
"In post","2022","No function","Corporate Finance","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","London","Westminster","5","5","[c]","[c]"
"In post","2022","No function","Counter Fraud","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","East of England","Luton","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","London","Tower Hamlets","25","25","41350","42500"
"In post","2022","No function","Digital, Data and Technology","London","Westminster","35","35","46360","43530"
"In post","2022","No function","Digital, Data and Technology","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","North West (England)","Manchester","15","15","35880","33510"
"In post","2022","No function","Digital, Data and Technology","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","Scotland","Glasgow City","15","15","37470","33000"
"In post","2022","No function","Digital, Data and Technology","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","West Midlands (England)","Coventry","20","15","41960","41200"
"In post","2022","No function","Digital, Data and Technology","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","Yorkshire and The Humber","Sheffield","10","10","[c]","[c]"
"In post","2022","No function","Economics","London","Camden and City of London","5","5","[c]","[c]"
"In post","2022","No function","Economics","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","No function","Economics","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Economics","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","No function","Economics","London","Westminster","345","335","48730","52500"
"In post","2022","No function","Economics","North East (England)","Darlington","5","5","[c]","[c]"
"In post","2022","No function","Economics","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","No function","Economics","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","No function","Economics","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","No function","Economics","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","No function","Economics","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","No function","Economics","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Economics","South West (England)","Bristol, City of","5","5","[c]","[c]"
"In post","2022","No function","Economics","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Economics","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Economics","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","No function","Economics","West Midlands (England)","Coventry","5","5","[c]","[c]"
"In post","2022","No function","Economics","Yorkshire and The Humber","York","5","5","[c]","[c]"
"In post","2022","No function","Finance","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","London","Brent","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","London","Westminster","60","60","52940","53420"
"In post","2022","No function","Finance","North East (England)","Darlington","10","10","39630","36500"
"In post","2022","No function","Finance","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","North West (England)","Manchester","20","20","40910","36960"
"In post","2022","No function","Finance","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","West Midlands (England)","Coventry","20","20","46380","50000"
"In post","2022","No function","Finance","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","Yorkshire and The Humber","Sheffield","20","20","37580","36500"
"In post","2022","No function","Geography","South West (England)","Somerset CC","425","405","31390","33290"
"In post","2022","No function","Geography","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","No function","Human Resources","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Human Resources","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","No function","Human Resources","London","Westminster","50","50","51930","53600"
"In post","2022","No function","Human Resources","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","No function","Human Resources","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","No function","Human Resources","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","No function","Human Resources","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","No function","Human Resources","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","No function","Human Resources","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Human Resources","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","No function","Human Resources","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","No function","Human Resources","Wales","Swansea","5","5","[c]","[c]"
"In post","2022","No function","Human Resources","West Midlands (England)","Birmingham","5","5","[c]","[c]"
"In post","2022","No function","Human Resources","Yorkshire and The Humber","Leeds","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","East Midlands (England)","Leicestershire CC and Rutland","15","15","63230","51360"
"In post","2022","No function","Inspector of Education and Training","East Midlands (England)","Lincolnshire CC","10","10","58080","51360"
"In post","2022","No function","Inspector of Education and Training","East Midlands (England)","North Northamptonshire","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","East Midlands (England)","North Nottinghamshire","15","15","61280","51360"
"In post","2022","No function","Inspector of Education and Training","East Midlands (England)","Nottingham","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","East Midlands (England)","South and West Derbyshire","20","20","68520","75500"
"In post","2022","No function","Inspector of Education and Training","East Midlands (England)","South Nottinghamshire","15","15","61500","51360"
"In post","2022","No function","Inspector of Education and Training","East Midlands (England)","West Northamptonshire","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","East of England","Breckland and South Norfolk","10","10","60230","57930"
"In post","2022","No function","Inspector of Education and Training","East of England","Cambridgeshire CC","15","15","66600","73000"
"In post","2022","No function","Inspector of Education and Training","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","East of England","Essex Haven Gateway","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","East of England","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","East of England","Hertfordshire CC","25","25","66500","70500"
"In post","2022","No function","Inspector of Education and Training","East of England","Luton","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","East of England","Suffolk CC","10","10","64070","70500"
"In post","2022","No function","Inspector of Education and Training","East of England","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","East of England","West Essex","10","10","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Barnet","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Bexley and Greenwich","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Bromley","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Croydon","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Ealing","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Haringey and Islington","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Harrow and Hillingdon","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Lewisham and Southwark","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Redbridge and Waltham Forest","10","10","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","London","Westminster","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","North East (England)","Durham","15","15","65810","70500"
"In post","2022","No function","Inspector of Education and Training","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","North East (England)","Northumberland","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","North East (England)","Sunderland","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","North East (England)","Tyneside","10","10","63440","63430"
"In post","2022","No function","Inspector of Education and Training","North West (England)","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","North West (England)","Cheshire East","10","10","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","North West (England)","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","North West (England)","Chorley and West Lancashire","10","10","[c]","[c]"
