"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Project Delivery","Unknown","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","West Midlands","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Project Delivery","Unknown","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","West Midlands","Unknown","10","5","[c]","[c]"
"In post","2022","Project Delivery","Unknown","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","Outer London - West and North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","Inner London - West","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","Outer London - West and North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","West Midlands","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Greater Manchester","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Finance","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Inner London - West","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Property","Finance","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","West Midlands","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Property","Finance","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","West Yorkshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Finance","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Inner London - West","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Human Resources","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","West Midlands","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Human Resources","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","Outer London - West and North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Legal","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Legal","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Legal","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Cornwall and Isles of Scilly","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Derbyshire and Nottinghamshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Property","Operational Delivery","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Derbyshire and Nottinghamshire","Unknown","5","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","Devon","Heterosexual / straight","195","180","25520","22040"
"In post","2022","Property","Operational Delivery","Devon","LGBO","20","20","[c]","[c]"
"In post","2022","Property","Operational Delivery","Devon","Undeclared","15","15","[c]","[c]"
"In post","2022","Property","Operational Delivery","Devon","Unknown","105","100","23380","22010"
"In post","2022","Property","Operational Delivery","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","East Anglia","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Property","Operational Delivery","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","East Wales","Heterosexual / straight","65","65","33840","26900"
"In post","2022","Property","Operational Delivery","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","East Wales","Undeclared","5","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","East Wales","Unknown","25","25","[c]","[c]"
"In post","2022","Property","Operational Delivery","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Property","Operational Delivery","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Essex","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Property","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Greater Manchester","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Property","Operational Delivery","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Hampshire and Isle of Wight","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Property","Operational Delivery","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Inner London - East","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Property","Operational Delivery","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Inner London - East","Unknown","10","10","[c]","[c]"
"In post","2022","Property","Operational Delivery","Inner London - West","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Property","Operational Delivery","Inner London - West","LGBO","5","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","Inner London - West","Unknown","5","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Lancashire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Property","Operational Delivery","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Merseyside","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Property","Operational Delivery","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Merseyside","Unknown","5","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Northumberland, and Tyne and Wear","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Property","Operational Delivery","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Northumberland, and Tyne and Wear","Unknown","10","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","Outer London - East and North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Outer London - South","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Property","Operational Delivery","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Outer London - South","Unknown","10","10","[c]","[c]"
"In post","2022","Property","Operational Delivery","Outer London - West and North West","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Property","Operational Delivery","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Shropshire and Staffordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Property","Operational Delivery","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","South Yorkshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Property","Operational Delivery","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Tees Valley and Durham","Heterosexual / straight","150","145","24770","22010"
"In post","2022","Property","Operational Delivery","Tees Valley and Durham","LGBO","5","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","Tees Valley and Durham","Undeclared","10","10","[c]","[c]"
"In post","2022","Property","Operational Delivery","Tees Valley and Durham","Unknown","160","155","23020","22010"
"In post","2022","Property","Operational Delivery","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","West Midlands","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Property","Operational Delivery","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","West Midlands","Undeclared","5","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","West Wales and The Valleys","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Property","Operational Delivery","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","West Wales and The Valleys","Unknown","5","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","West Yorkshire","Heterosexual / straight","50","50","33470","31000"
"In post","2022","Property","Operational Delivery","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","West Yorkshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Property","Operational Delivery","West Yorkshire","Unknown","10","10","[c]","[c]"
"In post","2022","Property","Other","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Other","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","Eastern Scotland","Heterosexual / straight","40","40","33350","31270"
"In post","2022","Property","Other","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","Eastern Scotland","Undeclared","5","5","[c]","[c]"
"In post","2022","Property","Other","Eastern Scotland","Unknown","85","85","32350","31160"
"In post","2022","Property","Other","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Property","Other","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","5","5","[c]","[c]"
"In post","2022","Property","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","Hampshire and Isle of Wight","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Property","Other","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
