"Status","Year","Organisation","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Accountant in Bankruptcy","Scottish Government","Outside London","Female","70","60","31110","30040"
"In post","2022","Accountant in Bankruptcy","Scottish Government","Outside London","Male","40","40","35150","30040"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","Female","105","95","41120","38670"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","Male","85","85","44560","43750"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","Female","505","460","30440","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","Male","335","315","32290","30950"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","Female","50","50","35890","31800"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","Male","55","55","34790","31800"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","Female","1660","1550","29510","25750"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","Male","1115","1080","31660","28270"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","London","Female","30","25","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","London","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","London","Female","3410","3345","47450","40600"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","London","Male","3010","3000","53140","54700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","Female","1680","1600","40490","33300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","Male","1350","1330","45290","35980"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Female","245","240","36570","32000"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Male","230","230","38310","32000"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","Female","315","290","32110","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","Male","335","325","36010","30660"
"In post","2022","Charity Commission","Charity Commission","London","Female","55","50","43990","37910"
"In post","2022","Charity Commission","Charity Commission","London","Male","30","30","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Outside London","Female","230","215","31700","29160"
"In post","2022","Charity Commission","Charity Commission","Outside London","Male","155","150","32060","29160"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","Female","660","580","29540","24500"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","Male","510","505","32780","29910"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","London","Female","395","375","58500","55860"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","London","Male","400","395","64440","59450"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Outside London","Female","35","35","57460","55860"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Outside London","Male","30","30","60410","59420"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","Female","175","155","28140","25120"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","Male","145","140","26970","25120"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","London","Female","35","35","52380","43130"
"In post","2022","Crown Commercial Service","Cabinet Office","London","Male","40","40","55740","56160"
"In post","2022","Crown Commercial Service","Cabinet Office","Outside London","Female","395","380","37930","38330"
"In post","2022","Crown Commercial Service","Cabinet Office","Outside London","Male","340","340","39540","38330"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","Female","1675","1550","36040","30040"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","Male","680","660","38350","33070"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","London","Female","1175","1090","43220","39750"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","London","Male","610","600","46360","40530"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","Outside London","Female","3555","3220","38600","32050"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","Outside London","Male","1700","1655","44140","48080"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","Outside London","Female","70","65","29630","26880"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","Outside London","Male","365","355","29330","29470"
"In post","2022","Defence Equipment and Support","Ministry of Defence","London","Female","40","40","27260","23010"
"In post","2022","Defence Equipment and Support","Ministry of Defence","London","Male","145","145","25110","21780"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Outside London","Female","3665","3415","34540","32210"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Outside London","Male","6815","6690","38220","36500"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Overseas","Male","55","55","42710","41450"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","Female","1660","1555","38720","38070"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","Male","2995","2925","42390","41580"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","Female","2590","2510","48700","46190"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","Male","2645","2620","50620","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","Female","405","390","41250","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","Male","370","365","45200","38760"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","Female","985","960","47130","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","Male","800","795","48360","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","Female","115","110","40170","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","Male","115","110","42530","36600"
"In post","2022","Department for Education (excl. agencies)","Department for Education","London","Female","1335","1265","49600","53420"
"In post","2022","Department for Education (excl. agencies)","Department for Education","London","Male","755","745","51400","53420"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Outside London","Female","2455","2325","40230","36500"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Outside London","Male","1755","1740","42500","37100"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","Female","1520","1455","44310","38900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","Male","1270","1255","44930","39680"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","Female","2070","1945","38770","36080"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","Male","1625","1605","41800","37350"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","London","Female","1230","1215","45220","39840"
"In post","2022","Department for International Trade","Department for International Trade","London","Male","1270","1265","47370","41950"
"In post","2022","Department for International Trade","Department for International Trade","Outside London","Female","105","100","41900","40280"
"In post","2022","Department for International Trade","Department for International Trade","Outside London","Male","100","100","43140","44140"
"In post","2022","Department for International Trade","Department for International Trade","Overseas","Female","55","55","54900","53750"
"In post","2022","Department for International Trade","Department for International Trade","Overseas","Male","120","120","55570","53410"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","London","Female","1115","1085","48450","53130"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","London","Male","1090","1080","48820","53130"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Outside London","Female","615","590","39420","36340"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Outside London","Male","475","470","40190","36340"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","London","Female","1330","1290","48570","43670"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","London","Male","1685","1650","50490","46710"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Outside London","Female","300","285","37250","30910"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Outside London","Male","350","345","48190","39470"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","Female","6360","5790","33190","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","Male","3605","3520","35380","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","Female","52300","44835","26800","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","Male","28585","27400","28310","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Female","375","340","30280","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Male","220","215","32630","27570"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","Female","1765","1700","47800","41920"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","Male","910","900","50290","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","Female","855","810","44360","40180"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","Male","505","495","46670","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","Female","25","25","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Disclosure Scotland","Scottish Government","Outside London","Female","180","165","29370","23230"
"In post","2022","Disclosure Scotland","Scottish Government","Outside London","Male","175","170","28930","23230"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","Female","3800","3170","24500","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","Male","2555","2465","29050","21840"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","London","Female","85","80","31580","30700"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","London","Male","280","270","32330","30780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Outside London","Female","1425","1305","28840","26700"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Outside London","Male","3135","2990","29630","26830"
"In post","2022","Education and Skills Funding Agency","Department for Education","London","Female","165","155","46400","40940"
"In post","2022","Education and Skills Funding Agency","Department for Education","London","Male","135","130","51980","53420"
"In post","2022","Education and Skills Funding Agency","Department for Education","Outside London","Female","900","855","39220","36500"
"In post","2022","Education and Skills Funding Agency","Department for Education","Outside London","Male","705","700","40980","36780"
"In post","2022","Education and Skills Funding Agency","Department for Education","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Department for Education","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Scottish Government","Outside London","Female","245","235","56780","62170"
"In post","2022","Education Scotland","Scottish Government","Outside London","Male","90","85","59200","65280"
"In post","2022","Estyn","Estyn","Outside London","Female","65","60","55870","66900"
"In post","2022","Estyn","Estyn","Outside London","Male","50","50","63670","75480"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","London","Female","40","40","46980","45920"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","London","Male","125","120","47820","42680"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","Female","260","245","37600","31580"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","Male","535","510","39250","37480"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","Female","5","5","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","Male","120","120","40500","40330"
"In post","2022","Food Standards Agency","Food Standards Agency","London","Female","130","130","45020","40350"
"In post","2022","Food Standards Agency","Food Standards Agency","London","Male","110","110","43350","40350"
"In post","2022","Food Standards Agency","Food Standards Agency","Outside London","Female","515","495","37580","37350"
"In post","2022","Food Standards Agency","Food Standards Agency","Outside London","Male","700","680","35310","30350"
"In post","2022","Food Standards Scotland","Scottish Government","Outside London","Female","145","140","35510","31540"
"In post","2022","Food Standards Scotland","Scottish Government","Outside London","Male","160","155","36350","31540"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","Female","2095","2015","48530","44110"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","Male","1795","1785","52280","52430"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","Female","625","595","37990","33930"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","Male","475","465","41310","38500"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","Female","925","920","52390","53470"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","Male","1165","1160","52510","53610"
"In post","2022","Forestry and Land Scotland","Scottish Government","Outside London","Female","350","335","32500","31060"
"In post","2022","Forestry and Land Scotland","Scottish Government","Outside London","Male","665","645","33080","31060"
"In post","2022","Government Actuary's Department","Chancellor's other departments","London","Female","80","75","61890","64100"
"In post","2022","Government Actuary's Department","Chancellor's other departments","London","Male","130","125","67740","57250"
"In post","2022","Government Actuary's Department","Chancellor's other departments","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Government Actuary's Department","Chancellor's other departments","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","HM Treasury","London","Female","80","75","49900","47060"
"In post","2022","Government Internal Audit Agency","HM Treasury","London","Male","95","90","54150","53070"
"In post","2022","Government Internal Audit Agency","HM Treasury","Outside London","Female","155","145","44600","41390"
"In post","2022","Government Internal Audit Agency","HM Treasury","Outside London","Male","125","120","49220","48780"
"In post","2022","Government Legal Department","Attorney General's Departments","London","Female","1625","1475","54150","51830"
"In post","2022","Government Legal Department","Attorney General's Departments","London","Male","875","855","54410","52040"
"In post","2022","Government Legal Department","Attorney General's Departments","Outside London","Female","85","75","52460","51790"
"In post","2022","Government Legal Department","Attorney General's Departments","Outside London","Male","45","45","55060","57120"
"In post","2022","Government Property Agency","Cabinet Office","London","Female","35","35","51690","54700"
"In post","2022","Government Property Agency","Cabinet Office","London","Male","70","65","53440","54700"
"In post","2022","Government Property Agency","Cabinet Office","Outside London","Female","100","100","45380","39900"
"In post","2022","Government Property Agency","Cabinet Office","Outside London","Male","105","105","54110","53000"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","London","Female","80","75","44470","43710"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","London","Male","70","70","52130","50700"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Outside London","Female","1285","1180","37710","32720"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Outside London","Male","1265","1230","47300","45100"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","London","Female","2725","2520","30860","25610"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","London","Male","1460","1435","31590","24310"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Outside London","Female","8640","7500","24960","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Outside London","Male","3260","3130","26010","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Unknown","Female","15","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Unknown","Male","5","5","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","Female","10","10","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","Male","5","5","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Outside London","Female","10","5","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Outside London","Male","5","5","[c]","[c]"
"In post","2022","HM Land Registry","HM Land Registry","London","Female","220","205","40260","37290"
"In post","2022","HM Land Registry","HM Land Registry","London","Male","190","185","42800","37290"
"In post","2022","HM Land Registry","HM Land Registry","Outside London","Female","3795","3355","29950","27130"
"In post","2022","HM Land Registry","HM Land Registry","Outside London","Male","2435","2300","31740","27130"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","London","Female","4160","3980","34930","32050"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","London","Male","3290","3200","36700","34100"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Outside London","Female","28820","26745","28870","26330"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Outside London","Male","25360","24170","30400","28700"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Unknown","Female","45","40","28480","24780"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Unknown","Male","35","30","29290","26310"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","Female","4475","4200","43680","37930"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","Male","4565","4440","46500","40910"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","Female","30885","27460","30600","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","Male","27585","26615","32490","28920"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","London","Female","940","910","47080","43300"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","London","Male","995","990","49610","52500"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Outside London","Female","105","100","35860","29320"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Outside London","Male","65","65","39410","32320"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Home Office","London","Female","7260","6760","39290","35050"
"In post","2022","Home Office","Home Office","London","Male","6255","6110","41490","35200"
"In post","2022","Home Office","Home Office","Outside London","Female","11490","10325","27530","25040"
"In post","2022","Home Office","Home Office","Outside London","Male","11230","10735","28760","25310"
"In post","2022","Home Office","Home Office","Overseas","Female","125","120","31050","27370"
"In post","2022","Home Office","Home Office","Overseas","Male","180","175","30120","27370"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","London","Female","65","60","54300","53680"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","London","Male","45","45","56190","53950"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","Female","115","110","43760","49960"
