"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Analysis","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Medicine","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Medicine","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Operational Delivery","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Operational Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Operational Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Operational Research","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Social Research","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Social Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Social Research","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Social Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Social Research","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Social Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Statistics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Statistics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Statistics","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Statistics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Statistics","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Tax","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Unknown","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Commercial","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Commercial","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Commercial","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Communications","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Communications","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Communications","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Economics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Operational Delivery","AO","30","[c]","21250","21250"
"New entrant CS","2022","Asian","Communications","Operational Delivery","EO","45","[c]","26610","26590"
"New entrant CS","2022","Asian","Communications","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Operational Delivery","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Tax","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Tax","EO","70","[c]","26620","26590"
"New entrant CS","2022","Asian","Communications","Tax","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Counter Fraud","AO","60","[c]","24150","25110"
"New entrant CS","2022","Asian","Counter Fraud","Counter Fraud","EO","50","[c]","28510","27570"
"New entrant CS","2022","Asian","Counter Fraud","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Legal","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Operational Delivery","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Operational Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Tax","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Tax","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Unknown","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Debt","Operational Delivery","AO","75","[c]","21250","21250"
"New entrant CS","2022","Asian","Debt","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Debt","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Debt","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Debt","Other","AO","45","[c]","21330","21260"
"New entrant CS","2022","Asian","Debt","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Debt","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Debt","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Debt","Tax","AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Debt","Tax","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Debt","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Debt","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","EO","55","[c]","26810","26590"
"New entrant CS","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","G7","60","[c]","55340","54270"
"New entrant CS","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","HEO","60","[c]","33090","33080"
"New entrant CS","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","SEO","65","[c]","39820","40000"
"New entrant CS","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Tax","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Unknown","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Unknown","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Finance","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Finance","EO","35","[c]","26200","25000"
"New entrant CS","2022","Asian","Finance","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Finance","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Finance","HEO","30","[c]","32600","32150"
"New entrant CS","2022","Asian","Finance","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Finance","SEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Tax","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Tax","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
