"Status","Year","Age","Organisation","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Wales","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","West Midlands (England)","West Midlands","10","10","21260","21260"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","South Yorkshire","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","West Yorkshire","15","15","23360","21260"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Disclosure Scotland","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","Wales","West Wales and The Valleys","70","60","19100","18310"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","25","25","19180","19110"
"In post","2022","16-19","Food Standards Scotland","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Forestry and Land Scotland","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Actuary's Department","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Legal Department","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Health and Safety Executive","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Health and Safety Executive","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Crown Prosecution Service Inspectorate","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","South West (England)","Devon","5","5","[c]","[c]"
"In post","2022","16-19","HM Land Registry","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","East of England","East Anglia","10","10","23610","23140"
"In post","2022","16-19","HM Prison and Probation Service","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","London","Outer London - East and North East","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","23630","21790"
"In post","2022","16-19","HM Prison and Probation Service","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","South East (England)","Kent","10","10","25090","26790"
"In post","2022","16-19","HM Prison and Probation Service","South East (England)","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","West Midlands (England)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","22140","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","London","Inner London - East","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","30","30","21420","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","North West (England)","Greater Manchester","15","15","22330","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","North West (England)","Merseyside","35","35","21540","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Scotland","Eastern Scotland","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Scotland","Southern Scotland","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Scotland","West Central Scotland","10","5","21250","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Wales","East Wales","15","15","21580","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","West Midlands (England)","West Midlands","10","10","22320","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","West Yorkshire","35","30","21560","21250"
"In post","2022","16-19","HM Treasury (excl. agencies)","London","Inner London - West","10","10","23980","24300"
"In post","2022","16-19","Home Office","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","East of England","East Anglia","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","London","Inner London - West","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","South East (England)","Kent","15","15","22680","21680"
"In post","2022","16-19","Home Office","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Intellectual Property Office","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal Aid Agency","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal Aid Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Maritime and Coastguard Agency","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Met Office","South West (England)","Devon","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice (excl. agencies)","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Savings and Investments","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Budget Responsibility","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of the Public Guardian","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Registers of Scotland","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Royal Fleet Auxiliary","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Rural Payments Agency","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Scotland","Eastern Scotland","5","5","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","Scotland","Eastern Scotland","25","25","22790","21050"
