"Status","Year","Profession_of_post","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","Lancashire","Chorley and West Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lancashire","Chorley and West Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lancashire","Chorley and West Lancashire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Lancashire","East Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lancashire","Lancaster and Wyre","AA/AO","85","75","21230","21170"
"In post","2022","Human Resources","Lancashire","Lancaster and Wyre","EO","90","80","27140","26670"
"In post","2022","Human Resources","Lancashire","Lancaster and Wyre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lancashire","Lancaster and Wyre","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lancashire","Lancaster and Wyre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lancashire","Mid Lancashire","AA/AO","5","5","[c]","[c]"
"In post","2022","Human Resources","Lancashire","Mid Lancashire","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Lancashire","Mid Lancashire","G6/G7","5","5","[c]","[c]"
"In post","2022","Human Resources","Lancashire","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lancashire","Mid Lancashire","SEO/HEO","10","10","39390","41100"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","Leicester","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","Leicester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","Leicester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","Leicester","SEO/HEO","10","10","37600","38180"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","SEO/HEO","10","10","35520","35640"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Lincolnshire","Lincolnshire CC","AA/AO","15","15","21560","21380"
"In post","2022","Human Resources","Lincolnshire","Lincolnshire CC","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Lincolnshire","Lincolnshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lincolnshire","Lincolnshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lincolnshire","Lincolnshire CC","SEO/HEO","15","10","33630","32730"
"In post","2022","Human Resources","Merseyside","East Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Merseyside","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Merseyside","Liverpool","AA/AO","15","15","21260","21430"
"In post","2022","Human Resources","Merseyside","Liverpool","EO","40","40","25990","25480"
"In post","2022","Human Resources","Merseyside","Liverpool","G6/G7","45","45","56310","55210"
"In post","2022","Human Resources","Merseyside","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Merseyside","Liverpool","SEO/HEO","90","85","34060","32370"
"In post","2022","Human Resources","Merseyside","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Merseyside","Sefton","EO","15","10","26630","26820"
"In post","2022","Human Resources","Merseyside","Sefton","G6/G7","25","25","56320","55600"
"In post","2022","Human Resources","Merseyside","Sefton","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Merseyside","Sefton","SEO/HEO","65","60","35100","33910"
"In post","2022","Human Resources","Merseyside","Wirral","AA/AO","10","10","23320","23320"
"In post","2022","Human Resources","Merseyside","Wirral","EO","10","10","27000","27570"
"In post","2022","Human Resources","Merseyside","Wirral","G6/G7","10","10","53620","50340"
"In post","2022","Human Resources","Merseyside","Wirral","SEO/HEO","20","20","32980","30450"
"In post","2022","Human Resources","North Eastern Scotland","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Eastern Scotland","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Eastern Scotland","Aberdeen City and Aberdeenshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire","North Yorkshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire","North Yorkshire CC","G6/G7","5","5","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire","North Yorkshire CC","SEO/HEO","10","10","36000","33630"
"In post","2022","Human Resources","North Yorkshire","York","AA/AO","5","5","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire","York","EO","15","15","26270","26670"
"In post","2022","Human Resources","North Yorkshire","York","G6/G7","25","20","54220","52070"
"In post","2022","Human Resources","North Yorkshire","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire","York","SEO/HEO","35","35","33630","33300"
"In post","2022","Human Resources","Northern Ireland","Antrim and Newtownabbey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","Antrim and Newtownabbey","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","Antrim and Newtownabbey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","Belfast","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","Belfast","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","Belfast","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","Lisburn and Castlereagh","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","Lisburn and Castlereagh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","Lisburn and Castlereagh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","Northumberland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","Northumberland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","Sunderland","EO","10","10","[c]","[c]"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","Sunderland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","Sunderland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","Sunderland","SEO/HEO","10","10","35530","34770"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","Tyneside","AA/AO","5","5","[c]","[c]"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","Tyneside","EO","35","30","26990","26820"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","Tyneside","G6/G7","50","50","53900","52070"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","Tyneside","SEO/HEO","125","120","34620","33370"
"In post","2022","Human Resources","Outer London - East and North East","Barking & Dagenham and Havering","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - East and North East","Barking & Dagenham and Havering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - East and North East","Bexley and Greenwich","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - East and North East","Bexley and Greenwich","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - East and North East","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - East and North East","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - East and North East","Redbridge and Waltham Forest","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - East and North East","Redbridge and Waltham Forest","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - East and North East","Redbridge and Waltham Forest","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - South","Bromley","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - South","Bromley","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - South","Croydon","AA/AO","20","15","25630","25630"
"In post","2022","Human Resources","Outer London - South","Croydon","EO","45","40","29970","29370"
"In post","2022","Human Resources","Outer London - South","Croydon","G6/G7","120","115","63060","62120"
"In post","2022","Human Resources","Outer London - South","Croydon","SCS level","10","10","[c]","[c]"
"In post","2022","Human Resources","Outer London - South","Croydon","SEO/HEO","175","170","40270","41950"
"In post","2022","Human Resources","Outer London - South","Merton, Kingston upon Thames and Sutton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - South","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - West and North West","Barnet","AA/AO","5","5","[c]","[c]"
"In post","2022","Human Resources","Outer London - West and North West","Barnet","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - West and North West","Barnet","G6/G7","10","10","59450","56950"
"In post","2022","Human Resources","Outer London - West and North West","Barnet","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Human Resources","Outer London - West and North West","Ealing","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - West and North West","Ealing","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - West and North West","Harrow and Hillingdon","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Outer London - West and North West","Harrow and Hillingdon","G6/G7","5","5","[c]","[c]"
"In post","2022","Human Resources","Outer London - West and North West","Harrow and Hillingdon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - West and North West","Harrow and Hillingdon","SEO/HEO","10","10","36700","35200"
"In post","2022","Human Resources","Outer London - West and North West","Hounslow and Richmond upon Thames","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - West and North West","Hounslow and Richmond upon Thames","EO","25","20","29470","31170"
"In post","2022","Human Resources","Outer London - West and North West","Hounslow and Richmond upon Thames","G6/G7","10","10","[c]","[c]"
"In post","2022","Human Resources","Outer London - West and North West","Hounslow and Richmond upon Thames","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - West and North West","Hounslow and Richmond upon Thames","SEO/HEO","15","15","36860","36140"
"In post","2022","Human Resources","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","Overseas","G6/G7","10","10","55560","53820"
"In post","2022","Human Resources","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","Overseas","SEO/HEO","20","20","34880","33460"
"In post","2022","Human Resources","Shropshire and Staffordshire","Shropshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire and Staffordshire","Shropshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire and Staffordshire","Shropshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire and Staffordshire","Shropshire","SEO/HEO","10","10","34030","33600"
"In post","2022","Human Resources","Shropshire and Staffordshire","Staffordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire and Staffordshire","Staffordshire CC","EO","10","10","[c]","[c]"
"In post","2022","Human Resources","Shropshire and Staffordshire","Staffordshire CC","G6/G7","15","10","56410","54540"
"In post","2022","Human Resources","Shropshire and Staffordshire","Staffordshire CC","SEO/HEO","45","45","36500","36050"
"In post","2022","Human Resources","Shropshire and Staffordshire","Stoke-on-Trent","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Shropshire and Staffordshire","Stoke-on-Trent","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Shropshire and Staffordshire","Telford and Wrekin","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire and Staffordshire","Telford and Wrekin","G6/G7","10","10","[c]","[c]"
"In post","2022","Human Resources","Shropshire and Staffordshire","Telford and Wrekin","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Human Resources","Shropshire and Staffordshire","Telford and Wrekin","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Yorkshire","Barnsley, Doncaster and Rotherham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Yorkshire","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Yorkshire","Barnsley, Doncaster and Rotherham","SEO/HEO","10","10","35490","32580"
"In post","2022","Human Resources","South Yorkshire","Sheffield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Yorkshire","Sheffield","EO","35","35","26520","27570"
"In post","2022","Human Resources","South Yorkshire","Sheffield","G6/G7","50","45","54550","52050"
"In post","2022","Human Resources","South Yorkshire","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Yorkshire","Sheffield","SEO/HEO","95","85","33790","32770"
"In post","2022","Human Resources","South Yorkshire","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southern Scotland","Dumfries and Galloway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southern Scotland","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southern Scotland","East Ayrshire and North Ayrshire mainland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southern Scotland","South Lanarkshire","EO","10","10","25780","26120"
"In post","2022","Human Resources","Southern Scotland","South Lanarkshire","G6/G7","20","20","55930","54640"
"In post","2022","Human Resources","Southern Scotland","South Lanarkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southern Scotland","South Lanarkshire","SEO/HEO","20","20","36440","33930"
"In post","2022","Human Resources","Surrey, East and West Sussex","Brighton and Hove","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","East Surrey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","East Surrey","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","East Sussex CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","East Sussex CC","SEO/HEO","10","10","36120","33440"
"In post","2022","Human Resources","Surrey, East and West Sussex","West Surrey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","West Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","West Surrey","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","West Sussex (North East)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","West Sussex (North East)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","West Sussex (North East)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","West Sussex (North East)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","West Sussex (South West)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","West Sussex (South West)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","West Sussex (South West)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Human Resources","Tees Valley and Durham","Darlington","AA/AO","10","5","[c]","[c]"
"In post","2022","Human Resources","Tees Valley and Durham","Darlington","EO","10","5","[c]","[c]"
"In post","2022","Human Resources","Tees Valley and Durham","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tees Valley and Durham","Darlington","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tees Valley and Durham","Darlington","SEO/HEO","15","15","33150","32440"
"In post","2022","Human Resources","Tees Valley and Durham","Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tees Valley and Durham","Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tees Valley and Durham","Durham","SEO/HEO","20","20","36210","32120"
"In post","2022","Human Resources","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tees Valley and Durham","South Teesside","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tees Valley and Durham","South Teesside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Human Resources","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","5","5","[c]","[c]"
"In post","2022","Human Resources","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Central Scotland","Glasgow City","AA/AO","305","280","21580","21380"
"In post","2022","Human Resources","West Central Scotland","Glasgow City","EO","70","65","27000","26670"
"In post","2022","Human Resources","West Central Scotland","Glasgow City","G6/G7","15","15","51880","54150"
"In post","2022","Human Resources","West Central Scotland","Glasgow City","SEO/HEO","85","80","34950","33300"
"In post","2022","Human Resources","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Central Scotland","North Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Central Scotland","North Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Central Scotland","North Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Central Scotland","North Lanarkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Central Scotland","North Lanarkshire","SEO/HEO","10","10","35110","33370"
"In post","2022","Human Resources","West Midlands","Birmingham","EO","15","15","26420","26900"
"In post","2022","Human Resources","West Midlands","Birmingham","G6/G7","30","30","55910","54000"
"In post","2022","Human Resources","West Midlands","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Midlands","Birmingham","SEO/HEO","75","70","36280","36050"
"In post","2022","Human Resources","West Midlands","Coventry","AA/AO","5","5","[c]","[c]"
"In post","2022","Human Resources","West Midlands","Coventry","EO","10","10","[c]","[c]"
"In post","2022","Human Resources","West Midlands","Coventry","G6/G7","10","10","53050","50530"
"In post","2022","Human Resources","West Midlands","Coventry","SEO/HEO","25","25","34950","36500"
"In post","2022","Human Resources","West Midlands","Dudley","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Midlands","Dudley","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Midlands","Sandwell","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Midlands","Solihull","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Midlands","Solihull","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Midlands","Solihull","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","West Midlands","Walsall","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Midlands","Wolverhampton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Midlands","Wolverhampton","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","West Midlands","Wolverhampton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Midlands","Wolverhampton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","Central Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","Central Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","Central Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","Central Valleys","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","Conwy and Denbighshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","Conwy and Denbighshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","Conwy and Denbighshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","Gwent Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","Gwent Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","Gwent Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","Gwynedd","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","Gwynedd","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","Gwynedd","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","Isle of Anglesey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","Isle of Anglesey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","South West Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","South West Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","South West Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","South West Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","Swansea","AA/AO","30","30","21290","21840"
"In post","2022","Human Resources","West Wales and The Valleys","Swansea","EO","60","55","26430","26470"
"In post","2022","Human Resources","West Wales and The Valleys","Swansea","G6/G7","25","25","54660","53170"
"In post","2022","Human Resources","West Wales and The Valleys","Swansea","SEO/HEO","130","125","35350","33350"
"In post","2022","Human Resources","West Yorkshire","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Yorkshire","Calderdale and Kirklees","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Yorkshire","Calderdale and Kirklees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Yorkshire","Calderdale and Kirklees","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Yorkshire","Calderdale and Kirklees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Yorkshire","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Yorkshire","Leeds","AA/AO","10","10","21450","21260"
"In post","2022","Human Resources","West Yorkshire","Leeds","EO","60","55","25620","25340"
"In post","2022","Human Resources","West Yorkshire","Leeds","G6/G7","120","115","55030","53010"
"In post","2022","Human Resources","West Yorkshire","Leeds","SCS level","10","10","[c]","[c]"
"In post","2022","Human Resources","West Yorkshire","Leeds","SEO/HEO","165","155","34780","35310"
"In post","2022","Human Resources","West Yorkshire","Wakefield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Yorkshire","Wakefield","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","West Yorkshire","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Yorkshire","Wakefield","SEO/HEO","25","25","35500","33710"
"In post","2022","Inspector of Education and Training","Bedfordshire and Hertfordshire","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Bedfordshire and Hertfordshire","Bedford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Bedfordshire and Hertfordshire","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Bedfordshire and Hertfordshire","Central Bedfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
