"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Black","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","AA/AO","Female","170","[c]","22470","22350"
"Leaver CS","2022","Black","Operational Delivery","AA/AO","Male","130","[c]","22630","22680"
"Leaver CS","2022","Black","Operational Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","EO","Female","220","[c]","29390","29500"
"Leaver CS","2022","Black","Operational Delivery","EO","Male","110","[c]","29350","29590"
"Leaver CS","2022","Black","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","SEO/HEO","Female","65","[c]","36680","35200"
"Leaver CS","2022","Black","Operational Delivery","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","Unknown","Female","75","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","EO","Female","30","[c]","30310","31060"
"Leaver CS","2022","Black","Other","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectors","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectors","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectors","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectors","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectors","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectors","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectors","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectors","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectors","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectors","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectors","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectors","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Psychology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Psychology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Psychology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Psychology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Psychology","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Psychology","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Psychology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Psychology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Psychology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Psychology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Tax","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Tax","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Tax","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Tax","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Tax","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Tax","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Tax","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Tax","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Tax","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Tax","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Tax","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Tax","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AA/AO","Female","50","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","EO","Female","45","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinarian","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinarian","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinarian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinarian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinarian","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinarian","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinarian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinarian","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinarian","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinarian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Corporate Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
