"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","SEO/HEO","Female","30","30","34690","32230"
"In post","2022","Asian","Counter Fraud","SEO/HEO","Male","35","35","37820","37760"
"In post","2022","Asian","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","EO","Female","80","80","28050","27480"
"In post","2022","Asian","Digital, Data and Technology","EO","Male","175","175","27970","27570"
"In post","2022","Asian","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","G6/G7","Female","140","140","59210","57440"
"In post","2022","Asian","Digital, Data and Technology","G6/G7","Male","265","265","60020","58040"
"In post","2022","Asian","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","SEO/HEO","Female","285","280","37550","37100"
"In post","2022","Asian","Digital, Data and Technology","SEO/HEO","Male","410","410","38470","37930"
"In post","2022","Asian","Digital, Data and Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Asian","Economics","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Asian","Economics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","EO","Female","15","15","[c]","[c]"
"In post","2022","Asian","Economics","EO","Male","10","10","[c]","[c]"
"In post","2022","Asian","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","G6/G7","Female","35","30","58210","56880"
"In post","2022","Asian","Economics","G6/G7","Male","55","55","60330","58660"
"In post","2022","Asian","Economics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","SEO/HEO","Female","35","35","35420","33710"
"In post","2022","Asian","Economics","SEO/HEO","Male","60","60","35200","34040"
"In post","2022","Asian","Economics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","AA/AO","Female","25","25","[c]","[c]"
"In post","2022","Asian","Finance","AA/AO","Male","25","25","[c]","[c]"
"In post","2022","Asian","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","EO","Female","115","110","27420","27050"
"In post","2022","Asian","Finance","EO","Male","80","80","27550","27570"
"In post","2022","Asian","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","G6/G7","Female","100","100","58920","58550"
"In post","2022","Asian","Finance","G6/G7","Male","100","95","59410","57680"
"In post","2022","Asian","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","Finance","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Asian","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","SEO/HEO","Female","245","235","38060","37450"
"In post","2022","Asian","Finance","SEO/HEO","Male","280","280","38350","37870"
"In post","2022","Asian","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","AA/AO","Female","40","35","22580","21590"
"In post","2022","Asian","Human Resources","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Asian","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","EO","Female","80","75","28250","28000"
"In post","2022","Asian","Human Resources","EO","Male","40","40","27800","27010"
"In post","2022","Asian","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","G6/G7","Female","70","65","58380","57330"
"In post","2022","Asian","Human Resources","G6/G7","Male","30","30","[c]","[c]"
"In post","2022","Asian","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Asian","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","SEO/HEO","Female","190","185","36880","36650"
"In post","2022","Asian","Human Resources","SEO/HEO","Male","70","70","36720","35070"
"In post","2022","Asian","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","AA/AO","Female","15","10","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","EO","Female","60","55","28650","28850"
"In post","2022","Asian","Intelligence Analysis","EO","Male","55","55","28040","28670"
"In post","2022","Asian","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","SEO/HEO","Female","35","35","36810","35200"
"In post","2022","Asian","Intelligence Analysis","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Asian","Internal Audit","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Asian","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","SEO/HEO","Female","30","30","41210","40180"
"In post","2022","Asian","Internal Audit","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Asian","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","EO","Male","5","5","[c]","[c]"
"In post","2022","Asian","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","Asian","International Trade","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Asian","International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Asian","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","SEO/HEO","Female","40","40","35970","34180"
"In post","2022","Asian","International Trade","SEO/HEO","Male","40","40","36940","37610"
"In post","2022","Asian","International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","EO","Female","20","20","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","EO","Male","10","10","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","SEO/HEO","Female","35","35","35710","35000"
"In post","2022","Asian","Knowledge and Information Management","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Asian","Legal","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Asian","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","EO","Female","75","75","28660","27400"
"In post","2022","Asian","Legal","EO","Male","60","60","29160","28960"
"In post","2022","Asian","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","G6/G7","Female","410","375","57250","53450"
"In post","2022","Asian","Legal","G6/G7","Male","175","170","58040","55610"
"In post","2022","Asian","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Asian","Legal","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Asian","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","SEO/HEO","Female","175","165","39390","39320"
"In post","2022","Asian","Legal","SEO/HEO","Male","120","120","38880","38000"
"In post","2022","Asian","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","AA/AO","Female","30","25","[c]","[c]"
"In post","2022","Asian","Medicine","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","EO","Female","10","5","[c]","[c]"
"In post","2022","Asian","Medicine","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","G6/G7","Female","35","30","70030","63500"
"In post","2022","Asian","Medicine","G6/G7","Male","35","30","79750","76160"
"In post","2022","Asian","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","SCS level","Female","35","35","108470","107700"
"In post","2022","Asian","Medicine","SCS level","Male","20","20","[c]","[c]"
"In post","2022","Asian","Medicine","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Asian","Medicine","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Asian","Medicine","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Delivery","AA/AO","Female","3800","3150","22440","21300"
"In post","2022","Asian","Operational Delivery","AA/AO","Male","2710","2560","22990","21260"
"In post","2022","Asian","Operational Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Delivery","EO","Female","4260","3795","28500","27570"
"In post","2022","Asian","Operational Delivery","EO","Male","3090","3015","28370","27570"
"In post","2022","Asian","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Delivery","G6/G7","Female","180","175","56630","54380"
"In post","2022","Asian","Operational Delivery","G6/G7","Male","160","155","59130","57350"
"In post","2022","Asian","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Delivery","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Asian","Operational Delivery","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Asian","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Delivery","SEO/HEO","Female","1300","1245","36410","35200"
"In post","2022","Asian","Operational Delivery","SEO/HEO","Male","1155","1110","37660","35310"
"In post","2022","Asian","Operational Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Delivery","Unknown","Female","540","500","28990","27980"
"In post","2022","Asian","Operational Delivery","Unknown","Male","210","195","30160","28200"
"In post","2022","Asian","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Asian","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","Asian","Operational Research","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Asian","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Other","AA/AO","Female","330","275","22420","21260"
"In post","2022","Asian","Other","AA/AO","Male","235","225","21580","21260"
"In post","2022","Asian","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Other","EO","Female","380","355","28490","28480"
"In post","2022","Asian","Other","EO","Male","265","260","27560","27570"
"In post","2022","Asian","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Other","G6/G7","Female","65","60","60550","57460"
"In post","2022","Asian","Other","G6/G7","Male","45","45","61300","59740"
"In post","2022","Asian","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Other","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Other","SEO/HEO","Female","205","195","36760","35310"
"In post","2022","Asian","Other","SEO/HEO","Male","115","115","36510","35200"
"In post","2022","Asian","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Other","Unknown","Female","15","10","[c]","[c]"
"In post","2022","Asian","Other","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Asian","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","G6/G7","Unknown","[c]","[c]","[c]","[c]"
