"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Legal","Outside London","SEO/HEO","Heterosexual / straight","45","[c]","43630","38760"
"Leaver CS","2022","Legal","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Outside London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Outside London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","SCS level","Heterosexual / straight","35","[c]","100050","101430"
"Leaver CS","2022","Medicine","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","AA/AO","Heterosexual / straight","35","[c]","22880","23280"
"Leaver CS","2022","Medicine","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","EO","Heterosexual / straight","45","[c]","30940","31530"
"Leaver CS","2022","Medicine","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","G6/G7","Heterosexual / straight","30","[c]","73440","75970"
"Leaver CS","2022","Medicine","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","SCS level","Heterosexual / straight","50","[c]","101830","101430"
"Leaver CS","2022","Medicine","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","SEO/HEO","Heterosexual / straight","70","[c]","39870","39030"
"Leaver CS","2022","Medicine","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","London","AA/AO","Heterosexual / straight","590","[c]","23460","23720"
"Leaver CS","2022","Operational Delivery","London","AA/AO","LGBO","45","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","London","AA/AO","Undeclared","90","[c]","22830","23720"
"Leaver CS","2022","Operational Delivery","London","AA/AO","Unknown","430","[c]","22780","23060"
"Leaver CS","2022","Operational Delivery","London","EO","Heterosexual / straight","775","[c]","30160","31060"
"Leaver CS","2022","Operational Delivery","London","EO","LGBO","80","[c]","29530","31060"
"Leaver CS","2022","Operational Delivery","London","EO","Undeclared","145","[c]","29690","30780"
"Leaver CS","2022","Operational Delivery","London","EO","Unknown","185","[c]","29570","30460"
"Leaver CS","2022","Operational Delivery","London","G6/G7","Heterosexual / straight","230","[c]","59020","57500"
"Leaver CS","2022","Operational Delivery","London","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","London","G6/G7","Undeclared","55","[c]","60420","57170"
"Leaver CS","2022","Operational Delivery","London","G6/G7","Unknown","120","[c]","58360","54270"
"Leaver CS","2022","Operational Delivery","London","SCS level","Heterosexual / straight","40","[c]","101140","96340"
"Leaver CS","2022","Operational Delivery","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","London","SCS level","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","London","SEO/HEO","Heterosexual / straight","455","[c]","37840","37380"
"Leaver CS","2022","Operational Delivery","London","SEO/HEO","LGBO","35","[c]","36940","36720"
"Leaver CS","2022","Operational Delivery","London","SEO/HEO","Undeclared","85","[c]","37770","37000"
"Leaver CS","2022","Operational Delivery","London","SEO/HEO","Unknown","185","[c]","36320","35150"
"Leaver CS","2022","Operational Delivery","London","Unknown","Heterosexual / straight","140","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","London","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","London","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","London","Unknown","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Outside London","AA/AO","Heterosexual / straight","5790","[c]","21090","21260"
"Leaver CS","2022","Operational Delivery","Outside London","AA/AO","LGBO","495","[c]","21160","21260"
"Leaver CS","2022","Operational Delivery","Outside London","AA/AO","Undeclared","560","[c]","21010","21180"
"Leaver CS","2022","Operational Delivery","Outside London","AA/AO","Unknown","2530","[c]","21140","21130"
"Leaver CS","2022","Operational Delivery","Outside London","EO","Heterosexual / straight","3320","[c]","27490","27570"
"Leaver CS","2022","Operational Delivery","Outside London","EO","LGBO","275","[c]","27360","27570"
"Leaver CS","2022","Operational Delivery","Outside London","EO","Undeclared","420","[c]","27430","27570"
"Leaver CS","2022","Operational Delivery","Outside London","EO","Unknown","890","[c]","27760","27570"
"Leaver CS","2022","Operational Delivery","Outside London","G6/G7","Heterosexual / straight","245","[c]","57660","55930"
"Leaver CS","2022","Operational Delivery","Outside London","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Outside London","G6/G7","Undeclared","40","[c]","58320","56950"
"Leaver CS","2022","Operational Delivery","Outside London","G6/G7","Unknown","70","[c]","59480","57470"
"Leaver CS","2022","Operational Delivery","Outside London","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Outside London","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Outside London","SEO/HEO","Heterosexual / straight","985","[c]","36580","35020"
"Leaver CS","2022","Operational Delivery","Outside London","SEO/HEO","LGBO","45","[c]","33980","31990"
"Leaver CS","2022","Operational Delivery","Outside London","SEO/HEO","Undeclared","130","[c]","37990","36180"
"Leaver CS","2022","Operational Delivery","Outside London","SEO/HEO","Unknown","225","[c]","36360","34800"
"Leaver CS","2022","Operational Delivery","Outside London","Unknown","Heterosexual / straight","725","[c]","29960","27900"
"Leaver CS","2022","Operational Delivery","Outside London","Unknown","LGBO","65","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Outside London","Unknown","Undeclared","65","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Outside London","Unknown","Unknown","310","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","AA/AO","Heterosexual / straight","155","[c]","20850","21840"
"Leaver CS","2022","Operational Delivery","Unknown","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","AA/AO","Undeclared","70","[c]","20580","21590"
"Leaver CS","2022","Operational Delivery","Unknown","AA/AO","Unknown","90","[c]","20360","21590"
"Leaver CS","2022","Operational Delivery","Unknown","EO","Heterosexual / straight","35","[c]","27680","27570"
"Leaver CS","2022","Operational Delivery","Unknown","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Unknown","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Outside London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Outside London","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","AA/AO","Heterosexual / straight","55","[c]","23260","22640"
"Leaver CS","2022","Other","London","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","EO","Heterosexual / straight","125","[c]","28630","29520"
"Leaver CS","2022","Other","London","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","EO","Unknown","40","[c]","28660","28650"
"Leaver CS","2022","Other","London","G6/G7","Heterosexual / straight","45","[c]","63320","61270"
"Leaver CS","2022","Other","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","G6/G7","Unknown","40","[c]","60770","54700"
"Leaver CS","2022","Other","London","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","SEO/HEO","Heterosexual / straight","60","[c]","36750","36200"
"Leaver CS","2022","Other","London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","SEO/HEO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Outside London","AA/AO","Heterosexual / straight","800","[c]","20920","21170"
"Leaver CS","2022","Other","Outside London","AA/AO","LGBO","40","[c]","20640","20970"
"Leaver CS","2022","Other","Outside London","AA/AO","Undeclared","110","[c]","20770","21010"
"Leaver CS","2022","Other","Outside London","AA/AO","Unknown","135","[c]","21640","21260"
"Leaver CS","2022","Other","Outside London","EO","Heterosexual / straight","375","[c]","26370","26930"
"Leaver CS","2022","Other","Outside London","EO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Other","Outside London","EO","Undeclared","55","[c]","26540","26930"
"Leaver CS","2022","Other","Outside London","EO","Unknown","115","[c]","23800","24050"
"Leaver CS","2022","Other","Outside London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Other","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Outside London","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Other","Outside London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Other","Outside London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Other","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Outside London","SEO/HEO","Heterosexual / straight","255","[c]","36080","34610"
"Leaver CS","2022","Other","Outside London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Other","Outside London","SEO/HEO","Undeclared","35","[c]","37680","36550"
"Leaver CS","2022","Other","Outside London","SEO/HEO","Unknown","35","[c]","36860","37570"
"Leaver CS","2022","Other","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Unknown","Unknown","235","[c]","36010","33270"
"Leaver CS","2022","Planning","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","London","AA/AO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Policy","London","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Policy","London","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Policy","London","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Policy","London","EO","Heterosexual / straight","70","[c]","27930","28170"
"Leaver CS","2022","Policy","London","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Policy","London","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Policy","London","EO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Policy","London","G6/G7","Heterosexual / straight","235","[c]","58950","57230"
"Leaver CS","2022","Policy","London","G6/G7","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Policy","London","G6/G7","Undeclared","65","[c]","[c]","[c]"
"Leaver CS","2022","Policy","London","G6/G7","Unknown","65","[c]","58860","53600"
"Leaver CS","2022","Policy","London","SCS level","Heterosexual / straight","45","[c]","85100","79130"
"Leaver CS","2022","Policy","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","London","SCS level","Undeclared","10","[c]","[c]","[c]"
