"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Mixed","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Grants Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","AA/AO","AA","30","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","AA/AO","AO","330","[c]","22950","21260"
"New entrant CS","2022","Mixed","No function","EO","EO","270","[c]","27730","27570"
"New entrant CS","2022","Mixed","No function","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","G6/G7","G7","35","[c]","53810","53130"
"New entrant CS","2022","Mixed","No function","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","SEO/HEO","HEO","160","[c]","32640","33080"
"New entrant CS","2022","Mixed","No function","SEO/HEO","SEO","50","[c]","40810","40050"
"New entrant CS","2022","Mixed","No function","Unknown","Unknown","210","[c]","28830","24970"
"New entrant CS","2022","Mixed","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","AA/AO","AO","30","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","EO","EO","50","[c]","26520","27230"
"New entrant CS","2022","Mixed","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Grants Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","AA/AO","AO","100","[c]","23680","21830"
"New entrant CS","2022","Other ethnicity","No function","EO","EO","75","[c]","28040","27570"
"New entrant CS","2022","Other ethnicity","No function","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","SEO/HEO","HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Unknown","Unknown","45","[c]","30020","28450"
"New entrant CS","2022","Other ethnicity","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","AA/AO","AA","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","AA/AO","AO","155","[c]","22280","21260"
"New entrant CS","2022","Undeclared","No function","EO","EO","145","[c]","27940","27570"
"New entrant CS","2022","Undeclared","No function","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","G6/G7","G7","30","[c]","52640","52610"
"New entrant CS","2022","Undeclared","No function","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","SEO/HEO","HEO","75","[c]","32420","32640"
"New entrant CS","2022","Undeclared","No function","SEO/HEO","SEO","40","[c]","40150","38690"
"New entrant CS","2022","Undeclared","No function","Unknown","Unknown","135","[c]","31120","28410"
"New entrant CS","2022","Undeclared","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","EO","EO","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
