"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","AA/AO","155","[c]","22290","21260"
"New entrant CS","2022","Asian","Unknown","EO","120","[c]","27510","27570"
"New entrant CS","2022","Asian","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","SEO/HEO","70","[c]","35770","35310"
"New entrant CS","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Analysis","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Analysis","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Analysis","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","EO","35","[c]","26850","26590"
"New entrant CS","2022","Black","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Counter Fraud","AA/AO","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Counter Fraud","EO","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Counter Fraud","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Debt","AA/AO","40","[c]","21410","21250"
"New entrant CS","2022","Black","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Debt","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data & Technology","EO","30","[c]","26460","26130"
"New entrant CS","2022","Black","Digital, Data & Technology","G6/G7","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data & Technology","SEO/HEO","95","[c]","36130","35900"
"New entrant CS","2022","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Grants Management","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","AA/AO","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","EO","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","No function","AA/AO","495","[c]","23470","21790"
"New entrant CS","2022","Black","No function","EO","605","[c]","28650","27680"
"New entrant CS","2022","Black","No function","G6/G7","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","No function","SEO/HEO","285","[c]","35660","34260"
"New entrant CS","2022","Black","No function","Unknown","465","[c]","30310","28200"
"New entrant CS","2022","Black","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","SEO/HEO","35","[c]","37970","37610"
"New entrant CS","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","AA/AO","40","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","EO","55","[c]","28220","27940"
"New entrant CS","2022","Black","Unknown","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Debt","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Debt","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","AA/AO","360","[c]","22750","21260"
"New entrant CS","2022","Mixed","No function","EO","270","[c]","27730","27570"
"New entrant CS","2022","Mixed","No function","G6/G7","40","[c]","55900","54110"
"New entrant CS","2022","Mixed","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","SEO/HEO","210","[c]","34770","33570"
"New entrant CS","2022","Mixed","No function","Unknown","210","[c]","28830","24970"
"New entrant CS","2022","Mixed","Project Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","AA/AO","35","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","EO","50","[c]","26520","27230"
"New entrant CS","2022","Mixed","Unknown","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","AA/AO","105","[c]","23520","21820"
"New entrant CS","2022","Other ethnicity","No function","EO","75","[c]","28040","27570"
"New entrant CS","2022","Other ethnicity","No function","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","SEO/HEO","50","[c]","34830","33760"
"New entrant CS","2022","Other ethnicity","No function","Unknown","45","[c]","30020","28450"
"New entrant CS","2022","Other ethnicity","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","SEO/HEO","35","[c]","35300","36290"
"New entrant CS","2022","Undeclared","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","AA/AO","180","[c]","22030","21260"
"New entrant CS","2022","Undeclared","No function","EO","145","[c]","27940","27570"
"New entrant CS","2022","Undeclared","No function","G6/G7","40","[c]","54700","52610"
"New entrant CS","2022","Undeclared","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","SEO/HEO","115","[c]","35350","34110"
"New entrant CS","2022","Undeclared","No function","Unknown","135","[c]","31120","28410"
"New entrant CS","2022","Undeclared","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
