"Status","Year","Function_of_post","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Outer London - South","AO","645","605","24590","24310"
"In post","2022","No function","Outer London - South","EO","1280","1215","31020","31060"
"In post","2022","No function","Outer London - South","G6","105","100","74530","74850"
"In post","2022","No function","Outer London - South","G7","225","215","62090","62120"
"In post","2022","No function","Outer London - South","HEO","795","760","37590","37930"
"In post","2022","No function","Outer London - South","SCS level","15","15","91450","85060"
"In post","2022","No function","Outer London - South","SEO","405","390","46120","44960"
"In post","2022","No function","Outer London - South","Unknown","315","295","33440","32090"
"In post","2022","No function","Outer London - West and North West","AA","200","170","23360","22970"
"In post","2022","No function","Outer London - West and North West","AO","1010","920","27340","25110"
"In post","2022","No function","Outer London - West and North West","EO","1740","1630","30730","31060"
"In post","2022","No function","Outer London - West and North West","G6","100","95","70430","66250"
"In post","2022","No function","Outer London - West and North West","G7","260","250","55010","53600"
"In post","2022","No function","Outer London - West and North West","HEO","545","530","34580","34260"
"In post","2022","No function","Outer London - West and North West","SCS level","55","50","114260","103260"
"In post","2022","No function","Outer London - West and North West","SEO","420","405","42610","41030"
"In post","2022","No function","Outer London - West and North West","Unknown","405","385","33180","32090"
"In post","2022","No function","Overseas","AO","20","20","23360","23250"
"In post","2022","No function","Overseas","EO","45","45","28060","27950"
"In post","2022","No function","Overseas","G6","245","240","64920","64480"
"In post","2022","No function","Overseas","G7","450","445","55830","54470"
"In post","2022","No function","Overseas","HEO","520","520","34880","33950"
"In post","2022","No function","Overseas","SCS level","240","240","86340","76670"
"In post","2022","No function","Overseas","SEO","230","230","49260","42380"
"In post","2022","No function","Shropshire and Staffordshire","AA","365","335","20760","20890"
"In post","2022","No function","Shropshire and Staffordshire","AO","2255","2060","23900","22600"
"In post","2022","No function","Shropshire and Staffordshire","EO","1730","1585","28040","27570"
"In post","2022","No function","Shropshire and Staffordshire","G6","45","40","75530","72930"
"In post","2022","No function","Shropshire and Staffordshire","G7","80","80","59110","56120"
"In post","2022","No function","Shropshire and Staffordshire","HEO","480","450","34030","33840"
"In post","2022","No function","Shropshire and Staffordshire","SCS level","10","10","99200","93000"
"In post","2022","No function","Shropshire and Staffordshire","SEO","265","255","44800","44110"
"In post","2022","No function","Shropshire and Staffordshire","Unknown","515","465","29640","28200"
"In post","2022","No function","South Yorkshire","AA","220","200","20640","20890"
"In post","2022","No function","South Yorkshire","AO","1390","1220","23400","21260"
"In post","2022","No function","South Yorkshire","EO","1415","1245","27890","27570"
"In post","2022","No function","South Yorkshire","G6","100","90","63690","61010"
"In post","2022","No function","South Yorkshire","G7","275","265","52120","50400"
"In post","2022","No function","South Yorkshire","HEO","545","510","32560","31990"
"In post","2022","No function","South Yorkshire","SCS level","40","35","80810","74100"
"In post","2022","No function","South Yorkshire","SEO","450","430","39930","36960"
"In post","2022","No function","South Yorkshire","Unknown","530","485","29600","28200"
"In post","2022","No function","Southern Scotland","AA","65","60","21030","20950"
"In post","2022","No function","Southern Scotland","AO","1330","1135","21930","21260"
"In post","2022","No function","Southern Scotland","EO","1120","995","27800","27570"
"In post","2022","No function","Southern Scotland","G6","15","15","65780","66610"
"In post","2022","No function","Southern Scotland","G7","60","60","52690","54960"
"In post","2022","No function","Southern Scotland","HEO","350","320","33580","33370"
"In post","2022","No function","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Southern Scotland","SEO","120","115","39910","40180"
"In post","2022","No function","Surrey, East and West Sussex","AA","330","295","22260","21790"
"In post","2022","No function","Surrey, East and West Sussex","AO","2060","1890","25890","24370"
"In post","2022","No function","Surrey, East and West Sussex","EO","1805","1640","28670","27570"
"In post","2022","No function","Surrey, East and West Sussex","G6","75","70","70850","66320"
"In post","2022","No function","Surrey, East and West Sussex","G7","135","135","55830","53140"
"In post","2022","No function","Surrey, East and West Sussex","HEO","515","490","34850","33510"
"In post","2022","No function","Surrey, East and West Sussex","SCS level","20","15","92210","83880"
"In post","2022","No function","Surrey, East and West Sussex","SEO","350","325","43940","41100"
"In post","2022","No function","Surrey, East and West Sussex","Unknown","630","565","30480","28480"
"In post","2022","No function","Tees Valley and Durham","AA","430","390","20980","20890"
"In post","2022","No function","Tees Valley and Durham","AO","3115","2795","24290","22600"
"In post","2022","No function","Tees Valley and Durham","EO","1875","1690","27960","27570"
"In post","2022","No function","Tees Valley and Durham","G6","60","60","68120","63000"
"In post","2022","No function","Tees Valley and Durham","G7","210","210","53070","50370"
"In post","2022","No function","Tees Valley and Durham","HEO","615","575","33170","33200"
"In post","2022","No function","Tees Valley and Durham","SCS level","20","20","89590","81000"
"In post","2022","No function","Tees Valley and Durham","SEO","405","380","42360","40230"
"In post","2022","No function","Tees Valley and Durham","Unknown","595","565","29780","28200"
"In post","2022","No function","Unknown","AA","10","10","20550","20890"
"In post","2022","No function","Unknown","AO","90","85","21620","21260"
"In post","2022","No function","Unknown","EO","335","310","28620","27570"
"In post","2022","No function","Unknown","G6","10","10","[c]","[c]"
"In post","2022","No function","Unknown","G7","35","35","53580","53360"
"In post","2022","No function","Unknown","HEO","320","320","31880","29250"
"In post","2022","No function","Unknown","SCS level","10","10","[c]","[c]"
"In post","2022","No function","Unknown","SEO","30","30","41110","40600"
"In post","2022","No function","Unknown","Unknown","55","45","32870","28260"
"In post","2022","No function","West Central Scotland","AA","185","165","20930","20950"
"In post","2022","No function","West Central Scotland","AO","3235","2885","21790","21260"
"In post","2022","No function","West Central Scotland","EO","3255","2995","28910","27570"
"In post","2022","No function","West Central Scotland","G6","95","90","67400","67910"
"In post","2022","No function","West Central Scotland","G7","285","275","53480","54160"
"In post","2022","No function","West Central Scotland","HEO","1235","1165","33920","33090"
"In post","2022","No function","West Central Scotland","SCS level","20","20","84700","80290"
"In post","2022","No function","West Central Scotland","SEO","360","335","42100","40520"
"In post","2022","No function","West Midlands","AA","305","265","19900","19200"
"In post","2022","No function","West Midlands","AO","3840","3405","21660","21250"
"In post","2022","No function","West Midlands","EO","4310","3955","27310","27570"
"In post","2022","No function","West Midlands","G6","245","235","66400","65470"
"In post","2022","No function","West Midlands","G7","715","695","52520","50620"
"In post","2022","No function","West Midlands","HEO","1725","1660","32890","33080"
"In post","2022","No function","West Midlands","SCS level","90","85","100520","98980"
"In post","2022","No function","West Midlands","SEO","990","950","40370","40180"
"In post","2022","No function","West Midlands","Unknown","1165","1070","29280","28200"
"In post","2022","No function","West Wales and The Valleys","AA","1275","1020","18510","18310"
"In post","2022","No function","West Wales and The Valleys","AO","4890","4285","21890","21840"
"In post","2022","No function","West Wales and The Valleys","EO","3215","2940","27360","27570"
"In post","2022","No function","West Wales and The Valleys","G6","80","75","76150","82490"
"In post","2022","No function","West Wales and The Valleys","G7","100","100","52460","50430"
"In post","2022","No function","West Wales and The Valleys","HEO","625","575","33150","32990"
"In post","2022","No function","West Wales and The Valleys","SCS level","10","10","[c]","[c]"
"In post","2022","No function","West Wales and The Valleys","SEO","320","300","40070","39100"
"In post","2022","No function","West Wales and The Valleys","Unknown","805","760","29200","28200"
"In post","2022","No function","West Yorkshire","AA","385","355","20680","20890"
"In post","2022","No function","West Yorkshire","AO","3235","2930","23190","21260"
"In post","2022","No function","West Yorkshire","EO","3215","2960","27790","27570"
"In post","2022","No function","West Yorkshire","G6","205","195","67260","66230"
"In post","2022","No function","West Yorkshire","G7","580","560","53520","52080"
"In post","2022","No function","West Yorkshire","HEO","1465","1395","33010","33080"
"In post","2022","No function","West Yorkshire","SCS level","65","65","88410","81980"
"In post","2022","No function","West Yorkshire","SEO","810","775","41280","40180"
"In post","2022","No function","West Yorkshire","Unknown","910","835","29770","28200"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","EO","10","10","26670","26830"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","G6","15","15","66100","68190"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","G7","20","20","56090","58550"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","HEO","65","60","34540","36210"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Bedfordshire and Hertfordshire","SEO","50","50","43630","44500"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","AO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","EO","60","55","27400","27380"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","G6","15","15","67340","66970"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","G7","50","45","56200","55550"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","HEO","120","115","32850","33300"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","SEO","110","105","41020","40580"
"In post","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cheshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cheshire","EO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Cheshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cheshire","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Cheshire","HEO","10","5","[c]","[c]"
"In post","2022","Project Delivery","Cheshire","SEO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cornwall and Isles of Scilly","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Cornwall and Isles of Scilly","HEO","10","10","33350","33000"
"In post","2022","Project Delivery","Cornwall and Isles of Scilly","SEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cumbria","EO","70","70","21770","20850"
"In post","2022","Project Delivery","Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cumbria","G7","10","10","[c]","[c]"
"In post","2022","Project Delivery","Cumbria","HEO","25","25","29530","29180"
"In post","2022","Project Delivery","Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Cumbria","SEO","25","25","37910","36520"
"In post","2022","Project Delivery","Cumbria","Unknown","145","140","43160","41180"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","AO","15","15","22460","22600"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","EO","45","45","26650","26820"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","G6","25","25","66480","67910"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","G7","60","60","53100","55210"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","HEO","90","85","33130","33370"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","SCS level","5","5","[c]","[c]"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","SEO","100","100","40260","40520"
"In post","2022","Project Delivery","Derbyshire and Nottinghamshire","Unknown","15","15","44620","44710"
"In post","2022","Project Delivery","Devon","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Devon","EO","90","85","24060","24150"
"In post","2022","Project Delivery","Devon","G6","40","35","61240","60490"
"In post","2022","Project Delivery","Devon","G7","110","105","48940","47960"
"In post","2022","Project Delivery","Devon","HEO","105","100","33040","33000"
"In post","2022","Project Delivery","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Devon","SEO","160","150","40470","39650"
"In post","2022","Project Delivery","Devon","Unknown","135","130","34610","32710"
"In post","2022","Project Delivery","Dorset and Somerset","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Dorset and Somerset","EO","80","75","22700","21710"
"In post","2022","Project Delivery","Dorset and Somerset","G6","5","5","[c]","[c]"
"In post","2022","Project Delivery","Dorset and Somerset","G7","25","25","52350","53110"
"In post","2022","Project Delivery","Dorset and Somerset","HEO","135","130","31500","32640"
"In post","2022","Project Delivery","Dorset and Somerset","SEO","145","140","41270","41180"
"In post","2022","Project Delivery","East Anglia","AA","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","AO","10","10","21490","21510"
"In post","2022","Project Delivery","East Anglia","EO","35","30","25290","25010"
"In post","2022","Project Delivery","East Anglia","G6","15","15","66460","64220"
"In post","2022","Project Delivery","East Anglia","G7","45","40","52440","53500"
"In post","2022","Project Delivery","East Anglia","HEO","145","135","32180","33000"
"In post","2022","Project Delivery","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Anglia","SEO","120","115","40160","40580"
"In post","2022","Project Delivery","East Wales","AO","10","10","22560","21810"
"In post","2022","Project Delivery","East Wales","EO","60","55","26390","26820"
"In post","2022","Project Delivery","East Wales","G6","65","60","70680","75480"
"In post","2022","Project Delivery","East Wales","G7","95","90","53280","52820"
"In post","2022","Project Delivery","East Wales","HEO","100","95","32740","33160"
"In post","2022","Project Delivery","East Wales","SCS level","15","15","87270","77080"
"In post","2022","Project Delivery","East Wales","SEO","100","95","39560","40180"
"In post","2022","Project Delivery","East Yorkshire and Northern Lincolnshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Yorkshire and Northern Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Yorkshire and Northern Lincolnshire","HEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","East Yorkshire and Northern Lincolnshire","SEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","EO","50","50","25690","26750"
"In post","2022","Project Delivery","Eastern Scotland","G6","20","20","68850","67910"
"In post","2022","Project Delivery","Eastern Scotland","G7","50","50","54160","54170"
"In post","2022","Project Delivery","Eastern Scotland","HEO","95","95","33560","33370"
"In post","2022","Project Delivery","Eastern Scotland","SCS level","5","5","[c]","[c]"
"In post","2022","Project Delivery","Eastern Scotland","SEO","70","65","42160","40980"
"In post","2022","Project Delivery","Eastern Scotland","Unknown","20","20","47420","49710"
"In post","2022","Project Delivery","Essex","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Essex","EO","15","10","27650","26820"
"In post","2022","Project Delivery","Essex","G6","10","10","66380","67910"
"In post","2022","Project Delivery","Essex","G7","35","30","54990","55210"
"In post","2022","Project Delivery","Essex","HEO","30","25","33940","33370"
"In post","2022","Project Delivery","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Essex","SEO","50","50","41150","40520"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","AA","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","AO","30","30","20540","21170"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","EO","1300","1240","23610","24000"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","G6","455","445","67880","67150"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","G7","1530","1495","52390","53500"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","2425","2325","30790","31600"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","95","90","99140","91690"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","2860","2755","40490","40580"
"In post","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","1210","1180","41470","39860"
"In post","2022","Project Delivery","Greater Manchester","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Greater Manchester","EO","35","30","26800","26820"
"In post","2022","Project Delivery","Greater Manchester","G6","50","50","65510","67910"
"In post","2022","Project Delivery","Greater Manchester","G7","120","115","53290","55210"
"In post","2022","Project Delivery","Greater Manchester","HEO","140","135","33260","33370"
"In post","2022","Project Delivery","Greater Manchester","SCS level","10","10","78820","75090"
"In post","2022","Project Delivery","Greater Manchester","SEO","155","150","40500","40520"
"In post","2022","Project Delivery","Hampshire and Isle of Wight","AA","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Hampshire and Isle of Wight","AO","130","100","20890","21260"
"In post","2022","Project Delivery","Hampshire and Isle of Wight","EO","280","265","23280","23490"
"In post","2022","Project Delivery","Hampshire and Isle of Wight","G6","75","75","65530","64220"
"In post","2022","Project Delivery","Hampshire and Isle of Wight","G7","290","280","52620","53500"
"In post","2022","Project Delivery","Hampshire and Isle of Wight","HEO","355","340","31740","33000"
"In post","2022","Project Delivery","Hampshire and Isle of Wight","SCS level","10","10","88510","79840"
"In post","2022","Project Delivery","Hampshire and Isle of Wight","SEO","370","360","40140","40180"
"In post","2022","Project Delivery","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Herefordshire, Worcestershire and Warwickshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Herefordshire, Worcestershire and Warwickshire","EO","95","95","21430","20800"
"In post","2022","Project Delivery","Herefordshire, Worcestershire and Warwickshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Herefordshire, Worcestershire and Warwickshire","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Herefordshire, Worcestershire and Warwickshire","HEO","40","40","29430","29180"
"In post","2022","Project Delivery","Herefordshire, Worcestershire and Warwickshire","SEO","25","25","36650","36250"
"In post","2022","Project Delivery","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Highlands and Islands","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Highlands and Islands","HEO","10","10","36110","35610"
"In post","2022","Project Delivery","Highlands and Islands","SEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Inner London - East","AA","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Inner London - East","AO","125","95","24180","23460"
"In post","2022","Project Delivery","Inner London - East","EO","135","130","30680","31020"
"In post","2022","Project Delivery","Inner London - East","G6","175","165","75590","74850"
"In post","2022","Project Delivery","Inner London - East","G7","275","270","59870","62120"
"In post","2022","Project Delivery","Inner London - East","HEO","260","245","37210","37930"
"In post","2022","Project Delivery","Inner London - East","SCS level","90","90","100760","97750"
"In post","2022","Project Delivery","Inner London - East","SEO","195","190","44200","43810"
"In post","2022","Project Delivery","Inner London - West","AO","30","25","25420","25680"
"In post","2022","Project Delivery","Inner London - West","EO","160","155","29660","30530"
"In post","2022","Project Delivery","Inner London - West","G6","525","510","68000","67000"
"In post","2022","Project Delivery","Inner London - West","G7","935","910","55970","55060"
"In post","2022","Project Delivery","Inner London - West","HEO","470","460","36590","37000"
"In post","2022","Project Delivery","Inner London - West","SCS level","235","225","93190","83940"
"In post","2022","Project Delivery","Inner London - West","SEO","485","475","42740","42470"
"In post","2022","Project Delivery","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Kent","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Kent","EO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Kent","G7","10","10","[c]","[c]"
"In post","2022","Project Delivery","Kent","HEO","10","5","[c]","[c]"
"In post","2022","Project Delivery","Kent","SEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Lancashire","AO","115","110","21330","21260"
"In post","2022","Project Delivery","Lancashire","EO","80","70","26740","27570"
"In post","2022","Project Delivery","Lancashire","G6","40","40","64790","66610"
"In post","2022","Project Delivery","Lancashire","G7","90","85","52910","55210"
"In post","2022","Project Delivery","Lancashire","HEO","180","160","33010","33240"
"In post","2022","Project Delivery","Lancashire","SCS level","10","10","78230","75960"
"In post","2022","Project Delivery","Lancashire","SEO","185","180","38990","40180"
"In post","2022","Project Delivery","Leicestershire, Rutland and Northamptonshire","EO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Leicestershire, Rutland and Northamptonshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Leicestershire, Rutland and Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Leicestershire, Rutland and Northamptonshire","SEO","10","10","39180","38550"
"In post","2022","Project Delivery","Lincolnshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Lincolnshire","EO","15","15","24710","26100"
"In post","2022","Project Delivery","Lincolnshire","G7","25","20","52620","51490"
"In post","2022","Project Delivery","Lincolnshire","HEO","95","95","31410","31600"
"In post","2022","Project Delivery","Lincolnshire","SEO","80","75","40390","40820"
"In post","2022","Project Delivery","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Merseyside","AO","30","25","21490","21260"
"In post","2022","Project Delivery","Merseyside","EO","70","65","27150","26820"
"In post","2022","Project Delivery","Merseyside","G6","50","50","66820","67910"
"In post","2022","Project Delivery","Merseyside","G7","145","140","54000","55210"
"In post","2022","Project Delivery","Merseyside","HEO","150","140","33100","33370"
"In post","2022","Project Delivery","Merseyside","SCS level","10","10","[c]","[c]"
"In post","2022","Project Delivery","Merseyside","SEO","205","200","40130","40520"
"In post","2022","Project Delivery","North Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","North Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","North Eastern Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","North Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","North Yorkshire","EO","10","10","26250","26050"
"In post","2022","Project Delivery","North Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","North Yorkshire","G7","15","15","52880","54020"
"In post","2022","Project Delivery","North Yorkshire","HEO","30","30","32750","33000"
"In post","2022","Project Delivery","North Yorkshire","SEO","35","35","40080","40000"
"In post","2022","Project Delivery","Northern Ireland","EO","10","10","27290","26820"
"In post","2022","Project Delivery","Northern Ireland","G6","10","10","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland","G7","15","15","54770","55210"
"In post","2022","Project Delivery","Northern Ireland","HEO","30","30","33460","33370"
"In post","2022","Project Delivery","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland","SEO","30","30","40050","40180"
"In post","2022","Project Delivery","Northumberland, and Tyne and Wear","AO","40","40","21280","21260"
"In post","2022","Project Delivery","Northumberland, and Tyne and Wear","EO","125","110","27050","26820"
"In post","2022","Project Delivery","Northumberland, and Tyne and Wear","G6","85","85","65890","67910"
"In post","2022","Project Delivery","Northumberland, and Tyne and Wear","G7","270","260","53600","55210"
"In post","2022","Project Delivery","Northumberland, and Tyne and Wear","HEO","285","265","33120","33370"
"In post","2022","Project Delivery","Northumberland, and Tyne and Wear","SCS level","10","10","82710","74700"
"In post","2022","Project Delivery","Northumberland, and Tyne and Wear","SEO","380","360","39910","40520"
"In post","2022","Project Delivery","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Outer London - East and North East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Outer London - East and North East","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Outer London - East and North East","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Outer London - South","EO","30","30","31650","31020"
"In post","2022","Project Delivery","Outer London - South","G6","55","55","74390","74850"
"In post","2022","Project Delivery","Outer London - South","G7","75","70","62050","62120"
"In post","2022","Project Delivery","Outer London - South","HEO","60","55","38290","37930"
"In post","2022","Project Delivery","Outer London - South","SCS level","15","15","86260","81620"
"In post","2022","Project Delivery","Outer London - South","SEO","65","60","44000","43810"
"In post","2022","Project Delivery","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Outer London - West and North West","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Outer London - West and North West","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Outer London - West and North West","HEO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Outer London - West and North West","SEO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Overseas","EO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Overseas","G6","155","155","67040","66680"
"In post","2022","Project Delivery","Overseas","G7","280","280","54760","55060"
"In post","2022","Project Delivery","Overseas","HEO","50","50","34950","33300"
"In post","2022","Project Delivery","Overseas","SCS level","25","25","78730","76460"
"In post","2022","Project Delivery","Overseas","SEO","60","60","42440","41670"
"In post","2022","Project Delivery","Overseas","Unknown","20","20","38480","33080"
"In post","2022","Project Delivery","Shropshire and Staffordshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Shropshire and Staffordshire","EO","45","40","25220","26670"
"In post","2022","Project Delivery","Shropshire and Staffordshire","G6","25","25","69120","67910"
"In post","2022","Project Delivery","Shropshire and Staffordshire","G7","60","55","54490","54540"
"In post","2022","Project Delivery","Shropshire and Staffordshire","HEO","75","70","32250","33300"
"In post","2022","Project Delivery","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Shropshire and Staffordshire","SEO","120","115","40500","40520"
"In post","2022","Project Delivery","South Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","South Yorkshire","EO","20","15","27740","27570"
"In post","2022","Project Delivery","South Yorkshire","G6","10","10","[c]","[c]"
"In post","2022","Project Delivery","South Yorkshire","G7","30","25","49930","49170"
"In post","2022","Project Delivery","South Yorkshire","HEO","35","30","32870","32560"
"In post","2022","Project Delivery","South Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2022","Project Delivery","South Yorkshire","SEO","35","35","36880","36500"
"In post","2022","Project Delivery","Southern Scotland","AO","15","15","21710","21740"
"In post","2022","Project Delivery","Southern Scotland","EO","215","205","22740","23480"
"In post","2022","Project Delivery","Southern Scotland","G6","60","60","65010","66610"
"In post","2022","Project Delivery","Southern Scotland","G7","135","130","51780","52410"
"In post","2022","Project Delivery","Southern Scotland","HEO","185","180","32310","33930"
"In post","2022","Project Delivery","Southern Scotland","SCS level","10","10","[c]","[c]"
"In post","2022","Project Delivery","Southern Scotland","SEO","85","80","39340","40180"
"In post","2022","Project Delivery","Surrey, East and West Sussex","AA","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Surrey, East and West Sussex","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Surrey, East and West Sussex","EO","15","15","27130","26640"
"In post","2022","Project Delivery","Surrey, East and West Sussex","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Surrey, East and West Sussex","G7","25","20","54980","55210"
"In post","2022","Project Delivery","Surrey, East and West Sussex","HEO","25","25","33550","33370"
"In post","2022","Project Delivery","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Surrey, East and West Sussex","SEO","15","15","43040","41080"
"In post","2022","Project Delivery","Tees Valley and Durham","AO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Tees Valley and Durham","EO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Tees Valley and Durham","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tees Valley and Durham","G7","10","10","54520","56200"
