"Status","Year","Age","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","50-59","Property","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Maritime and Coastguard Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Medicines and Healthcare Products Regulatory Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Ministry of Defence (excl. agencies)","East of England","10","[c]","29990","33000"
"New entrant CS","2022","50-59","Property","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Ministry of Defence (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Ministry of Defence (excl. agencies)","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Ministry of Defence (excl. agencies)","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Ministry of Defence (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Ministry of Defence (excl. agencies)","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Ministry of Justice (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Valuation Office Agency","North East (England)","25","[c]","21830","21750"
"New entrant CS","2022","50-59","Property","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Valuation Office Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Valuation Office Agency","South West (England)","15","[c]","22040","21750"
"New entrant CS","2022","50-59","Property","Valuation Office Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Valuation Office Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Cabinet Office (excl. agencies)","Scotland","15","[c]","32750","32000"
"New entrant CS","2022","50-59","Security","Cabinet Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Cabinet Office (excl. agencies)","Yorkshire and The Humber","20","[c]","28430","25210"
"New entrant CS","2022","50-59","Security","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Department for Transport (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","HM Prison and Probation Service","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","HM Prison and Probation Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Ministry of Defence (excl. agencies)","East of England","10","[c]","39940","36040"
"New entrant CS","2022","50-59","Security","Ministry of Defence (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Ministry of Defence (excl. agencies)","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Ministry of Defence (excl. agencies)","Scotland","10","[c]","27700","25000"
"New entrant CS","2022","50-59","Security","Ministry of Defence (excl. agencies)","South East (England)","25","[c]","26920","25000"
"New entrant CS","2022","50-59","Security","Ministry of Defence (excl. agencies)","South West (England)","25","[c]","28500","25000"
"New entrant CS","2022","50-59","Security","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Ministry of Defence (excl. agencies)","Wales","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Submarine Delivery Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Submarine Delivery Agency","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","UK Hydrographic Office","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Accountant in Bankruptcy","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Crown Prosecution Service","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Crown Prosecution Service","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Crown Prosecution Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","East Midlands (England)","15","[c]","23460","21260"
"New entrant CS","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","East of England","10","[c]","27030","27570"
"New entrant CS","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","London","15","[c]","35410","31060"
"New entrant CS","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","North East (England)","25","[c]","26250","21260"
"New entrant CS","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","35","[c]","31280","27570"
"New entrant CS","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","Scotland","20","[c]","25230","27570"
"New entrant CS","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","10","[c]","27780","27570"
"New entrant CS","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","Wales","10","[c]","25270","24410"
"New entrant CS","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","15","[c]","26140","27570"
"New entrant CS","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","30","[c]","28530","24410"
"New entrant CS","2022","50-59","Unknown","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Disclosure Scotland","Scotland","10","[c]","29720","21050"
"New entrant CS","2022","50-59","Unknown","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Education Scotland","Scotland","20","[c]","55360","57570"
"New entrant CS","2022","50-59","Unknown","Food Standards Scotland","Scotland","10","[c]","40540","31540"
"New entrant CS","2022","50-59","Unknown","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","HM Revenue and Customs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","HM Revenue and Customs (excl. agencies)","North East (England)","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","HM Revenue and Customs (excl. agencies)","North West (England)","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","HM Revenue and Customs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","HM Revenue and Customs (excl. agencies)","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","HM Revenue and Customs (excl. agencies)","Wales","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Home Office","East Midlands (England)","10","[c]","28750","27850"
"New entrant CS","2022","50-59","Unknown","Home Office","East of England","40","[c]","33450","34630"
"New entrant CS","2022","50-59","Unknown","Home Office","London","100","[c]","41360","34630"
"New entrant CS","2022","50-59","Unknown","Home Office","North East (England)","10","[c]","27740","24880"
"New entrant CS","2022","50-59","Unknown","Home Office","North West (England)","70","[c]","31210","24880"
"New entrant CS","2022","50-59","Unknown","Home Office","Northern Ireland","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Home Office","Scotland","35","[c]","29850","34630"
"New entrant CS","2022","50-59","Unknown","Home Office","South East (England)","70","[c]","29650","25770"
"New entrant CS","2022","50-59","Unknown","Home Office","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Home Office","Wales","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Home Office","West Midlands (England)","15","[c]","29000","24880"
"New entrant CS","2022","50-59","Unknown","Home Office","Yorkshire and The Humber","45","[c]","29760","24880"
"New entrant CS","2022","50-59","Unknown","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","East Midlands (England)","25","[c]","26130","21170"
"New entrant CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","East of England","20","[c]","29960","25990"
"New entrant CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","London","25","[c]","43240","43000"
"New entrant CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","North West (England)","15","[c]","24090","21170"
"New entrant CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","Scotland","30","[c]","27550","26350"
"New entrant CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","South East (England)","60","[c]","33760","28940"
"New entrant CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","South West (England)","50","[c]","34760","31940"
"New entrant CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","Wales","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","West Midlands (England)","25","[c]","32480","29350"
"New entrant CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","15","[c]","26350","26350"
"New entrant CS","2022","50-59","Unknown","National Records of Scotland","Scotland","15","[c]","42910","39660"
"New entrant CS","2022","50-59","Unknown","Office of the Scottish Charity Regulator","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Revenue Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Royal Fleet Auxiliary","Unknown","15","[c]","31800","33270"
"New entrant CS","2022","50-59","Unknown","Scottish Government (excl. agencies)","Scotland","150","[c]","42380","39660"
"New entrant CS","2022","50-59","Unknown","Scottish Housing Regulator","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Scottish Public Pensions Agency","Scotland","10","[c]","27110","24400"
"New entrant CS","2022","50-59","Unknown","Social Security Scotland","Scotland","225","[c]","28410","27230"
"New entrant CS","2022","50-59","Unknown","Student Awards Agency for Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Transport Scotland","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Veterinary Medicines Directorate","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Welsh Government (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Welsh Government (excl. agencies)","Wales","55","[c]","43070","40100"
"New entrant CS","2022","50-59","Unknown","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Defence Equipment and Support","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Department for Education (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Driver and Vehicle Licensing Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","UK Export Finance","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","UK Health Security Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","UK Hydrographic Office","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","HM Revenue and Customs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","Department for Work and Pensions (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","Department for Work and Pensions (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","Department for Work and Pensions (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","Department for Work and Pensions (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","Department for Work and Pensions (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","HM Revenue and Customs (excl. agencies)","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","HM Revenue and Customs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Cabinet Office (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Met Office","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","Department for Education (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","Driver and Vehicle Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
