"Status","Year","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","1065","1020","39150","34540"
"In post","2022","Finance","Greater Manchester","520","500","39970","36500"
"In post","2022","Finance","Hampshire and Isle of Wight","400","385","38170","33300"
"In post","2022","Finance","Herefordshire, Worcestershire and Warwickshire","45","40","36260","34110"
"In post","2022","Finance","Highlands and Islands","5","5","[c]","[c]"
"In post","2022","Finance","Inner London - East","565","545","45670","41750"
"In post","2022","Finance","Inner London - West","2255","2205","49450","44500"
"In post","2022","Finance","Kent","25","25","37720","38530"
"In post","2022","Finance","Lancashire","470","435","36190","34290"
"In post","2022","Finance","Leicestershire, Rutland and Northamptonshire","30","30","37210","32000"
"In post","2022","Finance","Lincolnshire","35","35","26800","26670"
"In post","2022","Finance","Merseyside","340","315","33120","27570"
"In post","2022","Finance","North Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Finance","North Yorkshire","120","115","38840","36790"
"In post","2022","Finance","Northern Ireland","40","40","41150","38940"
"In post","2022","Finance","Northumberland, and Tyne and Wear","690","655","38480","34290"
"In post","2022","Finance","Outer London - East and North East","5","5","[c]","[c]"
"In post","2022","Finance","Outer London - South","125","125","46870","42100"
"In post","2022","Finance","Outer London - West and North West","45","45","42280","40790"
"In post","2022","Finance","Overseas","35","35","35090","33300"
"In post","2022","Finance","Shropshire and Staffordshire","165","155","40860","40180"
"In post","2022","Finance","South Yorkshire","530","500","38120","35310"
"In post","2022","Finance","Southern Scotland","235","220","32190","26590"
"In post","2022","Finance","Surrey, East and West Sussex","305","275","33600","29970"
"In post","2022","Finance","Tees Valley and Durham","185","175","38910","36500"
"In post","2022","Finance","Unknown","15","15","41340","35310"
"In post","2022","Finance","West Central Scotland","610","515","26340","22080"
"In post","2022","Finance","West Midlands","655","635","37910","36500"
"In post","2022","Finance","West Wales and The Valleys","230","215","35160","31990"
"In post","2022","Finance","West Yorkshire","1100","1000","34390","29720"
"In post","2022","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","160","155","28320","24920"
"In post","2022","Grants Management","Cheshire","115","105","24140","21300"
"In post","2022","Grants Management","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","Grants Management","Cumbria","775","690","24170","21300"
"In post","2022","Grants Management","Derbyshire and Nottinghamshire","90","85","24240","21300"
"In post","2022","Grants Management","Devon","185","165","26410","25190"
"In post","2022","Grants Management","Dorset and Somerset","20","15","24250","24920"
"In post","2022","Grants Management","East Anglia","55","50","24810","21300"
"In post","2022","Grants Management","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Essex","5","5","[c]","[c]"
"In post","2022","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","55","50","27520","24920"
"In post","2022","Grants Management","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","Grants Management","Herefordshire, Worcestershire and Warwickshire","160","150","25080","21300"
"In post","2022","Grants Management","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Kent","5","5","[c]","[c]"
"In post","2022","Grants Management","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Lincolnshire","5","5","[c]","[c]"
"In post","2022","Grants Management","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","North Yorkshire","175","160","26340","24920"
"In post","2022","Grants Management","Northumberland, and Tyne and Wear","400","370","24520","21300"
"In post","2022","Grants Management","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2022","Grants Management","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Grants Management","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2022","Grants Management","West Yorkshire","75","70","24850","21300"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","90","85","37990","33650"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","155","150","38670","33300"
"In post","2022","Human Resources","Cheshire","255","235","30950","27570"
"In post","2022","Human Resources","Cornwall and Isles of Scilly","15","15","32740","27570"
"In post","2022","Human Resources","Cumbria","20","20","39610","35970"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","495","470","37600","33370"
"In post","2022","Human Resources","Devon","155","140","36960","33130"
"In post","2022","Human Resources","Dorset and Somerset","85","80","33900","31740"
"In post","2022","Human Resources","East Anglia","210","195","34790","31990"
"In post","2022","Human Resources","East Wales","475","450","36490","32000"
"In post","2022","Human Resources","East Yorkshire and Northern Lincolnshire","35","35","33900","30450"
"In post","2022","Human Resources","Eastern Scotland","305","290","35890","34800"
"In post","2022","Human Resources","Essex","25","25","35900","31210"
"In post","2022","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","880","815","36190","33220"
"In post","2022","Human Resources","Greater Manchester","625","600","37820","33680"
"In post","2022","Human Resources","Hampshire and Isle of Wight","290","275","35220","32000"
"In post","2022","Human Resources","Herefordshire, Worcestershire and Warwickshire","110","100","36100","31740"
"In post","2022","Human Resources","Highlands and Islands","5","5","[c]","[c]"
"In post","2022","Human Resources","Inner London - East","510","490","46910","41700"
"In post","2022","Human Resources","Inner London - West","2125","2065","46200","41710"
"In post","2022","Human Resources","Kent","75","70","36300","33230"
"In post","2022","Human Resources","Lancashire","430","395","31320","27570"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","50","50","34510","31260"
"In post","2022","Human Resources","Lincolnshire","40","40","29900","27250"
"In post","2022","Human Resources","Merseyside","440","415","34250","30190"
"In post","2022","Human Resources","North Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire","135","125","39180","34610"
"In post","2022","Human Resources","Northern Ireland","25","25","35110","29680"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","835","775","30870","27570"
"In post","2022","Human Resources","Outer London - East and North East","25","25","34230","31880"
"In post","2022","Human Resources","Outer London - South","150","145","51370","47590"
"In post","2022","Human Resources","Outer London - West and North West","90","80","39040","33960"
"In post","2022","Human Resources","Overseas","40","40","43120","35610"
"In post","2022","Human Resources","Shropshire and Staffordshire","140","130","36190","33300"
"In post","2022","Human Resources","South Yorkshire","230","215","37970","33300"
"In post","2022","Human Resources","Southern Scotland","90","85","35930","33080"
"In post","2022","Human Resources","Surrey, East and West Sussex","155","140","32800","28920"
"In post","2022","Human Resources","Tees Valley and Durham","90","85","32830","30450"
"In post","2022","Human Resources","Unknown","35","35","39560","37300"
"In post","2022","Human Resources","West Central Scotland","710","665","27360","22330"
"In post","2022","Human Resources","West Midlands","300","285","39780","34290"
"In post","2022","Human Resources","West Wales and The Valleys","290","275","32580","30730"
"In post","2022","Human Resources","West Yorkshire","480","455","40220","36050"
"In post","2022","Internal Audit","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","20","20","41490","40000"
"In post","2022","Internal Audit","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Derbyshire and Nottinghamshire","20","20","45200","43710"
"In post","2022","Internal Audit","Devon","10","10","42150","41740"
"In post","2022","Internal Audit","Dorset and Somerset","15","15","42280","42510"
"In post","2022","Internal Audit","East Anglia","20","20","39500","36650"
"In post","2022","Internal Audit","East Wales","10","10","42970","41530"
"In post","2022","Internal Audit","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Eastern Scotland","15","15","44930","46020"
"In post","2022","Internal Audit","Essex","5","5","[c]","[c]"
"In post","2022","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","80","75","43630","41600"
"In post","2022","Internal Audit","Greater Manchester","30","30","38600","38370"
"In post","2022","Internal Audit","Hampshire and Isle of Wight","45","40","35650","33330"
"In post","2022","Internal Audit","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Inner London - East","15","10","44400","43810"
"In post","2022","Internal Audit","Inner London - West","200","195","52490","49990"
"In post","2022","Internal Audit","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Lancashire","15","15","44560","42320"
"In post","2022","Internal Audit","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2022","Internal Audit","Merseyside","15","15","43980","40700"
"In post","2022","Internal Audit","North Yorkshire","10","10","43060","41720"
"In post","2022","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Northumberland, and Tyne and Wear","35","35","46280","43690"
"In post","2022","Internal Audit","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Outer London - South","10","10","53060","50340"
"In post","2022","Internal Audit","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Shropshire and Staffordshire","20","15","47270","43570"
"In post","2022","Internal Audit","South Yorkshire","10","10","50870","49750"
"In post","2022","Internal Audit","Southern Scotland","30","30","42530","38500"
"In post","2022","Internal Audit","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2022","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","West Central Scotland","20","20","40340","36460"
"In post","2022","Internal Audit","West Midlands","30","25","54230","48780"
"In post","2022","Internal Audit","West Wales and The Valleys","20","20","46680","47940"
"In post","2022","Internal Audit","West Yorkshire","30","30","47620","45390"
"In post","2022","Legal","Bedfordshire and Hertfordshire","180","165","43780","40000"
