"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G7","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SEO","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SEO","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","International Trade","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","G7","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","International Trade","G7","Male","15","15","[c]","[c]"
"In post","2022","Undeclared","International Trade","HEO","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","International Trade","HEO","Male","15","15","[c]","[c]"
"In post","2022","Undeclared","International Trade","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","International Trade","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","International Trade","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","SEO","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","AO","Female","15","10","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","AO","Male","15","10","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","EO","Female","20","20","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","EO","Male","20","20","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","G7","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","G7","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","HEO","Female","15","10","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","HEO","Male","25","25","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","SEO","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","SEO","Male","15","15","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","AO","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal","AO","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal","EO","Female","25","20","[c]","[c]"
"In post","2022","Undeclared","Legal","EO","Male","50","50","29030","28570"
"In post","2022","Undeclared","Legal","G6","Female","30","25","[c]","[c]"
"In post","2022","Undeclared","Legal","G6","Male","30","25","[c]","[c]"
"In post","2022","Undeclared","Legal","G7","Female","70","60","57910","56270"
"In post","2022","Undeclared","Legal","G7","Male","75","75","57540","55670"
"In post","2022","Undeclared","Legal","HEO","Female","30","25","[c]","[c]"
"In post","2022","Undeclared","Legal","HEO","Male","70","70","35420","33680"
"In post","2022","Undeclared","Legal","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Legal","SEO","Female","50","40","44670","43810"
"In post","2022","Undeclared","Legal","SEO","Male","45","45","44050","43810"
"In post","2022","Undeclared","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","AO","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Medicine","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","EO","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Medicine","G6","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Medicine","G6","Male","10","5","[c]","[c]"
"In post","2022","Undeclared","Medicine","G7","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Medicine","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","HEO","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Medicine","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Medicine","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Medicine","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","AA","Female","110","90","20480","20890"
"In post","2022","Undeclared","Operational Delivery","AA","Male","105","95","20380","20890"
"In post","2022","Undeclared","Operational Delivery","AO","Female","1615","1325","22210","21260"
"In post","2022","Undeclared","Operational Delivery","AO","Male","1600","1505","23800","21840"
"In post","2022","Undeclared","Operational Delivery","EO","Female","1790","1565","28330","27570"
"In post","2022","Undeclared","Operational Delivery","EO","Male","1980","1870","28890","27570"
"In post","2022","Undeclared","Operational Delivery","G6","Female","30","30","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","G6","Male","45","40","70610","68700"
"In post","2022","Undeclared","Operational Delivery","G7","Female","100","95","55390","53610"
"In post","2022","Undeclared","Operational Delivery","G7","Male","145","140","58020","56170"
"In post","2022","Undeclared","Operational Delivery","HEO","Female","460","420","34140","33840"
"In post","2022","Undeclared","Operational Delivery","HEO","Male","710","680","34850","33840"
"In post","2022","Undeclared","Operational Delivery","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","SEO","Female","185","175","41780","41050"
"In post","2022","Undeclared","Operational Delivery","SEO","Male","355","345","44130","41480"
"In post","2022","Undeclared","Operational Delivery","Unknown","Female","265","240","31140","30810"
"In post","2022","Undeclared","Operational Delivery","Unknown","Male","205","195","33500","32690"
"In post","2022","Undeclared","Operational Research","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","G7","Male","25","25","[c]","[c]"
"In post","2022","Undeclared","Operational Research","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","HEO","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","SEO","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Operational Research","SEO","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","AA","Female","15","10","[c]","[c]"
"In post","2022","Undeclared","Other","AA","Male","50","45","19520","19050"
"In post","2022","Undeclared","Other","AO","Female","200","180","22130","21380"
"In post","2022","Undeclared","Other","AO","Male","190","185","21700","21260"
"In post","2022","Undeclared","Other","EO","Female","165","150","27590","27570"
"In post","2022","Undeclared","Other","EO","Male","200","190","27880","27570"
"In post","2022","Undeclared","Other","G6","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Other","G6","Male","15","15","[c]","[c]"
"In post","2022","Undeclared","Other","G7","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Other","G7","Male","40","35","55820","55210"
"In post","2022","Undeclared","Other","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","HEO","Female","70","70","33470","33300"
"In post","2022","Undeclared","Other","HEO","Male","125","120","33340","33300"
"In post","2022","Undeclared","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","SEO","Female","30","25","[c]","[c]"
"In post","2022","Undeclared","Other","SEO","Male","90","90","41630","40690"
"In post","2022","Undeclared","Other","Unknown","Female","10","5","[c]","[c]"
"In post","2022","Undeclared","Other","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Planning","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","G6","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","AO","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Policy","AO","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Policy","EO","Female","50","50","29070","28500"
"In post","2022","Undeclared","Policy","EO","Male","45","45","29000","28490"
"In post","2022","Undeclared","Policy","G6","Female","45","45","67320","67710"
"In post","2022","Undeclared","Policy","G6","Male","120","115","67940","67190"
"In post","2022","Undeclared","Policy","G7","Female","125","120","54610","53760"
"In post","2022","Undeclared","Policy","G7","Male","235","235","56110","55700"
"In post","2022","Undeclared","Policy","HEO","Female","110","105","34450","34110"
"In post","2022","Undeclared","Policy","HEO","Male","170","170","35080","34760"
"In post","2022","Undeclared","Policy","SCS level","Female","20","15","[c]","[c]"
"In post","2022","Undeclared","Policy","SCS level","Male","40","40","82130","77060"
"In post","2022","Undeclared","Policy","SEO","Female","100","95","41170","40580"
"In post","2022","Undeclared","Policy","SEO","Male","130","130","42120","41950"
"In post","2022","Undeclared","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","AO","Female","20","15","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","AO","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","EO","Female","25","20","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","EO","Male","20","15","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","G6","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","G6","Male","40","40","67200","67680"
"In post","2022","Undeclared","Project Delivery","G7","Female","45","45","54060","54760"
"In post","2022","Undeclared","Project Delivery","G7","Male","130","125","54790","54860"
"In post","2022","Undeclared","Project Delivery","HEO","Female","60","55","33860","33370"
"In post","2022","Undeclared","Project Delivery","HEO","Male","70","70","33550","33370"
"In post","2022","Undeclared","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","SEO","Female","80","80","40130","40500"
"In post","2022","Undeclared","Project Delivery","SEO","Male","165","155","41460","40680"
"In post","2022","Undeclared","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Undeclared","Property","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","AA","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","AO","Female","30","25","23920","23340"
"In post","2022","Undeclared","Property","AO","Male","30","30","22700","22040"
"In post","2022","Undeclared","Property","EO","Female","80","65","28080","27000"
"In post","2022","Undeclared","Property","EO","Male","60","60","27940","27000"
"In post","2022","Undeclared","Property","G6","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","G6","Male","25","25","[c]","[c]"
"In post","2022","Undeclared","Property","G7","Female","20","20","[c]","[c]"
"In post","2022","Undeclared","Property","G7","Male","60","60","56700","57380"
"In post","2022","Undeclared","Property","HEO","Female","45","45","33980","33370"
"In post","2022","Undeclared","Property","HEO","Male","95","90","34440","34000"
"In post","2022","Undeclared","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","SEO","Female","40","35","43930","44610"
"In post","2022","Undeclared","Property","SEO","Male","75","70","44860","46500"
"In post","2022","Undeclared","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","HEO","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Psychology","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","SEO","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Psychology","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","AO","Male","30","30","22310","22750"
"In post","2022","Undeclared","Science and Engineering","EO","Female","25","25","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","EO","Male","60","60","26870","26670"
"In post","2022","Undeclared","Science and Engineering","G6","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","G6","Male","35","30","67860","67780"
"In post","2022","Undeclared","Science and Engineering","G7","Female","50","45","53610","52610"
"In post","2022","Undeclared","Science and Engineering","G7","Male","175","170","52500","50510"
"In post","2022","Undeclared","Science and Engineering","HEO","Female","45","40","33530","33340"
"In post","2022","Undeclared","Science and Engineering","HEO","Male","165","165","33190","33010"
"In post","2022","Undeclared","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","SEO","Female","75","70","40500","40070"
"In post","2022","Undeclared","Science and Engineering","SEO","Male","250","245","41720","41130"
"In post","2022","Undeclared","Science and Engineering","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Unknown","Male","50","50","43600","43120"
"In post","2022","Undeclared","Security","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","AA","Male","70","70","20370","19810"
"In post","2022","Undeclared","Security","AO","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","AO","Male","130","125","35320","39070"
"In post","2022","Undeclared","Security","EO","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","EO","Male","45","45","38610","43920"
"In post","2022","Undeclared","Security","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","G7","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","G7","Male","25","25","[c]","[c]"
"In post","2022","Undeclared","Security","HEO","Female","20","20","[c]","[c]"
"In post","2022","Undeclared","Security","HEO","Male","50","45","38310","35060"
"In post","2022","Undeclared","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","SEO","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","SEO","Male","35","35","45290","44030"
"In post","2022","Undeclared","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Social Research","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","EO","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Statistics","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","G7","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Statistics","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","HEO","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","SEO","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Statistics","SEO","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Tax","AO","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Tax","AO","Male","15","10","[c]","[c]"
"In post","2022","Undeclared","Tax","EO","Female","50","45","29600","28920"
"In post","2022","Undeclared","Tax","EO","Male","80","75","28020","26820"
"In post","2022","Undeclared","Tax","G6","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Tax","G6","Male","35","35","73060","72200"
"In post","2022","Undeclared","Tax","G7","Female","35","35","56090","55210"
"In post","2022","Undeclared","Tax","G7","Male","115","110","55480","55210"
"In post","2022","Undeclared","Tax","HEO","Female","105","95","34710","33370"
"In post","2022","Undeclared","Tax","HEO","Male","155","150","35050","33430"
"In post","2022","Undeclared","Tax","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tax","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tax","SEO","Female","45","40","41050","40520"
"In post","2022","Undeclared","Tax","SEO","Male","80","75","41150","40520"
"In post","2022","Undeclared","Unknown","AA","Female","10","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","AA","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","AO","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","AO","Male","25","25","[c]","[c]"
"In post","2022","Undeclared","Unknown","EO","Female","45","45","28980","27980"
"In post","2022","Undeclared","Unknown","EO","Male","50","50","28150","27500"
"In post","2022","Undeclared","Unknown","G6","Female","20","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","G6","Male","40","40","72480","70600"
"In post","2022","Undeclared","Unknown","G7","Female","40","40","57210","54700"
"In post","2022","Undeclared","Unknown","G7","Male","85","85","59010","57510"
"In post","2022","Undeclared","Unknown","HEO","Female","50","50","34230","33370"
"In post","2022","Undeclared","Unknown","HEO","Male","90","90","34240","34290"
"In post","2022","Undeclared","Unknown","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","SEO","Female","45","45","42410","40600"
"In post","2022","Undeclared","Unknown","SEO","Male","65","65","42710","41250"
"In post","2022","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","SEO","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","SEO","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","AA","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","AA","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","AO","Female","25","20","[c]","[c]"
"In post","2022","Unknown","Commercial","AO","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Commercial","EO","Female","70","70","26700","26350"
"In post","2022","Unknown","Commercial","EO","Male","45","45","26580","26670"
"In post","2022","Unknown","Commercial","G6","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","G6","Male","30","30","[c]","[c]"
"In post","2022","Unknown","Commercial","G7","Female","55","55","51920","53000"
"In post","2022","Unknown","Commercial","G7","Male","45","45","53470","53360"
