"Status","Year","Organisation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office of Rail and Road","Office of Rail and Road","North West (England)","35","30","50190","51310"
"In post","2022","Office of Rail and Road","Office of Rail and Road","Scotland","30","25","53640","51900"
"In post","2022","Office of Rail and Road","Office of Rail and Road","South West (England)","25","25","51410","51310"
"In post","2022","Office of Rail and Road","Office of Rail and Road","West Midlands (England)","30","30","52240","51310"
"In post","2022","Office of Rail and Road","Office of Rail and Road","Yorkshire and The Humber","25","25","50040","51310"
"In post","2022","Office of the Public Guardian","Ministry of Justice","East Midlands (England)","405","375","24410","25120"
"In post","2022","Office of the Public Guardian","Ministry of Justice","London","10","10","[c]","[c]"
"In post","2022","Office of the Public Guardian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Ministry of Justice","West Midlands (England)","1020","940","23710","20970"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","Scotland","40","40","38210","31540"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","40","40","48400","41750"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Scotland","80","75","48520","49860"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","London","25","25","50500","45360"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Wales","20","20","38400","30450"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","East Midlands (England)","45","40","56190","58810"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","East of England","30","30","55610","58810"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","London","25","20","57470","58810"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","North East (England)","35","35","52640","47660"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","North West (England)","45","40","55790","58810"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","South East (England)","45","35","58530","58810"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","South West (England)","480","445","34410","27530"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Wales","20","20","53910","53240"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","West Midlands (England)","30","30","55670","54960"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","35","35","58440","58810"
"In post","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","London","45","40","41240","37470"
"In post","2022","Registers of Scotland","Scottish Government","Scotland","1180","1135","33920","30840"
"In post","2022","Revenue Scotland","Scottish Government","Scotland","75","75","39500","36130"
"In post","2022","Royal Fleet Auxiliary","Ministry of Defence","Unknown","1760","1760","37450","34160"
"In post","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","105","100","24960","24920"
"In post","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","East of England","65","60","25790","24920"
"In post","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North East (England)","455","420","26070","21300"
"In post","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North West (England)","980","880","25050","21300"
"In post","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","South East (England)","200","190","29830","25770"
"In post","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","South West (England)","290","265","27470","25340"
"In post","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Wales","5","5","[c]","[c]"
"In post","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","180","165","25590","24920"
"In post","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","285","270","26670","24920"
"In post","2022","Scottish Courts and Tribunals Service","Scottish Government","Scotland","1920","1755","28590","23780"
"In post","2022","Scottish Fiscal Commission","Scottish Government","Scotland","25","25","46010","39660"
"In post","2022","Scottish Forestry","Scottish Government","Scotland","190","180","36060","31060"
"In post","2022","Scottish Government (excl. agencies)","Scottish Government","London","15","15","50690","47100"
"In post","2022","Scottish Government (excl. agencies)","Scottish Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Scottish Government","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Scottish Government","Overseas","15","15","70800","68670"
"In post","2022","Scottish Government (excl. agencies)","Scottish Government","Scotland","8810","8460","44030","39660"
"In post","2022","Scottish Housing Regulator","Scottish Government","Scotland","50","50","53340","51490"
"In post","2022","Scottish Prison Service","Scottish Government","Scotland","4560","4275","32780","35000"
"In post","2022","Scottish Public Pensions Agency","Scottish Government","Scotland","310","285","30300","25930"
"In post","2022","Serious Fraud Office","Attorney General's Departments","London","460","445","47240","41370"
"In post","2022","Social Security Scotland","Scottish Government","Scotland","2445","2375","30730","27230"
"In post","2022","Standards and Testing Agency","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Department for Education","London","40","35","48730","45850"
"In post","2022","Standards and Testing Agency","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Department for Education","North West (England)","15","15","35670","36500"
"In post","2022","Standards and Testing Agency","Department for Education","West Midlands (England)","55","50","40310","36870"
"In post","2022","Standards and Testing Agency","Department for Education","Yorkshire and The Humber","15","10","41040","36500"
"In post","2022","Student Awards Agency for Scotland","Scottish Government","Scotland","230","220","31560","27230"
"In post","2022","Submarine Delivery Agency","Ministry of Defence","East Midlands (England)","15","15","42250","39000"
"In post","2022","Submarine Delivery Agency","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Ministry of Defence","North West (England)","165","160","42950","40340"
"In post","2022","Submarine Delivery Agency","Ministry of Defence","Overseas","20","20","38480","33080"
"In post","2022","Submarine Delivery Agency","Ministry of Defence","Scotland","90","90","41540","41000"
"In post","2022","Submarine Delivery Agency","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Ministry of Defence","South West (England)","1650","1610","40870","39050"
"In post","2022","Teaching Regulation Agency","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Department for Education","West Midlands (England)","75","75","30420","26000"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","East Midlands (England)","65","60","30970","27920"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","East of England","130","120","32190","29900"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","London","295","280","40650","37320"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","North East (England)","60","55","32700","31390"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","North West (England)","270","260","34020","33720"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Scotland","80","75","26700","21130"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","South East (England)","115","110","31480","26410"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","South West (England)","135","135","30770","26410"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Wales","65","60","29010","26140"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","West Midlands (England)","395","370","30970","26410"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","110","110","32570","30940"
"In post","2022","The National Archives","The National Archives","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","The National Archives","London","575","550","35690","33260"
"In post","2022","The National Archives","The National Archives","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","The National Archives","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Scottish Government","Scotland","525","510","45450","43000"
"In post","2022","UK Debt Management Office","HM Treasury","London","115","115","58090","51220"
"In post","2022","UK Export Finance","UK Export Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","UK Export Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","UK Export Finance","London","470","465","53170","49000"
"In post","2022","UK Export Finance","UK Export Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","UK Export Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","UK Export Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","UK Export Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","UK Export Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","UK Export Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","UK Export Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","UK Export Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","UK Export Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","East Midlands (England)","185","170","40020","35610"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","East of England","335","305","41490","34170"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","London","2850","2695","46270","40070"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","North East (England)","90","80","44650","38890"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","North West (England)","435","400","37230","28590"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","Northern Ireland","5","5","[c]","[c]"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","Scotland","30","30","34260","28970"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","South East (England)","485","430","44960","40030"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","South West (England)","1100","1025","38720","35440"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","Wales","25","25","47010","42830"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","West Midlands (England)","355","315","41210","34530"
"In post","2022","UK Health Security Agency","Department of Health and Social Care","Yorkshire and The Humber","710","675","42170","36820"
"In post","2022","UK Hydrographic Office","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Ministry of Defence","South West (England)","900","865","35250","33290"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","140","140","47040","40050"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","South East (England)","15","15","45710","45090"
"In post","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","South West (England)","105","105","44510","49080"
"In post","2022","UK Statistics Authority","UK Statistics Authority","London","340","330","45480","39840"
"In post","2022","UK Statistics Authority","UK Statistics Authority","North East (England)","15","15","31410","30710"
"In post","2022","UK Statistics Authority","UK Statistics Authority","Scotland","25","25","40250","36840"
"In post","2022","UK Statistics Authority","UK Statistics Authority","South East (England)","2490","2040","29780","24250"
"In post","2022","UK Statistics Authority","UK Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","UK Statistics Authority","Wales","3015","2860","35760","31700"
"In post","2022","UK Supreme Court","UK Supreme Court","London","50","50","38660","31960"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","East Midlands (England)","170","155","35000","31900"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","East of England","175","160","35340","31900"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","London","700","665","41610","36990"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","North East (England)","590","560","28990","25000"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","North West (England)","380","360","35980","31900"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","Scotland","45","40","45370","44610"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","South East (England)","220","205","36770","33380"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","South West (England)","630","585","30450","26030"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","Wales","275","260","37010","33370"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","West Midlands (England)","260","240","35230","32390"
"In post","2022","Valuation Office Agency","HM Revenue and Customs","Yorkshire and The Humber","420","385","34680","31900"
"In post","2022","Vehicle Certification Agency","Department for Transport","East Midlands (England)","70","65","36970","34290"
"In post","2022","Vehicle Certification Agency","Department for Transport","Overseas","10","10","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Department for Transport","South East (England)","5","5","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Department for Transport","South West (England)","120","115","33410","28980"
"In post","2022","Vehicle Certification Agency","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","South East (England)","170","170","40360","38750"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","London","80","80","65430","63240"
"In post","2022","Water Services Regulation Authority","Water Services Regulation Authority","West Midlands (England)","180","170","49710","43270"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","London","10","10","54450","46910"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","North West (England)","5","5","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","Overseas","15","15","54180","61440"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","Wales","5845","5525","41870","38160"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Welsh Government","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Welsh Government","Wales","80","75","43730","39130"
"In post","2022","Welsh Revenue Authority","Welsh Government","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Foreign, Commonwealth and Development Office","South East (England)","80","75","34680","30700"
"Leaver CS","2022","Accountant in Bankruptcy","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","15","[c]","40150","38530"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Wales","10","[c]","29610","24250"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","20","[c]","32270","29690"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North West (England)","25","[c]","29450","21300"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","20","[c]","32150","28900"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","75","[c]","31180","24920"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","40","[c]","28400","24920"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wales","30","[c]","26620","21300"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","20","[c]","27880","24920"
"Leaver CS","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","25","[c]","27520","25320"
"Leaver CS","2022","Attorney General's Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","London","485","[c]","52630","54700"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","15","[c]","29550","21050"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","20","[c]","55100","44430"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","10","[c]","43090","35300"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","20","[c]","50950","40000"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","10","[c]","67860","53320"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","90","[c]","50940","40600"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","60","[c]","35060","29220"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","East of England","40","[c]","34740","30220"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Charity Commission","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Charity Commission","North West (England)","40","[c]","31280","29160"
"Leaver CS","2022","Charity Commission","Charity Commission","South West (England)","15","[c]","45320","55230"
"Leaver CS","2022","Charity Commission","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","Wales","80","[c]","30490","24500"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","London","90","[c]","53200","54190"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","East of England","15","[c]","35770","32000"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","London","10","[c]","44200","41960"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","North West (England)","25","[c]","38230","36560"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","Wales","15","[c]","36170","32310"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Scotland","110","[c]","33410","23230"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","East Midlands (England)","40","[c]","33610","25480"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","East of England","25","[c]","37670","32080"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","London","115","[c]","43530","53050"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","North East (England)","25","[c]","37670","30130"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","North West (England)","45","[c]","43110","41080"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","South East (England)","50","[c]","39050","31560"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","South West (England)","15","[c]","41900","51470"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","Wales","25","[c]","47780","53350"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","West Midlands (England)","35","[c]","36980","33310"
"Leaver CS","2022","Crown Prosecution Service","Attorney General's Departments","Yorkshire and The Humber","45","[c]","39530","33310"
"Leaver CS","2022","Defence Electronics and Components Agency","Ministry of Defence","Wales","15","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Ministry of Defence","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","East Midlands (England)","15","[c]","34720","32440"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","East of England","20","[c]","33820","33740"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","London","20","[c]","26030","21910"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","North West (England)","10","[c]","29640","23020"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","Scotland","60","[c]","28130","25740"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","South East (England)","50","[c]","28920","24340"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","South West (England)","675","[c]","34780","31600"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","West Midlands (England)","25","[c]","23810","21280"
"Leaver CS","2022","Defence Equipment and Support","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","South East (England)","115","[c]","39540","38600"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","South West (England)","190","[c]","34680","32330"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","280","[c]","47180","40220"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Midlands (England)","10","[c]","37610","35320"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","145","[c]","42480","36520"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","London","155","[c]","43090","36660"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","North East (England)","25","[c]","34700","30310"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","North West (England)","70","[c]","38140","36500"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","South West (England)","15","[c]","37690","36500"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","West Midlands (England)","35","[c]","39440","36780"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","Yorkshire and The Humber","50","[c]","40780","36960"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East of England","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","235","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North West (England)","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Scotland","5","[c]","[c]","[c]"
