"Status","Year","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared disabled","Human Resources","90","[c]","32720","30130"
"New entrant CS","2022","Declared disabled","Inspector of Education and Training","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Intelligence Analysis","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","International Trade","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Knowledge and Information Management","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","75","[c]","42090","41750"
"New entrant CS","2022","Declared disabled","Medicine","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Operational Delivery","3050","[c]","26860","24880"
"New entrant CS","2022","Declared disabled","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Other","205","[c]","26660","21260"
"New entrant CS","2022","Declared disabled","Planning","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Policy","335","[c]","35350","32670"
"New entrant CS","2022","Declared disabled","Project Delivery","85","[c]","34660","33120"
"New entrant CS","2022","Declared disabled","Property","35","[c]","34450","31000"
"New entrant CS","2022","Declared disabled","Psychology","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Science and Engineering","120","[c]","30760","28590"
"New entrant CS","2022","Declared disabled","Security","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Social Research","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Statistics","45","[c]","30940","30710"
"New entrant CS","2022","Declared disabled","Tax","150","[c]","27740","26590"
"New entrant CS","2022","Declared disabled","Unknown","490","[c]","30360","27230"
"New entrant CS","2022","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","370","[c]","31430","29920"
"New entrant CS","2022","Declared non-disabled","Communications","260","[c]","37080","33100"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","530","[c]","26230","27570"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","1435","[c]","37810","34270"
"New entrant CS","2022","Declared non-disabled","Economics","225","[c]","34830","31750"
"New entrant CS","2022","Declared non-disabled","Finance","570","[c]","35020","33000"
"New entrant CS","2022","Declared non-disabled","Geography","45","[c]","27640","20420"
"New entrant CS","2022","Declared non-disabled","Human Resources","600","[c]","33280","30160"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","155","[c]","59240","51360"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","105","[c]","30340","28700"
"New entrant CS","2022","Declared non-disabled","Internal Audit","45","[c]","38600","39200"
"New entrant CS","2022","Declared non-disabled","International Trade","95","[c]","36890","31800"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","155","[c]","31300","28590"
"New entrant CS","2022","Declared non-disabled","Legal","635","[c]","43770","43920"
"New entrant CS","2022","Declared non-disabled","Medicine","165","[c]","51770","39470"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","19605","[c]","26050","23720"
"New entrant CS","2022","Declared non-disabled","Operational Research","90","[c]","32510","31000"
"New entrant CS","2022","Declared non-disabled","Other","1515","[c]","27940","24250"
"New entrant CS","2022","Declared non-disabled","Planning","50","[c]","43690","41980"
"New entrant CS","2022","Declared non-disabled","Planning Inspectors","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","2130","[c]","37080","34020"
"New entrant CS","2022","Declared non-disabled","Project Delivery","705","[c]","36790","34000"
"New entrant CS","2022","Declared non-disabled","Property","375","[c]","35400","33000"
"New entrant CS","2022","Declared non-disabled","Psychology","125","[c]","26950","27700"
"New entrant CS","2022","Declared non-disabled","Science and Engineering","1245","[c]","32060","29230"
"New entrant CS","2022","Declared non-disabled","Security","270","[c]","29340","25000"
"New entrant CS","2022","Declared non-disabled","Social Research","185","[c]","34740","30710"
"New entrant CS","2022","Declared non-disabled","Statistics","195","[c]","33130","30710"
"New entrant CS","2022","Declared non-disabled","Tax","1515","[c]","27610","26590"
"New entrant CS","2022","Declared non-disabled","Unknown","3450","[c]","32370","27570"
"New entrant CS","2022","Declared non-disabled","Veterinarian","35","[c]","34900","35900"
"New entrant CS","2022","Undeclared","Commercial","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","80","[c]","36080","33080"
"New entrant CS","2022","Undeclared","Economics","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","30","[c]","31570","29010"
"New entrant CS","2022","Undeclared","Intelligence Analysis","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Delivery","970","[c]","27010","25120"
"New entrant CS","2022","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","65","[c]","25790","21260"
"New entrant CS","2022","Undeclared","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","185","[c]","34920","33570"
"New entrant CS","2022","Undeclared","Project Delivery","45","[c]","37840","35970"
"New entrant CS","2022","Undeclared","Property","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","40","[c]","34830","31810"
"New entrant CS","2022","Undeclared","Security","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","60","[c]","27480","26590"
"New entrant CS","2022","Undeclared","Unknown","175","[c]","31190","29290"
"New entrant CS","2022","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","385","[c]","34390","31500"
"New entrant CS","2022","Unknown","Communications","295","[c]","35010","32790"
"New entrant CS","2022","Unknown","Corporate Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","70","[c]","26350","27570"
"New entrant CS","2022","Unknown","Digital, Data and Technology","1105","[c]","39130","35900"
"New entrant CS","2022","Unknown","Economics","130","[c]","32410","31210"
"New entrant CS","2022","Unknown","Finance","555","[c]","35090","32190"
"New entrant CS","2022","Unknown","Geography","40","[c]","27420","20420"
"New entrant CS","2022","Unknown","Human Resources","415","[c]","34230","28900"
"New entrant CS","2022","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","100","[c]","28950","28680"
"New entrant CS","2022","Unknown","Internal Audit","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","International Trade","100","[c]","37680","31800"
"New entrant CS","2022","Unknown","Knowledge and Information Management","45","[c]","29620","26350"
"New entrant CS","2022","Unknown","Legal","210","[c]","37750","34260"
"New entrant CS","2022","Unknown","Medicine","165","[c]","50370","39030"
"New entrant CS","2022","Unknown","Operational Delivery","13200","[c]","26410","24620"
"New entrant CS","2022","Unknown","Operational Research","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","850","[c]","25940","21520"
"New entrant CS","2022","Unknown","Planning","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","1255","[c]","36050","33000"
"New entrant CS","2022","Unknown","Project Delivery","395","[c]","38650","35050"
"New entrant CS","2022","Unknown","Property","345","[c]","33960","29000"
"New entrant CS","2022","Unknown","Psychology","50","[c]","25620","24620"
"New entrant CS","2022","Unknown","Science and Engineering","285","[c]","32510","30350"
"New entrant CS","2022","Unknown","Security","345","[c]","27500","25000"
"New entrant CS","2022","Unknown","Social Research","80","[c]","34310","33650"
"New entrant CS","2022","Unknown","Statistics","130","[c]","29760","28310"
"New entrant CS","2022","Unknown","Tax","820","[c]","26880","26590"
"New entrant CS","2022","Unknown","Unknown","3955","[c]","33110","28000"
"New entrant CS","2022","Unknown","Veterinarian","10","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Disability","Self reported disability.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
