"Status","Year","Parent_department","Region_ITL1","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Work and Pensions","East Midlands (England)","Male","Heterosexual / straight","140","[c]","26330","27570"
"Leaver CS","2022","Department for Work and Pensions","East Midlands (England)","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","East Midlands (England)","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","East Midlands (England)","Male","Unknown","35","[c]","24570","27570"
"Leaver CS","2022","Department for Work and Pensions","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","East of England","Female","Heterosexual / straight","270","[c]","27360","27570"
"Leaver CS","2022","Department for Work and Pensions","East of England","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","East of England","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","East of England","Female","Unknown","65","[c]","26990","27570"
"Leaver CS","2022","Department for Work and Pensions","East of England","Male","Heterosexual / straight","155","[c]","27720","27570"
"Leaver CS","2022","Department for Work and Pensions","East of England","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","East of England","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","East of England","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","London","Female","Heterosexual / straight","420","[c]","31750","31060"
"Leaver CS","2022","Department for Work and Pensions","London","Female","LGBO","30","[c]","32610","31060"
"Leaver CS","2022","Department for Work and Pensions","London","Female","Undeclared","65","[c]","32160","31060"
"Leaver CS","2022","Department for Work and Pensions","London","Female","Unknown","135","[c]","31850","31060"
"Leaver CS","2022","Department for Work and Pensions","London","Male","Heterosexual / straight","275","[c]","33370","31060"
"Leaver CS","2022","Department for Work and Pensions","London","Male","LGBO","40","[c]","32580","31060"
"Leaver CS","2022","Department for Work and Pensions","London","Male","Undeclared","30","[c]","30450","31060"
"Leaver CS","2022","Department for Work and Pensions","London","Male","Unknown","80","[c]","33890","31060"
"Leaver CS","2022","Department for Work and Pensions","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","North East (England)","Female","Heterosexual / straight","340","[c]","25940","21260"
"Leaver CS","2022","Department for Work and Pensions","North East (England)","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","North East (England)","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","North East (England)","Female","Unknown","135","[c]","24880","21260"
"Leaver CS","2022","Department for Work and Pensions","North East (England)","Male","Heterosexual / straight","245","[c]","26520","21260"
"Leaver CS","2022","Department for Work and Pensions","North East (England)","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","North East (England)","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","North East (England)","Male","Unknown","75","[c]","28920","27570"
"Leaver CS","2022","Department for Work and Pensions","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","North West (England)","Female","Heterosexual / straight","600","[c]","26390","27570"
"Leaver CS","2022","Department for Work and Pensions","North West (England)","Female","LGBO","35","[c]","25890","27570"
"Leaver CS","2022","Department for Work and Pensions","North West (England)","Female","Undeclared","65","[c]","26130","26120"
"Leaver CS","2022","Department for Work and Pensions","North West (England)","Female","Unknown","245","[c]","25500","22360"
"Leaver CS","2022","Department for Work and Pensions","North West (England)","Male","Heterosexual / straight","390","[c]","27400","21260"
"Leaver CS","2022","Department for Work and Pensions","North West (England)","Male","LGBO","55","[c]","26680","27570"
"Leaver CS","2022","Department for Work and Pensions","North West (England)","Male","Undeclared","50","[c]","30770","27570"
"Leaver CS","2022","Department for Work and Pensions","North West (England)","Male","Unknown","160","[c]","28890","27570"
"Leaver CS","2022","Department for Work and Pensions","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Scotland","Female","Heterosexual / straight","320","[c]","25510","27570"
"Leaver CS","2022","Department for Work and Pensions","Scotland","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Scotland","Female","Undeclared","45","[c]","24220","21260"
"Leaver CS","2022","Department for Work and Pensions","Scotland","Female","Unknown","130","[c]","24380","21260"
"Leaver CS","2022","Department for Work and Pensions","Scotland","Male","Heterosexual / straight","195","[c]","25410","25300"
"Leaver CS","2022","Department for Work and Pensions","Scotland","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Scotland","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Scotland","Male","Unknown","55","[c]","24980","21260"
"Leaver CS","2022","Department for Work and Pensions","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","South East (England)","Female","Heterosexual / straight","345","[c]","27640","27570"
"Leaver CS","2022","Department for Work and Pensions","South East (England)","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","South East (England)","Female","Undeclared","35","[c]","28310","27570"
"Leaver CS","2022","Department for Work and Pensions","South East (England)","Female","Unknown","85","[c]","26050","27570"
"Leaver CS","2022","Department for Work and Pensions","South East (England)","Male","Heterosexual / straight","200","[c]","27220","27570"
"Leaver CS","2022","Department for Work and Pensions","South East (England)","Male","LGBO","35","[c]","26900","27570"
"Leaver CS","2022","Department for Work and Pensions","South East (England)","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","South East (England)","Male","Unknown","35","[c]","26870","27570"
"Leaver CS","2022","Department for Work and Pensions","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","South West (England)","Female","Heterosexual / straight","230","[c]","25690","27570"
"Leaver CS","2022","Department for Work and Pensions","South West (England)","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","South West (England)","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","South West (England)","Female","Unknown","80","[c]","24660","23070"
"Leaver CS","2022","Department for Work and Pensions","South West (England)","Male","Heterosexual / straight","120","[c]","25940","27570"
"Leaver CS","2022","Department for Work and Pensions","South West (England)","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","South West (England)","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","South West (England)","Male","Unknown","35","[c]","26000","26120"
"Leaver CS","2022","Department for Work and Pensions","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Female","Heterosexual / straight","30","[c]","28370","27570"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Wales","Female","Heterosexual / straight","160","[c]","25220","26120"
"Leaver CS","2022","Department for Work and Pensions","Wales","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Wales","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Wales","Female","Unknown","80","[c]","23670","21260"
"Leaver CS","2022","Department for Work and Pensions","Wales","Male","Heterosexual / straight","100","[c]","26570","27570"
"Leaver CS","2022","Department for Work and Pensions","Wales","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Wales","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Wales","Male","Unknown","40","[c]","24890","21260"
"Leaver CS","2022","Department for Work and Pensions","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","West Midlands (England)","Female","Heterosexual / straight","265","[c]","25990","27570"
"Leaver CS","2022","Department for Work and Pensions","West Midlands (England)","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","West Midlands (England)","Female","Undeclared","35","[c]","27090","27570"
"Leaver CS","2022","Department for Work and Pensions","West Midlands (England)","Female","Unknown","115","[c]","24860","27570"
"Leaver CS","2022","Department for Work and Pensions","West Midlands (England)","Male","Heterosexual / straight","135","[c]","26470","27570"
"Leaver CS","2022","Department for Work and Pensions","West Midlands (England)","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","West Midlands (England)","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","West Midlands (England)","Male","Unknown","50","[c]","26070","27570"
"Leaver CS","2022","Department for Work and Pensions","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Yorkshire and The Humber","Female","Heterosexual / straight","340","[c]","27610","27570"
"Leaver CS","2022","Department for Work and Pensions","Yorkshire and The Humber","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Yorkshire and The Humber","Female","Undeclared","45","[c]","27930","27570"
"Leaver CS","2022","Department for Work and Pensions","Yorkshire and The Humber","Female","Unknown","120","[c]","26410","27570"
"Leaver CS","2022","Department for Work and Pensions","Yorkshire and The Humber","Male","Heterosexual / straight","250","[c]","28790","27570"
"Leaver CS","2022","Department for Work and Pensions","Yorkshire and The Humber","Male","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Yorkshire and The Humber","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Yorkshire and The Humber","Male","Unknown","90","[c]","32430","27570"
"Leaver CS","2022","Department for Work and Pensions","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East Midlands (England)","Female","Heterosexual / straight","30","[c]","46060","40060"
"Leaver CS","2022","Department of Health and Social Care","East Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East Midlands (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East Midlands (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East Midlands (England)","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East Midlands (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East Midlands (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East of England","Female","Heterosexual / straight","105","[c]","41780","39380"
"Leaver CS","2022","Department of Health and Social Care","East of England","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East of England","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East of England","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East of England","Male","Heterosexual / straight","45","[c]","38930","33090"
"Leaver CS","2022","Department of Health and Social Care","East of England","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East of England","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East of England","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","London","Female","Heterosexual / straight","670","[c]","42270","38880"
"Leaver CS","2022","Department of Health and Social Care","London","Female","LGBO","45","[c]","36160","29470"
"Leaver CS","2022","Department of Health and Social Care","London","Female","Undeclared","265","[c]","42390","37780"
"Leaver CS","2022","Department of Health and Social Care","London","Female","Unknown","190","[c]","49990","46460"
"Leaver CS","2022","Department of Health and Social Care","London","Male","Heterosexual / straight","290","[c]","45440","38910"
"Leaver CS","2022","Department of Health and Social Care","London","Male","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","London","Male","Undeclared","180","[c]","46700","41010"
"Leaver CS","2022","Department of Health and Social Care","London","Male","Unknown","115","[c]","56980","50370"
"Leaver CS","2022","Department of Health and Social Care","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North East (England)","Female","Heterosexual / straight","65","[c]","39500","36940"
"Leaver CS","2022","Department of Health and Social Care","North East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North East (England)","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North East (England)","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North East (England)","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North East (England)","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North East (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North West (England)","Female","Heterosexual / straight","70","[c]","41930","39030"
"Leaver CS","2022","Department of Health and Social Care","North West (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North West (England)","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North West (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North West (England)","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North West (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North West (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North West (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South East (England)","Female","Heterosexual / straight","55","[c]","47000","40060"
"Leaver CS","2022","Department of Health and Social Care","South East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South East (England)","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South East (England)","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South East (England)","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South East (England)","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South East (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South East (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South West (England)","Female","Heterosexual / straight","120","[c]","35960","29470"
"Leaver CS","2022","Department of Health and Social Care","South West (England)","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South West (England)","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South West (England)","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South West (England)","Male","Heterosexual / straight","50","[c]","31680","23530"
"Leaver CS","2022","Department of Health and Social Care","South West (England)","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South West (England)","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South West (England)","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Female","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Wales","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Wales","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Wales","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Wales","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Wales","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Wales","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Wales","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Wales","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","West Midlands (England)","Female","Heterosexual / straight","80","[c]","40340","36330"
"Leaver CS","2022","Department of Health and Social Care","West Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","West Midlands (England)","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","West Midlands (England)","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","West Midlands (England)","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","West Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","West Midlands (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","West Midlands (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Yorkshire and The Humber","Female","Heterosexual / straight","150","[c]","33930","28590"
"Leaver CS","2022","Department of Health and Social Care","Yorkshire and The Humber","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Yorkshire and The Humber","Female","Undeclared","55","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Yorkshire and The Humber","Female","Unknown","50","[c]","32360","29250"
"Leaver CS","2022","Department of Health and Social Care","Yorkshire and The Humber","Male","Heterosexual / straight","65","[c]","38590","35610"
"Leaver CS","2022","Department of Health and Social Care","Yorkshire and The Humber","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Yorkshire and The Humber","Male","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Yorkshire and The Humber","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Wales","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Wales","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Wales","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Wales","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Wales","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Wales","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Wales","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Wales","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Midlands (England)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Midlands (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Midlands (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Midlands (England)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Midlands (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Midlands (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Midlands (England)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Midlands (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Midlands (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Midlands (England)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Midlands (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Midlands (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East of England","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East of England","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East of England","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East of England","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East of England","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East of England","Male","LGBO","[c]","[c]","[c]","[c]"
